Year_Month,Year,Month,CPI,Inflation,ALL_Genios_Deflation,ALL_Genios_der_Country=Deutschland,ALL_Genios_der,ALL_Genios_Inflation_Country=Deutschland,ALL_Genios_Inflation,ALL_Genios_inflationär,ALL_Genios_Inflationsangst,ALL_Genios_Inflationsbekämpfung,ALL_Genios_Inflationsdruck,ALL_Genios_Inflationsrate,ALL_Genios_Inflationsrisiko,ALL_Genios_Kaufkraft,ALL_Genios_Kaufkraftverlust,ALL_Genios_Preisanstieg,ALL_Genios_Preisniveau,ALL_Genios_Preisstabilität,ALL_Genios_Preissteigerung,ALL_Genios_Stagflation,ALL_Genios_steigende+Preise,ALL_Genios_Teuerung,ALL_Genios_Teuerungsrate,ALL_Genios_Verteuerung,IWord,DWord,Preisanstieg,Steigende_Preise,Preissteigerung,Teuerung,Teuerungsrate,Verteuerung,Preisstabilitaet,Kaufkraft,Kaufkraftverlust,Inflationsrate,inflationaer,Inflationsrisiko,Preisniveau,Inflationsbekaempfung,Inflationsangst,Inflationsdruck,Stagflation,AllinflationWords
1991 11,1991,11,72,,0,261,30201,1,119,5,0,16,5,134,0,46,6,35,46,27,19,2,7,28,31,41,0.394026688,0,0.115890202,0.02317804,0.062911824,0.092712162,0.102645608,0.135757094,0.089401013,0.152312837,0.019866892,0.443693917,0.016555743,0,0.152312837,0.052978378,0,0.016555743,0.006622297,1.877421277
1991 12,1991,12,72.1,,4,289,31904,4,163,2,1,17,3,140,3,36,4,30,35,34,16,2,7,24,19,30,0.510907723,0.012537613,0.094032096,0.021940822,0.050150451,0.075225677,0.059553661,0.094032096,0.106569709,0.112838516,0.012537613,0.438816449,0.006268806,0.00940321,0.109704112,0.053284855,0.003134403,0.00940321,0.006268806,1.786609829
1992 01,1992,1,72.5,5.685131195,1,544,37141,1,158,5,0,3,5,136,0,41,3,29,45,18,28,4,8,36,20,37,0.425405886,0.002692442,0.078080827,0.021539539,0.075388385,0.096927923,0.053848846,0.099620366,0.048463962,0.110390135,0.008077327,0.366172155,0.013462212,0,0.121159904,0.008077327,0,0.013462212,0.010769769,1.553539215
1992 02,1992,2,72.9,5.805515239,1,509,35286,1,117,2,0,5,1,76,0,43,4,25,32,12,17,3,6,15,10,27,0.331576263,0.002833985,0.070849629,0.017003911,0.048177748,0.042509777,0.028339851,0.076517599,0.034007822,0.121861361,0.011335941,0.215382871,0.00566797,0,0.090687525,0.014169926,0,0.002833985,0.008501955,1.122258119
1992 03,1992,3,73.2,6.240928882,1,531,37400,2,135,4,1,8,3,128,1,46,3,35,41,9,15,3,8,14,27,31,0.360962567,0.002673797,0.093582888,0.021390374,0.040106952,0.037433155,0.072192513,0.082887701,0.024064171,0.122994652,0.00802139,0.342245989,0.010695187,0.002673797,0.109625668,0.021390374,0.002673797,0.00802139,0.00802139,1.371657754
1992 04,1992,4,73.5,6.213872832,2,532,36141,1,157,4,0,8,2,146,1,42,6,31,46,22,30,1,8,33,31,30,0.434409673,0.005533881,0.085775158,0.022135525,0.083008218,0.09130904,0.085775158,0.083008218,0.060872693,0.116211505,0.016601644,0.403973327,0.011067762,0.002766941,0.127279267,0.022135525,0,0.005533881,0.002766941,1.660164356
1992 05,1992,5,73.7,6.195965418,2,494,38513,2,152,5,0,6,2,123,0,36,1,19,41,24,17,2,10,19,12,26,0.394671929,0.005193052,0.049333991,0.025965258,0.044140939,0.049333991,0.03115831,0.067509672,0.06231662,0.093474931,0.002596526,0.319372679,0.012982629,0,0.10645756,0.015579155,0,0.005193052,0.005193052,1.290473347
1992 06,1992,6,73.9,5.873925501,2,566,35151,1,123,4,0,14,0,96,0,30,4,27,45,27,13,1,8,17,21,23,0.349918921,0.005689739,0.076811471,0.022758954,0.036983301,0.048362778,0.059742255,0.065431993,0.076811471,0.085346078,0.011379477,0.273107451,0.011379477,0,0.128019118,0.03982817,0,0,0.002844869,1.294415522
1992 07,1992,7,74.1,4.957507082,1,323,40228,0,186,4,0,10,5,132,0,38,0,45,59,23,20,2,5,25,37,68,0.462364522,0.002485831,0.111862384,0.012429154,0.049716615,0.062145769,0.091975738,0.169036492,0.057174108,0.094461569,0,0.328129661,0.009943323,0,0.146664015,0.024858308,0,0.012429154,0.004971662,1.640648305
1992 08,1992,8,74.1,4.957507082,3,405,37625,2,131,5,0,13,4,114,0,36,0,26,38,25,12,1,8,22,18,38,0.348172757,0.007973422,0.06910299,0.021262458,0.031893688,0.058471761,0.047840532,0.100996678,0.066445183,0.095681063,0,0.302990033,0.013289037,0,0.100996678,0.034551495,0,0.010631229,0.002657807,1.312956811
1992 09,1992,9,74.1,4.957507082,5,346,38400,3,173,2,1,12,8,81,0,56,0,26,55,29,20,0,2,10,23,24,0.450520833,0.013020833,0.067708333,0.005208333,0.052083333,0.026041667,0.059895833,0.0625,0.075520833,0.145833333,0,0.2109375,0.005208333,0,0.143229167,0.03125,0.002604167,0.020833333,0,1.372395833
1992 10,1992,10,74.1,3.347280335,4,389,40794,1,148,4,0,18,4,98,0,39,4,21,69,18,18,1,1,18,20,35,0.362798451,0.009805364,0.051478159,0.002451341,0.044124136,0.044124136,0.049026818,0.085796931,0.044124136,0.095602294,0.009805364,0.240231407,0.009805364,0,0.169142521,0.044124136,0,0.009805364,0.002451341,1.274697259
1992 11,1992,11,74.4,3.333333333,4,326,35092,0,124,4,0,14,5,143,0,46,7,25,59,26,30,0,6,19,35,44,0.35335689,0.011398609,0.071241309,0.017097914,0.08548957,0.054143395,0.099737832,0.125384703,0.074090961,0.131084008,0.019947566,0.407500285,0.011398609,0,0.168129488,0.039895133,0,0.014248262,0,1.684144534
1992 12,1992,12,74.5,3.328710125,2,303,38051,1,147,6,0,8,0,88,0,40,3,30,35,17,24,2,4,20,24,38,0.386323618,0.005256104,0.078841555,0.010512207,0.063073244,0.052561037,0.063073244,0.099865969,0.044676881,0.105122073,0.007884155,0.231268561,0.015768311,0,0.091981814,0.021024415,0,0,0.005256104,1.282489291
1993 01,1993,1,75.8,4.551724138,7,534,63494,2,302,6,1,33,8,234,0,86,3,44,70,24,49,4,10,97,59,40,0.475635493,0.011024664,0.069297886,0.01574952,0.077172646,0.152770341,0.092922166,0.062998079,0.037798847,0.135445869,0.004724856,0.36853876,0.009449712,0,0.110246637,0.051973415,0.001574952,0.012599616,0.006299808,1.696223265
1993 02,1993,2,76.4,4.801097394,6,551,61780,2,267,8,1,20,11,181,0,89,4,32,73,27,28,3,7,75,42,63,0.432178699,0.009711881,0.051796698,0.011330528,0.045322111,0.121398511,0.067983166,0.101974749,0.043703464,0.144059566,0.006474587,0.292975073,0.012949174,0,0.118161217,0.032372936,0.001618647,0.017805115,0.00485594,1.516672062
1993 03,1993,3,76.6,4.644808743,5,553,76447,2,296,7,1,27,8,192,4,96,4,27,81,22,35,3,4,74,41,85,0.387196358,0.006540479,0.035318587,0.005232383,0.045783353,0.09679909,0.053631928,0.111188143,0.028778108,0.125577197,0.005232383,0.251154395,0.009156671,0.005232383,0.10595576,0.035318587,0.001308096,0.010464766,0.003924287,1.323792955
1993 04,1993,4,76.8,4.489795918,2,604,69204,4,291,4,0,20,10,172,0,85,8,35,67,26,31,1,13,76,43,61,0.420495925,0.002890006,0.050575111,0.018785041,0.044795099,0.109820242,0.062135137,0.088145194,0.037570083,0.12282527,0.011560025,0.248540547,0.005780013,0,0.096815213,0.028900064,0,0.014450032,0.001445003,1.365528004
1993 05,1993,5,76.9,4.34192673,4,658,65289,2,279,6,5,13,5,175,2,75,5,41,79,30,38,3,10,64,29,56,0.427330791,0.006126606,0.062797715,0.015316516,0.05820276,0.098025701,0.044417896,0.085772488,0.045949547,0.114873868,0.007658258,0.268039026,0.009189909,0.003063303,0.121000475,0.019911471,0.007658258,0.007658258,0.004594955,1.407587802
1993 06,1993,6,77.1,4.330175913,0,609,65813,2,312,5,0,18,8,207,2,83,7,28,71,39,23,4,3,72,27,72,0.474070472,0,0.042544786,0.00455837,0.034947503,0.109400878,0.041025329,0.109400878,0.059258809,0.126114901,0.010636196,0.314527525,0.007597283,0.003038913,0.107881422,0.02735022,0,0.012155653,0.006077827,1.490586966
1993 07,1993,7,77.5,4.588394062,2,369,68215,0,346,6,0,20,7,221,2,101,2,30,77,27,25,2,5,59,46,68,0.50721982,0.002931906,0.043978597,0.007329766,0.036648831,0.086491241,0.067433849,0.09968482,0.039580737,0.148061277,0.002931906,0.323975665,0.008795719,0.002931906,0.112878399,0.029319065,0,0.010261673,0.002931906,1.533387085
1993 08,1993,8,77.5,4.588394062,1,381,58121,3,301,5,0,19,0,204,1,83,5,40,77,31,36,1,7,51,41,64,0.517885102,0.001720549,0.06882194,0.01204384,0.061939746,0.087747974,0.070542489,0.110115105,0.053337004,0.142805526,0.008602743,0.350991896,0.008602743,0.001720549,0.132482235,0.032690422,0,0,0.001720549,1.66377041
1993 09,1993,9,77.4,4.453441296,0,381,67381,1,300,10,1,16,10,219,2,77,6,38,114,34,48,0,9,92,49,85,0.445229367,0,0.05639572,0.013356881,0.071236699,0.136537006,0.072720797,0.126148321,0.050459328,0.114275538,0.008904587,0.325017438,0.014840979,0.002968196,0.16918716,0.023745566,0.001484098,0.014840979,0,1.647348659
1993 10,1993,10,77.4,4.453441296,1,378,72321,2,299,3,0,20,9,246,0,143,13,46,105,31,39,3,11,95,48,72,0.413434549,0.001382724,0.063605315,0.015209967,0.053926245,0.131358803,0.066370764,0.099556146,0.042864452,0.197729567,0.017975415,0.340150164,0.004148173,0,0.145186046,0.027654485,0,0.012444518,0.004148173,1.637145504
1993 11,1993,11,77.5,4.166666667,4,412,67701,3,290,7,0,19,8,195,0,115,12,49,89,32,41,1,13,84,47,61,0.428354086,0.005908332,0.07237707,0.01920208,0.060560405,0.124074977,0.069422904,0.090102066,0.047266658,0.169864551,0.017724997,0.288031196,0.010339581,0,0.131460392,0.028064578,0,0.011816664,0.001477083,1.576047621
1993 12,1993,12,77.7,4.295302013,1,363,70860,0,310,7,0,13,10,239,1,141,8,38,78,43,37,0,6,103,48,71,0.43748236,0.001411233,0.05362687,0.008467401,0.052215636,0.145357042,0.067739204,0.100197573,0.060683037,0.198983912,0.011289867,0.337284787,0.009878634,0.001411233,0.110076207,0.018346034,0,0.014112334,0,1.628563364
1994 01,1994,1,78.1,3.034300792,4,762,78686,1,449,8,1,29,6,304,1,106,7,74,100,36,42,3,18,105,54,94,0.570622474,0.005083496,0.094044684,0.022875734,0.053376713,0.133441781,0.068627202,0.119462166,0.045751468,0.134712655,0.008896119,0.386345729,0.010166993,0.001270874,0.127087411,0.036855349,0.001270874,0.007625245,0.003812622,1.831329588
1994 02,1994,2,78.7,3.010471204,4,513,85091,2,392,9,3,34,13,262,0,122,6,46,88,28,38,0,9,109,44,80,0.460683269,0.00470085,0.054059771,0.010576912,0.044658072,0.128098154,0.051709346,0.094016994,0.032905948,0.143375915,0.007051275,0.307905654,0.010576912,0,0.103418693,0.039957222,0.003525637,0.015277761,0,1.512498384
1994 03,1994,3,78.8,2.872062663,1,716,101590,1,444,10,14,26,16,330,1,142,9,67,104,49,36,0,13,130,78,84,0.437050891,0.000984349,0.065951373,0.012796535,0.035436559,0.127965351,0.076779211,0.082685304,0.048233094,0.139777537,0.00885914,0.324835122,0.009843489,0.000984349,0.102372281,0.02559307,0.013780884,0.015749582,0,1.529678118
1994 04,1994,4,78.9,2.734375,2,735,82379,3,399,9,3,27,12,258,1,105,7,49,97,29,43,0,15,91,53,67,0.484346739,0.002427803,0.059481178,0.018208524,0.052197769,0.110465046,0.064336785,0.081331407,0.035203146,0.127459668,0.008497311,0.313186613,0.010925114,0.001213902,0.117748455,0.032775343,0.003641705,0.014566819,0,1.538013329
1994 05,1994,5,79.1,2.860858257,1,647,78397,1,320,6,7,21,11,251,3,97,3,47,102,33,31,3,20,77,51,66,0.408178884,0.001275559,0.059951274,0.02551118,0.039542329,0.098218044,0.06505351,0.084186895,0.042093447,0.123729224,0.003826677,0.320165312,0.007653354,0.003826677,0.130107019,0.026786739,0.008928913,0.014031149,0.003826677,1.466892866
1994 06,1994,6,79.2,2.723735409,1,708,84759,1,364,10,21,24,16,249,1,99,3,62,143,49,13,1,19,105,40,75,0.429452919,0.001179816,0.073148574,0.022416499,0.015337604,0.12388065,0.047192629,0.088486178,0.05781097,0.116801756,0.003539447,0.293774112,0.011798157,0.001179816,0.168713647,0.028315577,0.02477613,0.018877051,0.001179816,1.527861348
1994 07,1994,7,79.4,2.451612903,6,570,83505,4,422,14,8,26,8,259,2,116,2,69,118,48,51,0,14,102,56,65,0.505358961,0.007185198,0.082629783,0.016765463,0.061074187,0.122148374,0.067061853,0.07783965,0.057481588,0.138913837,0.002395066,0.310161068,0.016765463,0.002395066,0.141308904,0.03113586,0.009580265,0.009580265,0,1.659780851
1994 08,1994,8,79.6,2.709677419,3,347,82582,0,396,8,0,25,20,258,0,114,8,66,104,34,40,1,19,92,64,83,0.479523383,0.003632753,0.079920564,0.023007435,0.048436705,0.111404422,0.077498729,0.100506164,0.0411712,0.13804461,0.009687341,0.312416749,0.009687341,0,0.125935434,0.030272941,0,0.024218353,0.001210918,1.616575041
1994 09,1994,9,79.4,2.583979328,3,581,84996,1,380,9,15,31,21,269,4,153,9,64,110,36,45,1,19,123,72,92,0.447079863,0.003529578,0.075297661,0.022353993,0.052943668,0.144712692,0.084709869,0.108240388,0.042354934,0.180008471,0.010588734,0.316485482,0.010588734,0.004706104,0.129417855,0.036472305,0.017647889,0.024707045,0.001176526,1.713021789
1994 10,1994,10,79.3,2.454780362,5,535,80325,1,452,13,11,30,28,341,1,175,7,75,107,50,29,1,20,129,79,91,0.562713974,0.006224712,0.093370682,0.024898848,0.03610333,0.160597572,0.098350451,0.11328976,0.062247121,0.217864924,0.008714597,0.424525366,0.016184251,0.001244942,0.133208839,0.037348273,0.013694367,0.034858388,0.001244942,2.046685341
1994 11,1994,11,79.4,2.451612903,4,501,79077,1,425,14,5,32,25,213,1,133,7,64,95,52,32,1,18,102,74,89,0.537450839,0.005058361,0.080933773,0.022762624,0.040466887,0.128988201,0.093579676,0.112548529,0.065758691,0.168190498,0.008852131,0.269357715,0.017704263,0.00126459,0.12013607,0.040466887,0.006322951,0.031614755,0.00126459,1.75272203
1994 12,1994,12,79.6,2.445302445,4,525,81059,2,428,8,6,24,21,276,4,147,18,92,109,59,40,0,20,132,68,74,0.528010462,0.004934677,0.113497576,0.024673386,0.049346772,0.162844348,0.083889513,0.091291528,0.072786489,0.181349387,0.022206047,0.340492728,0.009869354,0.004934677,0.134469954,0.029608063,0.007402016,0.025907055,0,1.887514033
1995 01,1995,1,79.9,2.304737516,5,937,99340,1,632,18,6,40,30,397,4,226,18,85,143,64,57,6,35,146,103,117,0.636198913,0.005033219,0.085564727,0.035232535,0.057378699,0.146970002,0.103684316,0.11777733,0.064425206,0.22750151,0.018119589,0.399637608,0.018119589,0.004026575,0.14395007,0.040265754,0.006039863,0.030199315,0.006039863,2.146164687
1995 02,1995,2,80.3,2.033036849,5,788,99798,3,518,9,3,23,24,330,5,208,4,67,133,47,50,3,27,111,76,98,0.519048478,0.00501012,0.067135614,0.02705465,0.050101204,0.111224674,0.076153831,0.098198361,0.047095132,0.20842101,0.004008096,0.330667949,0.009018217,0.00501012,0.133269204,0.023046554,0.003006072,0.024048578,0.003006072,1.744523938
1995 03,1995,3,80.3,1.903553299,11,900,111944,2,530,20,1,40,33,314,2,208,21,69,156,66,55,2,23,131,75,141,0.473451011,0.009826342,0.061637962,0.020545987,0.049131709,0.117022797,0.066997785,0.125955835,0.05895805,0.185807189,0.01875938,0.280497392,0.017866076,0.001786608,0.139355392,0.035732152,0.000893304,0.029479025,0.001786608,1.695490602
1995 04,1995,4,80.4,1.901140684,6,789,94078,0,418,17,0,20,17,236,3,185,12,70,109,53,49,2,20,114,68,94,0.444312167,0.006377687,0.074406344,0.021258955,0.052084441,0.121176045,0.072280448,0.09991709,0.056336232,0.196645337,0.012755373,0.250855673,0.018070112,0.003188843,0.115861307,0.021258955,0,0.018070112,0.002125896,1.586981016
1995 05,1995,5,80.4,1.643489254,9,814,98250,5,426,9,0,29,30,287,7,188,11,65,150,36,41,3,20,120,55,136,0.433587786,0.009160305,0.066157761,0.020356234,0.04173028,0.122137405,0.055979644,0.138422392,0.036641221,0.191348601,0.011195929,0.292111959,0.009160305,0.007124682,0.152671756,0.029516539,0,0.030534351,0.003053435,1.650890585
1995 06,1995,6,80.5,1.641414141,11,806,101717,1,515,15,1,31,33,267,4,201,7,88,154,76,38,0,28,137,89,117,0.506306714,0.010814318,0.086514545,0.027527355,0.037358554,0.134687417,0.087497665,0.11502502,0.074717107,0.197607086,0.006881839,0.262492995,0.014746797,0.003932479,0.151400454,0.030476715,0.00098312,0.032442954,0,1.781413136
1995 07,1995,7,80.7,1.637279597,21,655,101851,5,423,16,1,31,38,319,7,175,12,72,165,49,44,2,32,145,105,125,0.415312564,0.020618354,0.0706915,0.031418445,0.043200361,0.142364827,0.103091771,0.122728299,0.048109493,0.171819619,0.011781917,0.31320262,0.015709222,0.006872785,0.162001355,0.030436618,0.000981826,0.037309403,0.001963653,1.749614633
1995 08,1995,8,80.7,1.381909548,16,441,109659,2,426,11,1,16,32,310,5,185,14,75,153,54,41,1,22,125,61,165,0.388477006,0.014590686,0.068393839,0.020062193,0.037388632,0.113989732,0.055626989,0.150466446,0.049243564,0.168704803,0.01276685,0.282694535,0.010031096,0.004559589,0.139523432,0.014590686,0.000911918,0.029181371,0.000911918,1.562115285
1995 09,1995,9,80.7,1.637279597,19,659,113494,2,498,10,1,29,35,349,2,235,11,90,173,80,49,1,23,139,69,112,0.438789716,0.016740973,0.079299346,0.020265388,0.043174088,0.122473435,0.060796165,0.098683631,0.070488308,0.207059404,0.009692142,0.307505243,0.008811038,0.001762208,0.152430966,0.025552012,0.000881104,0.030838635,0.000881104,1.696124905
1995 10,1995,10,80.5,1.513240858,23,589,114833,1,541,15,0,26,17,359,3,235,17,49,151,44,43,6,23,126,78,102,0.471118929,0.020029086,0.042670661,0.020029086,0.037445682,0.109724557,0.067924725,0.088824641,0.038316512,0.204645006,0.014804107,0.312627903,0.013062447,0.002612489,0.131495302,0.022641575,0,0.014804107,0.005224979,1.618001794
1995 11,1995,11,80.5,1.385390428,12,591,115802,3,566,17,3,23,16,391,3,230,15,71,146,66,56,2,24,123,71,133,0.488765306,0.010362515,0.061311549,0.020725031,0.048358405,0.106215782,0.061311549,0.114851212,0.056993834,0.198614877,0.012953144,0.337645291,0.01468023,0.002590629,0.12607727,0.019861488,0.002590629,0.013816687,0.001727086,1.699452514
1995 12,1995,12,80.8,1.507537688,26,579,105448,1,584,12,3,27,28,326,4,210,7,67,115,85,50,10,23,139,81,99,0.553827479,0.024656703,0.063538427,0.021811699,0.047416736,0.131818527,0.076815113,0.093885138,0.080608452,0.199150292,0.006638343,0.30915712,0.011380017,0.003793339,0.109058493,0.025605038,0.002845004,0.026553372,0.009483347,1.798042637
1996 01,1996,1,81,1.376720901,28,1119,113886,3,624,13,0,32,27,412,2,255,12,88,174,74,70,2,23,128,77,150,0.547916337,0.024585989,0.077270253,0.020195634,0.061464974,0.112393095,0.067611471,0.131710658,0.064977258,0.223908119,0.010536853,0.361765274,0.011414924,0.001756142,0.152784363,0.028098274,0,0.023707918,0.001756142,1.923853678
1996 02,1996,2,81.5,1.494396015,20,850,116807,3,573,5,6,31,24,283,8,240,12,54,135,57,51,0,17,112,66,131,0.490552792,0.017122262,0.046230106,0.014553922,0.043661767,0.095884664,0.056503463,0.112150813,0.048798445,0.205467138,0.010273357,0.24228,0.004280565,0.006848905,0.115575265,0.026539505,0.005136678,0.020546714,0,1.562406363
1996 03,1996,3,81.5,1.494396015,17,1081,129484,13,594,19,2,32,19,298,3,260,9,61,147,73,46,1,18,125,61,135,0.458743937,0.013129035,0.047110068,0.013901331,0.035525625,0.096537024,0.047110068,0.104259986,0.056377622,0.20079701,0.006950666,0.230144265,0.014673628,0.002316889,0.11352754,0.024713478,0.001544592,0.014673628,0.000772296,1.482808687
1996 04,1996,4,81.5,1.368159204,12,1122,111832,7,571,11,4,30,14,272,4,230,10,88,149,103,51,4,27,113,67,116,0.51058731,0.010730381,0.078689463,0.024143358,0.04560412,0.101044424,0.059911296,0.103727019,0.092102439,0.205665641,0.008941984,0.243221976,0.009836183,0.003576794,0.133235568,0.026825953,0.003576794,0.012518778,0.003576794,1.677516274
1996 05,1996,5,81.6,1.492537313,10,1080,127339,6,644,16,12,22,15,275,4,228,18,69,158,68,39,2,18,121,64,125,0.505736656,0.007853054,0.05418607,0.014135497,0.030626909,0.095021949,0.050259543,0.098163171,0.053400765,0.179049623,0.014135497,0.215958976,0.012564886,0.003141221,0.124078248,0.017276718,0.009423664,0.01177958,0.001570611,1.498362638
1996 06,1996,6,81.7,1.49068323,8,1199,124850,3,575,15,4,33,29,264,2,246,17,64,170,80,51,1,12,145,70,115,0.460552663,0.006407689,0.051261514,0.009611534,0.040849019,0.116139367,0.056067281,0.092110533,0.064076892,0.197036444,0.01361634,0.211453744,0.012014417,0.001601922,0.136163396,0.026431718,0.003203845,0.023227873,0.000800961,1.522627153
1996 07,1996,7,81.8,1.36307311,11,934,134785,6,656,13,12,29,23,313,5,243,8,59,170,54,39,1,18,124,87,101,0.486701042,0.008161146,0.043773417,0.013354602,0.028934971,0.091998368,0.064547242,0.074934154,0.040063805,0.180287124,0.005935379,0.232221686,0.00964499,0.003709612,0.126126795,0.021515747,0.008903068,0.017064213,0.000741922,1.458619283
1996 08,1996,8,81.8,1.36307311,15,655,139597,4,600,15,3,29,27,319,8,196,4,64,166,80,43,4,20,113,78,110,0.429808664,0.010745217,0.045846257,0.014326955,0.030802954,0.080947298,0.055875126,0.078798255,0.057307822,0.140404163,0.002865391,0.228514939,0.010745217,0.005730782,0.11891373,0.020774085,0.002149043,0.01934139,0.002865391,1.356762681
1996 09,1996,9,81.8,1.36307311,33,986,133928,9,668,10,3,32,23,327,4,229,9,59,186,93,48,1,18,139,79,135,0.498775461,0.024640105,0.044053521,0.013440057,0.035840153,0.103787109,0.058986918,0.10080043,0.069440296,0.170987396,0.006720029,0.244161042,0.007466699,0.002986679,0.138880593,0.023893435,0.00224001,0.017173407,0.00074667,1.565020011
1996 10,1996,10,81.8,1.614906832,18,971,169288,10,809,18,8,25,20,395,4,318,12,77,167,97,46,0,24,137,73,124,0.477883843,0.010632768,0.045484618,0.014177024,0.027172629,0.080927177,0.043121781,0.073247956,0.057298804,0.187845565,0.007088512,0.233330183,0.010632768,0.002362837,0.098648457,0.014767733,0.004725675,0.011814186,0,1.401162516
1996 11,1996,11,81.7,1.49068323,36,972,164228,12,770,20,5,41,17,431,4,307,14,68,193,125,74,0,26,148,69,136,0.468860365,0.021920744,0.04140585,0.015831649,0.045059308,0.090118616,0.04201476,0.082811701,0.076113696,0.186935236,0.008524734,0.262440022,0.012178191,0.002435638,0.117519546,0.024965292,0.003044548,0.010351463,0,1.512531359
1996 12,1996,12,82,1.485148515,21,850,144554,8,668,15,0,18,14,338,4,281,10,77,140,129,59,2,27,147,65,119,0.462111045,0.014527443,0.053267291,0.018678141,0.040815197,0.101692101,0.044965895,0.082322177,0.089240007,0.194391023,0.00691783,0.233822655,0.010376745,0.002767132,0.09684962,0.012452094,0,0.009684962,0.001383566,1.476264925
