"title","number","date","keywords","link"
"Zeitspiegel |","1991.2.1671","1991-01-04","DIE ZEIT, , Kurt Waldheim, Antisemitismus, Französisch, Islam, Wehrmacht, Frankreich, Kanada, Saudi Arabien, Schweiz, Österreich, Genfer See, Linz, Montreal, Montreux, Paris","http://www.zeit.de/1991/02/zeitspiegel"
"Nachlese: Machtkampf in Somalia: Gesinnungswandel |","1991.2.1672","1991-01-04","DIE ZEIT, Nachlese: Machtkampf in Somalia, Somalia, Recht, Bischof, Demokratie, Diktatur, Entwicklungshilfe, Hauptstadt, Liebe, Lärm, Protest, Präsident, Schießbefehl, Sozialismus, Stadion, Wahl, Landshut, Mogadischu","http://www.zeit.de/1991/02/gesinnungswandel"
"Der ehemalige Staatschef der DDR hinter den Mauern eines sowjetischen Militärhospitals: Ein langes Leben mit der Lüge |","1991.2.1673","1991-01-04","DIE ZEIT, Der ehemalige Staatschef der DDR hinter den Mauern eines sowjetischen Militärhospitals, Erich Honecker, DDR, Günter Mittag, Egon Krenz, Erich Mielke, Günter Schabowski, Walter Ulbricht, Bärbel Bohley, Herbert Wehners, Horst Sindermann, Kurt Hager, Sozialismus, Zensur, MIT, Politik, Berlin, Brandenburg, Europa, Saarland, Weimar","http://www.zeit.de/1991/02/ein-langes-leben-mit-der-luege"
"Vergangenheitsbewältigung in Chile: Der General unter Beschuß |","1991.2.1674","1991-01-04","DIE ZEIT, Vergangenheitsbewältigung in Chile, Augusto Pinochet, Chile, Patricio Aylwin, Militär, Vergangenheitsbewältigung, Kommunistische Partei, Menschenrechtsverletzung, Santiago","http://www.zeit.de/1991/02/der-general-unter-beschuss"
"Bonner Bühne: Gaben zum neuen Jahr |","1991.2.1675","1991-01-04","DIE ZEIT, Bonner Bühne, Helmut Kohl, Bühne, CDU, CSU, Theo Waigel, Norbert Lammert, Peter Handke, Berichterstattung, Botschaft, Bundestag, CSU-Fraktion, Friedrich Bohl, Koalitionsverhandlung, Retrospektive, Richard Freiherr von Weizsäcker, Sozialdemokratie, Wolfgang Bötsch, Bayern, Bonn, Cottbus, Lausitz","http://www.zeit.de/1991/02/gaben-zum-neuen-jahr"
"Spekulation: Millionensegen aus dem Antiquariat |","1991.2.1676","1991-01-04","DIE ZEIT, Spekulation, Bundesregierung, DDR, Frankreich, Großbritannien, Sowjetunion, USA, Bonn, Bad Homburg, Sachsen","http://www.zeit.de/1991/02/millionensegen-aus-dem-antiquariat"
"Bonner Kulisse |","1991.2.1677","1991-01-04","DIE ZEIT, , Theo Waigel, CDU, Joachim Poß, Fritz Schäffer, Peter-Michael Diestel, Finanzministerium, Bodenreform, Bundesfinanzminister, Bundesrat, DDR, Finanzminister, Landesregierung, Landtagswahl, Volkskammer, Brandenburg, Bayern, Bonn, Ostberlin","http://www.zeit.de/1991/02/bonner-kulisse"
"Fritz Vorolz:: Was wird am Golf verteidigt? |","1991.2.1678","1991-01-04","DIE ZEIT, Fritz Vorolz:, Saddam Hussein, George W.  Bush, Golf, Benzinpreis, CO2, DDR, Detroit, Erdöl, Irak, Klimakonferenz, Richard Cheney, Rohstoff, Vereinte Nationen, Saudi Arabien, USA, Bagdad, Genf, Los Angeles, New York, Washington D.C","http://www.zeit.de/1991/02/was-wird-am-golf-verteidigt"
"Bank und Börse: Nur die Barzahler bekommen Rabatt |","1991.2.1679","1991-01-04","DIE ZEIT, Bank und Börse, Bank, Börse, Großbritannien","http://www.zeit.de/1991/02/nur-die-barzahler-bekommen-rabatt"
"Pharmaindustrie: Pech für die Glückskinder |","1991.2.1680","1991-01-04","DIE ZEIT, Pharmaindustrie, Norbert Blüm, Bayer AG, Pharmaindustrie, Arzneimittel, DDR, Gesundheitsreform, Krankenversicherung, Medikament, Opfer, Ostdeutschland, Europa","http://www.zeit.de/1991/02/pech-fuer-die-glueckskinder"
"Liquidität ist Trumpf |","1991.2.1681","1991-01-04","DIE ZEIT, , Commerzbank, Dax, Liquidität, Ausländer, Siemens AG, Abfindung, Aktie, Aktienindex, Aktienmarkt, Bundesverfassungsgericht, DDR, Entschädigung, Gewinn, Rendite, Umsatz, Sowjetunion","http://www.zeit.de/1991/02/liquiditaet-ist-trumpf"
"Matsushita übernimmt Universal: Wie im Kino |","1991.2.1682","1991-01-04","DIE ZEIT, Matsushita übernimmt Universal, Sony, Film, Barbara Streisand, Columbia, Dollar, Hardware, Hollywood, Kino, Metro-Goldwyn-Mayer, Saudi Arabien, USA, Fernost, Washington D.C","http://www.zeit.de/1991/02/wie-im-kino"
