unermesslich,unermesslicher,unermessliche,unermessliches,unermesslicherer,unermesslicherere,unermesslichereres,unermesslichster,unermesslichste,unermesslichstes
unberechenbar,unberechenbarer,unberechenbare,unberechenbares,unberechenbarerer,unberechenbarere,unberechenbareres,unberechenbarster,unberechenbarste,unberechenbarstes
unabsehbar,unabsehbarer,unabsehbare,unabsehbares,,,,,,
unkalkulierbar,unkalkulierbarer,unkalkulierbare,unkalkulierbares,,,,,,
nicht kalkulierbar,nicht kalkulierbarer,nicht kalukulierbare,nicht kalukulierbares,,,,,,
ernst,ernster,ernste,ernstes,,,,,,
ernsthaft,ernsthafter,ernsthafte,ernsthafteres,ernsthafterer,ernsthafterere,ernsthaftereres,ernsthaftester,ernsthafteste,ernsthaftestes
erheblich,erheblicher,erheblicher,erhebliches,erheblicherer,erheblichereres,erheblichereres,erheblichster,erheblichste,erheblichstes
beträchtlich,beträchtlicher,beträchtliche,beträchtliches,beträchtlicherer,beträchtlicherere,beträchtlichereres,,,
ernstlich,ernstlicher,ernstliche,ernstliches,ernstlicherer,ernstlicherere,ernstlichereres,,,
gravierend,gravierender,gravierende,gravierendes,gravierenderer,gravierernderere,gravierendereres,graviersendster,gravierendste,gravierendstes
schwerwiegend,schwerwiegender,schwerwiegende,schwerwiegendes,schwerwiegenderer,schwerwiegenderere,schwerwiegendereres,schwerwiegendster,schwerwiegendste,schwerwiegendstes
ernstzunehmend,ernstzunehmender,ernstzunehmende,ernstzunehmendes,ernstzunehmenderer,ernstzunehmenderere,ernstzunehmendereres,ernstzunehmendster,ernstzunehmendste,ernstzunehmendstes
empfindlich,empfindlicher,empfindliche,empfindliches,empfindlicherer,empfindlichere,empfindlichereres,empfindlichster,empfindlichste,empfindlichestes
maßgeblich,maßgeblicher,maßgebliche,maßgebliches,maßgeblicherer,maßgeblicherere,maßgeblichereres,maßgeblichster,maßgeblichste,maßgeblichstes
bedeutungsvoll,bedeutungsvoller,bedeutungsvolle,bedeutungsvolles,bedeutungsvollerer,bedeutungsvollerere,bedeutungsvollereres,bedeutungsvollster,bedeutungsvollste,bedeutungsvollstes
bedeutsam,bedeutsame,bedeutsamer,bedeutsames,bedeutsamstes,bedeutsamste,bedeutsamster,,,
signifikant,signifikanter,signifikante,signifikantes,signifikanterer,signifikanterere,signifikantereres,signifikantester,signifikanteste,signifikantestes
bezeichnenderweise,,,,,,,,,
gewiss,gewisser,gewisse,gewisses,,,,,,
freilich,,,,,,,,,
natürlich,,,,,,,,,
zuverlässig,zuverlässiger,zuverlässige,zuverlässiges,zuverlässigerer,zuverlässigerere,zuverlässigereres,zuverlässister,zuverlässigste,zuverlässigstes
wahr,wahrer,wahre,wahres,waherer,wahrere,wahreres,wahrster,wahrste,wahrstes
wahrhaftig,wahrhaftiger,wahrhaftige,wahrhaftiges,wahrhaftigerer,wahrhaftigerere,wahrhaftigereres,wahrhaftigster,wahrhaftigste,wahrhaftigstes
zutreffend,zutrefffender,zutreffende,zutreffendes,zutrefffenderer,zutrefffenderere,zutrefffendereres,zutreffenster,zutreffenste,zutreffenstes
ganz und gar,,,,,,,,,
gehörig,gehörige,gehöriger,gehöriges,gehörigster,gehörigste,gehörigstes,,,
in der Tat,,,,,,,,,
wahrlich,wahrlicher,wahrliche,wahrliches,,,,,,
überwältigend,überwältigender,überwältigende,überwältigendes,überwältigenderer,überwältigenderere,überwältigendereres,überwältigenster,überwältigenste,überwältigenstes
riesig,riesiger,riesige,riesiges,,,,,,
unermesslich,unermesslicher,unermessliche,unermessliches,unermesslicherer,unermesslicherere,unermesslichereres,unermesslichester,unermesslicheste,unermesslichestes
ausgedehnt,ausgedehnter,ausgedehnte,ausgedehntes,ausgedehnterer,ausgedehnterere,ausgedehntereres,ausgedehntester,ausgedehnteste,ausgedehntestes
weit gehend,weit gehender,weit gehende,weit gehendes,,,,weitest gehender,weitest gehende,weitest gehendes
sehr,,,,,,,,,
bloß,bloßer,bloße,bloßes,,,,,,
massiv,massiver,massive,massives,massiverer,massiverere,massivereres,massivster,massivste,massivstes
voll,voller,volle,volles,vollerer,vollerere,vollereres,vollster,vollste,vollstes
derb,derber,derbe,derbes,derberer,derberere,derbereres,derbster,derbste,derbstes
besonders,besonderer,besondere,besonderes,besondererer,besondererere,besonderereres,,,
sonderlich,sonderlicher,sonderliche,sonderliches,sonderlicherer,sonderlicherere,sonderlichereres,sonderlichster,sonderlichste,sonderlichstes
ungewöhnlich,ungewöhnlicher,ungewöhnliche,ungewöhnliches,ungewöhnlicherer,ungewöhnlicherere,ungewöhnlichereres,ungewöhnlichster,ungewöhnlichste,ungewöhnlichstes
bestimmt,bestimmter,bestimmte,bestimmtes,,,,,,
insbesondere,inbesonderer,,insbesonderes,,,,,,
vor allem,,,,,,,,,
extra,,,,,,,,,
ganz,,,,,,,,,
recht,,,,,,,,,
ziemlich,ziemlicher,ziemliche,ziemliches,,,,,,
völlig,völliger,völlige,völliges,völligerer,völligerere,völligereres,völligster,völligste,völligstes
durchaus,,,,,,,,,
vollständig,vollständiger,vollständige,vollständiges,vollständigerer,vollständigerere,vollständigereres,vollständigster,vollständigste,vollständigestes
ganz im Gegenteil,,,,,,,,,
ziemlich,ziemlicher,ziemliche,ziemliches,,,,,,
echt,echter,echte,echtes,,,,,,
wirklich,wirklicher,wirkliche,wirkliches,wirklicherer,wirklicherere,wirklichereres,,,
geradezu,,,,,,,,,
tatsächlich,tatsächlicher,tatsächliche,tatsächliches,,,,,,
