"","X2005.11.22","X2006.01.24","X2006.02.20","X2006.03.20","X2006.04.24","X2006.05.24","X2006.06.21","X2006.07.21","X2006.08.22","X2006.09.20","X2006.10.20","X2006.11.22","X2006.12.20","X2007.01.22","X2007.02.23","X2007.03.23","X2007.04.23","X2007.05.23","X2007.06.21","X2007.07.20","X2007.08.21","X2007.09.21","X2007.10.23","X2007.11.21","X2007.12.19","X2008.01.21","X2008.02.20","X2008.03.25","X2008.04.21","X2008.05.21","X2008.06.25","X2008.07.21","X2008.08.22","X2008.09.24","X2008.10.21","X2008.11.25","X2008.12.19","X2009.01.23","X2009.02.25","X2009.03.31","X2009.04.24","X2009.05.25","X2009.06.25","X2009.07.24","X2009.08.25","X2009.09.25","X2009.10.23","X2009.11.25","X2009.12.21","X2010.01.25","X2010.02.25","X2010.03.24","X2010.04.23","X2010.05.25","X2010.06.25","X2010.07.23","X2010.08.25","X2010.09.23","X2010.10.22","X2010.11.25","X2010.12.21","X2011.01.25","X2011.02.24","X2011.03.24","X2011.04.21","X2011.05.24","X2011.06.21","X2011.07.21","X2011.08.25","X2011.09.21","X2011.10.25","X2011.11.23","X2011.12.20","X2012.01.24","X2012.02.22","X2012.03.23","X2012.04.23","X2012.05.25","X2012.06.25","X2012.07.25","X2012.08.24","X2012.09.25","X2012.10.25","X2012.11.23","X2012.12.21","X2013.01.25","X2013.02.25","X2013.03.25","X2013.04.25","X2013.05.23","X2013.06.25","X2013.07.25","X2013.08.23","X2013.09.26","X2013.10.25","X2013.11.25","X2013.12.20","X2014.01.23","X2014.02.24","X2014.03.24","X2014.04.25","X2014.05.22","X2014.06.25","X2014.07.25","X2014.08.25","X2014.09.25","X2014.10.23","X2014.11.24","X2014.12.19","X2015.01.23","X2015.02.25","X2015.03.25","X2015.04.24","X2015.05.22","X2015.06.24"
"2000-03","107391","108513","108513","108513","108513","108513","108513","110183","110183","110183","110183","110183","110186","110186","110364","110364","110364","110364","110364","110364","110364","110364","110364","110364","110373","110373","110373","110373","110373","110373","110373","110373","109911","109911","109911","109911","109836","109836","109836","109867","109867","109867","109867","109867","109867","109867","109867","109867","109872","109872","109872","109872","109872","109872","109872","109872","109914","109914","109914","109914","109914","109914","109914","109914","109914","109914","109917","109917","109917","109917","109917","109917","109917","109917","109917","109917","109917","109917","109917","109909","109909","109892","109892","109892","109892","109892","109892","109937","109937","109937","109937","109937","109927","109927","109927","109927","109926","109926","109926","109926","109926","109926","109926","109926","109926","109926","109926","109926","109925","109925","109925","109925","109925","109925","109925"
"2000-04","108023","108093","108093","108093","108093","108093","108093","109230","109230","109230","109230","109230","109242","109242","109207","109207","109207","109207","109207","109207","109207","109207","109207","109207","109199","109199","109199","109199","109199","109199","109199","109199","108950","108950","108950","108950","108924","108924","108924","108959","108959","108959","108959","108959","108959","108959","108959","108959","108962","108962","108962","108962","108962","108962","108962","108962","108958","108958","108958","108958","108958","108958","108958","108958","108958","108958","108969","108969","108969","108969","108969","108969","108969","108969","108969","108969","108969","108969","108969","108982","108982","108984","108984","108984","108984","108984","108984","108951","108951","108951","108951","108951","108960","108960","108960","108960","108958","108958","108958","108958","108958","108958","108958","108958","108958","108958","108958","108958","108957","108957","108957","108957","108957","108957","108957"
"2000-05","109940","110106","110106","110106","110106","110106","110106","108616","108616","108616","108616","108616","108653","108653","108724","108724","108724","108724","108724","108724","108689","108689","108689","108689","108672","108672","108672","108672","108672","108672","108672","108672","109061","109061","109061","109061","109043","109043","109043","109040","109040","109040","109040","109040","109040","109040","109040","109040","109032","109032","109032","109032","109032","109032","109032","109032","109083","109083","109083","109083","109083","109083","109083","109083","109083","109083","109033","109033","109033","109033","109033","109033","109033","109033","109033","109033","109033","109033","109033","109097","109097","109051","109051","109051","109051","109051","109051","109019","109019","109019","109019","109019","109019","109019","109019","109019","109016","109016","109016","109016","109016","109016","109016","109016","109016","109016","109016","109016","109012","109012","109012","109012","109012","109012","109012"
"2000-06","104240","104043","104043","104043","104043","104043","104043","104611","104611","104611","104611","104611","104643","104643","104573","104573","104573","104573","104573","104573","104643","104643","104643","104643","104643","104643","104643","104643","104643","104643","104643","104643","104395","104395","104395","104395","104367","104367","104367","104375","104375","104375","104375","104375","104375","104375","104375","104375","104376","104376","104376","104376","104376","104376","104376","104376","104421","104421","104421","104421","104421","104421","104421","104421","104421","104421","104427","104427","104427","104427","104427","104427","104427","104427","104427","104427","104427","104427","104427","104419","104419","104400","104400","104400","104400","104400","104400","104342","104342","104342","104342","104342","104335","104335","104335","104335","104334","104334","104334","104334","104334","104334","104334","104334","104334","104334","104334","104334","104323","104323","104323","104323","104323","104323","104323"
"2000-07","104623","104280","104280","104280","104280","104280","104280","105486","105486","105486","105486","105486","105523","105523","105523","105523","105523","105523","105523","105523","105488","105488","105488","105488","105468","105468","105468","105468","105468","105468","105468","105468","105362","105362","105362","105362","105387","105387","105387","105380","105380","105380","105380","105380","105380","105380","105380","105380","105366","105366","105366","105366","105366","105366","105366","105366","105381","105381","105381","105381","105381","105381","105381","105381","105381","105381","105386","105386","105386","105386","105386","105386","105386","105386","105386","105386","105386","105386","105386","105377","105377","105357","105357","105357","105357","105357","105357","105320","105320","105320","105320","105320","105313","105313","105313","105313","105310","105310","105310","105310","105310","105310","105310","105310","105310","105310","105310","105310","105320","105320","105320","105320","105320","105320","105320"
"2000-08","105575","105184","105184","105184","105184","105184","105184","105078","105078","105078","105078","105078","105086","105086","105051","105051","105051","105051","105051","105051","104981","104981","104981","104981","105012","105012","105012","105012","105012","105012","105012","105012","105259","105259","105259","105259","105247","105247","105247","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105278","105260","105260","105260","105260","105260","105260","105260","105260","105260","105260","105268","105268","105268","105268","105268","105268","105268","105268","105268","105268","105268","105268","105268","105263","105263","105268","105268","105268","105268","105268","105268","105272","105272","105272","105272","105272","105305","105305","105305","105305","105302","105302","105302","105302","105302","105302","105302","105302","105302","105302","105302","105302","105303","105303","105303","105303","105303","105303","105303"
"2000-09","102769","102562","102562","102562","102562","102562","102562","103129","103129","103129","103129","103129","103157","103157","103051","103051","103051","103051","103051","103051","103051","103051","103051","103051","103059","103059","103059","103059","103059","103059","103059","103059","103024","103024","103024","103024","103052","103052","103052","103058","103058","103058","103058","103058","103058","103058","103058","103058","103024","103024","103024","103024","103024","103024","103024","103024","103035","103035","103035","103035","103035","103035","103035","103035","103035","103035","103038","103038","103038","103038","103038","103038","103038","103038","103038","103038","103038","103038","103038","103032","103032","103019","103019","103019","103019","103019","103019","103018","103018","103018","103018","103018","103025","103025","103025","103025","103029","103029","103029","103029","103029","103029","103029","103029","103029","103029","103029","103029","103017","103017","103017","103017","103017","103017","103017"
"2000-10","100634","100348","100348","100348","100348","100348","100348","100455","100455","100455","100455","100455","100482","100482","100447","100447","100447","100447","100447","100447","100589","100589","100589","100589","100593","100593","100593","100593","100593","100593","100593","100593","100310","100310","100310","100310","100341","100341","100341","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100352","100330","100330","100330","100330","100330","100330","100330","100330","100330","100330","100335","100335","100335","100335","100335","100335","100335","100335","100335","100335","100335","100335","100335","100329","100329","100322","100322","100322","100322","100322","100322","100296","100296","100296","100296","100296","100306","100306","100306","100306","100302","100302","100302","100302","100302","100302","100302","100302","100302","100302","100302","100302","100303","100303","100303","100303","100303","100303","100303"
"2000-11","102996","103256","103256","103256","103256","103256","103256","104743","104743","104743","104743","104743","104717","104717","104717","104717","104717","104717","104717","104717","104612","104612","104612","104612","104604","104604","104604","104604","104604","104604","104604","104604","104250","104250","104250","104250","104263","104263","104263","104273","104273","104273","104273","104273","104273","104273","104273","104273","104279","104279","104279","104279","104279","104279","104279","104279","104222","104222","104222","104222","104222","104222","104222","104222","104222","104222","104225","104225","104225","104225","104225","104225","104225","104225","104225","104225","104225","104225","104225","104209","104209","104241","104241","104241","104241","104241","104241","104224","104224","104224","104224","104224","104227","104227","104227","104227","104222","104222","104222","104222","104222","104222","104222","104222","104222","104222","104222","104222","104225","104225","104225","104225","104225","104225","104225"
"2000-12","104598","104115","104115","104115","104115","104115","104115","103833","103833","103833","103833","103833","103744","103744","103708","103708","103708","103708","103708","103708","103533","103533","103533","103533","103543","103543","103543","103543","103543","103543","103543","103543","103578","103578","103578","103578","103629","103629","103629","103654","103654","103654","103654","103654","103654","103654","103654","103654","103649","103649","103649","103649","103649","103649","103649","103649","103586","103586","103586","103586","103586","103586","103586","103586","103586","103586","103583","103583","103583","103583","103583","103583","103583","103583","103583","103583","103583","103583","103583","103587","103587","103644","103644","103644","103644","103644","103644","103624","103624","103624","103624","103624","103616","103616","103616","103616","103615","103615","103615","103615","103615","103615","103615","103615","103615","103615","103615","103615","103614","103614","103614","103614","103614","103614","103614"
"2001-01","99033","98723","98723","98723","98723","98723","98723","99812","99812","99812","99812","99812","99782","99782","99923","99923","99923","99923","99923","99923","99887","99887","99887","99887","99880","99880","99880","99880","99880","99880","99880","99880","99881","99881","99881","99881","99880","99880","99880","99868","99868","99868","99868","99868","99868","99868","99868","99868","99902","99902","99902","99902","99902","99902","99902","99902","99887","99887","99887","99887","99887","99887","99887","99887","99887","99887","99891","99891","99891","99891","99891","99891","99891","99891","99891","99891","99891","99891","99891","99885","99885","99900","99900","99900","99900","99900","99900","99942","99942","99942","99942","99942","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99911","99917","99917","99917","99917","99917","99917","99917"
"2001-02","102274","102678","102678","102678","102678","102678","102678","102292","102292","102292","102292","102292","102262","102262","102332","102332","102332","102332","102332","102332","102158","102158","102158","102158","102139","102139","102139","102139","102139","102139","102139","102139","102174","102174","102174","102174","102168","102168","102168","102141","102141","102141","102141","102141","102141","102141","102141","102141","102161","102161","102161","102161","102161","102161","102161","102161","102184","102184","102184","102184","102184","102184","102184","102184","102184","102184","102186","102186","102186","102186","102186","102186","102186","102186","102186","102186","102186","102186","102186","102169","102169","102174","102174","102174","102174","102174","102174","102187","102187","102187","102187","102187","102187","102187","102187","102187","102202","102202","102202","102202","102202","102202","102202","102202","102202","102202","102202","102202","102213","102213","102213","102213","102213","102213","102213"
"2001-03","91449","92621","92621","92621","92621","92621","92621","92969","92969","92969","92969","92969","92994","92994","93098","93098","93098","93098","93098","93098","93412","93412","93412","93412","93415","93415","93415","93415","93415","93415","93415","93415","93206","93206","93206","93206","93148","93148","93148","93150","93150","93150","93150","93150","93150","93150","93150","93150","93157","93157","93157","93157","93157","93157","93157","93157","93196","93196","93196","93196","93196","93196","93196","93196","93196","93196","93198","93198","93198","93198","93198","93198","93198","93198","93198","93198","93198","93198","93198","93195","93195","93171","93171","93171","93171","93171","93171","93200","93200","93200","93200","93200","93192","93192","93192","93192","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191","93191"
"2001-04","91253","91484","91484","91484","91484","91484","91484","92004","92004","92004","92004","92004","92000","92000","92000","92000","92000","92000","92000","92000","92000","92000","92000","92000","91996","91996","91996","91996","91996","91996","91996","91996","91858","91858","91858","91858","91839","91839","91839","91828","91828","91828","91828","91828","91828","91828","91828","91828","91829","91829","91829","91829","91829","91829","91829","91829","91835","91835","91835","91835","91835","91835","91835","91835","91835","91835","91841","91841","91841","91841","91841","91841","91841","91841","91841","91841","91841","91841","91841","91857","91857","91849","91849","91849","91849","91849","91849","91801","91801","91801","91801","91801","91808","91808","91808","91808","91806","91806","91806","91806","91806","91806","91806","91806","91806","91806","91806","91806","91804","91804","91804","91804","91804","91804","91804"
"2001-05","96112","96193","96193","96193","96193","96193","96193","95608","95608","95608","95608","95608","95623","95623","95692","95692","95692","95692","95692","95692","95726","95726","95726","95726","95717","95717","95717","95717","95717","95717","95717","95717","95959","95959","95959","95959","95953","95953","95953","95971","95971","95971","95971","95971","95971","95971","95971","95971","95961","95961","95961","95961","95961","95961","95961","95961","95999","95999","95999","95999","95999","95999","95999","95999","95999","95999","95960","95960","95960","95960","95960","95960","95960","95960","95960","95960","95960","95960","95960","96007","96007","95978","95978","95978","95978","95978","95978","95945","95945","95945","95945","95945","95950","95950","95950","95950","95948","95948","95948","95948","95948","95948","95948","95948","95948","95948","95948","95948","95943","95943","95943","95943","95943","95943","95943"
"2001-06","94422","94254","94254","94254","94254","94254","94254","94732","94732","94732","94732","94732","94739","94739","94739","94739","94739","94739","94739","94739","94807","94807","94807","94807","94813","94813","94813","94813","94813","94813","94813","94813","94642","94642","94642","94642","94632","94632","94632","94640","94640","94640","94640","94640","94640","94640","94640","94640","94636","94636","94636","94636","94636","94636","94636","94636","94664","94664","94664","94664","94664","94664","94664","94664","94664","94664","94668","94668","94668","94668","94668","94668","94668","94668","94668","94668","94668","94668","94668","94664","94664","94655","94655","94655","94655","94655","94655","94662","94662","94662","94662","94662","94658","94658","94658","94658","94657","94657","94657","94657","94657","94657","94657","94657","94657","94657","94657","94657","94648","94648","94648","94648","94648","94648","94648"
"2001-07","92752","92522","92522","92522","92522","92522","92522","92929","92929","92929","92929","92929","92915","92915","92847","92847","92847","92847","92847","92847","92813","92813","92813","92813","92830","92830","92830","92830","92830","92830","92830","92830","92898","92898","92898","92898","92915","92915","92915","92904","92904","92904","92904","92904","92904","92904","92904","92904","92891","92891","92891","92891","92891","92891","92891","92891","92899","92899","92899","92899","92899","92899","92899","92899","92899","92899","92903","92903","92903","92903","92903","92903","92903","92903","92903","92903","92903","92903","92903","92899","92899","92887","92887","92887","92887","92887","92887","92846","92846","92846","92846","92846","92842","92842","92842","92842","92840","92840","92840","92840","92840","92840","92840","92840","92840","92840","92840","92840","92849","92849","92849","92849","92849","92849","92849"
"2001-08","94507","94201","94201","94201","94201","94201","94201","93933","93933","93933","93933","93933","93895","93895","93895","93895","93895","93895","93895","93895","93828","93828","93828","93828","93879","93879","93879","93879","93879","93879","93879","93879","94114","94114","94114","94114","94108","94108","94108","94119","94119","94119","94119","94119","94119","94119","94119","94119","94111","94111","94111","94111","94111","94111","94111","94111","94101","94101","94101","94101","94101","94101","94101","94101","94101","94101","94106","94106","94106","94106","94106","94106","94106","94106","94106","94106","94106","94106","94106","94102","94102","94106","94106","94106","94106","94106","94106","94063","94063","94063","94063","94063","94081","94081","94081","94081","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080","94080"
"2001-09","92081","92051","92051","92051","92051","92051","92051","93151","93151","93151","93151","93151","93122","93122","93088","93088","93088","93088","93088","93088","93055","93055","93055","93055","93095","93095","93095","93095","93095","93095","93095","93095","92994","92994","92994","92994","93019","93019","93019","93003","93003","93003","93003","93003","93003","93003","93003","93003","92968","92968","92968","92968","92968","92968","92968","92968","92970","92970","92970","92970","92970","92970","92970","92970","92970","92970","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92970","92970","92962","92962","92962","92962","92962","92962","92961","92961","92961","92961","92961","92968","92968","92968","92968","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92973","92963","92963","92963","92963","92963","92963","92963"
"2001-10","93490","93352","93352","93352","93352","93352","93352","92656","92656","92656","92656","92656","92603","92603","92669","92669","92669","92669","92669","92669","92702","92702","92702","92702","92755","92755","92755","92755","92755","92755","92755","92755","92722","92722","92722","92722","92733","92733","92733","92741","92741","92741","92741","92741","92741","92741","92741","92741","92744","92744","92744","92744","92744","92744","92744","92744","92715","92715","92715","92715","92715","92715","92715","92715","92715","92715","92719","92719","92719","92719","92719","92719","92719","92719","92719","92719","92719","92719","92719","92718","92718","92716","92716","92716","92716","92716","92716","92768","92768","92768","92768","92768","92776","92776","92776","92776","92772","92772","92772","92772","92772","92772","92772","92772","92772","92772","92772","92772","92775","92775","92775","92775","92775","92775","92775"
"2001-11","89586","89788","89788","89788","89788","89788","89788","90905","90905","90905","90905","90905","90931","90931","90931","90931","90931","90931","90931","90931","90767","90767","90767","90767","90748","90748","90748","90748","90748","90748","90748","90748","90452","90452","90452","90452","90444","90444","90444","90442","90442","90442","90442","90442","90442","90442","90442","90442","90446","90446","90446","90446","90446","90446","90446","90446","90402","90402","90402","90402","90402","90402","90402","90402","90402","90402","90406","90406","90406","90406","90406","90406","90406","90406","90406","90406","90406","90406","90406","90389","90389","90421","90421","90421","90421","90421","90421","90425","90425","90425","90425","90425","90429","90429","90429","90429","90425","90425","90425","90425","90425","90425","90425","90425","90425","90425","90425","90425","90427","90427","90427","90427","90427","90427","90427"
"2001-12","92186","91547","91547","91547","91547","91547","91547","90603","90603","90603","90603","90603","90574","90574","90279","90279","90279","90279","90279","90279","90249","90249","90249","90249","90223","90223","90223","90223","90223","90223","90223","90223","90842","90842","90842","90842","90865","90865","90865","90883","90883","90883","90883","90883","90883","90883","90883","90883","90885","90885","90885","90885","90885","90885","90885","90885","90847","90847","90847","90847","90847","90847","90847","90847","90847","90847","90848","90848","90848","90848","90848","90848","90848","90848","90848","90848","90848","90848","90848","90846","90846","90877","90877","90877","90877","90877","90877","90854","90854","90854","90854","90854","90850","90850","90850","90850","90849","90849","90849","90849","90849","90849","90849","90849","90849","90849","90849","90849","90847","90847","90847","90847","90847","90847","90847"
"2002-01","87958","87323","87323","87323","87323","87323","87323","88493","88493","88493","88493","88493","88535","88535","88698","88698","88698","88698","88698","88698","88600","88600","88600","88600","88547","88547","88547","88547","88547","88547","88547","88547","88418","88418","88418","88418","88423","88423","88423","88455","88455","88455","88455","88455","88455","88455","88455","88455","88494","88494","88494","88494","88494","88494","88494","88494","88481","88481","88481","88481","88481","88481","88481","88481","88481","88481","88484","88484","88484","88484","88484","88484","88484","88484","88484","88484","88484","88484","88484","88482","88482","88482","88482","88482","88482","88482","88482","88459","88459","88459","88459","88459","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88430","88435","88435","88435","88435","88435","88435","88435"
"2002-02","92990","93450","93450","93450","93450","93450","93450","93257","93257","93257","93257","93257","93285","93285","93350","93350","93350","93350","93350","93350","93027","93027","93027","93027","92965","92965","92965","92965","92965","92965","92965","92965","92834","92834","92834","92834","92841","92841","92841","92876","92876","92876","92876","92876","92876","92876","92876","92876","92899","92899","92899","92899","92899","92899","92899","92899","92929","92929","92929","92929","92929","92929","92929","92929","92929","92929","92931","92931","92931","92931","92931","92931","92931","92931","92931","92931","92931","92931","92931","92908","92908","92908","92908","92908","92908","92908","92908","92896","92896","92896","92896","92896","92896","92896","92896","92896","92906","92906","92906","92906","92906","92906","92906","92906","92906","92906","92906","92906","92915","92915","92915","92915","92915","92915","92915"
"2002-03","89852","90896","90896","90896","90896","90896","90896","87988","87988","87988","87988","87988","88015","88015","87982","87982","87982","87982","87982","87982","88530","88530","88530","88530","88541","88541","88541","88541","88541","88541","88541","88541","89062","89062","89062","89062","89016","89016","89016","89001","89001","89001","89001","89001","89001","89001","89001","89001","89008","89008","89008","89008","89008","89008","89008","89008","89042","89042","89042","89042","89042","89042","89042","89042","89042","89042","89044","89044","89044","89044","89044","89044","89044","89044","89044","89044","89044","89044","89044","89044","89044","89027","89027","89027","89027","89027","89027","89014","89014","89014","89014","89014","89007","89007","89007","89007","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006","89006"
"2002-04","87225","87556","87556","87556","87556","87556","87556","87041","87041","87041","87041","87041","87046","87046","87014","87014","87014","87014","87014","87014","87048","87048","87048","87048","87038","87038","87038","87038","87038","87038","87038","87038","87165","87165","87165","87165","87158","87158","87158","87129","87129","87129","87129","87129","87129","87129","87129","87129","87125","87125","87125","87125","87125","87125","87125","87125","87134","87134","87134","87134","87134","87134","87134","87134","87134","87134","87136","87136","87136","87136","87136","87136","87136","87136","87136","87136","87136","87136","87136","87155","87155","87146","87146","87146","87146","87146","87146","87150","87150","87150","87150","87150","87157","87157","87157","87157","87156","87156","87156","87156","87156","87156","87156","87156","87156","87156","87156","87156","87152","87152","87152","87152","87152","87152","87152"
"2002-05","84709","84787","84787","84787","84787","84787","84787","85205","85205","85205","85205","85205","85217","85217","85249","85249","85249","85249","85249","85249","85411","85411","85411","85411","85399","85399","85399","85399","85399","85399","85399","85399","85559","85559","85559","85559","85574","85574","85574","85563","85563","85563","85563","85563","85563","85563","85563","85563","85550","85550","85550","85550","85550","85550","85550","85550","85573","85573","85573","85573","85573","85573","85573","85573","85573","85573","85547","85547","85547","85547","85547","85547","85547","85547","85547","85547","85547","85547","85547","85576","85576","85567","85567","85567","85567","85567","85567","85557","85557","85557","85557","85557","85565","85565","85565","85565","85564","85564","85564","85564","85564","85564","85564","85564","85564","85564","85564","85564","85560","85560","85560","85560","85560","85560","85560"
"2002-06","84142","84081","84081","84081","84081","84081","84081","84149","84149","84149","84149","84149","84166","84166","84199","84199","84199","84199","84199","84199","84229","84229","84229","84229","84213","84213","84213","84213","84213","84213","84213","84213","84149","84149","84149","84149","84159","84159","84159","84133","84133","84133","84133","84133","84133","84133","84133","84133","84127","84127","84127","84127","84127","84127","84127","84127","84141","84141","84141","84141","84141","84141","84141","84141","84141","84141","84144","84144","84144","84144","84144","84144","84144","84144","84144","84144","84144","84144","84144","84143","84143","84141","84141","84141","84141","84141","84141","84125","84125","84125","84125","84125","84124","84124","84124","84124","84123","84123","84123","84123","84123","84123","84123","84123","84123","84123","84123","84123","84116","84116","84116","84116","84116","84116","84116"
"2002-07","83247","83062","83062","83062","83062","83062","83062","82711","82711","82711","82711","82711","82715","82715","82589","82589","82589","82589","82589","82589","82525","82525","82525","82525","82517","82517","82517","82517","82517","82517","82517","82517","82771","82771","82771","82771","82796","82796","82796","82771","82771","82771","82771","82771","82771","82771","82771","82771","82754","82754","82754","82754","82754","82754","82754","82754","82760","82760","82760","82760","82760","82760","82760","82760","82760","82760","82763","82763","82763","82763","82763","82763","82763","82763","82763","82763","82763","82763","82763","82762","82762","82754","82754","82754","82754","82754","82754","82777","82777","82777","82777","82777","82775","82775","82775","82775","82774","82774","82774","82774","82774","82774","82774","82774","82774","82774","82774","82774","82780","82780","82780","82780","82780","82780","82780"
"2002-08","83991","83572","83572","83572","83572","83572","83572","83889","83889","83889","83889","83889","83890","83890","83827","83827","83827","83827","83827","83827","83890","83890","83890","83890","83888","83888","83888","83888","83888","83888","83888","83888","83951","83951","83951","83951","83968","83968","83968","83972","83972","83972","83972","83972","83972","83972","83972","83972","83960","83960","83960","83960","83960","83960","83960","83960","83957","83957","83957","83957","83957","83957","83957","83957","83957","83957","83961","83961","83961","83961","83961","83961","83961","83961","83961","83961","83961","83961","83961","83958","83958","83957","83957","83957","83957","83957","83957","83930","83930","83930","83930","83930","83942","83942","83942","83942","83941","83941","83941","83941","83941","83941","83941","83941","83941","83941","83941","83941","83940","83940","83940","83940","83940","83940","83940"
"2002-09","83727","83851","83851","83851","83851","83851","83851","84200","84200","84200","84200","84200","84216","84216","84216","84216","84216","84216","84216","84216","84216","84216","84216","84216","84196","84196","84196","84196","84196","84196","84196","84196","84259","84259","84259","84259","84304","84304","84304","84318","84318","84318","84318","84318","84318","84318","84318","84318","84283","84283","84283","84283","84283","84283","84283","84283","84282","84282","84282","84282","84282","84282","84282","84282","84282","84282","84286","84286","84286","84286","84286","84286","84286","84286","84286","84286","84286","84286","84286","84285","84285","84277","84277","84277","84277","84277","84277","84302","84302","84302","84302","84302","84308","84308","84308","84308","84313","84313","84313","84313","84313","84313","84313","84313","84313","84313","84313","84313","84303","84303","84303","84303","84303","84303","84303"
"2002-10","82379","82208","82208","82208","82208","82208","82208","81570","81570","81570","81570","81570","81557","81557","81620","81620","81620","81620","81620","81620","81685","81685","81685","81685","81678","81678","81678","81678","81678","81678","81678","81678","81740","81740","81740","81740","81758","81758","81758","81740","81740","81740","81740","81740","81740","81740","81740","81740","81743","81743","81743","81743","81743","81743","81743","81743","81721","81721","81721","81721","81721","81721","81721","81721","81721","81721","81724","81724","81724","81724","81724","81724","81724","81724","81724","81724","81724","81724","81724","81724","81724","81718","81718","81718","81718","81718","81718","81756","81756","81756","81756","81756","81763","81763","81763","81763","81761","81761","81761","81761","81761","81761","81761","81761","81761","81761","81761","81761","81764","81764","81764","81764","81764","81764","81764"
"2002-11","83471","83604","83604","83604","83604","83604","83604","82715","82715","82715","82715","82715","82696","82696","82475","82475","82475","82475","82475","82475","82412","82412","82412","82412","82444","82444","82444","82444","82444","82444","82444","82444","82730","82730","82730","82730","82694","82694","82694","82698","82698","82698","82698","82698","82698","82698","82698","82698","82705","82705","82705","82705","82705","82705","82705","82705","82671","82671","82671","82671","82671","82671","82671","82671","82671","82671","82673","82673","82673","82673","82673","82673","82673","82673","82673","82673","82673","82673","82673","82657","82657","82689","82689","82689","82689","82689","82689","82716","82716","82716","82716","82716","82719","82719","82719","82719","82716","82716","82716","82716","82716","82716","82716","82716","82716","82716","82716","82716","82717","82717","82717","82717","82717","82717","82717"
"2002-12","80309","79591","79591","79591","79591","79591","79591","78675","78675","78675","78675","78675","78606","78606","78286","78286","78286","78286","78286","78286","78321","78321","78321","78321","78359","78359","78359","78359","78359","78359","78359","78359","78612","78612","78612","78612","78585","78585","78585","78582","78582","78582","78582","78582","78582","78582","78582","78582","78595","78595","78595","78595","78595","78595","78595","78595","78568","78568","78568","78568","78568","78568","78568","78568","78568","78568","78570","78570","78570","78570","78570","78570","78570","78570","78570","78570","78570","78570","78570","78567","78567","78582","78582","78582","78582","78582","78582","78601","78601","78601","78601","78601","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78598","78596","78596","78596","78596","78596","78596","78596"
"2003-01","80300","79498","79498","79498","79498","79498","79498","80538","80538","80538","80538","80538","80559","80559","80654","80654","80654","80654","80654","80654","80274","80274","80274","80274","80266","80266","80266","80266","80266","80266","80266","80266","79889","79889","79889","79889","79863","79863","79863","79874","79874","79874","79874","79874","79874","79874","79874","79874","79919","79919","79919","79919","79919","79919","79919","79919","79907","79907","79907","79907","79907","79907","79907","79907","79907","79907","79908","79908","79908","79908","79908","79908","79908","79908","79908","79908","79908","79908","79908","79909","79909","79900","79900","79900","79900","79900","79900","79914","79914","79914","79914","79914","79888","79888","79888","79888","79889","79889","79889","79889","79889","79889","79889","79889","79889","79889","79889","79889","79891","79891","79891","79891","79891","79891","79891"
"2003-02","75531","76014","76014","76014","76014","76014","76014","76302","76302","76302","76302","76302","76319","76319","76476","76476","76476","76476","76476","76476","75879","75879","75879","75879","75846","75846","75846","75846","75846","75846","75846","75846","75277","75277","75277","75277","75274","75274","75274","75293","75293","75293","75293","75293","75293","75293","75293","75293","75314","75314","75314","75314","75314","75314","75314","75314","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75332","75315","75315","75318","75318","75318","75318","75318","75318","75323","75323","75323","75323","75323","75321","75321","75321","75321","75325","75325","75325","75325","75325","75325","75325","75325","75325","75325","75325","75325","75332","75332","75332","75332","75332","75332","75332"
"2003-03","81948","83125","83125","83125","83125","83125","83125","81711","81711","81711","81711","81711","81729","81729","81791","81791","81791","81791","81791","81791","82447","82447","82447","82447","82448","82448","82448","82448","82448","82448","82448","82448","82739","82739","82739","82739","82724","82724","82724","82716","82716","82716","82716","82716","82716","82716","82716","82716","82727","82727","82727","82727","82727","82727","82727","82727","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82754","82757","82757","82749","82749","82749","82749","82749","82749","82735","82735","82735","82735","82735","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82727","82729","82729","82729","82729","82729","82729","82729"
