"","X2005.11.22","X2006.01.24","X2006.02.20","X2006.03.20","X2006.04.24","X2006.05.24","X2006.06.21","X2006.07.21","X2006.08.22","X2006.09.20","X2006.10.20","X2006.11.22","X2006.12.20","X2007.01.22","X2007.02.23","X2007.03.23","X2007.04.23","X2007.05.23","X2007.06.21","X2007.07.20","X2007.08.21","X2007.09.21","X2007.10.23","X2007.11.21","X2007.12.19","X2008.01.21","X2008.02.20","X2008.03.25","X2008.04.21","X2008.05.21","X2008.06.25","X2008.07.21","X2008.08.22","X2008.09.24","X2008.10.21","X2008.11.25","X2008.12.19","X2009.01.23","X2009.02.25","X2009.03.31","X2009.04.24","X2009.05.25","X2009.06.25","X2009.07.24","X2009.08.25","X2009.09.25","X2009.10.23","X2009.11.25","X2009.12.21","X2010.01.25","X2010.02.25","X2010.03.24","X2010.04.23","X2010.05.25","X2010.06.25","X2010.07.23","X2010.08.25","X2010.09.23","X2010.10.22","X2010.11.25","X2010.12.21","X2011.01.25","X2011.02.24","X2011.03.24","X2011.04.21","X2011.05.24","X2011.06.21","X2011.07.21","X2011.08.25","X2011.09.21","X2011.10.25","X2011.11.23","X2011.12.20","X2012.01.24","X2012.02.22","X2012.03.23","X2012.04.23","X2012.05.25","X2012.06.25","X2012.07.25","X2012.08.24","X2012.09.25","X2012.10.25","X2012.11.23","X2012.12.21","X2013.01.25","X2013.02.25","X2013.03.25","X2013.04.25","X2013.05.23","X2013.06.25","X2013.07.25","X2013.08.23","X2013.09.26","X2013.10.25","X2013.11.25","X2013.12.20","X2014.01.23","X2014.02.24","X2014.03.24","X2014.04.25","X2014.05.22","X2014.06.25","X2014.07.25","X2014.08.25","X2014.09.25","X2014.10.23","X2014.11.24","X2014.12.19","X2015.01.23","X2015.02.25","X2015.03.25","X2015.04.24","X2015.05.22","X2015.06.24"
"1991-11","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","137177","135291","135291","135291","135291","135291","135291","135291","135291","135291","135293","135293","135293","135293","135293","135293","135293","135293","135328","135328","135328","135328","135328","135328","135328","135328","135328","135328","135335","135335","135335","135335","135335","135335","135335","135335","135335","135335","135335","135335","135335","135397","135397","135272","135272","135272","135272","135272","135272","135274","135274","135274","135274","135274","135269","135269","135269","135269","135260","135260","135260","135260","135260","135260","135260","135260","135260","135260","135260","135260","135262","135262","135262","135262","135262","135262","135262"
"1991-12","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","137905","135961","135961","135961","135961","135961","135961","135961","135961","135961","135974","135974","135974","135974","135974","135974","135974","135974","135810","135810","135810","135810","135810","135810","135810","135810","135810","135810","135830","135830","135830","135830","135830","135830","135830","135830","135830","135830","135830","135830","135830","135823","135823","135969","135969","135969","135969","135969","135969","136052","136052","136052","136052","136052","135989","135989","135989","135989","135972","135972","135972","135972","135972","135972","135972","135972","135972","135972","135972","135972","135989","135989","135989","135989","135989","135989","135989"
"1992-01","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","141212","140852","140852","140852","140852","140852","140852","140852","140852","140852","140914","140914","140914","140914","140914","140914","140914","140914","140863","140863","140863","140863","140863","140863","140863","140863","140863","140863","140884","140884","140884","140884","140884","140884","140884","140884","140884","140884","140884","140884","140884","140860","140860","140905","140905","140905","140905","140905","140905","140898","140898","140898","140898","140898","140845","140845","140845","140845","140879","140879","140879","140879","140879","140879","140879","140879","140879","140879","140879","140879","140900","140900","140900","140900","140900","140900","140900"
"1992-02","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148559","148990","148990","148990","148990","148990","148990","148990","148990","148990","149037","149037","149037","149037","149037","149037","149037","149037","148928","148928","148928","148928","148928","148928","148928","148928","148928","148928","148924","148924","148924","148924","148924","148924","148924","148924","148924","148924","148924","148924","148924","148959","148959","148889","148889","148889","148889","148889","148889","148895","148895","148895","148895","148895","148916","148916","148916","148916","148977","148977","148977","148977","148977","148977","148977","148977","148977","148977","148977","148977","148940","148940","148940","148940","148940","148940","148940"
"1992-03","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","146133","144739","144739","144739","144739","144739","144739","144739","144739","144739","144652","144652","144652","144652","144652","144652","144652","144652","144766","144766","144766","144766","144766","144766","144766","144766","144766","144766","144772","144772","144772","144772","144772","144772","144772","144772","144772","144772","144772","144772","144772","144795","144795","144816","144816","144816","144816","144816","144816","144798","144798","144798","144798","144798","144789","144789","144789","144789","144761","144761","144761","144761","144761","144761","144761","144761","144761","144761","144761","144761","144740","144740","144740","144740","144740","144740","144740"
"1992-04","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141740","141040","141040","141040","141040","141040","141040","141040","141040","141040","141050","141050","141050","141050","141050","141050","141050","141050","141005","141005","141005","141005","141005","141005","141005","141005","141005","141005","141023","141023","141023","141023","141023","141023","141023","141023","141023","141023","141023","141023","141023","140994","140994","141106","141106","141106","141106","141106","141106","141079","141079","141079","141079","141079","141105","141105","141105","141105","141104","141104","141104","141104","141104","141104","141104","141104","141104","141104","141104","141104","141114","141114","141114","141114","141114","141114","141114"
"1992-05","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141589","141813","141813","141813","141813","141813","141813","141813","141813","141813","141795","141795","141795","141795","141795","141795","141795","141795","141828","141828","141828","141828","141828","141828","141828","141828","141828","141828","141796","141796","141796","141796","141796","141796","141796","141796","141796","141796","141796","141796","141796","141837","141837","141805","141805","141805","141805","141805","141805","141834","141834","141834","141834","141834","141816","141816","141816","141816","141801","141801","141801","141801","141801","141801","141801","141801","141801","141801","141801","141801","141817","141817","141817","141817","141817","141817","141817"
"1992-06","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","138872","139777","139777","139777","139777","139777","139777","139777","139777","139777","139797","139797","139797","139797","139797","139797","139797","139797","139841","139841","139841","139841","139841","139841","139841","139841","139841","139841","139850","139850","139850","139850","139850","139850","139850","139850","139850","139850","139850","139850","139850","139829","139829","139803","139803","139803","139803","139803","139803","139865","139865","139865","139865","139865","139848","139848","139848","139848","139836","139836","139836","139836","139836","139836","139836","139836","139836","139836","139836","139836","139835","139835","139835","139835","139835","139835","139835"
"1992-07","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135935","135624","135624","135624","135624","135624","135624","135624","135624","135624","135592","135592","135592","135592","135592","135592","135592","135592","135603","135603","135603","135603","135603","135603","135603","135603","135603","135603","135609","135609","135609","135609","135609","135609","135609","135609","135609","135609","135609","135609","135609","135585","135585","135590","135590","135590","135590","135590","135590","135555","135555","135555","135555","135555","135563","135563","135563","135563","135556","135556","135556","135556","135556","135556","135556","135556","135556","135556","135556","135556","135560","135560","135560","135560","135560","135560","135560"
"1992-08","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","137981","139687","139687","139687","139687","139687","139687","139687","139687","139687","139675","139675","139675","139675","139675","139675","139675","139675","139660","139660","139660","139660","139660","139660","139660","139660","139660","139660","139664","139664","139664","139664","139664","139664","139664","139664","139664","139664","139664","139664","139664","139656","139656","139667","139667","139667","139667","139667","139667","139674","139674","139674","139674","139674","139762","139762","139762","139762","139764","139764","139764","139764","139764","139764","139764","139764","139764","139764","139764","139764","139762","139762","139762","139762","139762","139762","139762"
"1992-09","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139384","139035","139035","139035","139035","139035","139035","139035","139035","139035","139032","139032","139032","139032","139032","139032","139032","139032","139089","139089","139089","139089","139089","139089","139089","139089","139089","139089","139085","139085","139085","139085","139085","139085","139085","139085","139085","139085","139085","139085","139085","139060","139060","139023","139023","139023","139023","139023","139023","138998","138998","138998","138998","138998","138997","138997","138997","138997","138993","138993","138993","138993","138993","138993","138993","138993","138993","138993","138993","138993","138982","138982","138982","138982","138982","138982","138982"
"1992-10","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136113","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136049","136145","136145","136145","136145","136145","136145","136145","136145","136145","136145","136101","136101","136101","136101","136101","136101","136101","136101","136101","136101","136101","136101","136101","136078","136078","136014","136014","136014","136014","136014","136014","136004","136004","136004","136004","136004","136024","136024","136024","136024","136026","136026","136026","136026","136026","136026","136026","136026","136026","136026","136026","136026","136022","136022","136022","136022","136022","136022","136022"
"1992-11","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","139138","138519","138519","138519","138519","138519","138519","138519","138519","138519","138521","138521","138521","138521","138521","138521","138521","138521","138539","138539","138539","138539","138539","138539","138539","138539","138539","138539","138547","138547","138547","138547","138547","138547","138547","138547","138547","138547","138547","138547","138547","138608","138608","138490","138490","138490","138490","138490","138490","138455","138455","138455","138455","138455","138449","138449","138449","138449","138440","138440","138440","138440","138440","138440","138440","138440","138440","138440","138440","138440","138442","138442","138442","138442","138442","138442","138442"
"1992-12","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","148832","147819","147819","147819","147819","147819","147819","147819","147819","147819","147832","147832","147832","147832","147832","147832","147832","147832","147644","147644","147644","147644","147644","147644","147644","147644","147644","147644","147657","147657","147657","147657","147657","147657","147657","147657","147657","147657","147657","147657","147657","147662","147662","147828","147828","147828","147828","147828","147828","147831","147831","147831","147831","147831","147767","147767","147767","147767","147750","147750","147750","147750","147750","147750","147750","147750","147750","147750","147750","147750","147766","147766","147766","147766","147766","147766","147766"
"1993-01","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","143064","138604","138604","138604","138604","138604","138604","138604","138604","138604","138663","138663","138663","138663","138663","138663","138663","138663","138620","138620","138620","138620","138620","138620","138620","138620","138620","138620","138638","138638","138638","138638","138638","138638","138638","138638","138638","138638","138638","138638","138638","138611","138611","138665","138665","138665","138665","138665","138665","138729","138729","138729","138729","138729","138682","138682","138682","138682","138710","138710","138710","138710","138710","138710","138710","138710","138710","138710","138710","138710","138728","138728","138728","138728","138728","138728","138728"
"1993-02","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138249","138059","138059","138059","138059","138059","138059","138059","138059","138059","138095","138095","138095","138095","138095","138095","138095","138095","137995","137995","137995","137995","137995","137995","137995","137995","137995","137995","137994","137994","137994","137994","137994","137994","137994","137994","137994","137994","137994","137994","137994","138035","138035","137981","137981","137981","137981","137981","137981","138023","138023","138023","138023","138023","138039","138039","138039","138039","138096","138096","138096","138096","138096","138096","138096","138096","138096","138096","138096","138096","138066","138066","138066","138066","138066","138066","138066"
"1993-03","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","140071","143192","143192","143192","143192","143192","143192","143192","143192","143192","143118","143118","143118","143118","143118","143118","143118","143118","143221","143221","143221","143221","143221","143221","143221","143221","143221","143221","143228","143228","143228","143228","143228","143228","143228","143228","143228","143228","143228","143228","143228","143239","143239","143260","143260","143260","143260","143260","143260","143253","143253","143253","143253","143253","143244","143244","143244","143244","143220","143220","143220","143220","143220","143220","143220","143220","143220","143220","143220","143220","143203","143203","143203","143203","143203","143203","143203"
"1993-04","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","143321","142555","142555","142555","142555","142555","142555","142555","142555","142555","142564","142564","142564","142564","142564","142564","142564","142564","142521","142521","142521","142521","142521","142521","142521","142521","142521","142521","142545","142545","142545","142545","142545","142545","142545","142545","142545","142545","142545","142545","142545","142508","142508","142614","142614","142614","142614","142614","142614","142577","142577","142577","142577","142577","142603","142603","142603","142603","142601","142601","142601","142601","142601","142601","142601","142601","142601","142601","142601","142601","142611","142611","142611","142611","142611","142611","142611"
"1993-05","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","142896","143074","143074","143074","143074","143074","143074","143074","143074","143074","143055","143055","143055","143055","143055","143055","143055","143055","143109","143109","143109","143109","143109","143109","143109","143109","143109","143109","143065","143065","143065","143065","143065","143065","143065","143065","143065","143065","143065","143065","143065","143125","143125","143068","143068","143068","143068","143068","143068","143105","143105","143105","143105","143105","143088","143088","143088","143088","143073","143073","143073","143073","143073","143073","143073","143073","143073","143073","143073","143073","143086","143086","143086","143086","143086","143086","143086"
"1993-06","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141657","141337","141337","141337","141337","141337","141337","141337","141337","141337","141353","141353","141353","141353","141353","141353","141353","141353","141415","141415","141415","141415","141415","141415","141415","141415","141415","141415","141425","141425","141425","141425","141425","141425","141425","141425","141425","141425","141425","141425","141425","141402","141402","141366","141366","141366","141366","141366","141366","141324","141324","141324","141324","141324","141304","141304","141304","141304","141294","141294","141294","141294","141294","141294","141294","141294","141294","141294","141294","141294","141291","141291","141291","141291","141291","141291","141291"
"1993-07","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","138879","139458","139458","139458","139458","139458","139458","139458","139458","139458","139424","139424","139424","139424","139424","139424","139424","139424","139441","139441","139441","139441","139441","139441","139441","139441","139441","139441","139447","139447","139447","139447","139447","139447","139447","139447","139447","139447","139447","139447","139447","139421","139421","139419","139419","139419","139419","139419","139419","139426","139426","139426","139426","139426","139431","139431","139431","139431","139424","139424","139424","139424","139424","139424","139424","139424","139424","139424","139424","139424","139430","139430","139430","139430","139430","139430","139430"
"1993-08","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","143674","144351","144351","144351","144351","144351","144351","144351","144351","144351","144346","144346","144346","144346","144346","144346","144346","144346","144325","144325","144325","144325","144325","144325","144325","144325","144325","144325","144329","144329","144329","144329","144329","144329","144329","144329","144329","144329","144329","144329","144329","144319","144319","144336","144336","144336","144336","144336","144336","144362","144362","144362","144362","144362","144456","144456","144456","144456","144458","144458","144458","144458","144458","144458","144458","144458","144458","144458","144458","144458","144456","144456","144456","144456","144456","144456","144456"
"1993-09","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","143158","142767","142767","142767","142767","142767","142767","142767","142767","142767","142764","142764","142764","142764","142764","142764","142764","142764","142820","142820","142820","142820","142820","142820","142820","142820","142820","142820","142817","142817","142817","142817","142817","142817","142817","142817","142817","142817","142817","142817","142817","142791","142791","142755","142755","142755","142755","142755","142755","142771","142771","142771","142771","142771","142769","142769","142769","142769","142765","142765","142765","142765","142765","142765","142765","142765","142765","142765","142765","142765","142755","142755","142755","142755","142755","142755","142755"
"1993-10","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","143811","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144434","144516","144516","144516","144516","144516","144516","144516","144516","144516","144516","144477","144477","144477","144477","144477","144477","144477","144477","144477","144477","144477","144477","144477","144453","144453","144392","144392","144392","144392","144392","144392","144362","144362","144362","144362","144362","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144384","144380","144380","144380","144380","144380","144380","144380"
