,zew  ,esi eu,esi ger,cli eur,cli ger,cons conf,gfk,bus exp,ip,u,dax,eur stox,gold,long rate,short rate,oil,wholesale,retail sales,manuf order,constr order,m0,m1,m2,m3,usd,eer,tot,cpi,prod,empl
15/04/1953,,,,,,,,,,,,,,,4,,,,,,,,,,,,,22.8,,
15/05/1953,,,,,,,,,,,,,,,4,,,,,,,,,,,,,22.6,,
15/06/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.4,,
15/07/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.3,,
15/08/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.4,,
15/09/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.2,,
15/10/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.3,,
15/11/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.5,,
15/12/1953,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.5,,
15/01/1954,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.5,,
15/02/1954,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.6,,
15/03/1954,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.6,,
15/04/1954,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.6,,
15/05/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.5,,
15/06/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.4,,
15/07/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.3,,
15/08/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.5,,
15/09/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.5,,
15/10/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.7,,
15/11/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,23,,
15/12/1954,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.9,,
15/01/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,23,,
15/02/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,23,,
15/03/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.9,,
15/04/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.9,,
15/05/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.8,,
15/06/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.7,,
15/07/1955,,,,,,,,,,,,,,,3,,,,,,,,,,,,,22.7,,
15/08/1955,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.8,,
15/09/1955,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,22.8,,
15/10/1955,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,23.2,,
15/11/1955,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,23.4,,
15/12/1955,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,23.4,,
15/01/1956,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,23.4,,
15/02/1956,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,23.6,,
15/03/1956,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,23.7,,
15/04/1956,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,23.7,,
15/05/1956,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,23.6,,
15/06/1956,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,23.5,,
15/07/1956,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,23.3,,
15/08/1956,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,23.4,,
15/09/1956,,,,,,,,,,,,,,,5,,,,,,,,,,,,,23.4,,
15/10/1956,,,,,,,,,,,,,,,5,,,,,,,,,,,,,23.6,,
15/11/1956,,,,,,,,,,,,,,,5,,,,,,,,,,,,,23.8,,
15/12/1956,,,,,,,,,,,,,,,5,,,,,,,,,,,,,23.8,,
15/01/1957,,,,,,,,,,,,,,7.29,4.5,,,,,,,,,,,,,23.9,,
15/02/1957,,,,,,,,,,,,,,7.39,4.5,,,,,,,,,,,,,24,,
15/03/1957,,,,,,,,,,,,,,7.49,4.5,,,,,,,,,,,,,23.8,,
15/04/1957,,,,,,,,,,,,,,7.39,4.5,,,,,,,,,,,,,23.9,,
15/05/1957,,,,,,,,,,,,,,7.39,4.5,,,,,,,,,,,,,24,,
15/06/1957,,,,,,,,,,,,,,7.39,4.5,,,,,,,,,,,,,24,,
15/07/1957,,,,,,,,,,,,,,7.49,4.5,,,,,,,,,,,,,23.9,,
15/08/1957,,,,,,,,,,,,,,7.59,4.5,,,,,,,,,,,,,24.1,,
15/09/1957,,,,,,,,,,,,,,7.59,4,,,,,,,,,,,,,24,,
15/10/1957,,,,,,,,,,,,,,7.69,4,,,,,,,,,,,,,24.2,,
15/11/1957,,,,,,,,,,,,,,7.69,4,,,,,,,,,,,,,24.4,,
15/12/1957,,,,,,,,,,,,,,7.69,4,,,,,,,,,,,,,24.3,,
15/01/1958,,,,,,,,,,,,,,7.69,3.5,,,,,,,,,,1.73138,,,24.6,,
15/02/1958,,,,,,,,,,,,,,7.49,3.5,,,,,,,,,,1.73089,,,24.7,,
15/03/1958,,,,,,,,,,,,,,7.39,3.5,,,,,,,,,,1.73103,,,24.6,,
15/04/1958,,,,,,,,,,,,,,7.39,3.5,,,,,,,,,,1.73109,,,24.8,,
15/05/1958,,,,,,,,,,,,,,7.29,3.5,,,,,,,,,,1.7315,,,24.8,,
15/06/1958,,,,,,,,,,,,,,7.09,3,,,,,,,,,,1.73154,,,24.8,,
15/07/1958,,,,,,,,,,,,,,6.69,3,,,,,,,,,,1.73141,,,24.3,,
15/08/1958,,,,,,,,,,,,,,6.49,3,,,,,,,,,,1.73219,,,24.3,,
15/09/1958,,,,,,,,,,,,,,6.19,3,,,,,,,,,,1.73216,,,24.2,,
15/10/1958,,,,,,,,,,,,,,5.99,3,,,,,,,,,,1.73224,,,24.4,,
15/11/1958,,,,,,,,,,,,,,5.89,3,,,,,,,,,,1.65902,,,24.6,,
15/12/1958,,,,,,,,,,,,,,5.89,3,,,,,,,,,,1.65897,,,24.7,,
15/01/1959,,,,,,,,,,,,,,5.79,2.75,,,,,,,,,,1.60751,,,24.8,,
15/02/1959,,,,,,,,,,,,,,5.59,2.75,,,,,,,,,,1.61024,,,24.8,,
15/03/1959,,,,,,,,,,,,,,5.59,2.75,,,,,,,,,,1.61081,,,24.7,,
15/04/1959,,,,,,,,,,,,,,5.59,2.75,,,,,,,,,,1.61099,,,24.7,,
15/05/1959,,,,,,,,,,,,,,5.69,2.75,,,,,,,,,,1.61091,,,24.7,,
15/06/1959,,,,,,,,,,,,,,5.69,2.75,,,,,,,,,,1.61098,,,24.7,,
15/07/1959,,,,,,,,,,,,,,5.59,2.75,,,,,,,,,,1.61107,,,24.5,,
15/08/1959,,,,,,,,,,,,,,5.49,2.75,,,,,,,,,,1.61083,,,24.8,,
15/09/1959,,,,,,,,,,,,,,5.79,3,,,,,,,,,,1.61083,,,24.7,,
15/10/1959,,,,,,,,,,,,,,5.99,4,,,,,,,,,,1.57427,,,24.9,,
15/11/1959,,,,,,,,,,,,,,6.09,4,,,,,,,,,,1.57477,,,25.2,,
15/12/1959,,,,,,,,,,,,,,6.19,4,,,,,,,,,,1.57456,,,25.2,,
15/01/1960,,,,,,,,,,,,,,6.49,4,,,,,,,,34.4,,1.57454,,,25.2,,
15/02/1960,,,,,,,,,,,,,,6.39,4,,,,,,,,34.7,,1.57425,,,25.2,,
15/03/1960,,,,,,,,,,,,,,6.39,4,,,,,,,,34.8,,1.57391,,,25.1,,
15/04/1960,,,,,,,,,,,,,,6.39,4,,,,,,,,35,,1.5749,,,25.2,,
15/05/1960,,,,,,,,,,,,,,6.39,4,,,,,,,,35.1,,1.57497,,,25.3,,
15/06/1960,,,,,,,,,,,,,,6.59,5,,,,,,,,35.3,,1.5747,,,25.1,,
15/07/1960,,,,,,,,,,,,,,6.69,5,,,,,,,,35.5,,1.57491,,,24.9,,
15/08/1960,,,,,,,,,,,,,,6.49,5,,,,,,,,35.6,,1.57487,,,25,,
15/09/1960,,,,,,,,,,,,,,6.49,5,,,,,,,,35.7,,1.57505,,,25,,
15/10/1960,,,,,,,,,,,,,,6.29,5,,,,,,,,36,,1.57505,,,25.1,,
15/11/1960,,,,,,,,,,,,,,6.19,4,,,,,,,,36.1,,1.57531,,,25.4,,
15/12/1960,,,,,,,,,,,,,,6.19,4,,,,,,,,36.3,,1.57493,,,25.4,,
15/01/1961,,,,,100.613,,,,,,,,,6.09,3.5,,,,,,,,36.4,,1.57484,,,25.6,,
15/02/1961,,,,,100.467,,,,,,,,,5.99,3.5,,,,,,,,37.1,,1.57303,,,25.7,,
15/03/1961,,,,,100.296,,,,,,,,,5.89,3.5,,,,,,,,37.4,,1.57192,,,25.6,,
15/04/1961,,,,,100.107,,,,,,,,,5.69,3.5,,,,,,,,37.7,,1.58246,,,25.6,,
15/05/1961,,,,,99.927,,,,,,,,,5.59,3,,,,,,,,38.1,,1.58328,,,25.7,,
15/06/1961,,,,,99.775,,,,,,,,,5.59,3,,,,,,,,38.8,,1.58325,,,25.7,,
15/07/1961,,,,,99.653,,,,,,,,,5.69,3,,,,,,,,39,,1.58299,,,25.5,,
15/08/1961,,,,,99.559,,,,,,,,,5.89,3,,,,,,,,39.3,,1.58341,,,25.7,,
15/09/1961,,,,,99.484,,,,,,,,,5.99,3,,,,,,,,39.6,,1.58349,,,25.6,,
15/10/1961,,,,,99.433,,,,,,,,,5.99,3,,,,,,,,39.8,,1.58372,,,25.8,,
15/11/1961,,,,,99.418,,,,,,,,,5.99,3,,,,,,,,40,,1.58395,,,26.1,,
15/12/1961,,,,,99.425,,,,,,,,,5.99,3,,,,,,,,41,,1.58374,,,26.1,,
15/01/1962,,,,,99.44,,,,,,,,,5.89,3,,,,,,,,40.8,,1.58372,,,26.4,,
15/02/1962,,,,,99.446,,,,,,,,,5.69,3,,,,,,,,41.3,,1.58335,,,26.4,,
15/03/1962,,,,,99.452,,,,,,,,,5.59,3,,,,,,,,41.5,,1.58331,,,26.4,,
15/04/1962,,,,,99.456,,,,,,,,,5.59,3,,,,,,,,42,,1.58373,,,26.6,,
15/05/1962,,,,,99.441,,,,,,,,,5.79,3,,,,,,,,42.3,,1.58384,,,26.6,,
15/06/1962,,,,,99.392,,,,,,,,,5.89,3,,,,,,,,42.5,,1.58425,,,26.6,,
15/07/1962,,,,,99.306,,,,,,,,,5.89,3,,,,,,,,42.7,,1.58425,,,26.3,,
15/08/1962,,,,,99.194,,,,,,,,,5.99,3,,,,,,,,42.8,,1.58379,,,26.4,,
15/09/1962,,,,,99.061,,,,,,,,,5.99,3,,,,,,,,43.2,,1.5834,,,26.3,,
15/10/1962,,,,,98.914,,,,,,,,,6.19,3,,,,,,,,43.4,,1.58336,,,26.5,,
15/11/1962,,,,,98.769,,,,,,,,,6.19,3,,,,,,,,43.8,,1.58245,,,26.7,,
15/12/1962,,,,,98.634,,,,,,,,,6.09,3,,,,,,,,44,,1.58295,,,26.8,,
15/01/1963,,,,,98.525,,,,,,,,,5.99,3,,,,,,,,43.8,,1.58356,,,27.1,,
15/02/1963,,,,,98.474,,,,,,,,,5.99,3,,,,,,,,44.1,,1.58267,,,27.4,,
15/03/1963,,,,,98.515,,,,,,,,,5.99,3,,,,,,,,43.9,,1.58293,,,27.3,,
15/04/1963,,,,,98.618,,,,,,,,,5.99,3,,,,,,,,44.1,,1.58284,,,27.4,,
15/05/1963,,,,,98.752,,,,,,,,,6.09,3,,,,,,,,44.5,,1.58336,,,27.4,,
15/06/1963,,,,,98.9,,,,,,,,,6.09,3,,,,,,,,44.9,,1.58323,,,27.2,,
15/07/1963,,,,,99.054,,,,,,,,,6.09,3,,,,,,,,45.1,,1.58309,,,26.9,,
15/08/1963,,,,,99.202,,,,,,,,,6.09,3,,,,,,,,45.8,,1.58352,,,27.1,,
15/09/1963,,,,,99.345,,,,,,,,,6.09,3,,,,,,,,46,,1.58338,,,27.1,,
15/10/1963,,,,,99.5,,,,,,,,,6.09,3,,,,,,,,46.1,,1.58185,,,27.3,,
15/11/1963,,,,,99.691,,,,,,,,,5.99,3,,,,,,,,46.4,,1.5821,,,27.6,,
15/12/1963,,,,,99.928,,,,,,,,,5.99,3,,,,,,,,47,,1.58226,,,27.7,,
15/01/1964,,,,,100.211,,,,,,,,,5.89,3,,,,,,,,47,,1.58223,,,27.9,,
15/02/1964,,,,,100.486,,,,,,,,,5.89,3,,,,,,,,47.2,,1.58225,,,27.9,,
15/03/1964,,,,,100.715,,,,,,,,,5.99,3,,,,,,,,47.3,,1.58216,,,27.8,,
15/04/1964,,,,,100.894,,,,,,,,,6.19,3,,,,,,,,47.6,,1.57975,,,27.9,,
15/05/1964,,,,,101.026,,,,,,,,,6.29,3,,,,,,,,47.9,,1.57976,,,27.9,,
15/06/1964,,,,,101.1,,,,,,,,,6.29,3,,,,,,,,48.5,,1.57975,,,27.8,,
15/07/1964,,,,,101.104,,,,,,,,,6.29,3,,,,,,,,48.8,,1.57918,,,27.6,,
15/08/1964,,,,,101.062,,,,,,,,,6.29,3,,,,,,,,49,,1.57918,,,27.9,,
15/09/1964,,,,,101.009,,,,,,,,,6.39,3,,,,,,,,49,,1.57908,,,27.8,,
15/10/1964,,,,,100.969,,,,,,,,,6.39,3,,,,,,,,49.3,,1.57916,,,28,,
15/11/1964,,,,,100.955,,,,,,,,,6.39,3,,,,,,,,49.6,,1.57943,,,28.2,,
15/12/1964,,,,,100.955,,,,,,,,,6.39,3,,,,,,,,50.1,,1.57968,,,28.3,,
15/01/1965,,,,,100.942,,,,,,482.95,,,6.39,3.5,,,,,,,,50.7,,1.58216,,,28.4,,
15/02/1965,,,,,100.881,,,,,,488.56,,,6.49,3.5,,,,,,,,51,,1.57927,,,28.5,,
15/03/1965,,,,,100.776,,,,,,471.42,,,6.49,3.5,,,,,,,,51,,1.58059,,,28.4,,
15/04/1965,,,,,100.645,,,,,,452.71,,,6.59,3.5,,,,,,,,51.1,,1.57998,,,28.7,,
15/05/1965,,,,,100.5,,,,,,456.91,,,6.89,3.5,,,,,,,,51.8,,1.57917,,,28.7,,
15/06/1965,,,,,100.344,,,,,,467.47,,,7.09,3.5,,,,,,,,51.8,,1.57329,,,28.8,,
15/07/1965,,,,,100.193,,,,,,436.68,,,7.19,3.5,,,,,,,,51.9,,1.56949,,,28.7,,
15/08/1965,,,,,100.05,,,,,,464.46,,,7.29,4,,,,,,,,51.9,,1.56628,,,28.9,,
15/09/1965,,,,,99.912,,,,,,460.85,,,7.39,4,,,,,,,,52.1,,1.56569,,,28.8,,
15/10/1965,,,,,99.771,,,,,,458.77,,,7.49,4,,,,,,,,52.6,,1.56621,,,29.1,,
15/11/1965,,,,,99.645,,,,,,435.97,,,7.49,4,,,,,,,,52.7,,1.5701,,,29.3,,
15/12/1965,,,,,99.551,,,,,,423.55,,,7.69,4,,,,,,,,52.9,,1.57066,,,29.4,,
15/01/1966,,,,,99.473,,,,,,422.36,,,7.59,4,,,,,,,,53.5,,1.56831,,,29.6,,
15/02/1966,,,,,99.38,,,,,,447.39,,,7.59,4,,,,,,,,53.6,,1.56441,,,29.7,,
15/03/1966,,,,,99.23,,,,,,446.01,,,7.69,4,,,,,,,,53.8,,1.56478,,,29.6,,
15/04/1966,,,,,99,,,,,,430.95,,,7.99,4,,,,,,,,54.5,,1.56425,,,30,,
15/05/1966,,,,,98.69,,,,,,406.74,,,8.19,5,,,,,,,,54.5,,1.56333,,,30,,
15/06/1966,,,,,98.308,,,,,,395.36,,,8.39,5,,,,,,,,55,,1.56634,,,29.9,,
15/07/1966,,,,,97.874,,,,,,374.72,,,8.59,5,,,,,,,,55.5,,1.57071,,,29.6,,
15/08/1966,,,,,97.406,,,,,,340.05,,,8.59,5,,,,,,,,55.6,,1.57415,,,29.8,,
15/09/1966,,,,,96.932,,,,,,352.59,,,8.49,5,,,,,,,,55.9,,1.57523,,,29.7,,
15/10/1966,,,,,96.487,,,,,,361.59,,,8.39,5,,,,,,,,55.9,,1.57496,,,30,,
15/11/1966,,,,,96.132,,,,,,339.27,,,8.19,5,,,,,,,,56.1,,1.5792,,,30.2,,
15/12/1966,,,,,95.915,,,,,,343.81,,,7.69,5,,,,,,,,56.1,,1.5814,,,30.2,,
15/01/1967,,,,,95.861,,,,,,337.26,,,7.49,4.5,,,,,,,,56.6,,1.58009,,,30.3,,
15/02/1967,,,,,95.957,,,,,,369.4,,,7.39,4,,,,,,,,57.7,,1.5802,,,30.4,,
15/03/1967,,,,,96.171,,,,,,378.7,,,7.19,4,,,,,,,,57.7,,1.58092,,,30.3,,
15/04/1967,,,,,96.476,,,,,,385.91,,,6.89,3.5,,,,,,,,58.1,,1.58036,,,30.4,,
15/05/1967,,,,,96.856,,,,,,367.5,,,6.89,3,,,,,,,,58,,1.58132,,,30.5,,
15/06/1967,,,,,97.294,,,,,,373.08,,,6.89,3,,,,,,,,58.4,,1.57867,,,30.5,,
15/07/1967,,,,,97.764,,,,,,360.81,,,6.89,3,,,,,,,,58.8,,1.57568,,,30.2,,
15/08/1967,,,,,98.247,,,,,,392.9,,,6.79,3,,,,,,,,59.5,,1.56932,,,30.3,,
15/09/1967,,,,,98.708,,,,,,437.39,,,6.69,3,,,,,,,,60,,1.57038,,,30.2,,
15/10/1967,,,,,99.116,,,,,,434.19,,,6.69,3,,,,,,,,60.4,,1.56959,,,30.3,,
15/11/1967,,,,,99.456,,,,,,467.85,,,6.79,3,,,,,,,,61,,1.56908,,,30.5,,
15/12/1967,,,,,99.718,,,,,,483.1,,,6.79,3,,,,,,,,62.9,,1.5776,,,30.4,,
15/01/1968,,,,,99.912,,,,,,503.22,,,6.69,3,,,,,,,,63.4,,1.57247,,,30.8,,
15/02/1968,,,,,100.093,,,,,,522.56,,35.2,6.69,3,,,,,,,,63.9,,1.56954,,,30.9,,
15/03/1968,,,,,100.289,,,,,,520.44,,35.2,6.69,3,,,,,,,,64.4,,1.56928,,,30.7,,
15/04/1968,,,,,100.516,,,,,,542.75,,39.4,6.59,3,,,,,,,,64.7,,1.57711,,,30.9,,
15/05/1968,,,,,100.766,,,,,,562.2,,39.8,6.39,3,,,,,,,,65.6,,1.576,,,30.9,,
15/06/1968,,,,,101.03,,,,,,557.52,,41.3,6.39,3,,,,,,,,66.2,,1.57798,,,30.9,,
15/07/1968,,,,,101.301,,,,,,593.93,,41,6.39,3,,,,,,,,66.4,,1.57468,,,30.6,,
15/08/1968,,,,,101.547,,,,,,587.2,,38.75,6.29,3,,,,,,,,67,,1.56315,,,30.8,,
15/09/1968,,,,,101.753,,,,,,584.04,,39.9,6.29,3,,,,,,,,68.6,,1.58342,,,30.6,,
15/10/1968,,,,,101.918,,,,,,573.18,,38.55,6.29,3,,,,,,,,69.7,,1.57974,,,30.8,,
15/11/1968,,,,,102.057,,,,,,577.12,,39.5,6.29,3,,,,,,,,70.5,,1.57982,,,31.1,,
15/12/1968,,,,,102.177,,,,,,551.64,,40.62,6.29,3,,,,,,,,72,,1.57546,,,31.1,,
15/01/1969,,,,,102.278,,,,,0.8,555.62,,41.8,6.29,3,,,,,,,,71,122.9,1.57532,,,31.3,,
15/02/1969,,,,,102.425,,,,,0.8,588.2,,42.52,6.29,3,,,,,,,,71.4,123.7,1.57558,,,31.4,,
15/03/1969,,,,,102.556,,,,,0.7,572.92,,42.7,6.39,3,,,,,,,,71.8,124.5,1.57802,,,31.3,,
15/04/1969,,,,,102.658,,,,,0.7,582.92,,43.4,6.49,4,,,,,,,,72.3,125.5,1.57875,,,31.5,,
15/05/1969,,,,,102.698,,,,,0.6,581.25,,43.6,6.49,4,,,,,,,,74.8,128.3,1.57242,,,31.5,,
15/06/1969,,,,,102.65,,,,,0.7,625.02,,43.37,6.69,5,,,,,,,,74,128.1,1.57525,,,31.5,,
15/07/1969,,,,,102.499,,,,,0.6,585.64,,40.9,6.89,5,,,,,,,,74.5,129.1,1.57644,,,31.2,,
15/08/1969,,,,,102.261,,,,,0.6,577.79,,41.47,6.89,5,,,,,,,,75.2,130.5,1.57598,,,31.3,,
15/09/1969,,,,,101.96,,,,,0.6,614.94,,40.92,7.19,6,,,,,,,,77.7,133.3,1.56965,,,31.2,,
15/10/1969,,,,,101.619,,,,,0.6,597.76,,40.75,7.39,6,,,,,,,,78.3,134.1,1.57077,,,31.4,,
15/11/1969,,,,,101.26,,,,,0.6,626.58,,40,7.39,6,,,,,,,,76.8,133.2,1.57941,,,31.7,,
15/12/1969,,,,,100.904,,,,,0.6,657.42,,35.6,7.59,6,,,,,,,,76.9,132.7,1.57954,,,31.7,,
15/01/1970,,,,100.111,100.593,,,,,0.5,622.38,,35.17,7.59,6,,,,,,,,77.5,133.4,1.58264,102.18,97.9,32.1,,
15/02/1970,,,,99.955,100.36,,,,,0.5,574.55,,34.83,7.79,6,2.23,,,,,,,77.9,133.9,1.50826,101.93,98.1,32.3,,
15/03/1970,,,,99.817,100.187,,,,,0.6,558.6,,34.96,8.09,7.5,2.23,,,,,,,77.8,134.2,1.5055,102.18,97.8,32.2,,
15/04/1970,,,,99.691,100.063,,,,,0.5,573.92,,35.27,8.09,7.5,2.23,,,,,,,78.8,135.2,1.50705,102.96,97.4,32.5,,
15/05/1970,,,,99.576,99.978,,,,,0.6,532.9,,35.95,8.39,7.5,2.23,,,,,,,79.5,136.3,1.5071,102.86,97.3,32.5,,
15/06/1970,,,,99.474,99.916,,,,,0.6,473.8,,35.96,8.69,7.5,2.23,,,,,,,81.1,138.2,1.5062,102.8,97.5,32.6,,
15/07/1970,,,,99.383,99.869,,,,,0.6,466.25,,35.5,8.69,7,2.23,,,,,,,83.5,141,1.50696,102.3,97.4,32.2,,
15/08/1970,,,,99.307,99.826,,,,,0.6,497.15,,35.3,8.39,7,2.23,,,,,,,83.2,141.4,1.50549,102.08,97.8,32.5,,
15/09/1970,,,,99.235,99.767,,,,,0.6,494.07,,35.25,8.49,7,2.23,,,,,,,83,141.4,1.51823,101.55,97.6,32.4,,
15/10/1970,,,,99.167,99.697,,,,,0.6,479.75,,36.23,8.69,7,2.23,,,,,,,83.2,141.8,1.51815,101.43,98.7,32.6,,
15/11/1970,,,,99.106,99.629,,,,,0.6,474.21,,38,8.59,6.5,2.23,,,,,,,83.7,143.2,1.51563,101.4,99.5,32.9,,
15/12/1970,,,,99.046,99.564,,,,,0.5,461.75,,37.55,8.19,6,2.23,,,,,,,84.9,144.7,1.51936,101.29,100,33,,
15/01/1971,,,,98.974,99.486,,,,,0.6,443.86,,37.4,7.69,6,2.23,,,,,,,86.4,146.9,1.53087,101.85,100.2,33.5,,
15/02/1971,,,,98.885,99.384,,,,,0.5,506.94,,38.05,7.69,6,2.55,,,,,,,87.3,148.6,1.51673,102.63,100.4,33.7,,
15/03/1971,,,,98.776,99.25,,,,,0.6,531.82,,38.75,7.89,6,2.55,,,,,,,88.9,150.7,1.5171,102.29,99.7,33.8,,
15/04/1971,,,,98.648,99.072,,,,,0.7,541.56,,38.82,7.89,5,2.55,,,,,,,90.9,153.3,1.51807,102.25,99.3,34.1,,
15/05/1971,,,,98.522,98.864,,,,,0.7,501.17,,39.2,7.99,5,3.45,,,,,,,92.7,155.7,1.51852,103.93,99.3,34.1,,
15/06/1971,,,,98.404,98.629,,,,,0.7,518.17,,40.92,8.19,5,3.45,,,,,,,91.9,155.3,1.51829,105.18,99.4,34.3,,
15/07/1971,,,,98.295,98.376,,,,,0.8,508.65,,40.15,8.29,5,3.45,,,,,,,93.1,157.1,1.51886,105.97,100.1,34,,
15/08/1971,,,,98.198,98.13,,,,,0.8,521.59,,42.9,8.29,5,3.42,,,,,,,93.1,157.9,1.51877,106.92,101.2,34.3,,
15/09/1971,,,,98.137,97.955,,,,,0.8,497.04,,41,8.09,5,3.42,,,,,,,94.2,159.6,1.55383,107.11,101.9,34.3,,
15/10/1971,,,,98.139,97.901,,,,,0.8,485.1,,42.65,7.99,4.5,3.42,,,,,,,95.3,160.9,1.55611,107.28,102.8,34.6,,
15/11/1971,,,,98.222,97.995,,,,,0.9,436.79,,42.5,7.89,4.5,3.4,,,,,,,95.6,162,1.55642,106.69,103.5,34.8,,
