,zew  ,esi eu,esi ger,cli eur,cli ger,cons conf,gfk,bus exp,ip,u,dax,eur stox,gold,long rate,short rate,oil,wholesale,retail sales,manuf order,constr order,m0,m1,m2,m3,usd,eer,tot,cpi,prod,empl
15/12/1971,,,,98.378,98.226,,,,,0.9,454.87,,43.52,7.89,4,3.4,,,,,,,97.1,163.8,1.56143,106.87,103.4,34.8,,
15/01/1972,,,,98.589,98.557,,,,,0.9,471.16,,43.55,7.59,4,3.4,,,,,,,98.5,166.1,1.60923,106.81,104.6,35.3,,
15/02/1972,,,,98.833,98.947,,,,,0.9,504.37,,46.2,7.29,3,3.39,,,,,,,99.5,167.7,1.62789,107.27,104.8,35.5,,
15/03/1972,,,,99.09,99.359,,,,,0.8,541.53,,48,7.39,3,3.67,,,,,,,100.9,169.2,1.63328,107.63,104.8,35.5,,
15/04/1972,,,,99.354,99.768,,,,,0.9,560.42,,48.4,7.69,3,3.67,,,,,,,101.3,170.5,1.64788,107.48,104.4,35.7,,
15/05/1972,,,,99.621,100.155,,,,,1,548.48,,49.3,7.79,3,3.64,,,,,,,101.5,171.4,1.64438,106.67,104.1,35.8,,
15/06/1972,,,,99.892,100.521,,,,,1,562.46,,59.4,7.89,3,3.64,,,,,,,105,175.9,1.6518,106.66,104.2,36,,
15/07/1972,,,,100.171,100.863,,,,,1,557.29,,64,7.99,3,3.64,,,,,,,107.3,179.1,1.6539,107.53,104.2,35.8,,
15/08/1972,,,,100.451,101.18,,,,,1,587.76,,66.5,7.89,3,3.62,,,,,,,108,180.7,1.65319,106.29,103,36.1,,
15/09/1972,,,,100.723,101.465,,,,,1,578.05,,66.85,7.89,3,3.62,,,,,,,109.2,182.1,1.66265,106.55,103.2,36.4,,
15/10/1972,,,,100.985,101.716,,,,,1,551.2,,68.75,7.99,3.5,3.62,,,,,,,109.5,182.9,1.65337,106.02,102.3,36.7,,
15/11/1972,,,,101.225,101.928,,,,,1,545.43,,63.9,8.39,4,3.62,,,,,,,110.8,185.1,1.64628,106.39,102.4,37,,
15/12/1972,,,,101.425,102.075,,,,,0.9,545.36,,63.55,8.59,4.5,3.62,,,,,,,113.2,186.9,1.64364,106.51,101.7,37,,
15/01/1973,,,,101.572,102.113,,,,,0.8,536.36,,65,8.59,5,3.62,,,,,,65.4,115.3,188.5,1.64052,106.94,99.7,37.5,,
15/02/1973,,,,101.641,102.003,,,,,0.8,558.97,,68.8,8.49,5,3.78,,,,,,65.8,117.7,191,1.62322,108.42,100.3,37.8,,
15/03/1973,,,,101.647,101.762,,,,,0.9,540.33,,82,8.49,5,3.78,,,,,,68.2,121.3,194.4,1.79687,111.44,100.6,37.9,,
15/04/1973,,,,101.605,101.426,,,,,0.9,571.2,,90.75,8.79,5,3.78,,,,,,68.5,121.6,195.1,1.72801,111.75,100.4,38.3,,
15/05/1973,,,,101.528,101.023,,,,,1,542.53,,90.7,9.28,6,4.02,,,,,,66.9,123,196.7,1.72847,112.12,98.3,38.5,,
15/06/1973,,,,101.418,100.583,,,,,1,477.48,,126,9.88,7,4.02,,,,,,68.2,124.2,197.6,1.77537,117.45,98,38.7,,
15/07/1973,,,,101.284,100.162,,,,,1.1,478.11,,122,9.98,7,4.25,,,,,,68,125.8,198.1,1.82556,125.01,99.2,38.4,,
15/08/1973,,,,101.135,99.808,,,,,1.1,447.09,,114.9,9.88,7,4.42,,,,,,65.9,126.8,199.5,1.82338,122.14,99.3,38.8,,
15/09/1973,,,,100.968,99.537,,,,,1.1,452,,105.1,9.58,7,4.58,,,,,,66,128.1,201.1,1.80885,120.93,99.9,38.6,,
15/10/1973,,,,100.787,99.361,,,,,1.2,436.05,,97.75,9.68,7,4.58,,,,,,65.6,128.8,202.1,1.81611,120.09,98.1,39.1,,
15/11/1973,,,,100.603,99.3,,,,,1.3,473.16,,98,9.48,7,4.6,,,,,,70.4,129.6,203.6,1.80579,117.5,93.1,39.7,,
15/12/1973,,,,100.437,99.36,,,,,1.6,411.76,,105.5,9.58,7,4.6,,,,,,73.1,129.2,205.2,1.71315,117.16,91.2,39.9,,
15/01/1974,,,,100.307,99.52,,,,,1.6,396.25,,111.75,9.58,7,4.6,,,,,,66.2,131.7,208.3,1.70214,115.85,85.7,40.3,,
15/02/1974,,,,100.172,99.716,,,,,1.7,436.42,,137.5,9.88,7,15.5,,,,,,67,132.7,209.9,1.6003,116.96,86.1,40.7,,
15/03/1974,,,,100.045,99.893,,,,,1.8,398.97,,175,10.38,7,15.5,,,,,,68,133.7,211.3,1.61016,117.13,86.8,40.6,,
15/04/1974,,,,99.895,99.994,,,,,1.9,402.13,,172.25,10.38,7,15.5,,,,,,68.9,136,214.1,1.71181,119.19,88.2,41,,
15/05/1974,,,,99.681,99.98,,,,,2,425.04,,169.25,10.58,7,13,,,,,,69.9,134.9,214.3,1.7328,119.75,88.6,41.3,,
15/06/1974,,,,99.376,99.821,,,,,2.1,413.14,,154,10.68,7,13,,,,,,72,134.9,215.1,1.70529,117.59,90.2,41.4,,
15/07/1974,,,,98.98,99.531,,,,,2.2,403.54,,149.75,10.68,7,13,,,,,,72.9,135.1,215.9,1.69723,114.72,90.5,41.1,,
15/08/1974,,,,98.507,99.127,,,,,2.3,402.68,,159,10.68,7,11.5,,,,,,72.2,133.9,215.7,1.7072,112.3,89.8,41.5,,
15/09/1974,,,,98.003,98.656,,,,,2.6,399.9,,152.5,10.68,7,11.5,,,,,,72.3,133.7,216.6,1.66301,110.05,89.6,41.4,,
15/10/1974,,,,97.526,98.195,,,,,2.8,378.21,,147.5,10.68,6.5,11.5,,,,,,71.7,132.8,216.8,1.67583,111.04,90,41.9,,
15/11/1974,,,,97.137,97.803,,,,,3.1,384.01,,168.25,10.38,6.5,11.7,,,,,,78.6,134.5,219.5,1.68525,112.56,90.7,42.3,,
15/12/1974,,,,96.876,97.518,,,,,3.2,407.78,,186,9.78,6,11.7,,,,,,81,135.2,222.9,1.70193,112.73,92.1,42.3,,
15/01/1975,,,,96.748,97.38,,,,,3.4,401.79,,193,9.28,6,11.7,,,,,,73.9,136.7,224.5,1.75659,114.02,94.2,42.8,,
15/02/1975,,,,96.743,97.385,,,,,3.6,446.72,,176.5,8.79,5.5,11.5,,,,,,74.1,136.3,225.4,1.78519,113.79,95.3,43,,
15/03/1975,,,,96.823,97.519,,,,,3.8,496.26,,185,8.69,5,11.5,,,,,,76.3,135.9,227,1.82642,112.81,96,43,,
15/04/1975,,,,96.998,97.772,,,,,4,504,,176.75,8.59,5,11.5,,,,,,77.6,133.2,227.1,1.80065,111.18,95.9,43.5,,
15/05/1975,,,,97.251,98.123,,,,,4.2,515.56,,167.05,8.29,4.5,11.4,,,,,,79.8,130.9,226.7,1.7994,110.76,96.1,43.8,,
15/06/1975,,,,97.571,98.568,,,,,4.3,486.78,,172,8.19,4.5,11.4,,,,,,82.1,130.5,227.7,1.82029,111.3,96.1,44,,
15/07/1975,,,,97.94,99.069,,,,,4.3,491.61,,162.4,8.19,4.5,11.4,,,,,,82.2,130.6,229.5,1.79597,109.07,94.9,43.6,,
15/08/1975,,,,98.355,99.601,,,,,4.3,530.52,,168.4,8.29,4,11.5,,,,,,82.6,131.7,232.4,1.69777,107.03,93.1,43.9,,
15/09/1975,,,,98.803,100.137,,,,,4.4,496.41,,161.85,8.29,3.5,11.5,,,,,,84.1,131.9,234.4,1.68941,106.49,92.1,44,,
15/10/1975,,,,99.256,100.63,,,,,4.3,496.86,,141.25,8.39,3.5,11.5,,,,,,83.8,133.4,237.4,1.65354,106.72,91.8,44.3,,
15/11/1975,,,,99.674,101.038,,,,,4.2,536.24,,142.7,8.39,3.5,11.6,,,,,,91.1,134,239.5,1.68857,106.11,92.1,44.6,,
15/12/1975,,,,100.019,101.348,,,,,4.2,562.32,,141.4,8.29,3.5,11.6,,,,,,92,135.8,242.4,1.6594,105.39,91.8,44.6,,
15/01/1976,,,,100.267,101.563,,,,,4.1,563.25,,140.75,8.09,3.5,11.6,,,,,,84.7,135.2,243.1,1.6562,106.1,92.4,45,,
15/02/1976,,,,100.425,101.685,,,,,4.2,570.94,,126.25,7.89,3.5,12.9,,,,,,84.6,135.5,245,1.60328,108.79,92.8,45.3,,
15/03/1976,,,,100.519,101.738,,,,,4.1,569.05,,132.45,7.59,3.5,12.9,,,,,,85.3,136.3,246.7,1.55711,110.58,92.9,45.2,,
15/04/1976,,,,100.571,101.751,,,,,4.1,582.21,,128.7,7.59,3.5,12.9,,,,,,86.8,138.3,249.3,1.50559,111.91,92.5,45.6,,
15/05/1976,,,,100.592,101.743,,,,,4,549.26,,128.7,7.79,3.5,12.95,,,,,,89.7,137.7,249.9,1.4741,110.2,92.4,45.7,,
15/06/1976,,,,100.584,101.706,,,,,4,543.09,,124.5,7.99,3.5,12.95,,,,,,92.1,141.3,254.3,1.48285,109.9,91.6,45.7,,
15/07/1976,,,,100.548,101.629,,,,,3.9,537.55,,123.7,8.09,3.5,12.95,,,,,,91.7,140.6,254.7,1.48839,109.35,90.7,45.2,,
15/08/1976,,,,100.478,101.506,,,,,3.9,529.29,,112.63,8.09,3.5,13.15,,,,,,91.3,142.6,257.8,1.48485,110.67,91.5,45.8,,
15/09/1976,,,,100.38,101.331,,,,,3.9,527.91,,105.63,7.89,3.5,13.15,,,,,,90.4,143.6,259.8,1.48519,110.75,91.6,45.6,,
15/10/1976,,,,100.259,101.115,,,,,3.8,534.01,,116.13,7.79,3.5,13.15,,,,,,91.1,145.9,263,1.47556,112.3,92.6,45.9,,
15/11/1976,,,,100.123,100.875,,,,,3.8,489.49,,122.88,7.39,3.5,13.56,,,,,,97.7,145.8,263.6,1.48412,112.76,92.7,46.2,,
15/12/1976,,,,99.974,100.618,,,,,3.8,508.57,,130.63,7.29,3.5,13.56,,,,,,95.6,145.2,263.1,1.47991,113.35,92.6,46.2,,
15/01/1977,,,,99.818,100.363,,,,,3.8,515.27,,134.63,6.99,3.5,13.56,,,,,,91.1,145.6,265.2,1.49103,113.53,91.6,46.7,,
15/02/1977,,,,99.669,100.142,,,,,3.8,515.19,,132.63,6.99,3.5,14.45,,,,,,91.7,146.5,267,1.46932,112.68,91.5,46.9,,
15/03/1977,,,,99.525,99.95,,,,,3.8,497.12,,141.63,6.79,3.5,14.45,,,,,,91.9,148,269.6,1.45815,112.53,91,46.9,,
15/04/1977,,,,99.397,99.794,,,,,3.9,512.63,,149.13,6.57,3.5,14.45,,,,,,93.4,149.5,271.1,1.45854,112.36,91,47.2,,
15/05/1977,,,,99.301,99.679,,,,,4,553.32,,147.38,6.61,3.5,14.45,,,,,,95.6,149.9,273.2,1.46406,112.39,90.8,47.4,,
15/06/1977,,,,99.247,99.602,,,,,4,535.72,,143.57,6.64,3.5,14.45,,,,,,97.4,150.8,274.5,1.46306,112.27,92,47.5,,
15/07/1977,,,,99.237,99.568,,,,,4,528.95,,142.38,6.49,3.5,14.45,,,,,,99.1,152.9,280,1.46516,113.8,92.9,47,,
15/08/1977,,,,99.27,99.581,,,,,4,534.05,,144.38,6.21,3.5,14.28,,,,,,98.2,153.3,281,1.43615,112.13,93.3,47.4,,
15/09/1977,,,,99.33,99.618,,,,,4,544.72,,145.63,6.24,3.5,14.28,,,,,,98.7,155.5,284.1,1.42995,111.81,93.4,47.3,,
15/10/1977,,,,99.406,99.657,,,,,3.9,538.66,,155.38,6.2,3.5,14.28,,,,,,99.7,156.9,286.8,1.43518,112.03,93.7,47.6,,
15/11/1977,,,,99.484,99.675,,,,,3.9,556.37,,162.13,6.2,3.5,14.05,,,,,,107.8,159.7,290.7,1.45305,112.61,94.2,47.8,,
15/12/1977,,,,99.56,99.659,,,,,3.9,560.31,,160.13,6.12,3,14.05,,,,,,106.4,161.4,292.3,1.45505,114.84,94.8,47.8,,
15/01/1978,,,,99.634,99.612,,,,,3.8,551.46,,165.13,5.92,3,14.05,,,,,,103.2,162.5,294.5,1.49852,114.93,96,48.1,,
15/02/1978,,,,99.717,99.579,,,,,3.9,552.57,,182.63,5.81,3,14.05,,,,,,103.8,162.6,295.1,1.4931,116.19,97.6,48.4,,
15/03/1978,,,,99.83,99.606,,,,,3.9,550.97,,182.63,5.65,3,14,,,,,,104.4,162.8,296.1,1.52567,116.92,97.3,48.3,,
15/04/1978,,,,99.975,99.715,,,,,3.8,551.31,,182.38,5.76,3,13.95,,,,,,106.3,164.5,298.9,1.53766,115.7,97.6,48.6,,
15/05/1978,,,,100.145,99.908,,,,,3.9,532.12,,170.63,5.97,3,13.83,,,,,,108.5,165.8,301.2,1.50955,113.85,97.1,48.8,,
15/06/1978,,,,100.336,100.17,,,,,3.8,544.69,,183.38,6.09,3,13.9,,,,,,110.1,167.3,303.6,1.50015,113.36,97.1,48.8,,
15/07/1978,,,,100.542,100.464,,,,,3.8,558.08,,184,6.3,3,13.95,,,,,,111.8,169.5,307.4,1.52506,111.81,97.4,48.2,,
15/08/1978,,,,100.748,100.758,,,,,3.8,578.38,,202.88,6.32,3,13.89,,,,,,111.3,172.4,311.3,1.55155,111.69,97.7,48.6,,
15/09/1978,,,,100.931,101.014,,,,,3.7,586.94,,208.88,6.35,3,13.96,,,,,,111.2,174.8,314,1.57956,111.29,98,48.4,,
15/10/1978,,,,101.072,101.217,,,,,3.7,602.19,,217.63,6.45,3,14.09,,,,,,113,178.9,319.6,1.602,114.44,98.3,48.7,,
15/11/1978,,,,101.177,101.381,,,,,3.6,586.04,,227,6.63,3,14.35,,,,,,121.4,182.4,324.3,1.64391,114,97.9,49,,
15/12/1978,,,,101.25,101.516,,,,,3.6,585.86,,194.25,6.64,3,14.9,,,,,,121.6,182.3,324.5,1.57373,114.95,98.2,49,,
15/01/1979,,,,101.303,101.644,,,,,3.6,575.15,,226.38,6.73,3,16.25,,,,,,114.5,181.2,324.5,1.64888,115.87,97.1,49.5,,
15/02/1979,,,,101.357,101.781,,,,,3.6,574.74,,231.63,6.98,3,18.95,,,,,,115.3,183.2,327.8,1.60556,115.25,95.8,49.7,,
15/03/1979,,,,101.418,101.908,,,,,3.4,559.41,,249.13,7.1,4,22,,,,,,115.3,183.2,328.9,1.62325,115.15,94.8,49.8,,
15/04/1979,,,,101.478,101.99,,,,,3.4,549.97,,239.63,7.25,4,23.25,,,,,,116.7,184.5,331.2,1.61394,113.78,93.5,50.2,,
15/05/1979,,,,101.529,102.008,,,,,3.3,554.73,,246.38,7.79,4,23.65,,,,,,117.9,186.9,334.1,1.61847,113.53,92.4,50.4,,
15/06/1979,,,,101.556,101.949,,,,,3.3,518.47,,275.63,7.99,4,32.75,,,,,,119.2,189.3,336.2,1.59313,114.13,90.5,50.6,,
15/07/1979,,,,101.547,101.818,,,,,3.3,508.57,,282.13,7.87,5,36.5,,,,,,119.5,189.8,336.9,1.63998,113.94,89.8,50.4,,
15/08/1979,,,,101.498,101.631,,,,,3.2,538.18,,289.88,7.66,5,35,,,,,,118.3,191.1,338,1.65163,113.24,89.7,50.9,,
15/09/1979,,,,101.412,101.424,,,,,3.2,540.22,,322.88,7.68,5,35.75,,,,,,117.7,191.7,338.9,1.65408,113.8,89.8,50.8,,
15/10/1979,,,,101.301,101.221,,,,,3.2,535.17,,414.25,7.86,5,36.5,,,,,,118,192.1,339.1,1.70488,114,89.4,51.3,,
15/11/1979,,,,101.17,101.03,,,,,3.1,503.92,,380,8.06,6,38.5,,,,,,126.9,195.1,341.7,1.65228,115.26,88.8,51.6,,
15/12/1979,,,,101.022,100.863,,,,,3,507.49,,432.25,7.94,6,42,,,,,,122.9,197.2,343,1.71397,115.34,88,51.7,,
15/01/1980,,,,100.855,100.706,,,,,3.1,497.79,,526.5,8.06,6,40.5,,,,,70.7,121,197.6,342.9,1.71171,113.85,85.8,52,,
15/02/1980,,,,100.664,100.52,,,,,3,509.13,,677.5,8.39,7,40,,,,,70.5,119,201.2,346.1,1.69597,113.53,85.6,52.6,,
15/03/1980,,,,100.446,100.282,,,,,3.1,518.65,,637.5,9.37,7,38.5,,,,,70.7,122.1,202.6,347.7,1.66417,111.39,84.8,52.7,,
15/04/1980,,,,100.208,99.991,,,,,3.2,478.15,,503,9.36,7,38.25,,,,,68.6,119.3,203.6,347.9,1.5198,110.34,84,53.1,,
15/05/1980,,,,99.973,99.679,,,,,3.3,496.08,,497.5,8.59,7.5,38.15,,,,,68.5,120.3,205.5,349.5,1.63263,110.77,84.4,53.4,,
15/06/1980,,,,99.771,99.394,,,,,3.3,497.79,,558.5,8.18,7.5,38.5,,,,,70.2,126.4,205.4,350.2,1.65593,110.21,84.9,53.5,,
15/07/1980,,,,99.615,99.176,,,,,3.4,521.4,,660.5,7.95,7.5,38,,,,,72.1,125.6,206.9,352.4,1.66326,109.53,85,53,,
15/08/1980,,,,99.498,99.027,,,,,3.5,525.2,,621.5,7.84,7.5,37.4,,,,,70,124.7,208,354.6,1.64006,108.06,84.7,53.6,,
15/09/1980,,,,99.411,98.938,,,,,3.5,511.73,,628.5,8.17,7.5,33.6,,,,,70.1,126.8,208.3,355.6,1.63654,106.77,85,53.3,,
15/10/1980,,,,99.351,98.884,,,,,3.6,512.55,,676.5,8.36,7.5,33.4,,,,,68.7,123,209.1,357.6,1.61796,104.56,84,53.8,,
15/11/1980,,,,99.313,98.855,,,,,3.8,495.15,,642.5,8.7,7.5,37.9,,,,,70,137.2,214.5,363.8,1.54495,103.32,82.8,54.3,,
15/12/1980,,,,99.295,98.851,,,,,3.9,497.15,,633.5,8.86,7.5,40.85,,,,,75.2,127.6,215.1,364.3,1.51482,102.98,82.4,54.5,,
15/01/1981,,,,99.296,98.863,,,,,4,480.92,,589.5,8.98,7.5,40.15,,,,,70.7,123.2,217,366.1,1.50288,101.57,80.6,55.1,,
15/02/1981,,,,99.309,98.878,,,,,4.1,471.44,,496.5,9.76,7.5,40.3,,,,,63.4,123.2,219.2,368.1,1.39659,99.82,79.7,55.5,,
15/03/1981,,,,99.331,98.887,,,,,4.3,473.66,,466.5,10.08,7.5,38.7,,,,,65.5,124.3,219.7,367.9,1.3514,101.79,79.8,55.7,,
15/04/1981,,,,99.358,98.9,,,,,4.4,491.67,,517.5,10.05,7.5,38.35,,,,,64.9,120.3,225.1,372.1,1.37059,101.11,79.3,56.2,,
15/05/1981,,,,99.389,98.923,,,,,4.6,510.39,,489.5,10.38,7.5,37.19,,,,,67,125.2,226.8,373.8,1.30676,99.62,78.3,56.5,,
15/06/1981,,,,99.429,98.969,,,,,4.7,502.07,,482.5,10.48,7.5,35.19,,,,,67.5,128.8,229,375.3,1.24009,98.49,77.8,56.6,,
15/07/1981,,,,99.481,99.042,,,,,4.9,538.19,,425.5,10.55,7.5,33.25,,,,,70.7,122.8,231.5,377.4,1.19776,97.97,77.1,56.4,,
15/08/1981,,,,99.539,99.124,,,,,5.1,545.53,,392,10.54,7.5,35.06,,,,,70,125.9,232.9,379.3,1.1487,97.22,76.3,57.1,,
15/09/1981,,,,99.598,99.206,,,,,5.3,525.64,,425,10.59,7.5,35.8,,,,,69.2,125.3,234.5,380.7,1.17112,99.09,77.8,57.1,,
15/10/1981,,,,99.653,99.271,,,,,5.5,497.2,,435,10.26,7.5,35.91,,,,,67.3,120.7,232.6,379.3,1.22496,101.84,78.6,57.7,,
15/11/1981,,,,99.698,99.301,,,,,5.8,508.88,,432,9.92,7.5,36.54,,,,,72.9,134.6,234.3,382,1.24341,101.91,79.1,58.1,,
15/12/1981,,,,99.732,99.29,,,,,6,505.95,,402.5,9.71,7.5,37.12,,,,,73.3,125.9,234.2,382.5,1.23596,100.69,79.4,58.2,,
15/01/1982,,,,99.747,99.232,,,,,6.1,490.39,,400,9.83,7.5,36.7,,,,,70.1,125.8,237.1,387,1.21383,100.68,79.7,58.7,,
15/02/1982,,,,99.732,99.133,,,,,6.2,503.19,,379,9.76,7.5,31.11,,,,,71,126.1,238.1,388.7,1.17522,99.89,79.6,58.8,,
15/03/1982,,,,99.67,98.968,,,,,6.3,516.23,,359.75,9.43,7.5,28.9,,,,,72.3,125.7,240,392.4,1.14616,100.8,79.9,58.7,,
15/04/1982,,,,99.555,98.735,,,,,6.4,530.36,,326,8.98,7.5,29.29,,,,,69.2,123,241.9,395.1,1.12,101.04,80.3,58.9,,
15/05/1982,,,,99.398,98.468,,,,,6.5,518.27,,362,8.82,7.5,33.5,,,,,72,128.6,242.9,397.8,1.13313,102.26,81.1,59.4,,
15/06/1982,,,,99.217,98.21,,,,,6.6,512.82,,318.13,9.15,7.5,34.17,,,,,71.6,132.6,244.6,399.9,1.14218,102.64,80.6,60,,
15/07/1982,,,,99.044,98.005,,,,,6.7,507.96,,311,9.26,7.5,34.54,,,,,70.8,127.3,245.4,401.9,1.05468,102.57,80.4,59.5,,
15/08/1982,,,,98.909,97.909,,,,,6.9,513.86,,350,8.98,7,32.88,,,,,75.5,131.6,245.1,403.2,1.07594,102.07,80.2,60,,
15/09/1982,,,,98.839,97.961,,,,,7.2,507.25,,402.5,8.72,7,32.34,,,,,74.4,131.8,247.7,407.3,1.05964,102.07,80.3,59.9,,
15/10/1982,,,,98.844,98.173,,,,,7.4,527.04,,395.5,8.36,6,33.86,,,,,69.8,129.1,246.4,407.8,1.03555,102.69,79.6,60.5,,
15/11/1982,,,,98.917,98.522,,,,,7.6,511.49,,426.5,8.29,6,34.53,,,,,75.5,142.6,245.6,408,1.01491,102.74,79.5,60.8,,
15/12/1982,,,,99.033,98.938,,,,,7.7,525.75,,435.5,8,5,33.61,,,,,76.5,135.1,246.2,410,1.03015,104.62,80.9,60.9,,
15/01/1983,,,,99.157,99.345,,,,,7.8,561.09,,448,7.71,5,31.75,,,,,75.9,136.3,247.3,414.6,1.0628,104.85,81.9,61.1,,
15/02/1983,,,,99.265,99.686,,,,,8.1,548.12,,507.5,7.71,5,31.26,,,,,74.6,137.7,247.8,417.2,1.02805,104.43,82.4,61.2,,
15/03/1983,,,,99.359,99.958,,,,,8.2,589.78,,418.9,7.42,4,28.95,,,,,74.3,133.9,249.8,421.6,1.03572,105.91,83.2,61,,
15/04/1983,,,,99.433,100.162,,,,,8.3,661.42,,418,7.51,4,27.97,,,,,73.3,135.9,249,422.4,1.0093,105.31,83.2,61.2,,
15/05/1983,,,,99.497,100.322,,,,,8.3,702.52,,429,7.69,4,30,,,,,75.2,142.8,248.5,423.5,0.99621,104.4,83.2,61.5,,
15/06/1983,,,,99.556,100.452,,,,,8.3,664.28,,413,8.11,4,29.58,,,,,73.9,146.4,250,425.5,0.97811,103.46,82.6,61.6,,
15/07/1983,,,,99.62,100.578,,,,,8.2,730.56,,416.5,8.24,4,30.08,,,,,76.4,146.1,251.3,429.2,0.96374,102.82,81.9,61.1,,
15/08/1983,,,,99.688,100.723,,,,,8.2,734.03,,408.63,8.37,4,31.05,,,,,75.5,144.6,251.6,430.4,0.9131,101.86,80.7,61.9,,
15/09/1983,,,,99.75,100.877,,,,,8.2,707.35,,416.63,8.48,4,31,,,,,73.6,139.8,253,432.3,0.91461,101.87,80.7,61.8,,
15/10/1983,,,,99.809,101.021,,,,,8.2,720.23,,391.63,8.26,4,29.3,,,,,75.5,141.8,252.5,433,0.92189,102.47,81.4,62.2,,
15/11/1983,,,,99.865,101.151,,,,,8.1,750.24,,377.63,8.31,4,29.55,,,,,77.3,154.5,252.1,433,0.91048,101.16,80.6,62.4,,
15/12/1983,,,,99.907,101.239,,,,,8.1,757.29,,397.88,8.41,4,28.7,,,,,80.6,146.4,252.6,432.4,0.89442,100.59,80.5,62.5,,
15/01/1984,,,,99.922,101.263,,,,,8,786.67,,382,8.38,4,28.66,,,,,76.9,145.6,252.6,433.5,0.88518,99.76,79.8,62.8,,
15/02/1984,,,,99.909,101.215,,,,,8,816.94,,377.88,8.21,4,30.1,,,,,77.9,145.1,253.3,434.3,0.8633,101.15,80.7,63,,
15/03/1984,,,,99.88,101.103,,,,,8,772.94,,393.25,8.12,4,29.9,,,,,76.1,139.1,253.6,435.1,0.91548,101.97,81.1,62.9,,
15/04/1984,,,,99.846,100.97,,,,,8.1,776.3,,383.75,8.08,4,30.2,,,,,75.5,142.1,256.5,438.8,0.91943,100.97,80.8,63,,
15/05/1984,,,,99.817,100.853,,,,,8.1,776.05,,377.5,8.24,4,29.65,,,,,76.8,146.2,257.1,439.7,0.8811,99.66,80,63.2,,
15/06/1984,,,,99.8,100.774,,,,,8.1,740.88,,393.75,8.24,4.5,29.95,,,,,77.6,145.1,258.6,441.2,0.88042,100.17,80.2,63.3,,
15/07/1984,,,,99.8,100.743,,,,,8.2,754.47,,370.75,8.24,4.5,28.35,,,,,79.9,148.6,259.6,442.9,0.85922,99.03,80,62.5,,
15/08/1984,,,,99.807,100.73,,,,,8.2,729.43,,340.25,8.11,4.5,27,,,,,79.9,142.5,261.6,445.4,0.82463,98.06,79.7,63,,
15/09/1984,,,,99.801,100.723,,,,,8.2,756.42,,344.5,7.9,4.5,27.85,,,,,78.7,148.7,263.8,448.7,0.8243,96.55,79.2,62.7,,
15/10/1984,,,,99.775,100.718,,,,,8.2,800.39,,345.75,7.57,4.5,28.6,,,,,77.6,144.5,263.1,449,0.78564,96.48,79.1,63.5,,
15/11/1984,,,,99.734,100.711,,,,,8.1,808.4,,335.75,7.26,4.5,27.9,,,,,80.4,153.2,263.9,450.8,0.80217,97.04,79.5,63.7,,
15/12/1984,,,,99.686,100.713,,,,,8.1,817.33,,330.5,7.04,4.5,27.15,,,,,84.7,155.2,264.8,452.3,0.774,96.13,79.4,63.7,,
15/01/1985,,98.8,99.5,99.639,100.724,-5.6,,,,8.2,820.91,,309,7.12,4.5,26.5,,,,,80.5,150.1,264.4,454.4,0.76607,96.14,78.9,64.2,,
15/02/1985,,96.9,97.9,99.605,100.732,-7.4,,,,8.2,834.85,,303.25,7.59,4.5,28.2,,,,,81.4,150.5,265.6,456.8,0.7589,95.12,78,64.4,,
15/03/1985,,96.1,98,99.584,100.734,-5.6,,,,8.2,870.17,,287.25,7.63,4.5,27.65,,,,,78.8,148.3,266.4,458.1,0.71537,95.11,77.9,64.4,,
15/04/1985,,97.5,98.4,99.583,100.733,-6.2,,,,8.3,864.95,,321.13,7.31,4.5,28.35,,,,,77,144.4,267.4,459.4,0.76722,96,79,64.7,,
15/05/1985,,97.4,101.1,99.6,100.731,-4.3,,,,8.3,873.15,,311.75,7.2,4.5,27.05,,,,,79.2,146.3,269.7,462,0.75871,95.3,79.6,64.8,,
15/06/1985,,97.3,99.6,99.624,100.728,-6.8,,,,8.2,957.97,,316,7.05,4.5,26.85,,,,,80.4,153.4,271.7,464.8,0.77987,95.41,80.3,64.6,,
15/07/1985,,97.1,99.2,99.643,100.727,-6.5,,,,8.2,1018.54,,313.25,6.86,4.5,26.55,,,,,82.5,153.5,271.9,465.3,0.78251,96.47,81.5,63.8,,
15/08/1985,,96.4,101.9,99.66,100.717,-5.9,,,,8.2,1010.51,,322.5,6.59,4,27.1,,,,,81,148.6,272,466.1,0.83065,97.82,82.5,64.3,,
15/09/1985,,98.2,102.5,99.676,100.692,-5.4,,,,8.1,1077.92,,334.63,6.4,4,27.85,,,,,81.5,155.2,271.9,468.2,0.82329,97.13,82.3,64,,
15/10/1985,,98.6,104,99.688,100.639,-4.1,,,,8.1,1156.72,,323,6.59,4,28.45,,,,,77.7,153.2,272.7,469.8,0.87451,98.56,83.7,64.4,,
15/11/1985,,99.5,104.4,99.693,100.549,-3.8,,,,8.2,1301.26,,324.75,6.58,4,29.1,,,,,84.5,161.4,272.9,470.2,0.88924,98.69,83.9,64.7,,
15/12/1985,,100,104.5,99.694,100.434,-2.9,,,,8.2,1235.09,,319.75,6.45,4,29.4,,,,,87.6,164.4,280.9,487.6,0.91743,100.11,84.7,64.7,,
