;Metadaten;;;;;;;Bewertungsteil;;;;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;4;Vergangenheit, Gegenwart, Zukunft;Europa;;Bankenkrach, ausriss Selbstbespiegelung, Chance, unerbittlich-entfaltenden Globalität, ineffektiv Alleingänge, übernationales Gemeinwohl-Einschwören, erneuern historische-Rechtfertigung, gemeinschaftliche Reaktion-Erwartung,  ;1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;5;Vergangenheit, Zukunft;Europa, Frankreich, Großbritannien, Deutschland;;überraschenden Einvernehmen-Vergangenheit, wirtschaftspolitischen Kompetenzen-Erweiterung-Zukunft, blockieren Kompetenzen-Erweiterung-Merkel, nationale Rettungspakete, missachtet Depression-Lehre, fatal nationale-Idylle-Rückzug, droht Weltwirtschaft-Zusammenbruch;-1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;6;Gegenwart, Zukunft;Europa, Welt, China, Japan, USA;;global-abgestimmten Rettungspaket-Zukunft, schafft Konsum-Anreize-Zukunft, ankurbel öffentlichen-Sektor-Zukunft, bietet Weltfinanzsektors-Restrukturierungperspektive-Zukunft, Eiltempo, Blankoschecks-Pleitebanken, wirkungslos Verpuffen, global-explodiert Arbeitslosigkeit, sozialer Unruhen-Druckwelle, erschüttern Fremdenfeindlichkeit, gescheiterter Staaten-Gespenst;-3;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;7;Gegenwart;Europa;;osteuropäischen EU-Neumitglieder, erwischt falschen-Fuß, tragen Reformlast-Mitte, kommunistischen Enttäuschung, fühlt im-Stich-gelassen, gewaltig Enttäuschung, gewaltig-Schock, Händereiben-Rechten;-2;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;8;Gegenwart;Europa;;geschlittert Bestandskrise, ungewiss Absichten, ungewiss Bestandsfrage, Sinn-Erneuerung;0;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;9;Gegenwart;Europa;;nötig EU, ermöglicht nationale-Souveränität-EU, Weltrisikogesellschaft, handlungsfähig  isolierte-Nationalstaaten, überlebensfähig solierte-Nationalstaaten, unsouverän solierte-Nationalstaaten;2;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;10;Gegenwart, Zukunft;Europa;;größte Bedrohung, eigenen Verantwortungslosigkeit, zurückziehen europäischen-Verantwortung-Zukunft, Weltrisikogesellschaft, zurückerlangen Souveränität-Zukunft, wollen-Europa-Zukunft, denken-Europa-Zukunft, werden-Europa-Zukunft, regionale Handlungseinheit;-1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;11;Gegenwart;Europa;;reziproker Nationalismus, pragmatischen Alltagseuropäern, regeln eigene-Finanzprobleme, anerkennen nationale-Souveränität, vermeiden negative-Konsequenzen-Überschwappen, Gleichberechtigung, abgestimmte Maßnahmen, reziproke Verantwortung, verweigert wirtschaftspolitische-Kompetenzenausbau ;0;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;12;Gegenwart;Europa;;reziproken Nationalismus, genügen Gutwetterzeiten, scheitern Krisenzeiten, schwach einzelnes-Land, vernetzt Länder;-1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;13;Gegenwart, Zukunft;Europa;;mehr Europa-Zukunft, globale Krise, unmöglich getrennte-Währungsunion, alleinige Finanzpolitik, alleinige Steuerpolitik, alleinige Industriepolitik, alleinige Sozialpolitik, gebündelten Souveränität-Zukunft, begegnen Finanzkrise-Zukunft;-1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;14;Gegenwart, Zukunft;Europa;;notwendig Mehr-Europa, gefährdet alles-Merkel, Stunde-Europas.Adenauer-Kohl,  Europa-Zukunft-Investition, unvorstellbaren Zerfallskosten, verheißt unglaublichen-Gewinn-Zukunft, Hoffnung, grenzenloses Glück-Churchill;-1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;15;Zukunft;Europa;;Neubegründung-EU, neue Realpolitik, Weltrisikogesellschaft, vernetzten Welt, ersetzen nationale Nationalinteressenverfolgung,  kosmopolitischer Realpolitik, europäischer Politik;0;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;16;Zukunft;Europa, USA;;zuspitzen lage, Mehr-Europa, Nicht-Europa, möglichen Scheiterns, neuen US-Weltoffenheit-Obama, erneuerte EU, wirkungsvoll Finanzmarkt-Regulierung, bringen kosmopolitischen-Realpolitik ;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;1;Gegenwart;Deutschland ;Berlin;unsichtbaren Krise-Kampf, Märklin, Schießer, insolven Märklin, insolvent Schießer, Hypo-Real-Estate, Enteignung-Hypo-Real-Estate, droht-verpuffen Konjunkturpaket, Arbeitsdruck-Kanzleramt;-1;Kanzleramtschef = Thomas-de-Maizière, wirtschaftspolitischer-Merkel-Berater = Jens-Weidemann;4 Stunden
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;2;Gegenwart, Zukunft;Deutschland;;Hypo-Real-Estate, ungelöst Fall, bereitgestellt Bürgschaften, taumelt Riese, veschimpft Regierung, teure Rettung, bezahlen-lassen Rettung-Zukunft, eteignen Bankaktionäre-Zukunft, üben Kritik-Banker-Zeitungen, stark-anstieg Arbeitslosigkeit-Zukunft ;-2;fast ganzer Artikel erzählt über die Vergangenheit, jedoch ist der Schreibstil in der Gegenwart;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;3;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Eteignungsgesetz, größter Bundesregierung-Kampf, Globalisierungsdruck, aufgab Terrain-Staat-Vergangenheit, zurückgewinnen Terrain-Staat-Zukunft, erobern Geld-Macht-Zukunft;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;4;Gegenwart;Deutschland;;fleißig-Weidmann, zurückhaltend-Weidmann, pragmatisch-Weidmann, ungefährlich-Weidmann, Deutsche Bank;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;5;Gegenwart;Deutschland;;Enteignungsgesetzes, heikel Thema, strangulieren Markt-Zukunft, warnt Sozialismus-Westerwelle, schenkt Geld, kaufen Autos-Zukunft;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;6;Gegenwart;Deutschland. USA;;hoch Arbeitsbelastung-Finanzministerium, unaushaltbar Druck, Lehman-Brothers, zusammenbrach Lehman-Bank;-1;Lehman-Bank = Lehman-Brothers;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;7;Gegenwart, Zukunft;Deutschland;Bayern, Tutzing;Deutsche Bank, hoch Medieninteresse-Ackermann, gemacht Fehler-Banken-Ackermann, ändern Risikomanagement-Zukunft-Ackermann, ändern Vergütungsstrukturen-Zukunft-Ackermann, nötig mehr-Regulierung-Zukunft-Ackermann, veränder Finanzmarktarchitektur-Zukunft-Ackermann, einstehen Steuerzahler, nehmen Rücksicht    ;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;8;Gegenwart, Vergangenheit, Zukunft;Deutschland;;hohe Renditen-Vergangenheit-Ackermann, entlastet Krisenzeiten-Ackermann, verteidigt Investmenbanker-Boni-Ackermann, überschaubar neue-Regeln-Ackermann-Zukunft ;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;9;Zukunft;Deutschland;;weiterspielen seinen-Regeln-Staat-Zukunft;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;10;Gegenwart;Deutschland;Berlin;Krise;0;hat nicht wirklich was zum Annotieren…;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;11;Gegenwart, Zukunft;Welt, Deutschland, Großbritannien;;G-20-Finanzgipfel, vernichtet Vermögenswerten, stark-zurückgehen Industrieproduktion-Zukunft, stark-anstieg Arbeitslosigkeit-Zukunft, verhinder Desaster-Wiederholung-Zulunft, finden Regeln, enzweit Politik-Banken, aufeinander-angewiesen Politik-Banken, funktionierende Banken-Zukunft, funktionierenden Staat-Zukunft;-3;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;12;Vergangenheit;Welt, Deutschland;Bayern, München;Hypo-Real-Estate, Bundesbank, Lehman-Brothers, vernetzt Bankgeschäfte-Hypo-Real-Estate, verhindern zweiten-Fall-Lehman, einfror Geldfluss-Banken, alleine-handlungsfähig Staat;-2;"Bundesbank-Präsident-Axel-Weber;  Staatssekretär-des-Finanzministers =  Jörg-Asmussen";
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;13;Gegenwart;Deutschland;;agieren Staat;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;14;Gegenwart;Deutschland;;erschrecken-lassen Schlussfolgerung, weniger-wollen Staat;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;15;Vergangenheit;Deutschland;;Bundesbank, orientiert Datenreihen, ungewollt Marktbeeinflussung-Weidmann, bevorzugen weniger-Staat-Weidmann;-1;Internationaler-Währungsfond = IMF;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;16;Vergangenheit;Deutschland;;verbriefen Kreditforderungen-Asmussen, mitverursacht Krise, tolerierte Zweckgesellschaften-Gründung-Asmussen, anlocken Hedgefonds-Asmussen, unterstützte Projekt-Seitenwechsel-Asmussen, mitarbeiteten eigene-Gesetzen-Banker   ;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;17;Vergangenheit, Gegenwart, Zukunft;Deutschland;Nordhein-Westfallen, Bonn;gleiche Meinung-Weidmann-Asmussen-Weber, verändern Blick-Zukunft;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;18;Gegenwart;Deutschland;Hesse, Frankfurt;Pokerspiel, Finanzsystem-Rettung, ungewiss Steuerzahler-Anteil, ungewiss Banken-Anteil, BaFin, Hypo- Real-Estate, beraten Rettung, marode-Hypo-Real-Estate ;-1;Bundesagentur-für-Finanzdienstleistungsaufsicht = BaFin;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;19;Gegenwart;Deutschland, Europa, Frankreich, Großbritannien, Niederlande;Berlin, Hamburg;erwecken souveränen-Eindruck,  aufgebrachte Parlamentarier, angeschlagene Bank, aufgebracht Banker ;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;20;Gegenwart;Deutschland;Hessen, Frankfurt;beteiligen Rettung-Banker, suchen Lösung, verstreichen-lassen zeit, treiben enge-Staat, drücken Einsatz-Banker;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;21;Gegenwart;Deutschland;Hessen, Frankfurt;anbrülle Ackermann-Steinbrück, stellen Bürgschaften-private-Banken;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;22;Vergangenheit;Welt, Deutschland;;gut-banken-gut-Deutschland, wucherten Finanzmärkte, verzehnfacht Börsenumsatz-, hoch Devisenmärkten-Handeslvolumen, wegräumen Unternehmenshürden-Staat, vergrößern Gewinne, bereitwillig kleinmachen-Staat, Deutsche-Bank, hoch Bonus-Ackermann;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;23;Vergangenheit, Gegenwart;Deutschland;;bevorzugte Behandlung-Ackermann-Merkel;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;24;Vergangenheit, Gegenwart;Deutschland;;täuschen-Angst-Banken, Hypo-Real-Estate, braucht Zusatzgeld-Hypo-Real-Estate-Vergangenheit, verschweigen Zahlen-Banker, schwarzen Loch, Unwissenheit-Weidmann, geworden Getriebener-Staat, bedrängt Katastrophenszenarien, bedrängt Gerüchten, unbekanntem Terrain;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;25;Gegenwart;Deutschland;;fehlen Verantwortungsgefühl-banken, versuchen aus-Affäre-ziehen-Banken;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;26;Vergangenheit;Deutschland;Berlin;Hypo-Real-Estate, ausfragen Funke, jämmerliches Bild-Funke, unbeantwortet Fragen-Funke, Geduldverlust-de-Maizière, Rücktritt-Funke;-2;"oberster-Finanzaufseher-des-Bundes = Jochen-Sanio;  Chef-der-Hypo-Real-Estate = Georg-Funke";
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;27;Gegenwart;Deutschland;;beängstigend-groß, hilflos Nähe;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;28;Gegenwart;Deutschland;;retten Land-de-Maizière,unvorstellbaren-Beträgen-de-Maizière, niemanden-gerette-wollen Niemanden-de-Maizière;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;29;Gegenwart;Deutschland;;gutes Verhältnis-Merkel-de-Maizière;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;30;Gegenwart, Zukunft;Deutschland, USA;;ändern Bilanzierungsregeln-Ackermann, wertlosen Papiere, auszeichnen höhere-Wert-Zukunft-Ackermann, Werverlust-Staatsanleihen;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;31;Gegenwart;Deutschland, Großbritannien;;IASB, internationale Bilanzierung, ändert Bilanzierung-Regeln, Deutsche-Bank, profitieren Bilanzierung-Regeln-Änderung-Deutsche-Bank, Quartalsgewinn-Deutsche-Bank;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;32;Gegenwart;Deutschland;;bewertet Bestand-Preis;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;33;Gegenwart, Vergangenheit;Deutschland;;Deutsche-Bank, Knockout-Warrants, Credit-Default-Swaps, komplizierten Konstruktionen, leicht Geldverdienen-Vergangenheit, erklärt Kanzlerin-Ackermann;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;34;Gegenwart, Vergangenheit;Deutschland, Schweiz;;engen Draht-Ackermann-Merkel, Globalisierungsstress, getriebene Manager, kühlen-unsentimentalen Wirtschaftsordnung-Blick, muffigen-rheinischen Kapitalismus-Vergangenheit-Merkel-Ackermann;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;35;Vergangenheit;Deutschland;;Sparkassenverband, bereit Zuzuhören-Merkel, genervt Branche-Haasis, Spielverderber-Haasis;0;Präsident-des-Sparkassenverbandes = Heinrich-Haasis ;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;36;Vergangenheit;USA, Welt, Spanien, Großbritannien;;IMF, warnte Immobilienblasen-Folgen-Haasis, warnte unübersichtlichen-Bankensektor-Einheiten-Haasis, zurückgeblieben Haasis-Banker;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;37;Vergangenheit;Deutschland;;Sparkasse, geflochtene Sparkassen-Netz, entscheidender Seismograf-Haasis, aufgeregte Filialleiter, nervöse Sparkassen-Kunden, abheben große-Summen, hoch Verlust, Unsicherheit-Geldbestand,  sorgen Medienberichterstattung-Haasis;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;38;Vergangenheit;Deutschland;;sicher Einlagen-Merkel, ungewiss-auftreiben Ernstfall;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;39;Vergangenheit;Deutschland;Hessen;zunehmen Politiker-Druck, kritisieren Kanzlerin-Zeitungen, zögerlichen Krisenmanagements, Wählerverlust-CDU, ubeantwortet Abgeordneten-Fragen-Lammert, verkünden Hiobsbotschaften-Wissmann, Postbank, genehmigen Boni-Postbankvorstand;-2;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;40;Vergangenheit, Zukunft;Deutschland;;häufen Fragen, verliert Orientierung-Weidmann, verändert Markt-Selbstheilungskräften-Vorstellung-Weidmann, ungehorsam Zahlen-Weidmann, besorgniserregend Geldmenge-Zunahme, voraussagen Blase-Weidmann, stiegen Immobilienpreise, stiegen Aktienpreise,  verstaatlichte Banken-Zukunft;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;41;Vergangenheit;Deutschland;;zu-klein Abteilung, Finanzmarktstabilisierung-Gesetz, Weitergabe-Vorformulierung;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;42;Gegenwart;Deutschland;;hinterlässt Spuren-Krise;0;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;43;Vergangenheit;Deutschland, USA;;spontan Krise-Umgang-Amerikaner, handeln Amerikaner, lange-nachdenken Deutsche, verschenken Zeit-Deutsche;-1;Obamas-Wirtschaftsberater = Larry-Summers;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;44;Vergangenheit;Deutschland;;Bad-Bank, entsorgen wertlose-Papiere, Bankenverband, zurückhalten Regulierung-Bankenverband, mahnt Politiker-Ackermann, begrenzen Finanzbranche-Engagement-Ackermann, fordern-Banker;-1;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;45;Vergangenheit;Deutschland;;ablehnen Bad-Bank, asymmetrischer Geld-Herrschaft-Kampf;1;;
