"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMV.EXP",NA,NA,NA,NA,NA,53,57,53,52,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,46,NA,NA,NA
"DIFOWH.C",NA,NA,NA,NA,NA,NA,NA,57,NA,41,NA,37,35,45,NA,60,66,NA,NA,NA,NA,NA,46,47,59,NA,51,40,48,43,51,45,55,NA,58,73,NA,36,24,66,13,42,19,47,26,21,23,NA,NA,NA,NA,NA,38,37,43,37,26,25,26,30,46,27,27,29,52,51,NA,NA,41,36,37,46,46,53,40,41,49,NA,NA,54,NA,NA,NA,38,39,45,49,58,NA,63,NA,37,27,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA
"DIFOWH.EXP",NA,NA,NA,NA,NA,42,38,39,36,25,23,16,22,32,45,48,50,38,39,35,28,31,33,26,29,34,36,45,45,46,NA,61,NA,NA,NA,61,69,NA,40,NA,20,NA,24,32,33,35,41,35,28,30,34,37,44,NA,47,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,30,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"DGFK.EXP",18,20,42,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,23,15,23,24,21,19,16,23,32,12,18,27,16,58,11,9,8,8,6,6,6,8,13,NA,NA,42,59,36,28,25,23,24,26,27,33,35,28,30,32,33,33,34,40,NA,NA,NA,NA,43,33,31,32,34,34,33,29,21,21,22,27,29,30,32,33,32,26,30,26,26,26,28,NA,NA,NA,NA,NA,NA,NA,53,55,8,8,8,10,12,10,NA,NA,34,NA,NA,44,37,26,37,25,25,28,35
"DZEW",NA,NA,NA,NA,NA,NA,53,19,19,33,36,NA,NA,NA,59,NA,NA,NA,NA,NA,56,NA,51,58,42,45,NA,52,NA,NA,NA,NA,NA,NA,NA,64,41,54,49,NA,NA,NA,28,NA,NA,39,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,30,26,29,NA,34,37,42,NA,38,32,NA,NA,NA,NA,NA,NA,NA,NA,24,41,NA,NA,53,NA,NA,NA,NA,NA
"DECBS2",NA,NA,NA,NA,54,NA,16,NA,NA,NA,14,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,14,12,14,10,11,14,12,10,11,19,NA,20,21,25,11,NA,21,52,41,40,44,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16,14,11,14,6,5,7,10,6,NA,3,4,6,5,9,9,13,10
"DECBS3",22,23,38,36,22,NA,NA,27,27,NA,13,12,13,17,19,39,34,30,26,33,20,20,11,10,20,NA,31,NA,NA,NA,52,NA,NA,37,34,39,21,61,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,24,NA,19,NA,NA,NA,NA,NA,NA,53,NA
"DECBS4",NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,64,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,63,55,NA,56,56,28,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,47,45,37,43,38,NA,NA,NA,56,NA,NA,NA,54,NA,NA
"DECBS5",37,37,32,34,28,27,29,41,42,36,50,29,41,29,32,27,38,26,25,21,30,39,40,39,51,NA,NA,NA,NA,NA,NA,49,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,9,9,8,15,10,9,9,9,10,10,10,11,12,13,11,12,10,10,10,10,10,10,10,10,11,11,9,11,12,9,9,7,7,8,9,9,9,10,10,9,11,8,9,7,9,11,16,15,10,8,8,13,12,16,15,19,35,40,NA,NA,NA,NA,NA
"DECBS6",47,NA,NA,24,NA,NA,NA,20,17,17,15,10,14,14,16,21,29,22,22,29,15,15,13,17,19,24,23,NA,NA,NA,NA,29,19,NA,39,46,50,NA,NA,24,NA,23,34,45,40,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,31,23,NA,NA,22
"DECBS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,50,NA,NA,50,57,NA,NA,NA,44,45,47,NA,NA,NA,42,NA,55,NA,NA,58,30,39,53,NA,NA,NA,59,62,19,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,27,29,34,57,55,NA,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,28,NA,24,27,25,44,NA,NA,NA,47,32,27,23,23,9,7,6,6,8
"DESI.INDU",20,25,25,29,50,22,20,25,21,15,19,26,18,22,28,NA,NA,NA,NA,14,13,17,22,22,22,23,19,28,34,28,31,28,20,23,25,26,32,NA,51,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,43,50,8,NA,8,NA,8,9,8,4,4,4,5,5,4,5,4,4,2,2,4,4,3,2,3,3,5,7,7,6,6,3,3,3,4,5,5,7,6,6,6,4,5,4,4,6,4,4,4,5,4,7,3,4,7,9,3,5,7,7,11
"DESI.SERV",NA,NA,NA,37,NA,12,11,11,14,34,41,40,49,52,54,15,14,9,7,32,NA,NA,NA,NA,NA,NA,NA,57,60,48,45,52,56,45,50,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,53,42,53,29,NA,30,22,23,40,22,NA,60,NA,NA,53,45,35,NA,NA,38,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,52,46,51,55,61,59,NA,NA,10,10,10,16,13,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA
"DESI.C",NA,NA,NA,NA,NA,NA,45,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESI.TRADE",NA,38,19,18,17,20,25,33,34,26,28,23,30,27,38,40,43,51,45,46,52,43,41,41,52,47,50,41,42,51,49,31,33,43,54,44,NA,57,56,33,NA,48,48,40,NA,NA,NA,NA,49,NA,NA,NA,NA,56,48,47,NA,NA,NA,NA,53,NA,48,47,47,49,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,38,42,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,52,28,33,NA,50,30
"DESI.CTR",NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,44,40,34,NA,NA,63,50,59,36,30,27,29,66,25,NA,NA,25,20,57,NA,NA,30,64,7,8,4,NA,NA,NA,NA,NA,35,48,38,31,47,NA,NA,NA,NA,56,28,27,30,29,29,29,34,35,39,35,37,35,35,34,33,36,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,51,NA,52,NA,NA,54,53,NA,49,NA,46,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,20,14,11,16,14
"DESI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,34,40,44,47,57,57,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,9,8,8,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,8,NA,NA,9,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"DECCS99",NA,NA,NA,NA,NA,NA,46,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,56,62,61,56,62,51,47,49,65,59,60,NA,26,NA,NA,NA,NA,29,37,42,39,21,23,NA,22,27,NA,NA,56,40,49,49,45,NA,NA,NA,NA,NA,NA,52,49,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,55,56,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,51,46,NA,NA,NA,NA,NA,NA,44
"DECCS2",NA,46,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,38,36,35,30,29,36,31,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,25,25,25,25,27,23,NA,NA,NA,NA,NA,NA,NA,54,51,50,53,42,46,64,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,42,54,43,42,44,NA,46,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,39,NA,NA,NA,NA,43,44,NA,NA,NA,59,NA,33,24,36
"DECCS3",NA,48,36,41,46,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,59,NA,NA,58,44,52,44,48,64,NA,NA,NA,NA,NA,43,NA,NA,5,NA,58,64,NA,NA,NA,NA,NA,42,NA,51,NA,NA,NA,42,49,46,49,51,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,51,55,NA,56,52,50,48,50,49,56,51,54,NA,52,41,37,40,35,32,32,33,29,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS4",4,3,2,3,6,5,7,8,9,27,NA,43,16,19,17,11,12,18,18,17,NA,44,50,NA,49,NA,NA,NA,NA,58,46,54,66,19,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS5",11,9,13,14,9,8,10,14,15,11,21,15,21,21,20,17,17,12,13,10,11,12,15,15,12,11,12,19,15,24,23,NA,32,32,33,32,35,23,37,22,24,12,10,11,9,9,12,16,15,26,NA,NA,19,21,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,45,61,NA,NA,NA
"DECCS6",5,5,5,5,15,19,19,NA,NA,NA,NA,42,52,NA,NA,26,25,NA,NA,NA,NA,NA,NA,NA,65,38,29,24,24,27,27,47,45,NA,NA,75,48,46,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,34,26,24,29,26,35,31,26,36,29,NA,NA,38,NA,NA,NA,NA,29,24,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS7",NA,NA,NA,NA,NA,33,23,50,NA,52,35,53,28,NA,NA,33,NA,NA,NA,45,34,51,39,40,45,58,61,NA,NA,NA,NA,46,47,NA,55,58,46,22,NA,58,48,46,52,NA,NA,NA,NA,53,43,NA,NA,NA,NA,48,55,NA,41,53,48,46,48,59,NA,NA,NA,NA,NA,NA,44,43,50,49,49,45,45,43,43,39,41,42,37,34,37,42,40,42,46,46,42,37,37,48,52,NA,NA,37,26,47,31,32,35,NA,23,14,22,20,34,39,62,NA,NA
"DECCS8",51,NA,NA,NA,NA,NA,43,NA,NA,NA,54,NA,NA,31,39,NA,47,46,46,39,33,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,42,29,36,29,37,37,59,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,46,NA,NA,NA,55,49,51,49,40,38,43,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,43,47,54,59,58,58,44,54,46,NA,12,13,16,13,19,18,11,14,NA,21,NA,17,NA,NA,NA,NA,NA
"DECCS9",NA,NA,54,NA,55,NA,NA,37,39,56,47,NA,31,NA,NA,NA,NA,47,NA,NA,NA,NA,55,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,46,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,52,33,34,40,NA,NA,47,48,44,44,45,57,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,38,47,49,38,24,44,37,25
"DECCS10",9,6,10,9,12,11,12,13,12,14,16,11,15,15,18,47,27,24,NA,56,35,23,49,53,50,20,NA,48,51,49,54,35,41,NA,NA,NA,62,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,37,35,51,54,54,65,58,55,52,49,44,47,39,39,31,28,25,34,35,NA,NA,NA,NA,37,37,37,39,40,NA,37,38,39,33,57,59,NA,43,61,NA,48,36,41,24,21,20,21,22,21,28,22,30,25,27,29,56,NA,NA
"DECCS11",NA,NA,NA,NA,NA,40,NA,NA,47,NA,52,56,36,47,NA,55,NA,56,48,58,43,42,43,43,58,41,47,36,43,39,37,48,28,25,26,38,20,29,65,NA,NA,NA,NA,29,17,30,45,44,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,48,48,NA,46,45,33,33,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA
"DECCS12",27,30,23,32,21,NA,NA,58,56,60,59,36,47,42,52,31,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,60,48,NA,NA,NA,27,35,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,58,56,58,62,NA,NA,54,52,48,50,46,47,39,46,44,54,51,44,55,55,47,NA,NA,NA,NA,NA,NA,47,48,48,47,45,44,54,NA,59,50,44,46,NA,NA,37,NA,NA,NA,28,29,36,42,NA,21,22,35,NA,27
"DALQ",15,27,NA,NA,NA,48,52,44,45,58,48,44,62,48,56,NA,58,62,NA,NA,54,NA,NA,NA,NA,56,57,44,49,45,40,56,52,40,43,74,44,33,45,NA,NA,NA,46,39,36,46,38,46,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,54,52,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,51,46,52,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,51,57,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,46,NA,NA,49,51,42,NA
"DCAPA",13,10,11,11,NA,14,14,16,24,16,18,NA,19,54,55,32,31,19,9,6,7,10,18,19,21,NA,21,NA,30,29,30,11,16,12,10,53,23,9,10,45,16,14,15,14,14,15,17,26,NA,NA,NA,43,NA,45,41,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,52,50,40,38,37,40,44,44,38,33,35,NA,NA,51,NA,NA,49,56,55,46,56,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
"DWHOUR",30,49,39,35,34,31,40,47,48,55,NA,45,NA,43,NA,36,41,48,42,36,NA,NA,45,42,NA,40,41,35,38,35,34,40,53,NA,60,54,60,NA,31,27,27,35,36,NA,43,NA,NA,30,NA,NA,NA,NA,42,29,23,NA,34,35,31,36,37,25,47,NA,NA,46,43,NA,NA,40,47,25,25,26,25,24,24,NA,NA,NA,NA,NA,39,39,NA,27,39,39,39,41,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,46,NA,44,43,40,57,31,34,37
"DOECDL1",32,47,49,NA,NA,39,54,60,NA,NA,NA,NA,NA,NA,NA,49,59,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,46,44,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,17,20,17,25,35,NA,NA,NA,NA,NA,NA,1,1,2,11,18,46,11,13
"DOECDL2",NA,35,16,19,19,35,33,59,NA,NA,NA,NA,NA,NA,30,8,13,20,20,18,22,27,23,23,17,9,8,8,13,11,9,5,5,4,5,4,5,7,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,1,2,1,1,1,4,3,3,2,3,2,2,3,3,2,14,13,6,7,7,7,4,3,2,3,3,3,3,4,6,6,23,34,NA,NA,NA,NA,3,2,NA,NA,NA,NA,34,22,15,12
"DOECDL3",31,NA,52,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,57,55,57,NA,NA,NA,NA,NA,NA,NA,NA,61,47,42,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,52,21,22,20,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,19,NA,12,NA
"DMT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,31,36,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,54,38,37,37,35,37,35,41,35,33,33,33,32,30,32,NA,NA,NA,NA,53,NA,NA,NA,50,NA,54,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.future",NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,35,NA,31,32,25,NA,34,47,34,NA,50,41,41,NA,NA,NA,38,38,49,53,55,57,56,54,56,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,54,NA,52,NA,35,35,31,38,NA,NA,48,NA,NA,53,NA,NA,NA
"DMT.presence",17,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,53,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,50,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,49,55,54,34,NA,NA,NA,42,47,NA,NA,NA,55,NA,52,NA,NA,NA,38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
"DMT.climate",NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,47,NA,46,NA,NA,31,30,NA,NA,40,43,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,70,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,62,NA,58,24,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,53,51,54,58,NA,NA,NA,NA,45,45,45,50,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,38,NA,NA
"DMT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,63,57,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,53,53,53,42,57,NA,NA,59,49,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,56,NA,NA,13,36,NA
"DMT.de.climate",NA,NA,NA,NA,NA,NA,NA,54,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,60,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,22,NA
"DMT.budget",45,44,35,33,39,46,49,42,41,39,40,NA,45,NA,37,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,33,28,23,18,NA,67,NA,53,59,NA,NA,46,32,NA,38,20,19,20,28,29,29,32,32,NA,39,37,NA,40,31,42,NA,44,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,50,NA,44,NA,20,NA,20,NA,18,52,NA,NA,52,NA
