"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DMT.currency",50,51,46,40,38,53,66,NA,NA,71,74,69,52,64,55,NA,68,NA,NA,NA,NA,59,58,72,66,54,NA,54,51,52,51,48,NA,48,55,47,44,28,34,40,40,42,44,43,NA,NA,NA,NA,NA,NA,NA,34,41,34,35,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,57,25,37,NA,NA,27,29,32,28,63,12
"DMT.labor",NA,NA,NA,62,NA,70,NA,33,31,32,36,32,34,37,40,32,42,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,40,52,49,41,29,42,46,49,43,53,48,53,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,45,51,35,46,49,50,49,51,59,NA,39,42,39,30,38,38,37,52,57,42,42,46,54,NA,NA,19,NA,NA,70,NA,11,17,53,48,NA
"DMT.cycle",NA,NA,NA,NA,NA,NA,62,58,61,55,58,65,NA,42,42,NA,NA,64,63,63,61,74,59,54,69,63,67,65,65,53,NA,NA,55,43,44,30,32,43,31,26,31,31,33,33,38,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,54,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,32,33,NA,56,32,31,NA,49,31,NA,34,38
"DMT.taxation",NA,45,56,44,52,47,48,NA,NA,61,62,58,NA,NA,NA,NA,NA,NA,56,72,NA,NA,NA,NA,NA,61,NA,64,68,NA,NA,51,NA,NA,NA,NA,NA,57,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,58,NA,50,NA,NA,54,62,18,69,19,28,53,20,NA,NA,14,NA
"DMT.de.budget",NA,NA,NA,NA,NA,NA,NA,63,52,51,64,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,57,60,59,64,40,16,15,15,14,11,29,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,37,43,58,54,NA,NA,NA,NA,NA,52,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,17,NA,NA,23,NA,54,13,60
"DMT.de.labor",56,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,66,36,NA,NA,57,45,53,29,15,26,NA,NA,NA,NA,NA,NA,NA,NA,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,36,35,34,39,35,39,40,34,NA,NA,NA,37,36,NA,NA,42,38,38,39,39,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,44
"DMT.de.cycle",NA,61,69,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,38,NA,38,NA,NA,58,NA,56,57,NA,28,NA
"DMT.de.taxation",41,NA,49,NA,48,NA,NA,42,42,44,32,41,47,48,NA,58,45,39,43,74,62,NA,70,50,81,NA,77,NA,NA,61,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,39,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,48,38,NA,29,51,45,33
"DlnEX",16,18,17,21,17,NA,NA,NA,NA,NA,NA,NA,NA,63,57,NA,66,59,75,NA,NA,68,62,56,54,53,61,60,58,58,55,69,NA,13,11,65,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,44,NA,NA,NA,NA,18,19,18,20,21,24,23,20,25,NA,NA,NA,29,NA,36,34,32,27,34,34,37,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,19
"DlnEXR",31,29,26,24,24,34,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,36,26,NA,NA,NA,NA,NA,NA,NA,50,48,33,32,26,25,29,28,30,30,26,23,17,19,20,22,25,22,23,27,22,26,30,31,32,34,45,47,42,41,28,25,30,27,31,41,53,NA,NA,NA,44,37,NA,46,29,24,22,31,24,28,26,24,27,21,22,24,22,14,10,13,30,35,37,41,NA,NA,NA,NA
"DlnDAX",47,56,NA,50,57,NA,69,NA,NA,NA,NA,70,NA,54,NA,80,71,61,55,67,80,NA,NA,NA,NA,NA,35,33,36,77,70,63,53,NA,NA,NA,NA,NA,NA,43,30,26,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,41,45,43,37,42,45,38,32,38,NA,38,40,42,43,57,54,50,NA,50,59,NA,NA,NA,62,22,20,28,32,NA,NA,38,34
"DlnHWWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,77,75,NA,NA,NA,NA,11,10,10,8,6,3,3,3,2,4,3,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,5,3,17,15,35,28,NA,15,17,NA,NA,NA,NA
"DlnHWWAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,54,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,75,49,65,NA,NA,NA,76,71,NA,NA,NA,NA,24,15,15,16,14,9,14,12,13,18,20,16,16,17,14,NA,34,44,45,51,NA,NA,NA,NA,NA,NA,NA,NA,59,62,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,42,NA,17,23,NA,NA,NA,NA,NA
"DlnHWWA.E",63,64,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,79,57,NA,NA,NA,51,NA,48,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,41,47,52,50,48,44,46,49,56,NA,56,54,NA,NA,NA,45,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,49,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"DlnHWWA.ER",52,54,45,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,65,55,60,54,46,49,41,46,46,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,40,46,51,48,41,42,45,48,53,NA,NA,53,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"DlnHWWA.EX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,73,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,39,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,24,15,15,9,9,9,11,12,14,15,37,42,40,42,39,34,NA,13,NA,12,12,13,12,8,10,11,11,11,10,10,5,11,5,16,NA,NA,NA,NA,33,30,NA,50
"DlnHWWA.EXR",7,8,9,7,7,11,11,9,8,10,13,12,4,6,3,6,6,8,8,8,7,5,5,5,6,5,13,5,6,7,7,20,NA,NA,NA,NA,NA,NA,NA,14,8,11,10,8,6,7,7,8,8,7,11,9,9,9,8,9,11,9,9,8,7,7,11,10,11,10,11,11,11,13,12,10,24,32,32,37,38,NA,51,NA,NA,NA,NA,NA,NA,NA,20,31,28,50,44,55,NA,NA,NA,NA,NA,NA,NA,48,NA,43,36,NA,NA,20,NA,NA,NA,NA,NA
"DlnOIL",11,13,13,8,9,8,8,6,7,8,22,64,60,NA,NA,23,30,NA,34,NA,NA,NA,NA,NA,32,21,NA,19,21,62,60,55,56,NA,NA,NA,NA,NA,12,8,9,9,11,10,5,6,5,5,5,6,8,8,8,8,9,10,9,8,8,9,8,9,9,8,8,9,10,10,10,9,8,8,8,8,7,7,7,7,6,7,7,7,7,7,8,8,8,7,6,6,9,9,9,8,8,7,10,8,9,13,13,27,NA,NA,NA,58,55,26,21,17,20
"DlnOIL.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,57,52,53,44,53,56,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,26,21,28,21,24,16,10,15,15,18,23,26,14,14,12,12,10,7,7,6,6,5,5,5,6,6,6,6,6,6,7,6,7,6,7,6,6,6,6,5,5,5,5,5,5,5,6,6,6,5,5,5,5,6,7,9,10,9,9,9,8,6,3,4,NA,27,NA,NA,19,NA,NA,NA,49
"DlnCPI",14,16,64,47,47,12,13,13,13,11,9,8,6,5,5,9,8,9,11,12,16,13,12,12,16,14,46,39,17,13,13,56,47,36,33,NA,53,36,27,NA,33,35,31,34,20,28,27,38,38,42,33,33,45,43,42,45,NA,NA,NA,58,44,47,46,46,48,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,39,NA,37,35,59,NA
"DlnCPI.EX",37,57,NA,56,50,46,51,57,69,56,60,45,57,50,45,81,50,50,71,NA,81,NA,NA,NA,NA,NA,52,74,53,56,NA,NA,32,NA,NA,NA,NA,NA,44,NA,NA,59,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39,NA,53,NA,NA,NA,NA,NA,NA,34,26,26,30,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,38,41,43,56,NA,NA,50,39,NA,NA,NA
"DlnTARIF",NA,NA,NA,NA,60,NA,NA,38,47,29,34,47,44,40,47,NA,NA,NA,25,23,41,27,27,NA,42,NA,53,38,42,26,21,NA,NA,20,21,24,41,NA,18,NA,NA,33,38,NA,35,40,42,NA,36,50,27,NA,NA,NA,NA,NA,49,NA,56,41,45,37,37,47,NA,NA,50,NA,32,31,34,33,33,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,56,NA,NA,NA,NA,NA,NA,53,50,37,40
"DlnIP.VORL",19,14,14,10,10,10,9,NA,9,4,NA,NA,NA,14,24,NA,34,NA,57,25,21,37,33,22,33,NA,30,31,72,NA,73,9,NA,24,20,33,21,33,22,12,48,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,41,36,NA,NA,NA,NA
"DlnORD.C",34,48,32,28,NA,24,27,59,62,62,45,46,55,NA,50,44,67,56,50,55,NA,NA,NA,57,NA,NA,75,NA,60,NA,NA,32,30,NA,NA,69,62,NA,NA,NA,NA,57,37,20,16,12,13,15,17,16,20,24,14,16,13,14,16,15,17,16,18,16,15,15,16,17,20,19,18,18,19,18,17,15,15,15,16,46,16,14,17,15,33,23,21,24,27,17,18,14,21,27,24,22,18,18,16,16,16,18,19,14,26,25,23,24,42,8,14,11,11
"DlnORD.I",54,39,31,NA,54,NA,6,NA,NA,69,NA,61,NA,NA,NA,51,43,47,36,42,36,23,20,21,24,25,26,20,20,24,23,49,59,NA,NA,63,66,46,51,50,NA,NA,NA,NA,43,48,NA,NA,NA,49,42,43,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,44,42,43,40,37,46,47,NA,19,37,47,39,39,45,48,NA,46,33,30,33,31,41,47,53,47,52,55,45,42,49,41,44,36,44,35,NA,NA,53,NA,48,NA,NA
"DlnEW",27,31,58,NA,NA,NA,NA,34,28,41,27,30,29,29,36,42,31,24,38,44,52,35,39,45,31,35,37,26,28,41,37,26,27,55,34,54,25,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,49,NA,44,45,47,36,39,37,33,35,30,30,32,42,41,42,45,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,42,41,NA,NA,39,34,36,35,36,37,47,39,28,27,25,23,29,21,20,NA,59,21,44,43,22,43,39,22,NA,52,25,30,24,28,49,39,NA
"DlnVAC",NA,53,50,46,46,62,64,30,33,46,15,26,26,20,14,18,27,27,22,NA,NA,24,NA,NA,60,46,NA,59,54,67,48,15,28,71,64,67,NA,NA,28,NA,NA,32,28,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,26,21,18,20,18,18,20,20,20,19,14,13,13,14,15,14,13,15,15,13,14,15,15,18,13,NA,NA,49,45,60,40,43,35,NA
"DlnFAZ",21,30,71,NA,34,NA,31,19,21,25,49,31,25,24,19,22,32,25,29,28,25,18,19,18,23,20,23,21,25,NA,58,NA,54,23,NA,11,12,10,NA,NA,58,18,18,12,15,NA,29,28,21,14,21,19,18,19,17,18,31,26,27,35,31,33,35,36,32,38,29,28,26,25,24,23,23,25,27,23,22,20,18,20,23,21,20,25,28,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,54,55,63,NA,NA,55,NA,20,12,17,16,NA,46,NA,NA
"DDlnHWWA",NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,40,36,23,20,22,23,NA,NA,25,23,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,60,44,NA,NA
"DDlnHWWAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,35,38,32,22,NA,30,29,28,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,29,NA,NA,NA,44,NA,NA,NA
"DDlnHWWA.E",NA,NA,NA,NA,NA,NA,NA,54,66,65,52,34,32,31,29,30,37,29,NA,NA,44,41,43,NA,47,NA,NA,NA,NA,NA,NA,31,31,NA,NA,NA,NA,NA,NA,NA,NA,43,42,NA,NA,NA,NA,NA,NA,25,22,21,20,22,18,19,25,24,NA,26,25,27,24,NA,23,NA,NA,NA,24,23,25,21,19,19,23,22,24,23,22,21,27,27,26,28,27,26,NA,22,20,20,26,25,29,23,28,31,23,21,25,24,20,21,67,NA,NA,NA,NA,NA,NA,NA,NA
"DDlnHWWA.ER",NA,22,NA,NA,NA,NA,NA,60,51,NA,46,40,45,55,NA,60,46,33,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,50,41,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,24,26,25,25,23,19,20,24,25,25,27,26,28,25,24,24,26,24,24,23,30,26,20,31,20,22,20,23,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDlnHWWA.EX",53,47,54,35,31,NA,35,NA,NA,77,NA,NA,NA,NA,59,NA,NA,44,47,45,66,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,44,24,16,17,21,23,18,35,29,18,41,30,31,28,NA,34,39,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,50,43,NA,35,36,41,27,23,32,15,48,38,55,NA,NA,NA,NA,55
"DDlnHWWA.EXR",40,35,35,NA,NA,NA,NA,NA,70,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,77,NA,NA,NA,NA,12,12,NA,NA,NA,16,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,55,56,56,56,56,53,44,52,NA,NA,NA,56,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDlnOIL",NA,NA,NA,NA,NA,37,50,45,48,48,50,NA,NA,NA,NA,NA,NA,65,73,32,48,47,40,30,38,38,71,47,NA,NA,NA,76,NA,NA,NA,53,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,13,NA,NA
"DDlnOIL.R",NA,NA,NA,61,NA,40,61,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,28,31,31,42,44,NA,NA,NA,NA,NA,NA,NA,NA,59,58,NA,NA,NA,NA,NA,NA,NA,43,45,47,NA,NA,NA,NA,35,27,31,31,32,26,27,25,21,33,28,31,36,33,31,26,28,28,37,30,31,31,28,28,29,27,23,28,28,30,37,NA,32,37,36,41,36,40,30,29,25,34,32,34,NA,NA,NA,35,60,37,38,57,33,37,NA,66,NA,NA,NA,NA,NA,NA,30,31
"DDlnCPI",NA,63,NA,57,58,NA,NA,68,63,NA,69,53,54,NA,NA,71,54,45,54,65,NA,NA,NA,73,70,67,20,72,NA,79,53,58,63,NA,NA,59,56,NA,NA,NA,NA,NA,NA,NA,NA,51,47,48,30,NA,44,42,37,46,32,32,42,40,39,42,41,42,44,39,39,31,32,35,44,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,49,41,37,48,37,26,29,39,41,NA,NA,NA
"DDlnCPI.EX",49,49,62,42,40,42,32,40,34,34,33,38,40,38,41,67,NA,34,40,38,46,31,38,37,39,31,43,36,43,43,44,NA,NA,37,46,50,20,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,53,NA,48,52,55,57,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,42,NA,NA,NA,35,46,51,46,45,40,45,48,45,46,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,64,NA
"DDlnTARIF",NA,65,NA,NA,NA,NA,55,NA,NA,63,NA,NA,NA,NA,30,56,58,NA,60,NA,38,53,26,26,28,30,36,25,NA,72,NA,NA,22,21,23,22,NA,NA,NA,NA,44,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,38,36,37,38,43,NA,40,43,50,43,39,35,41,60,56,45,45,49,46,41,38,40,41,40,NA,NA,NA,NA,NA,NA,53,36,NA,NA,NA,NA,NA,56,NA,NA,58,NA,NA,56,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA
