"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DMT.currency",NA,NA,56,57,48,54,45,NA,NA,NA,54,55,48,36,43,22,37,37,38,37,47,52,58,47,40,35,43,65,44,64,65,64,NA,69,63,56,61,63,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,40,28,57,40,51,45,60,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,57,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,63,NA,NA,23,NA,NA,17,27,48,29,13,59,NA,38
"DMT.labor",38,43,NA,26,NA,60,34,48,52,43,76,NA,NA,NA,NA,NA,NA,NA,36,35,NA,NA,NA,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,69,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,13,22,NA,NA,NA,56,NA,NA,60,34,49,NA
"DMT.cycle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,21,18,21,17,51,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,61,29,29,33,33,37,41,30,31,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,41,42,38,35,30,26,31,29,35,36,61,38,37,35,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22,15,58,NA,17,NA,NA
"DMT.taxation",32,24,24,33,NA,27,NA,40,36,32,NA,NA,73,69,NA,75,67,NA,18,18,15,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,53,NA,NA,NA,NA,NA,NA,44,46,42,47,35,43,41,17,9,14,13,30,27,28,30,36,36,41,32,34,30,32,28,28,20,20,19,24,32,33,47,37,38,37,37,35,30,28,31,30,32,32,35,32,33,35,34,30,37,30,32,33,30,29,33,31,31,NA,45,NA,NA,NA,NA,63,NA,44,45,44,NA,8,46,NA
"DMT.de.budget",NA,NA,62,68,59,NA,40,50,NA,NA,75,NA,67,NA,NA,26,NA,NA,76,NA,71,58,NA,25,72,NA,NA,28,25,19,12,16,68,22,22,20,NA,30,26,29,30,34,29,23,17,17,14,12,11,12,13,12,12,15,16,23,23,25,21,24,23,26,24,30,31,27,25,26,27,24,59,20,19,23,18,16,16,32,54,20,15,19,18,19,16,16,15,18,18,16,17,17,NA,NA,NA,NA,25,26,27,22,14,12,44,NA,NA,65,18,65,63,NA,NA
"DMT.de.labor",NA,47,51,44,NA,NA,NA,NA,NA,NA,NA,37,29,27,28,33,36,34,53,48,36,48,NA,NA,NA,NA,70,NA,71,71,60,NA,64,NA,75,NA,54,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,66,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,56,NA,46,NA,NA,NA,57,NA,NA,56,49
"DMT.de.cycle",NA,NA,NA,NA,64,NA,NA,72,NA,61,66,50,NA,50,52,69,52,50,50,44,38,29,41,38,39,40,23,50,48,41,17,47,21,23,26,32,NA,15,27,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,32,18,18,32,26,37,34,NA,NA,NA,32,33,31,45,51,45,48,48,45,36,43,NA,NA,NA,NA,NA,47,NA,54,56,57,53,51,58,58,53,NA,NA,52,NA,NA,NA,55,46,47,53,NA,NA,38,NA,50,47,NA,NA,6
"DMT.de.taxation",NA,NA,NA,54,NA,NA,NA,54,58,NA,NA,NA,NA,NA,NA,67,NA,NA,68,56,NA,64,NA,68,NA,61,61,NA,53,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,49,40,45,49,41,NA,NA,NA,NA,NA,40,40,51,54,NA,56,51,38,41,60,NA,8,NA,62,NA,NA,69
"DlnEX",NA,NA,NA,41,41,50,68,57,53,39,60,45,71,41,31,51,22,16,26,26,26,50,50,27,24,43,77,40,24,NA,NA,NA,34,55,55,54,45,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,57,59,NA
"DlnEXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,26,37,NA,39,35,25,37,50,39,49,16,17,21,26,23,24,23,19,19,19,24,23,27,22,17,19,17,20,19,21,17,19,19,18,16,16,18,19,17,16,16,16,14,15,17,18,18,16,15,16,16,15,14,14,21,12,11,12,11,11,14,14,15,11,12,12,12,9,9,5,20,35,18,19,18,18,21,38,42,NA,NA
"DlnDAX",NA,NA,NA,56,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,53,62,76,53,NA,NA,38,24,26,32,NA,52,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,61,60,46,39,36,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,53,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,55,52,42,58,NA,NA,47,35,44
"DlnHWWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,70,57,37,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,60,50,NA,29,43,30,38,16,4,4,4,4,6,5,5,5,5,43,53,46,48,40,44,49,47,52,50,49,54,55,55,55,46,36,39,38,36,32,32,33,32,35,40,49,48,43,55,41,39,41,33,34,40,34,27,22,24,29,29,36,21,25,36,NA,NA,NA,NA,62,NA,50,44,47,25
"DlnHWWAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,59,70,68,72,60,66,65,63,36,NA,34,35,77,NA,NA,NA,NA,NA,NA,NA,NA,34,16,31,24,39,6,5,6,10,5,5,7,21,6,18,24,30,33,35,39,41,38,42,46,44,50,49,48,53,54,53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
"DlnHWWA.E",NA,NA,NA,NA,NA,NA,72,NA,NA,42,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DlnHWWA.ER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DlnHWWA.EX",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,50,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,57,48,40,30,42,44,43,46,54,39,37,33,28,33,22,31,11,9,12,21,NA,17,11,8,5,4,13,5,8,8,13,NA,12,6,NA,NA,8
"DlnHWWA.EXR",21,15,13,15,14,16,16,23,26,22,39,58,31,58,64,57,NA,NA,NA,NA,39,NA,54,45,42,34,NA,35,50,43,NA,NA,NA,NA,NA,NA,NA,40,13,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,16,65,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,24,NA,NA,NA,NA,NA,25,66,NA,12,13,8,50
"DlnOIL",12,14,14,9,10,8,9,8,12,17,NA,NA,NA,NA,13,21,56,48,64,64,59,61,NA,59,55,44,NA,NA,67,65,55,NA,25,30,21,29,34,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,17,38,18,15,15,14,14,12,13,12,11,11,11,16,16,10,11,12,14,19,22,21,29,19,17,12,9,8,10,8,8,8,8,7,6,6,8,6,6,7,15,12,16,16,13,23,27,32,NA,NA,NA,NA
"DlnOIL.R",68,50,60,47,47,61,43,49,46,NA,50,61,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,9,7,8,6,8,11,NA,12,9,11,10,8,9,6,6,5,4,4,4,4,4,4,7,5,5,4,4,6,6,6,5,5,4,4,4,4,4,4,4,4,4,6,7,6,5,4,4,4,4,5,5,5,5,5,5,5,4,4,18,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,46
"DlnCPI",70,52,42,18,27,23,17,18,16,11,8,8,5,3,2,3,4,6,8,8,11,12,11,11,7,14,21,11,56,38,36,38,43,40,49,50,36,41,32,31,20,14,9,21,24,33,37,NA,27,35,40,37,38,31,44,29,24,24,24,NA,14,14,14,39,42,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,49,51,51,53,57,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"DlnCPI.EX",NA,46,NA,NA,NA,21,NA,NA,72,NA,NA,30,NA,38,40,NA,13,56,13,13,45,41,NA,NA,NA,NA,52,45,69,NA,NA,NA,NA,NA,30,48,60,65,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,19,19,23,17,23,28,NA,NA,NA,NA,NA,52,40,41,38,52,56,52,54,56,NA,56,55,33,32,32,NA,NA,NA,21,NA,26,27,32,40,32,NA,NA,57,NA,59,NA,NA,NA,44,NA,NA,NA
"DlnTARIF",27,26,33,27,25,52,62,42,45,41,43,53,26,NA,50,NA,NA,NA,81,NA,NA,18,20,NA,41,70,NA,NA,NA,74,62,58,56,NA,NA,NA,NA,49,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,47,NA,NA,45,NA,NA,NA,NA,63,58,NA,65,59,62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,42,NA,55,60,NA,NA,NA,38,NA,49,NA,35
"DlnIP.VORL",NA,62,52,48,NA,NA,NA,69,67,NA,NA,NA,NA,NA,NA,NA,73,65,NA,NA,NA,55,42,NA,NA,65,NA,63,73,NA,NA,60,16,52,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,56,NA,58,56,60,54,NA,NA,NA,NA,53,NA,48,46,50,57,16,10,59,NA,NA,NA,NA,25,NA,NA,NA,NA
"DlnORD.C",56,32,34,66,NA,42,6,68,74,72,70,68,63,NA,45,78,78,72,73,73,NA,NA,NA,NA,49,47,57,46,49,50,56,31,36,48,36,36,39,46,57,53,NA,NA,NA,28,36,37,42,35,NA,40,14,21,21,20,23,22,31,36,31,19,21,35,27,26,24,17,16,20,24,50,35,21,17,21,16,17,14,46,20,26,23,17,24,25,27,24,23,17,21,25,22,19,18,13,11,11,16,21,20,24,25,20,20,39,43,NA,42,NA,NA,NA,67
"DlnORD.I",15,20,20,13,21,68,52,19,22,16,21,21,19,21,26,27,20,19,24,34,28,27,37,40,51,NA,69,62,38,20,18,18,19,26,39,27,33,NA,NA,41,43,38,41,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,39,41,30,32,34,35,27,12,18,18,22,22,22,18,19,13,13,19,19,21,34,27,24,15,16,18,18,20,18,21,15,9,21,22,30,26,40,20,23,26,NA
"DlnEW",46,27,26,24,28,40,31,30,29,45,48,36,39,48,49,55,39,35,43,46,44,40,57,63,20,20,65,29,30,12,33,42,NA,NA,NA,NA,16,35,17,22,47,NA,45,46,28,25,NA,41,33,38,NA,NA,NA,49,42,37,56,34,32,31,52,68,NA,NA,25,40,NA,NA,NA,NA,NA,56,52,NA,53,49,44,49,NA,NA,NA,NA,NA,NA,45,61,61,NA,NA,49,50,48,48,NA,NA,43,NA,NA,61,NA,NA,34,33,64,NA,NA,NA,48,45,23,NA
"DlnVAC",53,NA,58,NA,43,65,57,NA,76,58,64,NA,72,26,15,NA,59,57,37,42,NA,57,NA,NA,NA,NA,NA,NA,41,34,19,21,40,NA,74,NA,52,48,NA,37,14,13,12,13,18,NA,54,NA,NA,NA,NA,NA,10,NA,13,14,14,NA,NA,13,13,12,13,28,NA,NA,27,NA,15,23,21,14,13,13,13,15,11,20,NA,15,12,18,20,23,18,10,10,8,6,6,6,6,6,7,7,7,8,7,8,8,19,18,12,12,9,5,7,4,6,6,15
"DlnFAZ",61,NA,57,42,NA,72,69,32,21,13,NA,NA,60,NA,67,NA,NA,NA,63,63,62,65,NA,NA,NA,NA,38,36,23,40,50,50,51,35,37,43,43,29,NA,NA,NA,NA,52,NA,NA,NA,40,14,18,15,15,15,22,23,47,47,61,44,29,26,20,21,22,44,36,22,19,24,29,20,23,23,21,17,20,22,19,57,29,29,29,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,37,43,59,50,51,62,62,39,35,24,NA,41,NA,NA
"DDlnHWWA",NA,NA,NA,NA,NA,NA,61,NA,66,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,68,63,49,40,54,17,14,40,NA,55,37,51,13,15,13,14,14,14,13,10,8,10,10,11,13,NA,NA,49,52,15,14,15,15,15,17,14,17,15,15,17,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,64,NA,NA,NA,NA,66
"DDlnHWWAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,16,24,NA,NA,14,25,NA,NA,NA,NA,15,12,NA,46,NA,12,42,26,NA,NA,NA,NA,NA,NA,NA,49,58,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"DDlnHWWA.E",NA,NA,59,NA,57,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,54,52,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,45,26,21,28,33,20,13,11,12,12,16,18,21,28,20,24,24,25,23,28,25,20,27,25,21,18,18,18,18,14,14,15,15,12,36,35,47,40,35,NA,NA,37,46,NA,NA,NA,54,NA,42,NA,NA,NA,NA,41,43,41,NA,NA,NA,NA,NA,47,NA,NA,NA,NA
"DDlnHWWA.ER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,45,52,18,41,23,40,NA,NA,NA,59,59,45,48,48,54,56,62,61,59,58,NA,28,19,22,23,19,15,NA,NA,NA,13,14,13,21,26,26,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA
"DDlnHWWA.EX",66,13,12,14,15,NA,27,NA,24,18,13,NA,NA,NA,NA,12,40,NA,NA,NA,NA,21,28,23,18,13,13,10,17,21,30,57,42,67,NA,64,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,27,33,35,42,NA,57,NA,43,NA,46,48,44,45,46,50,43,43,61,55,53,50,49,39,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,47,36,38,36,41,NA,NA,NA,NA,54,NA,62,NA,NA,NA,NA,NA,NA
"DDlnHWWA.EXR",11,19,15,34,18,20,36,26,30,19,17,54,59,NA,NA,25,42,43,NA,NA,66,53,51,NA,46,NA,64,NA,NA,NA,48,NA,NA,36,NA,63,NA,NA,62,28,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,34,NA,35,NA,NA,NA,NA,55,52,45,47,52,47,56,54,47,49,57,41,57,50,45,47,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,57,NA,61,39,30,42,24
"DDlnOIL",20,22,21,19,19,18,22,22,25,20,24,19,14,17,21,15,23,20,61,NA,17,NA,24,52,60,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,33,65,NA,NA,44,42,37,44,NA,NA,NA,NA,NA,NA,NA,48,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,30,35,30,NA
"DDlnOIL.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,22,28,37,38,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,48,NA,NA,67,42,50,55,57,59,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,46,59,39,36,14
"DDlnCPI",NA,NA,NA,NA,NA,49,NA,55,54,51,49,66,50,54,48,46,53,45,66,62,68,69,NA,NA,NA,NA,NA,67,NA,81,NA,NA,55,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,67,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,46,62,64,50,57,44,40,43,39,32,51,42,62,56,35,32,22,22,29,26,NA,NA,52,26,15,28
"DDlnCPI.EX",62,48,48,36,46,58,56,41,42,34,NA,16,41,NA,NA,NA,57,68,NA,61,67,NA,43,60,44,45,60,NA,47,NA,64,NA,NA,NA,NA,70,NA,NA,42,NA,28,36,32,22,25,23,24,37,36,39,27,30,30,19,28,42,48,53,54,48,NA,NA,NA,NA,NA,NA,NA,NA,59,64,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,37,25,34,30,NA,46,NA,NA,NA,NA,NA,66,NA,NA,48,51,NA,61,46,24,40
"DDlnTARIF",23,NA,NA,45,NA,NA,54,46,NA,37,NA,NA,NA,NA,NA,NA,72,NA,23,19,NA,42,36,42,67,NA,54,69,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,44,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,37,41,45,46,53,43,40,44,44,47,45,31,54,57,56,57,NA,45,39,34,43,39,48,43,15,36,NA,NA,NA,NA,53,38,38,NA
