"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMV.C",NA,NA,NA,NA,49,41,31,43,NA,33,NA,NA,NA,NA,17,32,30,NA,33,54,64,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,37,38,39,25,23,46,50,20,13,55,19,51,47,NA,5,13,4,4,4,4,4,4,4,4,4,4,4,4,6,4,5,5,5,5,5,7,7,7,7,3,3,3,4,4,4,5,5,5,5,8,9,10,8,7,8,8,15,16,NA,NA,NA,NA,NA,NA,46,NA
"DIFOMV.EXP",51,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,53,NA,NA,38,28,62,63,NA,NA,NA,NA,NA,39,NA,53,52,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,36,46,NA,NA,34,NA,21,23,25,NA,NA,NA,NA,NA,49,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,37,37,33,33,25,29,29,25,25,25,29,NA,27,27,26,36,39,48,43,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,50,NA
"DIFOWH.C",NA,57,57,NA,NA,NA,NA,68,55,37,47,35,23,28,28,37,36,47,36,28,14,23,19,19,21,17,17,12,13,12,13,11,12,20,23,15,18,11,39,23,24,19,16,15,20,22,25,26,23,29,27,28,26,22,27,29,34,32,42,31,52,59,56,53,57,50,NA,49,43,47,49,NA,NA,59,NA,40,35,62,46,39,35,35,37,32,27,32,30,38,23,21,41,NA,NA,47,NA,49,45,43,38,41,41,NA,NA,NA,52,NA,49,60,NA,NA,NA
"DIFOWH.EXP",NA,NA,58,NA,NA,58,52,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,60,51,55,47,60,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,21,23,21,21,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,27,27,28,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,45,48,31,21,37,27,34,34,56,42,43,42,NA,55,46,NA,NA
"DGFK.EXP",NA,NA,NA,NA,60,43,56,42,44,39,NA,33,33,23,27,71,NA,NA,55,36,41,39,38,36,45,35,36,27,22,25,32,30,31,39,36,26,29,24,36,31,39,39,32,33,30,34,36,30,34,41,37,29,32,41,38,34,33,31,35,45,40,43,41,42,39,39,35,35,38,41,42,41,42,40,43,45,NA,38,41,42,NA,NA,NA,NA,31,NA,24,18,47,47,36,28,23,31,29,23,25,23,20,18,31,NA,NA,NA,59,46,NA,NA,48,NA,38
"DZEW",NA,62,NA,34,30,28,33,21,20,22,25,17,13,11,19,56,41,29,50,50,42,35,31,32,27,26,34,50,NA,NA,NA,65,NA,NA,NA,54,NA,36,28,12,23,17,15,19,37,26,33,46,NA,48,38,49,39,44,46,44,43,43,41,49,49,NA,NA,NA,NA,NA,45,36,28,28,27,33,32,31,30,NA,NA,35,38,20,19,19,19,19,16,16,18,17,15,15,18,21,20,20,21,24,24,26,22,28,39,37,NA,NA,NA,NA,NA,NA,63,44,20
"DECBS2",NA,NA,NA,NA,NA,NA,NA,57,66,57,59,40,54,49,62,45,60,55,56,53,50,53,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,24,NA,16,24,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,17,19,22,32,NA,NA,NA,NA,6,51,10,32,22,15,43,NA,42,20,9
"DECBS3",35,38,34,29,NA,NA,34,36,37,43,30,22,19,43,NA,NA,46,27,NA,NA,NA,NA,NA,37,34,NA,65,69,56,49,NA,NA,NA,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,51,38,40,29,32,29,42,39,25,24,24,23,23,22,28,25,NA,37,26,24,23,24,23,36,NA,NA,NA,15,14,14,13,16,10,12,9,30,34,9,5,NA,4,3,6,5,4,2,3,3
"DECBS4",NA,NA,NA,NA,NA,NA,61,54,40,35,36,37,45,57,NA,48,49,51,NA,NA,NA,NA,NA,NA,NA,NA,48,58,NA,NA,NA,64,NA,30,26,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,62,52,55,51,44,44,38,36,32,30,38,41,43,44,41,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,61,NA,NA,30,29
"DECBS5",49,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,22,22,18,18,13,25,14,10,14,18,10,14,17,11,14,7,9,13,35,14,13,12,6,4,3,5,3,4,6,7,8,10,10,11,11,14,13,16,19,19,20,21,20,21,22,20,20,18,19,18,19,21,21,17,17,16,13,13,NA,15,15,14,14,NA,18,14,13,10,10,11,15,12,17,15,15,16,15,31,16,28,43,59,NA,45,51,32,32,NA,NA,50
"DECBS6",25,21,27,19,21,22,NA,46,45,NA,21,23,31,41,64,NA,NA,26,28,NA,63,65,NA,NA,67,42,45,NA,NA,65,53,45,35,NA,61,42,50,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,23,17,17,15,13,16,15,14,16,17,17,18,17,17,NA,50,55,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,44,NA,NA
"DECBS7",NA,NA,40,46,56,15,NA,58,64,NA,64,46,NA,NA,NA,70,31,34,64,62,NA,NA,62,NA,NA,NA,NA,70,46,NA,62,23,21,NA,NA,NA,57,NA,9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,36,27,29,6,20,11,10,19,18,18
"DESI.INDU",NA,NA,NA,NA,NA,NA,NA,55,NA,56,NA,NA,NA,NA,NA,54,56,NA,23,18,45,30,53,NA,64,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,5,9,7,NA,NA,13,14,17,28,31,29,28,NA,NA,51,NA
"DESI.SERV",NA,48,NA,50,59,51,NA,61,NA,51,48,42,56,42,40,75,55,35,39,44,43,52,46,46,48,38,60,40,32,37,48,39,43,36,38,34,26,31,37,NA,47,49,NA,NA,NA,43,47,NA,44,27,33,40,23,35,20,23,23,22,22,29,28,27,27,26,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,47,50,48,NA,NA,NA,46,49,51,50,49,45,52,NA,NA,61,NA,NA,NA,NA,49,NA,NA,NA,NA,53,44
"DESI.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESI.TRADE",22,24,19,17,23,37,41,34,31,27,28,48,48,NA,59,39,32,36,46,45,35,48,44,53,NA,43,35,23,26,34,60,29,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,49,49,42,44,NA,NA,NA,NA,59,NA,NA,NA,NA,64,NA,57,55,56,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,56,55,58,NA,57,NA,44,NA,NA,64,NA,56,43,47
"DESI.CTR",42,40,43,45,NA,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,60,NA,57,58,NA,67,NA,NA,NA,29,28,32,15,33,NA,11,8,52,43,39,NA,NA,NA,NA,NA,NA,NA,41,NA,44,NA,NA,31,30,29,31,35,36,36,36,33,36,38,37,33,32,29,29,33,34,26,26,24,28,28,27,25,24,23,23,NA,NA,30,33,NA,36,NA,NA,NA,28,18,18,19,24,22,23,25,22,26,24,24,21,35,31,32,63,NA,NA,NA,18,51,NA,NA
"DESI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,9,13,9,6,5,6,5,42,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DECCS1",54,67,63,NA,NA,27,45,NA,NA,41,NA,NA,NA,NA,39,NA,71,57,35,40,27,29,28,27,22,22,22,15,14,11,14,22,26,26,21,19,17,21,26,29,21,16,13,18,16,17,16,17,18,20,49,53,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,45,37,51,40,50,46,34,34,25
"DECCS2",27,31,23,28,37,32,46,30,28,23,16,16,18,24,21,25,26,21,24,22,20,25,24,25,26,32,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,24,28,NA,30,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,56,49,56,48,45,33,34,38,37,41,43,41,40,43,50,NA,49,48,NA,NA,40,45,46,35,35,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,59,29,24,21,24,14,14,15
"DECCS3",38,49,46,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,66,49,46,40,40,36,45,47,47,59,NA,NA,54,NA,25,52,57,46,55,61,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,53,NA,49,46,44,47,42,43,43,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
"DECCS4",6,35,49,55,7,5,13,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,41,NA,46,45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,46,NA,NA,NA,NA,44,NA,52,NA,NA,44,44,41,35,NA,32,33,37,31,36,43,41,43,NA,50,52,57,48,54,48,25,28,30,27,27,23,23,17
"DECCS5",12,12,11,11,11,6,9,12,12,4,5,7,6,6,8,11,8,6,12,7,6,5,6,6,7,8,10,6,5,6,11,9,10,NA,59,50,NA,41,10,11,16,14,NA,13,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,38,32,36,NA,NA,NA,40,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,36,29,35,35,44,46,37,39,39,32,42,44,46,41,NA,NA,NA,41,NA,52,NA,NA
"DECCS6",31,NA,31,57,NA,NA,NA,NA,60,54,55,NA,58,NA,NA,NA,NA,NA,21,21,17,NA,NA,NA,NA,NA,NA,52,NA,60,NA,NA,NA,72,63,53,58,NA,14,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,34,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,50,53,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,34,NA,NA,NA,NA,30,32,35,29,33,30,27,23,NA,NA,NA,NA,NA,NA,40,23,16,58,NA
"DECCS7",5,4,4,4,8,4,8,14,16,12,6,18,11,9,25,17,17,NA,54,NA,31,33,NA,NA,NA,49,27,57,35,45,47,51,23,NA,NA,NA,53,40,11,43,NA,50,NA,NA,NA,NA,NA,NA,NA,47,44,42,57,38,40,47,42,41,32,NA,48,56,47,NA,60,58,43,40,32,35,31,31,29,30,40,37,33,32,28,30,34,37,34,39,34,36,22,24,21,20,22,17,16,16,20,17,22,19,10,10,11,10,11,8,14,11,16,19,21,21,27
"DECCS8",39,41,36,44,38,40,32,35,32,28,24,15,14,17,12,19,21,14,14,13,25,28,26,28,55,29,40,34,19,20,31,49,NA,NA,NA,38,54,43,56,NA,35,28,28,25,24,29,35,32,35,40,41,41,41,39,42,41,41,42,44,52,47,53,43,47,NA,NA,NA,52,50,55,54,NA,NA,NA,52,NA,NA,NA,NA,44,40,41,38,41,37,35,51,37,30,30,NA,NA,NA,NA,NA,NA,NA,54,54,40,37,33,42,21,16,21,14,14,12,17,13
"DECCS9",NA,NA,62,54,NA,61,NA,NA,71,NA,NA,NA,NA,NA,NA,63,NA,63,47,37,NA,NA,NA,NA,35,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,25,28,35,NA,NA,NA,NA,46,NA,44,54,40,47,50,45,48,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,52,NA,49,42,44,43,48,29,29,56,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,38,NA,45,NA,NA,31,48,35
"DECCS10",28,NA,NA,12,16,46,15,24,17,19,15,13,10,18,22,23,24,20,9,15,16,18,18,29,28,23,23,22,18,21,25,50,45,NA,NA,NA,NA,49,NA,NA,NA,NA,34,24,13,19,19,19,29,16,39,43,44,43,45,43,40,39,39,44,34,32,32,34,34,34,36,33,30,29,29,32,31,32,29,27,24,26,22,25,22,22,23,22,NA,NA,NA,55,44,44,33,25,24,33,27,27,27,25,19,20,21,18,30,19,36,NA,37,51,NA,NA,52
"DECCS11",NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,36,41,NA,NA,NA,NA,NA,NA,42,40,41,49,54,56,62,65,58,NA,61,49,43,37,NA,59,45,NA,44,27,26,22,27,26,28,30,38,39,49,NA,NA,56,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,49,36,29,30,50,27,23,21,21,21,21,19,21,20,23,29,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,45,50,44,47,56,NA,55,NA
"DECCS12",20,23,21,24,26,31,36,31,29,20,20,19,28,26,35,58,33,32,27,31,32,34,32,38,40,34,50,46,23,30,40,67,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,34,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"DALQ",NA,NA,NA,NA,53,NA,49,63,65,53,57,NA,34,46,47,61,NA,49,51,NA,NA,NA,65,49,30,41,NA,45,53,47,46,55,54,29,29,27,34,22,44,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,50,45,53,63,42,43,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,54,NA,45,31,32,30,22,23,24,30,28,30,28,33,43,42,50,54,24,NA,43,35,NA,NA,NA,42,60,49,30
"DCAPA",45,66,65,NA,51,NA,42,NA,NA,42,42,45,38,NA,NA,52,48,NA,58,NA,NA,NA,64,NA,NA,NA,49,NA,NA,57,NA,63,44,38,34,18,16,17,31,18,20,18,14,16,23,NA,NA,42,22,NA,NA,NA,40,42,39,42,NA,NA,37,NA,45,47,44,43,NA,NA,34,27,41,37,NA,36,33,33,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,46,45,50,NA,NA,NA,54,54,61,56,NA,NA,NA,NA
"DWHOUR",11,34,28,30,34,34,40,41,41,40,37,NA,NA,NA,NA,47,NA,39,38,35,34,43,35,33,37,52,46,42,41,42,NA,NA,46,51,49,33,36,32,42,42,38,42,38,48,38,39,46,47,37,31,30,31,46,36,37,38,38,40,40,48,NA,54,57,57,NA,NA,NA,NA,37,31,34,27,27,26,33,NA,31,29,24,26,24,24,27,38,36,37,33,NA,NA,NA,47,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,66,66,41,35,40,28,NA,NA
"DOECDL1",NA,NA,NA,NA,NA,NA,NA,62,57,NA,50,NA,NA,NA,NA,55,52,NA,NA,NA,NA,NA,NA,68,50,NA,54,30,21,NA,NA,NA,NA,62,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,39,40,42,23,51,17,16,13,13,15,9,3,1,7,NA,NA,NA,NA,NA,7
"DOECDL2",8,3,3,3,3,3,7,19,21,47,NA,NA,NA,NA,NA,12,43,NA,17,14,10,10,8,7,6,7,8,7,6,7,7,7,7,13,14,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,18,11,NA,9,8,9,10,6
"DOECDL3",NA,NA,NA,NA,NA,NA,NA,67,56,NA,51,NA,NA,NA,NA,49,53,NA,NA,NA,NA,NA,NA,NA,54,55,57,31,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,39,NA,18,13,11,11,14,7,4,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,57,54,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,62,45,NA,NA,NA
"DMT.future",55,NA,NA,NA,47,57,NA,49,49,59,NA,NA,NA,38,42,64,64,NA,NA,47,37,37,29,35,NA,NA,NA,NA,NA,NA,49,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,41,39,39,37,38,39,31,40,38,44,39,34,34,31,25,28,21,26,31,32,32,33,37,28,38,40,29,20,22,21,27,27,26,32,28,42,41,46,51,53,21,24,48,NA,NA,NA,NA,NA,42,NA
"DMT.presence",32,37,29,32,32,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,53,44,NA,57,NA,NA,NA,47,69,62,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,53,NA,NA,NA,50,49,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,25,41,47,NA,53,47,47,48,53,29,38,NA,NA,64,34,NA,54,NA,NA,NA,NA
"DMT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,40,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,39,27,26,31,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35,NA,NA,61,NA,NA,NA
"DMT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA
"DMT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,71,NA,NA,NA,NA,NA,NA,NA,51,46,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,42,NA,NA,50,54,54,49,NA,44,35,39,37,43,54,56,NA,42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,56,NA
"DMT.de.present",NA,44,39,47,52,NA,NA,69,70,NA,60,NA,NA,64,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,43,45,46,45,49,46,47,47,NA,NA,49,48,NA,NA,NA,NA,59,41,NA,31,NA,NA,NA,43,45,42,45,48,41,44,44,40,43,52,NA,NA,NA,NA,NA,36,38,NA,NA,NA
"DMT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
"DMT.budget",NA,NA,47,NA,46,54,60,NA,NA,NA,NA,NA,44,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,23,NA,NA,NA,32,NA,NA,27,NA,NA,NA,32,27,19,31,NA,NA,NA,NA,NA,NA,NA,NA,43,54,NA,NA,NA,NA,55,53,NA,NA,NA,NA,NA,NA,48,51,49,48,46,NA,NA,NA,NA,NA,52,57,NA,53,NA,NA,NA,NA,48,51,NA,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,29,NA,62,9,NA,NA,19,58,15,NA,NA
"DMT.currency",NA,NA,60,NA,NA,NA,NA,NA,61,NA,65,NA,NA,NA,NA,NA,59,33,NA,NA,NA,NA,63,66,66,NA,NA,NA,NA,NA,37,NA,NA,59,NA,NA,NA,NA,53,52,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,37,34,32,31,29,27,27,30,32,35,38,36,30,30,31,29,31,33,28,35,36,35,32,47,56,41,55,51,48,52,46,NA,NA,NA,52,42,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,26,NA,NA
