"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DMT.de.budget",NA,NA,22,25,29,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,22,20,8,8,9,6,2,2,3,4,3,24,5,20,65,NA,NA,71,NA,55,NA,NA,55,NA,53,73,NA,NA,NA,NA,61,NA,69,56,48,56,46,39,48,66,52,55,69,64,62,58,68,75,77,NA,NA,NA,NA,NA,69,NA,76,51,NA,65,67,71,59,46,28,28,66,NA,NA,NA,68,NA,56,56,52,53,58,NA,48,56,22,NA,58,67,74,73,46,63,40,NA,55
"DMT.de.labor",51,NA,53,66,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,57,56,47,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,71,65,NA,NA,NA,74,66,NA,34,27,NA,NA,NA,NA,54,56,66,57,71,NA,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,65,70,69,NA,61,67,68,71,57,51,66,NA,44,36,NA,38,NA,51,45,47,NA,NA,59,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,58,64,33,63,NA,68,45,NA,NA,77
"DMT.de.cycle",49,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,62,64,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,50,NA,30,22,25,23,31,31,NA,NA,NA,69,NA,NA,NA,NA,53,56,32,NA,NA,71,NA,63,NA,NA,63,NA,NA,51,67,NA,56,62,51,45,49,46,70,69,49,NA,NA,34,31,29,41,44,36,33,30,37,33,37,33,32,28,27,NA,NA,NA,NA,NA,NA,NA,67,47,5,41,44,36,38,48,19
"DMT.de.taxation",NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,29,NA,24,43,NA,30,NA,NA,NA,42,39,NA,57,NA,NA,NA,69,NA,NA,NA,NA,69,NA,67,45,NA,39,66,NA,NA,74,NA,NA,57,55,47,72,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,67,63,62,64,NA,NA,51,55,NA,NA,NA,NA,75,75,81,NA,NA,NA,70,NA,63,NA,60,39,32,32,42,53,28,33,45,41,35,32,31,28,31,20,6,27,NA,36,NA,30,3,4,39,NA
"DlnEX",NA,NA,55,47,49,46,57,29,27,27,24,24,18,19,21,29,21,22,31,32,31,34,30,30,27,51,54,68,61,72,73,64,64,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,74,65,NA,NA,NA,NA,NA,50,NA,58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,47
"DlnEXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,19,33,25,21,5,8,9,12,12,13,14,17,19,17,20,NA,NA,33,50,33,31,17,NA,24,23,32,NA,NA,NA,50,66,NA,70,NA,NA,46,44,44,41,40,NA,NA,NA,NA,63,50,71,47,58,28,30,33,29,31,27,49,63,37,28,40,71,32,37,35,27,41,34,27,30,38,33,36,31,29,NA,NA,64
"DlnDAX",NA,59,72,54,NA,NA,NA,NA,23,21,NA,21,67,25,26,NA,NA,33,23,69,69,75,69,71,47,58,73,NA,NA,41,62,61,NA,NA,NA,NA,62,NA,NA,NA,NA,67,NA,57,59,75,67,65,57,72,67,60,60,NA,NA,77,NA,NA,63,NA,NA,NA,NA,NA,73,NA,65,NA,NA,32,32,39,37,35,30,53,31,38,34,40,42,42,38,31,31,30,28,35,36,38,39,30,27,30,29,NA,NA,NA,NA,25,71,NA,NA,60,49,NA,70,NA,63,9,42
"DlnHWWA",69,NA,NA,68,NA,NA,NA,NA,80,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,55,44,NA,NA,NA,67,49,39,44,46,43,34,13,19,25,25,37,36,48,36,NA,NA,42,36,22,21,19,16,19,33,25,24,22,20,24,23,23,28,27,21,21,32,44,NA,59,57,53,40,41,43,37,34,16,54,53,49,41,48,40,45,47,50,45,64,NA,NA,NA,NA,NA,75,NA,NA,NA,NA
"DlnHWWAR",19,40,73,63,NA,NA,NA,71,63,63,NA,53,NA,30,46,NA,NA,69,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,66,38,NA,35,40,38,NA,50,NA,56,NA,NA,NA,47,50,NA,NA,77,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,30,14,13,16,11,14,20,17,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DlnHWWA.E",NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,61,52,54,53,NA,68,61,67,NA,65,73,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DlnHWWA.ER",22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,63,63,68,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DlnHWWA.EX",60,NA,34,31,36,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,65,NA,34,NA,39,61,NA,61,68,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,67,53,NA,72,63,NA,69,64,64,NA,NA,NA,NA,47,58,61,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,46,NA,29,25,27,42,NA,NA,39,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,70
"DlnHWWA.EXR",NA,NA,NA,NA,NA,NA,NA,NA,62,54,NA,NA,65,NA,NA,69,NA,66,NA,NA,NA,NA,NA,NA,NA,75,75,NA,78,81,NA,NA,60,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,56,NA,64,54,61,NA,NA,NA,57,48,59,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,34,34,29,24,30,NA,28,30,25,NA,26,NA,22,NA,NA,NA,NA,44,NA,54,NA
"DlnOIL",30,34,74,16,13,32,24,17,NA,62,NA,NA,74,36,34,44,38,45,64,76,NA,NA,NA,NA,46,34,NA,42,45,43,36,22,22,24,9,34,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,66,68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,57,62,61,75,NA,NA,73,74,NA,NA,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,49,69,NA,NA,NA,NA,72,NA,NA,24,NA,43
"DlnOIL.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,22,12,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,27,25,27,NA,NA,NA,21,21,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,15,20,31,NA,NA,36,NA,NA,NA,76
"DlnCPI",23,15,17,15,17,16,12,13,13,13,15,15,6,11,13,11,13,15,13,17,20,22,10,9,21,NA,32,NA,NA,NA,NA,NA,NA,NA,37,35,72,NA,NA,NA,46,35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,61,NA,NA,79,NA,NA,NA,NA,NA,45,NA,64,NA,NA,NA,NA,NA,NA,68,NA,70,63,49,55,58,55,65,52,46,42,NA,NA,NA,NA,16,15,14,19,19,28,30,27,19,22,28,23,28,26,NA,NA,NA,42,NA,62,NA
"DlnCPI.EX",3,3,NA,67,81,76,NA,73,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,36,16,37,26,32,33,53,51,61,66,53,49,39,23,23,33,48,51,50,50,58,49,48,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,61,30,32,79,41,NA,41,36,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,24,39,25,NA,NA,69,66,70,NA,58,41,32,48,NA,NA,NA,51,43,NA,71,39
"DlnTARIF",13,36,41,74,48,81,NA,NA,71,73,63,NA,NA,70,79,79,NA,79,75,56,45,49,NA,NA,49,56,NA,75,NA,NA,NA,NA,NA,34,50,48,23,15,NA,45,44,31,32,NA,NA,NA,NA,26,NA,65,53,49,NA,43,NA,62,64,58,NA,NA,28,75,74,75,64,64,62,NA,NA,NA,NA,NA,NA,61,64,54,NA,74,NA,NA,NA,NA,55,38,45,68,26,36,25,27,27,21,26,37,38,NA,NA,NA,NA,NA,NA,NA,NA,62,43,46,81,NA,47,69,NA
"DlnIP.VORL",NA,NA,NA,NA,64,NA,NA,68,77,70,NA,56,30,34,27,30,35,29,43,71,58,55,72,NA,NA,48,59,41,41,33,46,33,41,52,59,NA,58,NA,46,NA,53,37,45,41,NA,45,41,46,45,25,20,27,24,12,12,41,44,45,42,9,56,42,12,36,19,26,12,13,7,5,5,4,4,4,4,4,4,4,4,2,4,3,2,2,2,2,2,4,4,4,4,5,4,3,4,3,4,1,1,24,51,25,49,36,NA,NA,NA,NA,NA,NA,NA
"DlnORD.C",21,24,21,22,40,14,1,14,15,16,11,10,13,18,15,14,17,16,14,19,13,17,NA,NA,53,NA,60,63,31,31,21,14,13,15,21,NA,27,19,14,62,50,24,31,61,62,43,66,40,18,19,17,24,26,15,17,14,18,17,21,31,33,28,37,30,26,24,25,27,31,21,19,21,21,22,22,22,28,33,13,11,11,13,13,12,14,14,14,17,16,18,19,18,18,16,16,18,17,13,13,11,6,3,3,1,1,1,4,11,59,15,28
"DlnORD.I",12,12,10,6,4,NA,NA,8,5,6,1,3,2,4,3,2,2,3,2,2,3,4,9,10,10,17,10,10,7,7,6,3,4,7,27,57,21,65,32,10,8,5,6,NA,NA,NA,NA,59,NA,22,NA,53,NA,51,50,59,45,38,33,45,27,26,30,33,35,30,34,39,32,35,33,28,28,25,NA,NA,37,58,NA,NA,NA,NA,NA,NA,NA,65,70,NA,NA,NA,79,77,65,NA,73,NA,NA,58,57,62,70,65,NA,81,50,30,12,17,10,5,7
"DlnEW",40,NA,23,77,33,28,NA,40,39,46,36,50,5,6,NA,NA,4,4,68,66,16,18,26,46,50,14,31,58,55,44,56,54,18,19,NA,24,73,44,30,29,31,42,NA,NA,NA,NA,NA,NA,NA,61,54,45,42,48,71,37,31,29,50,62,NA,50,62,NA,58,42,45,78,45,33,NA,NA,51,NA,44,60,NA,NA,64,59,55,65,67,NA,67,55,NA,69,57,NA,NA,NA,NA,47,50,NA,NA,54,NA,73,44,35,42,32,21,20,20,27,69,72,29
"DlnVAC",NA,60,60,58,16,24,48,12,12,10,10,68,70,NA,NA,77,NA,65,62,NA,38,39,71,65,62,15,30,40,37,40,48,41,40,46,48,58,51,68,22,NA,15,10,8,19,21,16,18,22,14,17,12,18,14,11,11,7,10,10,10,8,8,10,10,12,10,7,14,12,11,6,6,12,11,6,7,11,11,7,18,15,15,16,15,14,9,12,10,9,8,8,9,8,11,12,9,12,13,75,71,70,23,12,35,44,25,28,47,13,19,8,16
"DlnFAZ",67,NA,76,33,NA,31,NA,41,70,71,29,51,75,49,58,53,50,49,NA,NA,NA,NA,NA,NA,12,9,12,13,13,17,12,17,19,21,34,37,76,54,NA,49,51,53,75,NA,44,39,44,NA,40,34,55,31,33,38,37,35,30,35,27,26,29,32,29,31,30,25,27,20,16,18,17,14,13,13,13,17,17,17,14,14,14,14,14,15,16,16,16,21,19,20,22,19,16,15,22,20,23,18,15,9,14,16,4,7,9,12,10,5,3,2,2
"DDlnHWWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,71,NA,81,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,71,76,NA,80,NA,NA,68,67,NA,NA,72,76,70,NA,49,48,62,NA,62,54,55,56,57,56,58,68,NA,62,69,66,63,54,50,60,53,62,63,64,55,61,66,62,68,61,50,73,68,54,71,NA,64,NA,NA,73,NA,NA,75,NA,NA,48
"DDlnHWWAR",NA,NA,NA,NA,NA,NA,NA,15,19,18,13,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,79,64,51,20,32,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,58,58,56,60,64,61,66,49,45,52,53,53,42,NA,50,NA,NA,NA,NA,59,67,34,NA,NA
"DDlnHWWA.E",28,51,38,64,61,68,54,66,NA,NA,NA,NA,NA,NA,NA,NA,57,48,39,51,73,NA,NA,NA,NA,NA,37,NA,NA,75,NA,77,69,NA,NA,NA,NA,NA,NA,NA,NA,61,42,51,71,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,5,6,7,8,8,NA,NA,NA,18,18,18,16,20,26,29,24,38,27,32,47,24,24,NA,NA,48,NA,NA,NA,NA,16,17,NA,NA,29,NA
"DDlnHWWA.ER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27,25,24,32,39,31,27,31,25,9,8,13,13,9,8,9,9,11,22,14,14,11,12,14,21,15,19,20,22,20,20,18,17,NA,NA,59,45,42,NA,17,17,NA,19,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA
"DDlnHWWA.EX",26,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,46,66,75,NA,62,68,NA,54,51,79,67,69,NA,69,NA,NA,NA,NA,NA,73,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,74,NA,NA,73,NA,NA,60,67,NA,63,64,76,8,18,20,20,18,16,NA,NA,51,59,NA,21,11,11,11,11,11,9,9,6,6,6,9,7,15,12,14,12,17,26,19,18,33,NA,NA,NA
"DDlnHWWA.EXR",41,14,15,17,20,44,NA,26,NA,NA,NA,NA,61,40,32,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,52,NA,NA,37,34,41,41,53,44,46,71,54,42,35,43,39,13,12,23,24,18,14,15,13,10,12,12,13,10,11,12,10,7,9,7,7,6,6,7,5,7,55,30,19,25,45,19,20,19,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,54,NA,NA,NA,NA,NA
"DDlnOIL",NA,NA,58,32,47,NA,28,25,25,24,21,NA,19,NA,73,23,25,34,28,41,55,56,43,48,NA,NA,14,8,9,10,8,NA,NA,NA,NA,28,29,47,28,35,28,21,18,26,30,15,16,16,NA,23,23,23,23,24,23,21,23,21,20,53,32,40,43,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,65,52,NA,54,52,58,51,60,68,NA,76,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,43,13,32,29,33,14,18,18,25
"DDlnOIL.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,65,NA,NA,41,29,42,11,14,14,14,16,23,17,17,24,23,39,51,54,NA,NA,NA,NA,NA,NA,74,72,67,66,NA,NA,NA,NA,61,58,54,42,43,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,46,26,24,29,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDlnCPI",NA,NA,59,30,27,38,67,49,75,75,56,NA,NA,58,NA,46,37,41,59,63,67,NA,NA,NA,NA,73,NA,57,64,NA,NA,11,36,71,39,4,6,9,11,13,12,NA,NA,21,19,64,59,54,15,7,9,17,21,35,38,34,39,26,28,14,59,39,48,46,36,22,22,21,20,NA,31,25,46,39,45,NA,NA,79,NA,NA,NA,52,53,NA,77,NA,36,41,45,NA,36,31,35,35,31,33,36,39,39,35,36,34,33,34,69,NA,NA,46,20,44,NA
"DDlnCPI.EX",57,NA,3,2,3,5,5,1,1,1,2,NA,1,45,56,10,10,9,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,12,7,6,5,7,8,7,5,6,8,8,7,12,40,24,22,28,29,27,23,19,25,NA,75,NA,NA,75,53,50,28,NA,NA,NA,NA,NA,63,NA,50,NA,NA,42,47,42,32,38,44,44,45,49,32,NA,NA,NA,32,33,36,NA,29,60,NA,NA,NA,72,NA,NA,30,NA,78,34,52,NA,NA,NA,28,67
"DDlnTARIF",44,62,61,43,67,29,31,33,38,35,26,43,35,46,47,37,40,43,42,70,NA,NA,37,55,32,47,46,49,54,53,58,57,63,70,NA,63,54,NA,34,NA,NA,46,57,NA,NA,NA,73,NA,NA,52,27,57,54,NA,NA,NA,NA,31,30,30,51,24,25,20,20,16,16,16,29,25,25,26,25,26,24,67,59,57,60,52,50,NA,52,72,61,52,NA,NA,NA,75,NA,NA,NA,69,NA,44,42,43,37,19,65,31,24,65,29,23,27,26,NA,74,NA
