"","RMSE h:12","hit h:12"
"MTI_DE_Zukunft",0.0105210307615436,0.623853211009174
"AR",0.0105492777309707,0.651376146788991
"kur_perc_dif.zeit3.economic",0.010582302929014,0.651376146788991
"idio.MTI_DE_Gegenwart",0.0105888459113027,0.63302752293578
"pvalue.zeit3",0.0106016932201529,0.541284403669725
"var_perc_dif.zeit3.economic",0.0106026189186346,0.660550458715596
"nvalue.zeit",0.0106210006677601,0.477064220183486
"npword.zeit3.economic",0.0106428037184635,0.532110091743119
"kur_perc_dif.zeit",0.0107420282116971,0.623853211009174
"xpi",0.0107430304605875,0.596330275229358
"idio.MTI_all_Zukunft",0.0107444044564937,0.63302752293578
"MTI_all_Haushaltspolitik",0.0107562627537885,0.614678899082569
"rvalue.zeit",0.0107956160684379,0.651376146788991
"kur_rvalue.zeit",0.0108299065698472,0.651376146788991
"perc_dif.zeit",0.010885021100245,0.623853211009174
"var_perc_pword.zeit.economic",0.0109484111320205,0.642201834862385
"idio.MTI_DE_Zukunft",0.0109642606441776,0.669724770642202
"MTI_DE_Klima",0.0109845773344833,0.688073394495413
"perc_pnword.zeit3.economic",0.0109879565829591,0.614678899082569
"var_perc_nword.zeit3",0.0110127344903933,0.596330275229358
"rvalue.zeit3.economic",0.0110913784900793,0.55045871559633
"kur_perc_pword.zeit3.economic",0.0110980218391089,0.651376146788991
"idio.MTI_all_Steuerpolitik",0.0111205453576895,0.63302752293578
"perc_nword.zeit3",0.0111292922448164,0.587155963302752
"kur_perc_pword.zeit",0.0111495848043031,0.642201834862385
"MTI_DE_Haushaltspolitik",0.0111665105431922,0.623853211009174
"MTI_all_Steuerpolitik",0.0111716553748385,0.623853211009174
"var_rpvalue.zeit3.economic",0.0111782201223722,0.63302752293578
"idio.MTI_all_Arbeitsmarkt",0.0112055616571074,0.651376146788991
"xnom",0.0112365495345238,0.63302752293578
"mpi",0.011246249185666,0.678899082568807
"kur_perc_pnword.zeit3",0.0112800131690894,0.642201834862385
"MTI_all_Klima",0.0112925317096169,0.642201834862385
"var_rvalue.zeit3.economic",0.011306065877656,0.596330275229358
"MTI_DE_Gegenwart",0.0113797760166692,0.697247706422018
"MTI_all_Gegenwart",0.0114030481812052,0.642201834862385
"var_rpvalue.zeit3",0.0114351272839739,0.477064220183486
"idio.MTI_DE_Steuerpolitik",0.0114475003264866,0.623853211009174
"MTI_DE_Steuerpolitik",0.0114712039233163,0.623853211009174
"var_rnvalue.zeit.economic",0.0115015854145509,0.688073394495413
"MTI_DE_all",0.0115232258363209,0.688073394495413
"pvalue.zeit3.economic",0.011531687136368,0.541284403669725
"xreal",0.0115356640303647,0.642201834862385
"rnvalue.zeit3.economic",0.0115443727640612,0.623853211009174
"infl",0.011567031070855,0.678899082568807
"MTI_all_all",0.0116120308285182,0.642201834862385
"kur_rpvalue.zeit3",0.0116683921422203,0.467889908256881
"nvalue.zeit3.economic",0.0117056350150462,0.541284403669725
"mnom",0.0117244090492482,0.605504587155963
"mti_pc1",0.0117979426325543,0.678899082568807
"nnword.zeit3.economic",0.0118075630326868,0.513761467889908
"nnword.zeit3",0.0119279341761288,0.422018348623853
"var_rnvalue.zeit",0.0120059236581614,0.532110091743119
"kur_perc_nword.zeit3.economic",0.0121130637668,0.678899082568807
"kur_perc_nword.zeit",0.0121174919635532,0.669724770642202
"kur_rpvalue.zeit3.economic",0.0121399843681387,0.568807339449541
"pvalue.zeit",0.0121948898296688,0.522935779816514
"var_rnvalue.zeit3.economic",0.012273797202009,0.577981651376147
"kur_rvalue.zeit3",0.0123995173942207,0.63302752293578
"idio.MTI_DE_Haushaltspolitik",0.0124933781841299,0.660550458715596
"rpvalue.zeit3.economic",0.0125731106131054,0.614678899082569
"tot",0.0126975185929017,0.678899082568807
"perc_pnword.zeit3",0.0127470110701851,0.513761467889908
"eur.stox",0.0127835803202629,0.724770642201835
"rpvalue.zeit.economic",0.0127936619989317,0.623853211009174
"perc_dif.zeit3.economic",0.0128094196347709,0.587155963302752
"kur_perc_dif.zeit3",0.0128663622902937,0.651376146788991
"perc_nword.zeit3.economic",0.0130399082074214,0.568807339449541
"zew",0.0130550476096198,0.651376146788991
"rnvalue.zeit3",0.013075686214864,0.541284403669725
"kur_perc_pword.zeit3",0.0132461604238741,0.596330275229358
"var_perc_pword.zeit3.economic",0.0133039442155355,0.577981651376147
"var_perc_dif.zeit3",0.0133688303107469,0.513761467889908
"var_rnvalue.zeit3",0.0134059463531122,0.513761467889908
"var_perc_nword.zeit3.economic",0.0134137574127018,0.706422018348624
"cons.conf",0.0134289154397869,0.697247706422018
"usd",0.0141564298379096,0.63302752293578
"kur_perc_pnword.zeit3.economic",0.0142521544040221,0.63302752293578
"var_perc_pnword.zeit3.economic",0.0146122018977629,0.587155963302752
"perc_pword.zeit3",0.0148268461224299,0.63302752293578
"var_rvalue.zeit",0.0151408530787191,0.669724770642202
"dax",0.0153602170876445,0.715596330275229
"var_rvalue.zeit3",0.01614439892655,0.559633027522936
"cli.ger",0.016581357500615,0.770642201834862
"kur_rvalue.zeit3.economic",0.0167046325632379,0.623853211009174
"esi.eu",0.0170278683436194,0.669724770642202
"long.rate",0.0175326702030685,0.532110091743119
"perc_dif.zeit3",0.0176890848591383,0.577981651376147
"manuf.order",0.0182743850253551,0.651376146788991
"var_perc_pword.zeit3",0.0189674374531521,0.596330275229358
"perc_pword.zeit",0.0191288692403938,0.605504587155963
"short.rate",0.0199327156687077,0.605504587155963
"var_perc_pnword.zeit3",0.0202592306022737,0.504587155963303
"spread",0.0207371362709606,0.678899082568807
"kur_perc_nword.zeit3",0.0209988327100887,0.669724770642202
"cli.eur",0.0224051372002274,0.844036697247706
"oil",0.0259825093547576,0.596330275229358
"kur_rvalue.zeit.economic",0.0381691624501337,0.669724770642202
"nvalue.zeit3",0.0462452721938996,0.431192660550459
"u",0.0742654475397904,0.568807339449541
