,MT.all,MT.de,MT.presence,MT.future,MT.climate,MT.de.present,MT.de.future,MT.de.climate,MT.currency,MT.taxation,MT.cycle,MT.labor,MT.budget,MT.de.taxation,MT.de.cycle,MT.de.labor,MT.de.budget
2011-04,-34.59915612,-13.37209302,-38.02281369,-25.65445026,67.8802474,-11.11111111,-11.84210526,88.52263727,-37.5,-41.17647059,-20.38834951,-4.761904762,-54.66666667,-42.85714286,42.85714286,-7.5,-18
2011-05,-30.03472222,11.65048544,-38.1270903,-23.23651452,68.91719818,11,16.83168317,113.8785179,-39.13043478,-30.3030303,-12.03703704,5.263157895,-56.57142857,-40.90909091,69.23076923,8.771929825,13.15789474
2011-06,-28.29131653,9.090909091,-32.10784314,-22.56944444,72.50467174,9.375,9.090909091,109.2328622,-23.07692308,-5.084745763,9.022556391,-31.08108108,-55.13307985,-8.571428571,72.22222222,-8.695652174,1.492537313
2011-07,-44.3107221,-7.359307359,-44.21768707,-45.39325843,55.19139739,6.25,-25.25252525,89.11744606,-45,-33.33333333,7.092198582,-14.81481481,-72.93233083,-32.14285714,76.47058824,2.5,-11.11111111
2011-08,-52.16,-13.01369863,-47.94117647,-54.88721805,48.46151416,-0.99009901,-34.21052632,80.70817354,-36,-6.896551724,-43.18181818,-49.20634921,-63.29479769,-7.692307692,73.68421053,-34.88372093,-14.81481481
2011-09,-44.73684211,8.839779006,-46.91358025,-38.06818182,57.33880445,13.70967742,0,106.6347398,-40.90909091,-7.142857143,-39.10614525,-18.3908046,-60.19417476,-15,12,34.28571429,16.66666667
2011-10,-40.18087855,-11.05263158,-39.34065934,-45.27027027,57.61830716,-8.620689655,-19.11764706,85.97077196,-36.73469388,-12.5,-38.65030675,-28.81355932,-51.35135135,0,8.571428571,-5.263157895,-2.777777778
2011-11,-41.06280193,-13.84615385,-46.79334917,-38.72679045,57.09765552,-25.56390977,-12.5,80.70413803,-40,-24.3902439,-29.93197279,-17,-59.27977839,-14.70588235,6.060606061,-19.23076923,7.5
2011-12,-42.67650158,4.693140794,-46.62576687,-38.68778281,57.20570404,8.219178082,1.652892562,104.8846628,-37.5,-24.59016393,-34.31372549,1.234567901,-57.0327553,-14.58333333,34.61538462,22.72727273,-8.450704225
2012-01,-32.63525305,-13.08411215,-31.09540636,-34.84848485,67.00178114,-2.727272727,-26.08695652,84.7922362,-43.47826087,-13.88888889,-36.80555556,-30.50847458,-43.55555556,-12.5,-13.33333333,-30.76923077,-21.73913043
2012-02,-25.50607287,16.16541353,-26.88679245,-26.14840989,73.48147137,18.75,6.976744186,112.7097528,-38.88888889,-26.92307692,-29.47976879,6.603773585,-42.85714286,-29.41176471,38.7755102,16.86746988,26.19047619
2012-03,-44.80712166,0,-40.93137255,-53.84615385,52.21344984,5.714285714,-17.94871795,93.13427228,-40,-40.74074074,-33.72093023,-19.11764706,-66.77740864,-43.47826087,37.93103448,0,-9.375
2012-04,-37.41496599,-30.66202091,-43.64640884,-27.55102041,63.89648015,-38.76404494,-19.31818182,70.2896023,-53.125,-30.43478261,-13.33333333,-30.8411215,-55.09259259,-24.13793103,40,-33.82352941,-52.85714286
2012-05,-23.08998302,10.74380165,-23.55889724,-19.49685535,78.44583579,11.51515152,11.26760563,111.3913098,9.090909091,-24.3902439,-7.692307692,-13.86861314,-45.71428571,-18.91891892,80,0,2.380952381
2012-06,-43.70946822,-2.790697674,-43.43163539,-46.51810585,55.00348433,1.587301587,-12.5,94.28090416,-45.83333333,-50,-36.71875,-18.98734177,-52.63157895,-50,45.45454545,1.694915254,5.660377358
2012-07,-52.32067511,-18.44660194,-61.22082585,-41.86046512,47.48266155,-17.5,-21.53846154,80.45543439,-24.07407407,-29.16666667,-57.86163522,-43.43434343,-56.69642857,-42.85714286,-7.142857143,-24.3902439,-19.67213115
2012-08,-52.35546039,-22.65625,-51.8134715,-56.91318328,45.56538293,-18.23899371,-34.52380952,73.1669271,-49.09090909,-22.22222222,-59.39086294,-38.54166667,-59.56416465,-25,-33.96226415,-22.72727273,-23.07692308
2012-09,-37.48427673,-10.65292096,-41.52892562,-34.09090909,62.07878347,-14.02439024,-11.11111111,87.42011452,-48.07692308,-32.46753247,-31.15942029,-21.55172414,-60.90225564,-39.68253968,31.57894737,-11.11111111,-7.894736842
2012-10,-39.42766296,-30.70175439,-35.92964824,-44.05940594,59.86763348,-21.42857143,-43.33333333,66.72616393,-46.55172414,-43.47826087,-41.37931034,-36.55913978,-54.76190476,-44.44444444,-13.04347826,-28.35820896,-31.42857143
2012-11,-35.24283935,-12.2605364,-36.61087866,-32.53424658,65.39567899,-10.2189781,-15.88785047,86.90037249,-37.5,-24.44444444,-35.15151515,-38.04347826,-46.55172414,-37.03703704,-10.25641026,-22.4137931,11.11111111
2012-12,-45.48969072,-28.07692308,-47.82608696,-41.81184669,55.09903494,-25,-33.33333333,70.71067812,-64,-34.7826087,-34.41558442,-27.65957447,-61.51685393,-45.45454545,8,-36.73469388,-37.73584906
2013-01,-34.22818792,-2.803738318,-33.14285714,-37.38738739,64.70008026,0,-12.34567901,93.62388637,-20,-8.928571429,-32.3943662,-45.16129032,-59.77653631,5.714285714,8.571428571,-32.0754717,0
2013-02,-24.42477876,-10.90909091,-24.22680412,-24.81751825,75.47726092,-10.29411765,-11.86440678,88.91727142,-15,-27.11864407,-14.38356164,-30,-35.25641026,-44,40,-18.30985915,-33.33333333
2013-03,-35.22012579,-16.83168317,-34.67933492,-28.93081761,68.13432513,-18.69918699,-12.90322581,84.14890702,-12.12121212,-36.73469388,-52.30769231,-28.72340426,-53.7037037,-39.39393939,36.84210526,-26.31578947,-50
2013-04,-41.53074028,-8.130081301,-49.6350365,-30.16759777,59.30519699,-13.97058824,-7.692307692,89.11327887,-3.225806452,-13.33333333,-47.08994709,-20.2020202,-60.15037594,-8.695652174,15.38461538,-20.58823529,-13.46153846
2013-05,-41.48783977,-7.070707071,-47.99154334,-28.39506173,61.02509589,-5.882352941,-17.46031746,88.13875827,-42.85714286,-34.32835821,-47.52475248,-30.3030303,-66.47727273,-28.57142857,31.57894737,-5.555555556,15.38461538
2013-06,-38.18827709,-16.27906977,-43.45549738,-25.6,64.86070455,-18.24817518,-15.09433962,83.31382042,-40,-33.33333333,-42.99065421,-39.24050633,-53.53535354,-29.41176471,33.33333333,-9.375,-53.84615385
2013-07,-27.46615087,-18.59296482,-29.37853107,-13.70967742,78.06375173,-19.29824561,-11.94029851,84.30048874,-47.05882353,-18.18181818,-16.86746988,-44.79166667,-43.38235294,-20,-20,-16.27906977,-26.5625
2013-08,-32.35294118,-10.57692308,-34.28571429,-4.6875,79.14160004,-6.896551724,-7.692307692,92.70471647,-29.03225806,-33.33333333,-30.55555556,-40,-58.33333333,-27.77777778,35.71428571,-21.73913043,8.333333333
2013-09,-22.8125,-13.13868613,-26.97674419,-26.66666667,73.17813034,-16.04938272,-34.48275862,74.16341994,-17.24137931,-58.33333333,-18.75,-35.0877193,-29.72972973,-50,31.81818182,-35.55555556,0
2013-10,-25.34246575,-3.636363636,-24.56140351,-20.83333333,77.28015413,3.50877193,-13.51351351,94.61559071,-21.42857143,-32.25806452,-2.816901408,-36.95652174,-68.62745098,-29.62962963,70.58823529,-18.18181818,0
2013-11,-32.0802005,-11.23595506,-43.40425532,-14.47368421,69.57316675,-11.68831169,-8.333333333,89.97354108,6.25,-33.33333333,-26.15384615,-14.89361702,-55.94405594,-33.33333333,20,-8.823529412,-28
2013-12,-22.17898833,-4.347826087,-30.74204947,-9.625668449,79.11473304,2.105263158,-9.917355372,95.9057461,-32.75862069,-27.27272727,-10.57692308,-31.66666667,-39.28571429,-20,59.25925926,-19.23076923,-26.31578947
2014-01,-24.00881057,-6.593406593,-33.93665158,-8.108108108,77.91460756,-11.11111111,-1.960784314,93.3520056,-10.25641026,-39.13043478,-17.72151899,-32.55813953,-36.52173913,-33.33333333,50,-23.52941176,-46.42857143
2014-02,-13.34586466,10.47619048,-15.46052632,-9.756097561,87.34513161,24.10714286,-8.695652174,106.4496207,-29.8245614,-45,20.18348624,-17.46031746,-21.25,-58.33333333,81.81818182,6.024096386,31.81818182
2014-03,-40.35087719,0,-44.44444444,-29.89690722,62.40686073,7.407407407,-8.108108108,99.34721873,-43.58974359,-40.90909091,-49.64028777,-32.72727273,-32.14285714,-46.15384615,47.36842105,-13.79310345,35.71428571
2014-04,-34.63035019,-16.7539267,-37.16216216,-27.97619048,67.27421841,-14.28571429,-21.95121951,81.79178119,-56.81818182,-27.27272727,-48.45360825,-36.84210526,-27.16049383,-25,35.71428571,-31.66666667,-2.564102564
