month,year,ym,HWWA,ZEW,GFK-EXP,ALQ,VAC,CAPA,FAZ
2,1956,1956-02,,,,,,,
3,1956,1956-03,,,,,,,
4,1956,1956-04,,,,,,,
5,1956,1956-05,,,,,,,
6,1956,1956-06,,,,,,,
7,1956,1956-07,,,,,,,
8,1956,1956-08,,,,,,,
9,1956,1956-09,,,,,,,
10,1956,1956-10,,,,,,,
11,1956,1956-11,,,,,,,
12,1956,1956-12,,,,,,,
1,1957,1957-01,,,,,,,
2,1957,1957-02,,,,,,,
3,1957,1957-03,,,,,,,
4,1957,1957-04,,,,,,,
5,1957,1957-05,,,,,,,
6,1957,1957-06,,,,,,,
7,1957,1957-07,,,,,,,
8,1957,1957-08,,,,,,,
9,1957,1957-09,,,,,,,
10,1957,1957-10,,,,,,,
11,1957,1957-11,,,,,,,
12,1957,1957-12,,,,,,,
1,1958,1958-01,,,,,,,
2,1958,1958-02,,,,,,,
3,1958,1958-03,,,,,,,
4,1958,1958-04,,,,,,,
5,1958,1958-05,,,,,,,
6,1958,1958-06,,,,,,,
7,1958,1958-07,,,,,,,
8,1958,1958-08,,,,,,,
9,1958,1958-09,,,,,,,
10,1958,1958-10,,,,,,,
11,1958,1958-11,,,,,,,
12,1958,1958-12,,,,,,,
1,1959,1959-01,,,,,,,
2,1959,1959-02,,,,,,,
3,1959,1959-03,,,,,,,
4,1959,1959-04,,,,,,,
5,1959,1959-05,,,,,,,
6,1959,1959-06,,,,,,,
7,1959,1959-07,,,,,,,
8,1959,1959-08,,,,,,,
9,1959,1959-09,,,,,,,
10,1959,1959-10,,,,,,,
11,1959,1959-11,,,,,,,
12,1959,1959-12,,,,,,,
1,1960,1960-01,5.5,,,,,,
2,1960,1960-02,5.5,,,,,,
3,1960,1960-03,5.4,,,,,,
4,1960,1960-04,5.4,,,,,,
5,1960,1960-05,5.4,,,,,,
6,1960,1960-06,5.4,,,,,,
7,1960,1960-07,5.4,,,,,,
8,1960,1960-08,5.3,,,,,,
9,1960,1960-09,5.3,,,,,,
10,1960,1960-10,5.3,,,,,,
11,1960,1960-11,5.2,,,,,,
12,1960,1960-12,5.2,,,,,,
1,1961,1961-01,5.2,,,,,,
2,1961,1961-02,5.2,,,,,,
3,1961,1961-03,5.3,,,,,,
4,1961,1961-04,5.3,,,,,,
5,1961,1961-05,5.3,,,,,,
6,1961,1961-06,5.2,,,,,,
7,1961,1961-07,5.2,,,,,,
8,1961,1961-08,5.2,,,,,,
9,1961,1961-09,5.1,,,,,,
10,1961,1961-10,5.1,,,,,,
11,1961,1961-11,5.1,,,,,,
12,1961,1961-12,5.1,,,,,,
1,1962,1962-01,5.1,,,,,,
2,1962,1962-02,5.1,,,,,,
3,1962,1962-03,5.1,,,,,,
4,1962,1962-04,5.1,,,,,,
5,1962,1962-05,5.1,,,,,,
6,1962,1962-06,5,,,,,,
7,1962,1962-07,5,,,,,,
8,1962,1962-08,5,,,,,,
9,1962,1962-09,5,,,,,,
10,1962,1962-10,5,,,,,,
11,1962,1962-11,5.1,,,,,,
12,1962,1962-12,5.2,,,,,,
1,1963,1963-01,5.3,,,,,,
2,1963,1963-02,5.3,,,,,,
3,1963,1963-03,5.3,,,,,,
4,1963,1963-04,5.4,,,,,,
5,1963,1963-05,5.6,,,,,,
6,1963,1963-06,5.5,,,,,,
7,1963,1963-07,5.5,,,,,,
8,1963,1963-08,5.4,,,,,,
9,1963,1963-09,5.4,,,,,,
10,1963,1963-10,5.7,,,,,,
11,1963,1963-11,5.8,,,,,,
12,1963,1963-12,5.8,,,,,,
1,1964,1964-01,5.8,,,,,,
2,1964,1964-02,5.8,,,,,,
3,1964,1964-03,5.7,,,,,,
4,1964,1964-04,5.8,,,,,,
5,1964,1964-05,5.7,,,,,,
6,1964,1964-06,5.6,,,,,,
7,1964,1964-07,5.6,,,,,,
8,1964,1964-08,5.6,,,,,,
9,1964,1964-09,5.7,,,,,,
10,1964,1964-10,5.8,,,,,,
11,1964,1964-11,5.8,,,,,,
12,1964,1964-12,5.6,,,,,,
1,1965,1965-01,5.5,,,,,,
2,1965,1965-02,5.6,,,,,,
3,1965,1965-03,5.6,,,,,,
4,1965,1965-04,5.7,,,,,,
5,1965,1965-05,5.6,,,,,,
6,1965,1965-06,5.5,,,,,,
7,1965,1965-07,5.5,,,,,,
8,1965,1965-08,5.5,,,,,,
9,1965,1965-09,5.5,,,,,,
10,1965,1965-10,5.6,,,,,,
11,1965,1965-11,5.6,,,,,,
12,1965,1965-12,5.6,,,,,,
1,1966,1966-01,5.7,,,,,,
2,1966,1966-02,5.8,,,,,,
3,1966,1966-03,5.8,,,,,,
4,1966,1966-04,5.8,,,,,,
5,1966,1966-05,5.6,,,,,,
6,1966,1966-06,5.6,,,,,,
7,1966,1966-07,5.6,,,,,,
8,1966,1966-08,5.4,,,,,,
9,1966,1966-09,5.4,,,,,,
10,1966,1966-10,5.4,,,,,,
11,1966,1966-11,5.4,,,,,,
12,1966,1966-12,5.4,,,,,,
1,1967,1967-01,5.4,,,,,,
2,1967,1967-02,5.4,,,,,,
3,1967,1967-03,5.4,,,,,,
4,1967,1967-04,5.3,,,,,,
5,1967,1967-05,5.4,,,,,,
6,1967,1967-06,5.4,,,,,,
7,1967,1967-07,5.3,,,,,,
8,1967,1967-08,5.3,,,,,,
9,1967,1967-09,5.3,,,,,,
10,1967,1967-10,5.4,,,,,,
11,1967,1967-11,5.4,,,,,,
12,1967,1967-12,5.4,,,,,,
1,1968,1968-01,5.4,,,,,,
2,1968,1968-02,5.5,,,,,,
3,1968,1968-03,5.5,,,,,,
4,1968,1968-04,5.3,,,,,,
5,1968,1968-05,5.3,,,,,,
6,1968,1968-06,5.2,,,,,,
7,1968,1968-07,5.2,,,,,,
8,1968,1968-08,5.2,,,,,,
9,1968,1968-09,5.2,,,,,,
10,1968,1968-10,5.3,,,,,,
11,1968,1968-11,5.4,,,,,,
12,1968,1968-12,5.4,,,,,,
1,1969,1969-01,5.5,,,0.8,,,228.01
2,1969,1969-02,5.5,,,0.8,,,238.32
3,1969,1969-03,5.5,,,0.7,,,232.43
4,1969,1969-04,5.6,,,0.7,,,237.41
5,1969,1969-05,5.7,,,0.6,,,237.75
6,1969,1969-06,5.8,,,0.7,,,257.1
7,1969,1969-07,5.8,,,0.6,,,243.15
8,1969,1969-08,5.8,,,0.6,,,236.65
9,1969,1969-09,5.8,,,0.6,,,251.22
10,1969,1969-10,5.9,,,0.6,,,244.31
11,1969,1969-11,6,,,0.6,,,256.85
12,1969,1969-12,6,,,0.6,,,267.95
1,1970,1970-01,6.1,,,0.5,,,256.43
2,1970,1970-02,6.1,,,0.5,,,236.82
3,1970,1970-03,6.1,,,0.6,,,230.29
4,1970,1970-04,6.2,,,0.5,,,235.29
5,1970,1970-05,6.2,,,0.6,,,220.89
6,1970,1970-06,6.2,,,0.6,,,200.4
7,1970,1970-07,6.1,,,0.6,,,190.4
8,1970,1970-08,6,,,0.6,,,211.48
9,1970,1970-09,6.1,,,0.6,,,209.92
10,1970,1970-10,6,,,0.6,,,202.37
11,1970,1970-11,6.1,,,0.6,,,199.28
12,1970,1970-12,6.1,,,0.5,,,193.59
1,1971,1971-01,6.1,,,0.6,,,187.43
2,1971,1971-02,6.1,,,0.5,,,213.75
3,1971,1971-03,6.1,,,0.6,,,221.12
4,1971,1971-04,6.2,,,0.7,,,224.6
5,1971,1971-05,6.1,,,0.7,,,207.08
6,1971,1971-06,6.1,,,0.7,,,210.12
7,1971,1971-07,6.2,,,0.8,,,208.27
8,1971,1971-08,6.2,,,0.8,,,214.72
9,1971,1971-09,6.2,,,0.8,,,205.14
10,1971,1971-10,6.2,,,0.8,,,199.54
11,1971,1971-11,6.2,,,0.9,,,177.24
12,1971,1971-12,6.4,,,0.9,,,191.63
1,1972,1972-01,6.7,,,0.9,,,198.9
2,1972,1972-02,6.8,,,0.9,,,211.56
3,1972,1972-03,6.9,,,0.8,,,220.44
4,1972,1972-04,6.9,,,0.9,,,233.95
5,1972,1972-05,6.9,,,1,,,227.5
6,1972,1972-06,6.8,,,1,,,234.28
7,1972,1972-07,6.7,,,1,,,232.95
8,1972,1972-08,6.7,,,1,,,242.6
9,1972,1972-09,6.9,,,1,,,240.13
10,1972,1972-10,7.1,,,1,,,229.25
11,1972,1972-11,7.1,,,1,,,225.85
12,1972,1972-12,7.5,,,0.9,,,228.11
1,1973,1973-01,8.1,,,0.8,,,227.42
2,1973,1973-02,8.4,,,0.8,,,233.3
3,1973,1973-03,8.7,,,0.9,,,230.26
4,1973,1973-04,8.9,,,0.9,,,244.08
5,1973,1973-05,9.4,,,1,,,229.34
6,1973,1973-06,10.2,,,1,,,206.29
7,1973,1973-07,10.8,,,1.1,,,206.3
8,1973,1973-08,11.1,,,1.1,,,194.97
9,1973,1973-09,11,,,1.1,,,195.59
10,1973,1973-10,11.4,,,1.2,,,191.57
11,1973,1973-11,12.9,,,1.3,,,204.17
12,1973,1973-12,13.1,,,1.6,,,180.99
1,1974,1974-01,19.8,,,1.6,,,174.36
2,1974,1974-02,20.4,,,1.7,,,192.36
3,1974,1974-03,20.8,,,1.8,,,178.72
4,1974,1974-04,20.9,,,1.9,,,181.83
5,1974,1974-05,20.9,,,2,,,186.55
6,1974,1974-06,20.5,,,2.1,,,177.83
7,1974,1974-07,20.6,,,2.2,,,175.42
8,1974,1974-08,20.8,,,2.3,,,171.99
9,1974,1974-09,20.6,,,2.6,,,171.9
10,1974,1974-10,21,,,2.8,,,164.27
11,1974,1974-11,21.4,,,3.1,,,167.05
12,1974,1974-12,20.9,,,3.2,,,176.19
1,1975,1975-01,20.7,,,3.4,,,179.37
2,1975,1975-02,20.2,,,3.6,,,194.69
3,1975,1975-03,20,,,3.8,,,215.71
4,1975,1975-04,19.7,,,4,,,218.09
5,1975,1975-05,19.3,,,4.2,,,223.62
6,1975,1975-06,19.2,,,4.3,,,208.52
7,1975,1975-07,19.2,,,4.3,,,212.75
8,1975,1975-08,19.5,,,4.3,,,226.84
9,1975,1975-09,19.3,,,4.4,,,214.41
10,1975,1975-10,20.2,,,4.3,,,212.81
11,1975,1975-11,20.1,,,4.2,,,227.65
12,1975,1975-12,20.1,,,4.2,,,238.06
1,1976,1976-01,20.3,,,4.1,,,244.09
2,1976,1976-02,20.5,,,4.2,,,243.57
3,1976,1976-03,20.6,,,4.1,,,244.77
4,1976,1976-04,21,,,4.1,,,248.58
5,1976,1976-05,21.2,,,4,,,233.21
6,1976,1976-06,21.5,,,4,,,231.25
7,1976,1976-07,21.7,,,3.9,,,228.52
8,1976,1976-08,21.5,,,3.9,,,225.96
9,1976,1976-09,21.6,,,3.9,,,226.73
10,1976,1976-10,21.6,,,3.8,,,229.19
11,1976,1976-11,21.7,,,3.8,,,213.89
12,1976,1976-12,21.9,,,3.8,,,220.14
1,1977,1977-01,23.1,,,3.8,,,224.41
2,1977,1977-02,23.5,,,3.8,,,225.37
3,1977,1977-03,24.3,,,3.8,,,218.99
4,1977,1977-04,24.3,,,3.9,,,224.39
5,1977,1977-05,24,,,4,,,240.29
6,1977,1977-06,23.5,,,4,,,229.9
7,1977,1977-07,23.5,,,4,,,228.7
8,1977,1977-08,23.1,,,4,,,232.53
9,1977,1977-09,22.9,,,4,,,235.96
10,1977,1977-10,22.9,,,3.9,,,234.11
11,1977,1977-11,22.6,,,3.9,,,243.07
12,1977,1977-12,22.7,,,3.9,,,245.58
1,1978,1978-01,22.7,,,3.8,,,242.02
2,1978,1978-02,22.7,,,3.9,,,246.09
3,1978,1978-03,22.7,,,3.9,,,244.53
4,1978,1978-04,22.8,,,3.8,,,244.19
5,1978,1978-05,22.7,,,3.9,,,236.24
6,1978,1978-06,22.8,,,3.8,,,242.15
7,1978,1978-07,22.6,,,3.8,,,245.08
8,1978,1978-08,22.8,,,3.8,,,253.17
9,1978,1978-09,23.2,,,3.7,,,260.61
10,1978,1978-10,23.9,,,3.7,,,267.79
11,1978,1978-11,25.4,,,3.6,,,262.7
12,1978,1978-12,25.7,,,3.6,,,259.7
1,1979,1979-01,28.5,,,3.6,,,257
2,1979,1979-02,34.5,,,3.6,,,257.53
3,1979,1979-03,34.3,,,3.4,,,249.85
4,1979,1979-04,33.2,,,3.4,,,245.41
5,1979,1979-05,41.2,,,3.3,,,246.46
6,1979,1979-06,47.6,,,3.3,,,234.24
7,1979,1979-07,45.8,,,3.3,,,227.4
8,1979,1979-08,46.3,,,3.2,,,236.73
9,1979,1979-09,47.6,,,3.2,,,240.48
10,1979,1979-10,50.8,,,3.2,,,239.41
11,1979,1979-11,54.1,,,3.1,,,228.78
12,1979,1979-12,54.1,,,3,,,230.66
1,1980,1980-01,51.2,,,3.1,,,223.99
2,1980,1980-02,49.9,,,3,,,229.26
3,1980,1980-03,49.4,,,3.1,,,232.55
4,1980,1980-04,49.6,,,3.2,,,215.4
5,1980,1980-05,49.9,,,3.3,,,219.61
6,1980,1980-06,49.1,,,3.3,,,224.65
7,1980,1980-07,48.3,,,3.4,,,233.61
8,1980,1980-08,45.5,,,3.5,,,234.39
9,1980,1980-09,47,,,3.5,,,229.99
10,1980,1980-10,51.2,,,3.6,,,231.66
11,1980,1980-11,54.5,,,3.8,,,226.55
12,1980,1980-12,52.7,,,3.9,,,227.3
1,1981,1981-01,52.2,,,4,,,221.5
2,1981,1981-02,49.6,,,4.1,,,217.58
3,1981,1981-03,49.3,,,4.3,,,216.23
4,1981,1981-04,48.7,,,4.4,,,227.96
5,1981,1981-05,45.5,,,4.6,,,233.29
6,1981,1981-06,43.2,,,4.7,,,229.42
7,1981,1981-07,44.4,,,4.9,,,241.08
8,1981,1981-08,44.9,,,5.1,,,241.8
9,1981,1981-09,44.5,,,5.3,,,231.81
10,1981,1981-10,45.1,,,5.5,,,224.37
11,1981,1981-11,46.1,,,5.8,,,220.01
12,1981,1981-12,46,,,6,,,226.93
1,1982,1982-01,45.4,,,6.1,,,221.06
2,1982,1982-02,41,,,6.2,,,226.98
3,1982,1982-03,39.2,,,6.3,,,232.75
4,1982,1982-04,42.5,,,6.4,,,238.28
5,1982,1982-05,44.2,,,6.5,,,234.24
6,1982,1982-06,43.1,,,6.6,,,229.72
7,1982,1982-07,42.1,,,6.7,,,225.63
8,1982,1982-08,41.3,,,6.9,,,225.22
9,1982,1982-09,43.1,,,7.2,,,222.2
10,1982,1982-10,43,,,7.4,,,233.88
11,1982,1982-11,41.2,,,7.6,,,232.56
12,1982,1982-12,39.6,,,7.7,,,241.24
1,1983,1983-01,39.2,,,7.8,,,255.93
2,1983,1983-02,38,,,8.1,,,249.54
3,1983,1983-03,37.7,,,8.2,,,270.64
4,1983,1983-04,39.3,,,8.3,,,301.44
5,1983,1983-05,39.3,,,8.3,,,321.43
6,1983,1983-06,40.1,,,8.3,,,297.57
7,1983,1983-07,40.3,,,8.2,,,322.83
8,1983,1983-08,40.9,,,8.2,,,327.94
9,1983,1983-09,40.5,,,8.2,,,312.12
10,1983,1983-10,40,,,8.2,,,317.26
11,1983,1983-11,39.2,,,8.1,,,339.49
12,1983,1983-12,38.7,,,8.1,,,348.3
1,1984,1984-01,39.3,,,8,,,357.28
2,1984,1984-02,39.4,,,8,,,370.84
3,1984,1984-03,39.9,,,8,,,351.74
4,1984,1984-04,39.8,,,8.1,,,348.41
5,1984,1984-05,39.6,,,8.1,,,358.96
6,1984,1984-06,38.9,,,8.1,,,340.71
7,1984,1984-07,37.5,,,8.2,,,347.18
8,1984,1984-08,37.6,,,8.2,,,332.3
9,1984,1984-09,37.4,,,8.2,,,343.92
10,1984,1984-10,36.8,,,8.2,,,362.86
11,1984,1984-11,36.7,,,8.1,,,371.48
12,1984,1984-12,35.7,,,8.1,,,375.55
1,1985,1985-01,35.5,,,8.2,,,385.17
2,1985,1985-02,36.3,,,8.2,,,397.08
3,1985,1985-03,36.5,,,8.2,,,411.42
4,1985,1985-04,36.4,,,8.3,,,413.11
5,1985,1985-05,35.4,,,8.3,,,416.49
6,1985,1985-06,34.9,,,8.2,,,461.95
7,1985,1985-07,35,,,8.2,,,485.09
8,1985,1985-08,35.5,,,8.2,,,475.32
9,1985,1985-09,35.6,,,8.1,,,498.1
10,1985,1985-10,36.5,,,8.1,,,541.2
11,1985,1985-11,37.6,,,8.2,,,599.94
12,1985,1985-12,36,,,8.2,,,571.94
1,1986,1986-01,31.6,,,8.1,,,648.94
2,1986,1986-02,25.6,,,8.1,,,653.77
3,1986,1986-03,22.9,,,8.1,,,636.55
4,1986,1986-04,21.9,,,8,,,695.57
5,1986,1986-05,23.6,,,8,,,703.38
6,1986,1986-06,21.6,,,7.9,,,649.04
7,1986,1986-07,19.4,,,7.8,,,635.18
8,1986,1986-08,23.3,,,7.8,,,607.95
9,1986,1986-09,24,,,7.7,,,707.96
10,1986,1986-10,23.8,,,7.7,,,673.76
11,1986,1986-11,23.9,,,7.7,,,666.67
12,1986,1986-12,25,,,7.7,,,681.25
1,1987,1987-01,27.2,,,7.8,,,666.1
2,1987,1987-02,26.6,,,7.8,,,590.95
3,1987,1987-03,27.2,,,7.9,,,570.68
4,1987,1987-04,27.3,,,7.9,,,608.74
5,1987,1987-05,28.2,,,7.8,,,590.44
6,1987,1987-06,28.6,,,7.9,,,581.13
7,1987,1987-07,29.8,,,7.9,,,620.01
8,1987,1987-08,29.1,,,7.9,,,644.97
9,1987,1987-09,28.8,,,7.9,,,655.57
10,1987,1987-10,29.6,,,7.9,,,654.85
11,1987,1987-11,29,,,7.9,,,490.3
12,1987,1987-12,28.7,,,8,,,434.85
1,1988,1988-01,28.8,,,7.9,,,425.18
2,1988,1988-02,28.1,,,7.9,,,403.61
3,1988,1988-03,28.3,,,8,,,456.83
4,1988,1988-04,30.2,,,7.9,,,451.4
5,1988,1988-05,30.7,,,7.9,,,447.16
6,1988,1988-06,31.4,,,7.9,,,459.91
7,1988,1988-07,29.4,,,7.8,,,479.66
8,1988,1988-08,28.9,,,7.8,,,489.42
9,1988,1988-09,27.2,,,7.7,,,477.96
10,1988,1988-10,26.3,,,7.6,,,513.92
11,1988,1988-11,27.2,,,7.5,,,535.8
12,1988,1988-12,29.5,,,7.4,,,526.55
1,1989,1989-01,31.1,,,7.3,,,548.23
2,1989,1989-02,30.4,,,7.2,,,552
3,1989,1989-03,31.8,,,7.1,,,549.1
4,1989,1989-04,32.7,,,7.2,,,561.57
5,1989,1989-05,31.5,,,7.2,,,571.93
6,1989,1989-06,30.4,,,7.1,,,593.2
7,1989,1989-07,30.2,,,7,,,616.51
8,1989,1989-08,29.5,,,7,,,654.69
9,1989,1989-09,30,,,7,,,665.95
10,1989,1989-10,30.7,,,6.9,,,664.72
11,1989,1989-11,30.3,,,7.1,,,619.39
12,1989,1989-12,31,,,7,,,677.24
1,1990,1990-01,31.4,,,6.8,,,746.24
2,1990,1990-02,30.9,,,6.7,,,795.38
3,1990,1990-03,30.4,,,6.6,,,757.55
4,1990,1990-04,29.2,,,6.6,,,817.68
5,1990,1990-05,29.3,,,6.5,,,776.15
6,1990,1990-06,28,,,6.5,,,782.21
7,1990,1990-07,29.6,,,6.4,,,805.18
8,1990,1990-08,38,,,6.3,,,795.99
9,1990,1990-09,44.3,,,6.2,,,691.53
10,1990,1990-10,45.7,,,6.1,,,617.9
11,1990,1990-11,42,,,6,,,615.9
12,1990,1990-12,37,,,5.9,,,633.24
1,1991,1991-01,33.7,,,5.7,,64,591.18
2,1991,1991-02,29.2,,,5.7,,61.8,607.05
3,1991,1991-03,29.1,,,5.6,,65.1,648.67
4,1991,1991-04,29.5,,,5.6,,64.4,656
5,1991,1991-05,29.6,,,5.6,,63.5,689.97
6,1991,1991-06,28.5,,,5.6,,63,714.42
7,1991,1991-07,29.4,,,5.7,,64.3,675.95
8,1991,1991-08,29.7,,,5.7,,64.7,669.85
9,1991,1991-09,30.3,,,5.7,,64.4,687.94
10,1991,1991-10,31.3,,,5.7,,64.9,661.91
11,1991,1991-11,30.7,,,5.6,,64.8,649.11
12,1991,1991-12,28.2,-59,,5.7,,61.8,633.71
1,1992,1992-01,27.7,-49.2,,7.6,,64.2,651.92
2,1992,1992-02,28,-41.1,,7.4,,68.4,688.69
3,1992,1992-03,28,-41.7,,7.4,,65.6,709.29
4,1992,1992-04,29.2,-26.5,,7.5,,64.7,700.95
5,1992,1992-05,30.1,-4,,7.6,,65.3,700.99
6,1992,1992-06,31.4,3.2,,7.6,,65.7,718.22
7,1992,1992-07,31,-5.6,,7.8,,64.9,699.74
8,1992,1992-08,30.5,-36.8,,7.8,,63.7,631.84
9,1992,1992-09,30.8,-32.1,,7.8,,64.3,594.32
10,1992,1992-10,30.2,-53.9,,7.9,,63.5,585.93
11,1992,1992-11,28.8,-59.3,,8,,63.9,586.67
12,1992,1992-12,27.9,-62.2,,8.1,,63.9,606.77
1,1993,1993-01,27.2,-49.7,,8.2,,64.5,602.97
2,1993,1993-02,27.5,-36.8,,8.3,,63.3,620.98
3,1993,1993-03,27.9,-29.4,,8.4,,62.3,666.16
4,1993,1993-04,28,-24.1,,8.5,,65.8,655.12
5,1993,1993-05,27.8,-14,,8.7,,62.5,640.13
6,1993,1993-06,27.2,-7.6,,8.8,,62.2,637.69
7,1993,1993-07,26.3,24.3,,9.1,,61.8,661.08
8,1993,1993-08,26.3,26.8,,9.2,,62.6,701.36
9,1993,1993-09,25.6,29.6,,9.4,,62.7,739.03
10,1993,1993-10,26.1,31.1,,9.6,,62.7,734.75
11,1993,1993-11,25,19.6,,9.6,,56.7,802.69
12,1993,1993-12,23.5,29.6,,9.6,,59.4,808.65
1,1994,1994-01,24.3,37.2,,9.7,,68.2,854.59
2,1994,1994-02,24.3,44,,9.7,,63,835.89
3,1994,1994-03,24,61.7,,9.7,,63.9,776.33
4,1994,1994-04,25.4,78.5,,9.8,,63.6,810.78
5,1994,1994-05,27.2,86.4,,9.8,,64,858.72
6,1994,1994-06,28.6,83.4,,9.7,,64,802.36
7,1994,1994-07,30,80.6,,9.7,,63.4,776.37
8,1994,1994-08,29.2,87.9,,9.6,,63.5,824.24
9,1994,1994-09,29.1,79.7,,9.5,,63.1,831.66
10,1994,1994-10,29.5,74.6,,9.4,,63.4,764.22
11,1994,1994-11,30.4,74.5,,9.3,,64.1,773.79
12,1994,1994-12,29.7,75,,9.3,,65.5,769.33
1,1995,1995-01,30.8,76.6,,9.2,,64.2,781.6
2,1995,1995-02,31,67.3,,9.2,,65.7,765.6
3,1995,1995-03,31,30.8,,9.2,,63.7,788.3
4,1995,1995-04,32.2,11.1,,9.3,,62.6,714.48
5,1995,1995-05,31.9,11.5,,9.3,,62,754.05
6,1995,1995-06,30.9,6,,9.4,,60.7,782.54
7,1995,1995-07,29.9,9.8,,9.4,,60.8,769.61
8,1995,1995-08,30.1,14.1,,9.5,,60.2,822.14
9,1995,1995-09,30.1,17.4,,9.6,,60,820.36
10,1995,1995-10,29.5,9.8,,9.7,,60,807.47
11,1995,1995-11,30.3,-6.5,,9.7,,59.3,789.39
12,1995,1995-12,31.1,-9.1,,9.9,,57.7,809.24
1,1996,1996-01,30.6,8.4,,10,,56.5,818.56
2,1996,1996-02,30.2,19.5,,10.2,,53.6,876.95
3,1996,1996-03,31.4,31.5,,10.3,,50.8,883.97
4,1996,1996-04,32.7,44.9,,10.3,,59.4,887.09
5,1996,1996-05,31.7,54.8,,10.3,,61.3,884.42
6,1996,1996-06,30.8,65.1,,10.3,,60.2,891.25
7,1996,1996-07,31.4,66.4,,10.4,,60.5,911.41
8,1996,1996-08,32.2,62.2,,10.4,,60.4,882.96
9,1996,1996-09,33.9,71,,10.5,,59.7,889.89
10,1996,1996-10,34.9,76.2,,10.6,,59.4,936.05
11,1996,1996-11,34,74.6,,10.7,,59.4,938.75
12,1996,1996-12,34.8,69.3,,10.8,,59.4,987.88
1,1997,1997-01,35,70.8,,11.3,,53.7,986.21
2,1997,1997-02,32.8,62.3,,11.2,,58.2,1057.14
3,1997,1997-03,32.3,65.7,,11.2,,60.4,1128.4
4,1997,1997-04,31,73,,11.2,,60.5,1145.87
5,1997,1997-05,32.6,70.1,,11.4,,60.4,1184.37
6,1997,1997-06,30.9,68.1,,11.5,,60.2,1225.95
7,1997,1997-07,30.7,66.9,,11.5,,59.8,1306.06
8,1997,1997-08,31.2,66.3,,11.6,,60.5,1470.79
9,1997,1997-09,31.1,71.9,,11.7,,60.4,1352.27
10,1997,1997-10,32.2,78.1,,11.8,,61.1,1412.25
11,1997,1997-11,31.3,68.3,,11.7,,61.5,1279.41
12,1997,1997-12,29.1,61.9,,11.7,,60.4,1349.53
1,1998,1998-01,26.6,49.9,,11.7,,60,1392.47
2,1998,1998-02,25.7,40.7,,11.6,,61.9,1459.61
3,1998,1998-03,24.6,51,,11.5,,59.8,1527.79
4,1998,1998-04,25.1,63.6,,11.3,,59,1672.18
5,1998,1998-05,24.9,64.2,,11.2,,59.5,1649.6
6,1998,1998-06,23.6,68.7,,11,,59.8,1760.11
7,1998,1998-07,23.4,68.4,,10.9,,60.4,1861.56
8,1998,1998-08,22.8,58.1,,10.8,,60.7,1793.97
9,1998,1998-09,23.8,22.8,,10.7,,61.2,1566.68
10,1998,1998-10,23.3,-6.2,,10.6,,61.4,1250.5
11,1998,1998-11,22.1,-17.9,,10.6,,59.7,1516.9
