"",BBDE1.M.DE.Y.GUB5.A2P320000.F.V.I10.A,BBDE1.M.DE.Y.GUB5.A2P320000.F.V.I10.A_FLAGS
2013-01,108.1,
2013-02,111.8,
2013-03,116.4,
2013-04,119.7,
2013-05,113.5,
2013-06,115.4,
2013-07,112.5,
2013-08,117.0,
2013-09,116.3,
2013-10,115.7,
2013-11,121.4,
2013-12,120.1,
2014-01,124.6,
2014-02,120.8,
2014-03,119.5,
2014-04,117.9,
2014-05,120.1,
2014-06,121.7,
2014-07,122.0,
2014-08,122.8,
2014-09,121.5,
2014-10,125.4,
2014-11,125.7,
2014-12,121.8,Provisional value
