"",BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N_FLAGS
1998-11,3450.245,
1998-12,2292.613,
1999-01,2513.390,
1999-02,2591.105,
1999-03,11857.942,
1999-04,6405.103,
1999-05,6718.972,
1999-06,5422.363,
1999-07,-7358.936,
1999-08,1639.469,
1999-09,7285.612,
1999-10,10135.482,
1999-11,-23.471,
1999-12,33979.553,
2000-01,3156.084,
2000-02,141351.675,
2000-03,26728.659,
2000-04,8278.143,
2000-05,11615.494,
2000-06,29064.649,
2000-07,8993.104,
2000-08,20210.174,
2000-09,23011.315,
2000-10,11394.206,
2000-11,4828.931,
2000-12,-32189.536,
2001-01,2556.013,
2001-02,18613.020,
2001-03,6251.775,
2001-04,4616.276,
2001-05,4265.048,
2001-06,5484.669,
2001-07,4454.324,
2001-08,-2037.279,
2001-09,12579.498,
2001-10,-721.471,
2001-11,-12958.259,
2001-12,20094.246,
2002-01,-271.381,
2002-02,4703.927,
2002-03,7206.054,
2002-04,9951.468,
2002-05,14814.034,
2002-06,-1093.022,
2002-07,-4970.531,
2002-08,2495.709,
2002-09,10504.265,
2002-10,2531.901,
2002-11,1963.584,
2002-12,6928.773,
2003-01,6317.438,
2003-02,3665.855,
2003-03,21141.713,
2003-04,2596.646,
2003-05,6991.602,
2003-06,6768.172,
2003-07,8847.349,
2003-08,756.315,
2003-09,7138.906,
2003-10,-11882.251,
2003-11,7191.670,
2003-12,121.928,
2004-01,-4574.292,
2004-02,-19362.789,
2004-03,3501.151,
2004-04,-3625.917,
2004-05,1117.121,
2004-06,3450.437,
2004-07,894.307,
2004-08,-6306.617,
2004-09,1820.606,
2004-10,-1993.194,
2004-11,-454.001,
2004-12,8909.262,
2005-01,-2808.651,
2005-02,3066.709,
2005-03,6348.565,
2005-04,276.602,
2005-05,1156.532,
2005-06,2877.668,
2005-07,-3884.272,
2005-08,-2288.677,
2005-09,8209.108,
2005-10,6884.267,
2005-11,24218.664,
2005-12,5298.400,
2006-01,-1436.880,
2006-02,6715.526,
2006-03,8515.656,
2006-04,-5729.040,
2006-05,13765.513,
2006-06,3896.024,
2006-07,-5743.404,
2006-08,4287.545,
2006-09,10716.039,
2006-10,4643.088,
2006-11,7934.607,
2006-12,21601.309,
2007-01,10484.339,
2007-02,-556.040,
2007-03,10603.917,
2007-04,-481.565,
2007-05,1975.594,
2007-06,9402.134,
2007-07,-260.358,
2007-08,1525.414,
2007-09,8950.327,
2007-10,4953.437,
2007-11,-5488.273,
2007-12,-2768.497,
2008-01,-2234.550,
2008-02,-2460.541,
2008-03,6534.218,
2008-04,7301.600,
2008-05,-196.659,
2008-06,2356.684,
2008-07,-5313.203,
2008-08,-190.070,
2008-09,13469.009,
2008-10,438.175,
2008-11,4696.802,
2008-12,-4049.675,
2009-01,1351.316,
2009-02,7626.039,
2009-03,1765.992,
2009-04,-58.067,
2009-05,4973.659,
2009-06,-1293.888,
2009-07,-1656.902,
2009-08,20.869,
2009-09,3798.255,
2009-10,2967.245,
2009-11,4556.172,
2009-12,15938.369,
2010-01,-4044.868,
2010-02,5811.130,
2010-03,6957.418,
2010-04,-1774.794,
2010-05,8127.937,
2010-06,-229.655,
2010-07,737.149,
2010-08,7472.027,
2010-09,14140.661,
2010-10,-1156.995,
2010-11,9847.765,
2010-12,18798.496,
2011-01,810.911,
2011-02,-731.570,
2011-03,5297.642,
2011-04,1786.016,
2011-05,5757.138,
2011-06,13310.321,
2011-07,1278.343,
2011-08,1693.903,
2011-09,16613.255,
2011-10,-3915.796,
2011-11,11987.664,
2011-12,9736.575,
2012-01,-4340.418,
2012-02,2142.717,
2012-03,10907.298,
2012-04,-6558.971,
2012-05,2015.197,
2012-06,11903.293,
2012-07,3969.924,
2012-08,-4188.277,
2012-09,2125.794,
2012-10,789.783,
2012-11,9840.731,
2012-12,10445.579,
2013-01,1866.774,
2013-02,-3220.875,
2013-03,8274.686,
2013-04,13587.506,
2013-05,550.115,
2013-06,1562.670,
2013-07,-1527.193,
2013-08,64.312,
2013-09,6392.737,
2013-10,3811.742,
2013-11,-2079.431,
2013-12,9353.923,
2014-01,-10264.256,
2014-02,8342.321,Provisional value
2014-03,3671.779,Provisional value
2014-04,-582.965,Provisional value
2014-05,3333.540,Provisional value
2014-06,4607.133,Provisional value
2014-07,-4464.902,Provisional value
2014-08,5387.092,Provisional value
2014-09,-7260.732,
2014-10,-1069.216,
2014-11,2335.698,
2014-12,-11042.703,Provisional value
