"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F81.T._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F81.T._T._X.N_FLAGS
2006-12,-1460.638,
2007-01,-1329.421,
2007-02,2316.398,
2007-03,1430.631,
2007-04,-419.426,
2007-05,9.570,
2007-06,1783.615,
2007-07,-1635.190,
2007-08,-1263.461,
2007-09,3653.198,
2007-10,108.637,
2007-11,2169.454,
2007-12,-2117.016,
2008-01,-964.574,
2008-02,1903.652,
2008-03,1915.043,
2008-04,2359.844,
2008-05,684.401,
2008-06,1424.992,
2008-07,182.330,
2008-08,-1268.853,
2008-09,1490.367,
2008-10,103.213,
2008-11,-848.107,
2008-12,-3871.078,
2009-01,-5362.156,
2009-02,1778.387,
2009-03,-426.524,
2009-04,-3837.990,
2009-05,2250.420,
2009-06,1992.236,
2009-07,-1138.516,
2009-08,-2762.013,
2009-09,2018.890,
2009-10,1859.775,
2009-11,1727.042,
2009-12,-3845.539,
2010-01,-6720.609,
2010-02,1044.676,
2010-03,4348.743,
2010-04,910.613,
2010-05,2136.543,
2010-06,1511.421,
2010-07,-810.854,
2010-08,-587.674,
2010-09,2142.337,
2010-10,2056.082,
2010-11,-445.753,
2010-12,-2963.666,
2011-01,577.152,
2011-02,3693.758,
2011-03,831.785,
2011-04,110.600,
2011-05,572.505,
2011-06,-578.842,
2011-07,-897.509,
2011-08,-2000.370,
2011-09,3101.804,
2011-10,910.673,
2011-11,1243.844,
2011-12,-1845.180,
2012-01,-2157.419,
2012-02,2085.794,
2012-03,3962.000,
2012-04,-2528.261,
2012-05,-935.254,
2012-06,3395.903,
2012-07,-1932.708,
2012-08,-3009.674,
2012-09,2540.732,
2012-10,-287.426,
2012-11,766.841,
2012-12,-4999.563,
2013-01,-250.000,
2013-02,831.000,
2013-03,4062.000,
2013-04,-650.000,
2013-05,-2308.000,
2013-06,3816.000,
2013-07,-5609.000,
2013-08,109.000,
2013-09,4508.000,
2013-10,1684.000,
2013-11,2124.000,
2013-12,-4266.000,
2014-01,-2137.000,
2014-02,927.000,Provisional value
2014-03,2079.000,Provisional value
2014-04,-911.000,Provisional value
2014-05,-350.000,Provisional value
2014-06,2066.000,Provisional value
2014-07,-2001.000,Provisional value
2014-08,1089.000,Provisional value
2014-09,1868.000,
2014-10,240.000,
2014-11,972.000,
2014-12,-2231.000,Provisional value
