"",BBEX3.D.NZD.EUR.BB.AC.000,BBEX3.D.NZD.EUR.BB.AC.000_FLAGS
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,1.7075,
2013-08-27,1.7136,
2013-08-28,1.7225,
2013-08-29,1.7062,
2013-08-30,1.7041,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,1.6900,
2013-09-03,1.6860,
2013-09-04,1.6698,
2013-09-05,1.6754,
2013-09-06,1.6505,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,1.6485,
2013-09-10,1.6432,
2013-09-11,1.6467,
2013-09-12,1.6334,
2013-09-13,1.6323,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,1.6267,
2013-09-17,1.6249,
2013-09-18,1.6242,
2013-09-19,1.6137,
2013-09-20,1.6153,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,1.6120,
2013-09-24,1.6261,
2013-09-25,1.6413,
2013-09-26,1.6266,
2013-09-27,1.6373,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,1.6296,
2013-10-01,1.6363,
2013-10-02,1.6410,
2013-10-03,1.6412,
2013-10-04,1.6366,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,1.6394,
2013-10-08,1.6303,
2013-10-09,1.6269,
2013-10-10,1.6395,
2013-10-11,1.6261,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,1.6228,
2013-10-15,1.6120,
2013-10-16,1.6122,
2013-10-17,1.6080,
2013-10-18,1.6125,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,1.6148,
2013-10-22,1.6166,
2013-10-23,1.6436,
2013-10-24,1.6503,
2013-10-25,1.6601,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,1.6621,
2013-10-29,1.6667,
2013-10-30,1.6632,
2013-10-31,1.6450,
2013-11-01,1.6343,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,1.6260,
2013-11-05,1.6192,
2013-11-06,1.6079,
2013-11-07,1.5945,
2013-11-08,1.6101,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,1.6262,
2013-11-12,1.6333,
2013-11-13,1.6283,
2013-11-14,1.6281,
2013-11-15,1.6216,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,1.6152,
2013-11-19,1.6195,
2013-11-20,1.6275,
2013-11-21,1.6393,
2013-11-22,1.6575,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,1.6458,
2013-11-26,1.6528,
2013-11-27,1.6638,
2013-11-28,1.6668,
2013-11-29,1.6698,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,1.6507,
2013-12-03,1.6457,
2013-12-04,1.6585,
2013-12-05,1.6565,
2013-12-06,1.6663,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,1.6587,
2013-12-10,1.6529,
2013-12-11,1.6701,
2013-12-12,1.6562,
2013-12-13,1.6691,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,1.6673,
2013-12-17,1.6626,
2013-12-18,1.6660,
2013-12-19,1.6715,
2013-12-20,1.6725,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,1.6697,
2013-12-24,1.6715,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,1.6893,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,1.6866,
2013-12-31,1.6762,
2014-01-01,.,No value available
2014-01-02,1.6754,
2014-01-03,1.6434,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,1.6431,
2014-01-07,1.6455,
2014-01-08,1.6373,
2014-01-09,1.6495,
2014-01-10,1.6527,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,1.6328,
2014-01-14,1.6243,
2014-01-15,1.6280,
2014-01-16,1.6375,
2014-01-17,1.6443,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,1.6405,
2014-01-21,1.6290,
2014-01-22,1.6268,
2014-01-23,1.6425,
2014-01-24,1.6559,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,1.6561,
2014-01-28,1.6514,
2014-01-29,1.6436,
2014-01-30,1.6624,
2014-01-31,1.6682,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,1.6643,
2014-02-04,1.6570,
2014-02-05,1.6469,
2014-02-06,1.6392,
2014-02-07,1.6462,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,1.6488,
2014-02-11,1.6416,
2014-02-12,1.6277,
2014-02-13,1.6399,
2014-02-14,1.6379,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,1.6381,
2014-02-18,1.6522,
2014-02-19,1.6515,
2014-02-20,1.6555,
2014-02-21,1.6558,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,1.6558,
2014-02-25,1.6508,
2014-02-26,1.6500,
2014-02-27,1.6319,
2014-02-28,1.6400,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,1.6446,
2014-03-04,1.6411,
2014-03-05,1.6320,
2014-03-06,1.6206,
2014-03-07,1.6341,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,1.6407,
2014-03-11,1.6319,
2014-03-12,1.6416,
2014-03-13,1.6238,
2014-03-14,1.6270,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,1.6235,
2014-03-18,1.6138,
2014-03-19,1.6142,
2014-03-20,1.6159,
2014-03-21,1.6146,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,1.6118,
2014-03-25,1.6138,
2014-03-26,1.6018,
2014-03-27,1.5895,
2014-03-28,1.5863,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,1.5952,
2014-04-01,1.5903,
2014-04-02,1.6091,
2014-04-03,1.6149,
2014-04-04,1.6025,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,1.5983,
2014-04-08,1.5885,
2014-04-09,1.5890,
2014-04-10,1.5944,
2014-04-11,1.6003,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,1.5962,
2014-04-15,1.5932,
2014-04-16,1.6098,
2014-04-17,1.6093,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,1.6057,
2014-04-23,1.6125,
2014-04-24,1.6126,
2014-04-25,1.6106,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,1.6220,
2014-04-29,1.6191,
2014-04-30,1.6187,
2014-05-01,.,No value available
2014-05-02,1.6026,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,1.5996,
2014-05-06,1.5909,
2014-05-07,1.6035,
2014-05-08,1.6122,
2014-05-09,1.5957,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,1.5955,
2014-05-13,1.5850,
2014-05-14,1.5827,
2014-05-15,1.5786,
2014-05-16,1.5862,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,1.5872,
2014-05-20,1.5978,
2014-05-21,1.5968,
2014-05-22,1.5963,
2014-05-23,1.5957,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,1.5955,
2014-05-27,1.5954,
2014-05-28,1.6039,
2014-05-29,1.6034,
2014-05-30,1.6057,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,1.6073,
2014-06-03,1.6122,
2014-06-04,1.6199,
2014-06-05,1.6068,
2014-06-06,1.6009,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,1.5990,
2014-06-10,1.5909,
2014-06-11,1.5831,
2014-06-12,1.5591,
2014-06-13,1.5634,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,1.5611,
2014-06-17,1.5651,
2014-06-18,1.5646,
2014-06-19,1.5622,
2014-06-20,1.5623,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,1.5573,
2014-06-24,1.5639,
2014-06-25,1.5652,
2014-06-26,1.5531,
2014-06-27,1.5542,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,1.5626,
2014-07-01,1.5624,
2014-07-02,1.5568,
2014-07-03,1.5563,
2014-07-04,1.5548,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,1.5547,
2014-07-08,1.5480,
2014-07-09,1.5466,
2014-07-10,1.5451,
2014-07-11,1.5417,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,1.5457,
2014-07-15,1.5465,
2014-07-16,1.5548,
2014-07-17,1.5569,
2014-07-18,1.5580,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,1.5553,
2014-07-22,1.5564,
2014-07-23,1.5501,
2014-07-24,1.5679,
2014-07-25,1.5728,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,1.5703,
2014-07-29,1.5776,
2014-07-30,1.5746,
2014-07-31,1.5761,
2014-08-01,1.5801,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,1.5771,
2014-08-05,1.5726,
2014-08-06,1.5795,
2014-08-07,1.5783,
2014-08-08,1.5791,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,1.5820,
2014-08-12,1.5835,
2014-08-13,1.5825,
2014-08-14,1.5730,
2014-08-15,1.5755,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,1.5766,
2014-08-19,1.5787,
2014-08-20,1.5836,
2014-08-21,1.5829,
2014-08-22,1.5767,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,1.5787,
2014-08-26,1.5830,
2014-08-27,1.5735,
2014-08-28,1.5717,
2014-08-29,1.5752,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,1.5660,
2014-09-02,1.5746,
2014-09-03,1.5802,
2014-09-04,1.5665,
2014-09-05,1.5613,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,1.5590,
2014-09-09,1.5580,
2014-09-10,1.5724,
2014-09-11,1.5794,
2014-09-12,1.5835,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,1.5812,
2014-09-16,1.5866,
2014-09-17,1.5857,
2014-09-18,1.5882,
2014-09-19,1.5784,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,1.5826,
2014-09-23,1.5882,
2014-09-24,1.5908,
2014-09-25,1.6006,
2014-09-26,1.6110,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,1.6351,
2014-09-30,1.6209,
2014-10-01,1.6171,
2014-10-02,1.6051,
2014-10-03,1.6054,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,1.6104,
2014-10-07,1.6102,
2014-10-08,1.6210,
2014-10-09,1.6081,
2014-10-10,1.6166,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,1.6107,
2014-10-14,1.6085,
2014-10-15,1.6150,
2014-10-16,1.6117,
2014-10-17,1.6140,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,1.6053,
2014-10-21,1.5965,
2014-10-22,1.5916,
2014-10-23,1.6115,
2014-10-24,1.6116,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,1.6105,
2014-10-28,1.6039,
2014-10-29,1.6035,
2014-10-30,1.6134,
2014-10-31,1.6045,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,1.6131,
2014-11-04,1.6144,
2014-11-05,1.6135,
2014-11-06,1.6170,
2014-11-07,1.6096,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,1.6020,
2014-11-11,1.6008,
2014-11-12,1.5857,
2014-11-13,1.5766,
2014-11-14,1.5829,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,1.5775,
2014-11-18,1.5707,
2014-11-19,1.5949,
2014-11-20,1.5964,
2014-11-21,1.5681,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,1.5772,
2014-11-25,1.5958,
2014-11-26,1.5921,
2014-11-27,1.5807,
2014-11-28,1.5879,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,1.5838,
2014-12-02,1.5884,
2014-12-03,1.5884,
2014-12-04,1.5888,
2014-12-05,1.5928,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,1.6037,
2014-12-09,1.6102,
2014-12-10,1.6034,
2014-12-11,1.5892,
2014-12-12,1.5946,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,1.6062,
2014-12-16,1.6050,
2014-12-17,1.6073,
2014-12-18,1.5861,
2014-12-19,1.5789,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,1.5803,
2014-12-23,1.5772,
2014-12-24,1.5807,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,1.5644,
2014-12-30,1.5536,
2014-12-31,1.5525,
2015-01-01,.,No value available
2015-01-02,1.5609,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,1.5515,
2015-01-06,1.5378,
2015-01-07,1.5275,
2015-01-08,1.5113,
2015-01-09,1.5115,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,1.5222,
2015-01-13,1.5215,
2015-01-14,1.5250,
2015-01-15,1.4883,
2015-01-16,1.4871,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,1.4914,
2015-01-20,1.5014,
2015-01-21,1.5124,
2015-01-22,1.5344,
2015-01-23,1.5032,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,1.5128,
2015-01-27,1.5199,
2015-01-28,1.5157,
2015-01-29,1.5552,
2015-01-30,1.5568,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,1.5562,
2015-02-03,1.5742,
2015-02-04,1.5486,
2015-02-05,1.5428,
2015-02-06,1.5414,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,1.5203,
2015-02-10,1.5266,
2015-02-11,1.5272,
2015-02-12,1.5373,
2015-02-13,1.5312,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,1.5193,
2015-02-17,1.5141,
2015-02-18,1.5147,
2015-02-19,1.5148,
2015-02-20,1.4960,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,1.5041,
2015-02-24,1.5225,
2015-02-25,1.5031,
2015-02-26,1.4919,
2015-02-27,1.4849,
"","General: The ECB publishes daily euro foreign exchange reference rates, which are calculated on the basis of the concertation between central banks at 14.15.",
"",Source: European Central Bank (ECB).,
