"",BBDE1.M.DE.W.AEB1.A2P320000.F.V.I10.A,BBDE1.M.DE.W.AEB1.A2P320000.F.V.I10.A_FLAGS
1999-12,87.6,
2000-01,87.3,
2000-02,93.9,
2000-03,102.5,
2000-04,101.4,
2000-05,96.3,
2000-06,104.9,
2000-07,100.6,
2000-08,91.0,
2000-09,100.6,
2000-10,98.0,
2000-11,102.0,
2000-12,96.1,
2001-01,94.7,
2001-02,97.7,
2001-03,109.3,
2001-04,97.5,
2001-05,94.0,
2001-06,96.5,
2001-07,96.6,
2001-08,91.1,
2001-09,96.4,
2001-10,92.9,
2001-11,93.6,
2001-12,93.7,
2002-01,90.7,
2002-02,89.2,
2002-03,99.6,
2002-04,92.5,
2002-05,89.2,
2002-06,96.0,
2002-07,94.5,
2002-08,88.2,
2002-09,95.0,
2002-10,93.6,
2002-11,94.9,
2002-12,90.9,
2003-01,91.3,
2003-02,95.9,
2003-03,98.6,
2003-04,91.6,
2003-05,91.5,
2003-06,95.1,
2003-07,93.6,
2003-08,83.8,
2003-09,98.2,
2003-10,97.6,
2003-11,99.1,
2003-12,93.3,
2004-01,92.4,
2004-02,97.3,
2004-03,105.7,
2004-04,98.3,
2004-05,94.0,
2004-06,99.2,
2004-07,98.0,
2004-08,88.7,
2004-09,99.1,
2004-10,102.5,
2004-11,98.5,
2004-12,108.8,
2005-01,94.6,
2005-02,94.8,
2005-03,109.1,
2005-04,99.1,
2005-05,96.3,
2005-06,107.8,
2005-07,102.2,
2005-08,94.3,
2005-09,106.0,
2005-10,105.2,
2005-11,107.4,
2005-12,98.8,
2006-01,100.5,
2006-02,101.2,
2006-03,114.2,
2006-04,104.0,
2006-05,107.0,
2006-06,107.3,
2006-07,107.7,
2006-08,104.6,
2006-09,121.8,
2006-10,111.4,
2006-11,112.5,
2006-12,106.6,
2007-01,110.2,
2007-02,113.5,
2007-03,128.5,
2007-04,114.8,
2007-05,115.8,
2007-06,123.7,
2007-07,118.4,
2007-08,106.5,
2007-09,117.6,
2007-10,122.3,
2007-11,123.4,
2007-12,118.6,
2008-01,115.0,
2008-02,116.6,
2008-03,127.8,
2008-04,119.7,
2008-05,111.1,
2008-06,115.4,
2008-07,110.0,
2008-08,105.6,
2008-09,110.5,
2008-10,101.8,
2008-11,93.7,
2008-12,84.7,
2009-01,86.1,
2009-02,82.8,
2009-03,95.4,
2009-04,82.5,
2009-05,86.7,
2009-06,87.4,
2009-07,98.3,
2009-08,85.5,
2009-09,89.8,
2009-10,87.3,
2009-11,90.1,
2009-12,84.2,
2010-01,90.9,
2010-02,89.4,
2010-03,105.9,
2010-04,97.2,
2010-05,97.2,
2010-06,102.8,
2010-07,99.0,
2010-08,92.9,
2010-09,103.8,
2010-10,104.4,
2010-11,109.4,
2010-12,100.7,
2011-01,104.6,
2011-02,111.2,
2011-03,117.5,
2011-04,107.8,
2011-05,128.8,
2011-06,113.4,
2011-07,112.6,
2011-08,101.2,
2011-09,108.9,
2011-10,107.0,
2011-11,111.4,
2011-12,105.4,
2012-01,103.5,
2012-02,105.4,
2012-03,121.3,
2012-04,106.9,
2012-05,105.1,
2012-06,108.5,
2012-07,107.0,
2012-08,94.4,
2012-09,103.6,
2012-10,103.4,
2012-11,105.1,
2012-12,100.4,
2013-01,101.4,
2013-02,105.4,
2013-03,119.3,
2013-04,104.7,
2013-05,99.7,
2013-06,112.2,
2013-07,109.5,
2013-08,103.6,
2013-09,111.2,
2013-10,107.2,
2013-11,114.6,
2013-12,101.7,
2014-01,106.5,
2014-02,109.4,
2014-03,125.3,
2014-04,112.3,
2014-05,107.8,
2014-06,109.4,
2014-07,112.3,
2014-08,101.2,
2014-09,106.9,
2014-10,115.9,
2014-11,111.9,
2014-12,106.7,Provisional value
