"",BBDE1.M.DE.Y.AEA1.P2XF02000.B2.C.I10.A,BBDE1.M.DE.Y.AEA1.P2XF02000.B2.C.I10.A_FLAGS
2005-06,105.3,
2005-07,101.1,
2005-08,95.6,
2005-09,112.2,
2005-10,104.8,
2005-11,111.0,
2005-12,121.9,
2006-01,103.4,
2006-02,111.8,
2006-03,108.4,
2006-04,113.2,
2006-05,113.0,
2006-06,106.1,
2006-07,112.0,
2006-08,108.8,
2006-09,109.3,
2006-10,109.2,
2006-11,109.1,
2006-12,110.3,
2007-01,114.6,
2007-02,107.9,
2007-03,117.3,
2007-04,114.6,
2007-05,115.0,
2007-06,107.3,
2007-07,120.4,
2007-08,101.1,
2007-09,103.3,
2007-10,120.4,
2007-11,101.1,
2007-12,109.8,
2008-01,129.6,
2008-02,108.8,
2008-03,112.7,
2008-04,120.6,
2008-05,103.2,
2008-06,111.3,
2008-07,106.2,
2008-08,102.0,
2008-09,114.4,
2008-10,102.1,
2008-11,101.6,
2008-12,100.1,
2009-01,92.2,
2009-02,85.1,
2009-03,91.5,
2009-04,92.5,
2009-05,96.5,
2009-06,89.0,
2009-07,96.2,
2009-08,100.6,
2009-09,98.8,
2009-10,97.5,
2009-11,99.7,
2009-12,100.1,
2010-01,89.3,
2010-02,100.1,
2010-03,102.5,
2010-04,102.3,
2010-05,96.9,
2010-06,99.3,
2010-07,102.1,
2010-08,107.0,
2010-09,100.4,
2010-10,102.4,
2010-11,98.0,
2010-12,94.5,
2011-01,104.2,
2011-02,112.0,
2011-03,108.6,
2011-04,105.4,
2011-05,117.2,
2011-06,107.4,
2011-07,104.9,
2011-08,108.1,
2011-09,105.8,
2011-10,109.6,
2011-11,116.5,
2011-12,110.1,
2012-01,116.2,
2012-02,116.7,
2012-03,124.8,
2012-04,117.1,
2012-05,108.2,
2012-06,111.0,
2012-07,109.2,
2012-08,127.2,
2012-09,113.0,
2012-10,123.0,
2012-11,107.4,
2012-12,110.5,
2013-01,112.7,
2013-02,113.0,
2013-03,111.0,
2013-04,118.1,
2013-05,121.5,
2013-06,126.0,
2013-07,123.0,
2013-08,110.7,
2013-09,117.2,
2013-10,118.0,
2013-11,124.7,
2013-12,121.0,
2014-01,129.9,
2014-02,123.6,
2014-03,119.6,
2014-04,118.1,
2014-05,115.9,
2014-06,110.3,
2014-07,119.7,
2014-08,107.4,
2014-09,111.4,
2014-10,116.8,
2014-11,116.1,
2014-12,121.6,
