"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC12._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC12._Z._Z._Z._T._X.N_FLAGS
2004-02,485.951,
2004-03,535.666,
2004-04,534.591,
2004-05,529.836,
2004-06,563.148,
2004-07,591.516,
2004-08,570.568,
2004-09,611.778,
2004-10,659.350,
2004-11,658.516,
2004-12,591.987,
2005-01,464.232,
2005-02,424.952,
2005-03,444.598,
2005-04,447.769,
2005-05,467.054,
2005-06,465.161,
2005-07,402.555,
2005-08,473.909,
2005-09,485.656,
2005-10,491.937,
2005-11,486.466,
2005-12,450.990,
2006-01,474.449,
2006-02,501.933,
2006-03,558.179,
2006-04,480.143,
2006-05,511.264,
2006-06,457.583,
2006-07,525.118,
2006-08,546.428,
2006-09,500.957,
2006-10,548.449,
2006-11,496.638,
2006-12,502.747,
2007-01,506.966,
2007-02,527.832,
2007-03,461.035,
2007-04,531.709,
2007-05,515.635,
2007-06,508.549,
2007-07,515.922,
2007-08,588.558,
2007-09,516.624,
2007-10,589.730,
2007-11,562.095,
2007-12,600.258,
2008-01,594.746,
2008-02,558.571,
2008-03,553.769,
2008-04,544.219,
2008-05,541.081,
2008-06,500.678,
2008-07,592.902,
2008-08,550.077,
2008-09,538.825,
2008-10,466.644,
2008-11,448.881,
2008-12,550.166,
2009-01,282.953,
2009-02,256.578,
2009-03,207.985,
2009-04,209.745,
2009-05,208.151,
2009-06,206.325,
2009-07,237.943,
2009-08,260.974,
2009-09,294.855,
2009-10,262.402,
2009-11,291.891,
2009-12,326.336,
2010-01,378.593,
2010-02,368.724,
2010-03,537.216,
2010-04,470.403,
2010-05,492.893,
2010-06,553.208,
2010-07,513.690,
2010-08,509.293,
2010-09,456.182,
2010-10,449.295,
2010-11,477.136,
2010-12,438.119,
2011-01,433.112,
2011-02,465.455,
2011-03,413.587,
2011-04,460.858,
2011-05,460.268,
2011-06,464.445,
2011-07,447.903,
2011-08,453.372,
2011-09,458.332,
2011-10,428.877,
2011-11,464.941,
2011-12,375.452,
2012-01,463.557,
2012-02,442.276,
2012-03,511.003,
2012-04,491.789,
2012-05,599.276,
2012-06,560.694,
2012-07,596.790,
2012-08,566.876,
2012-09,491.452,
2012-10,539.806,
2012-11,506.598,
2012-12,477.292,
2013-01,572.446,
2013-02,483.689,
2013-03,536.317,
2013-04,515.702,
2013-05,512.942,
2013-06,543.138,
2013-07,567.252,
2013-08,310.690,
2013-09,536.050,
2013-10,574.263,
2013-11,595.336,
2013-12,523.377,
2014-01,590.715,
2014-02,568.720,Provisional value
2014-03,606.563,Provisional value
2014-04,570.505,Provisional value
2014-05,584.669,Provisional value
2014-06,585.417,Provisional value
2014-07,594.234,Provisional value
2014-08,579.161,Provisional value
2014-09,614.666,
2014-10,673.309,
2014-11,602.028,
2014-12,562.287,Provisional value
