"",BBK01.TS5303O,BBK01.TS5303O_FLAGS
2001-08,69.53586,
2001-09,70.30052,
2001-10,70.56484,
2001-11,70.56021,
2001-12,70.08083,
2002-01,66.96626,
2002-02,66.82938,
2002-03,67.09207,
2002-04,67.22495,
2002-05,67.89671,
2002-06,68.35021,
2002-07,68.51814,
2002-08,68.62369,
2002-09,68.97917,
2002-10,69.67167,
2002-11,70.20500,
2002-12,71.21138,
2003-01,71.05946,
2003-02,72.23407,
2003-03,72.23869,
2003-04,72.54905,
2003-05,73.11170,
2003-06,73.54724,
2003-07,73.21275,
2003-08,73.25821,
2003-09,73.12978,
2003-10,73.42336,
2003-11,73.95722,
2003-12,74.12296,
2004-01,74.01161,
2004-02,74.16289,
2004-03,74.37961,
2004-04,74.28179,
2004-05,74.40411,
2004-06,74.23756,
2004-07,74.46118,
2004-08,74.58879,
2004-09,74.76756,
2004-10,74.84957,
2004-11,74.98425,
2004-12,74.83568,
2005-01,75.72075,
2005-02,75.91518,
2005-03,75.58383,
2005-04,76.04202,
2005-05,76.37605,
2005-06,76.82113,
2005-07,77.27919,
2005-08,77.70495,
2005-09,77.66700,
2005-10,78.16244,
2005-11,77.98029,
2005-12,78.09791,
2006-01,78.57501,
2006-02,78.57781,
2006-03,79.48267,
2006-04,80.21160,
2006-05,80.37458,
2006-06,80.64081,
2006-07,80.38043,
2006-08,80.63556,
2006-09,80.88852,
2006-10,80.60559,
2006-11,81.02728,
2006-12,81.93258,
2007-01,82.58137,
2007-02,82.90168,
2007-03,83.81270,
2007-04,84.08052,
2007-05,84.48171,
2007-06,85.67014,
2007-07,86.41849,
2007-08,86.94895,
2007-09,87.93645,
2007-10,87.91624,
2007-11,89.53665,
2007-12,90.97088,
2008-01,92.18135,
2008-02,93.06240,
2008-03,93.63193,
2008-04,94.25696,
2008-05,94.61369,
2008-06,95.03522,
2008-07,95.62930,
2008-08,95.88850,
2008-09,96.37411,
2008-10,98.32451,
2008-11,99.44094,
2008-12,99.42131,
2009-01,100.53828,
2009-02,100.99581,
2009-03,100.21102,
2009-04,101.06670,
2009-05,100.43236,
2009-06,99.57847,
2009-07,99.01565,
2009-08,98.08291,
2009-09,98.15592,
2009-10,98.12467,
2009-11,97.66625,
2009-12,97.88437,
2010-01,98.35885,
2010-02,98.50213,
2010-03,98.11967,
2010-04,99.66490,
2010-05,99.99179,
2010-06,100.39719,
2010-07,100.33368,
2010-08,100.58630,
2010-09,101.00840,
2010-10,100.88979,
2010-11,101.32338,
2010-12,101.65657,
2011-01,102.79103,
2011-02,102.43345,
2011-03,103.15218,
2011-04,103.71509,
2011-05,103.94116,
2011-06,104.61834,
2011-07,105.04720,
2011-08,105.84772,
2011-09,106.47715,
2011-10,106.26615,
2011-11,106.84796,
2011-12,107.17794,
2012-01,108.01778,
2012-02,108.78894,
2012-03,109.47191,
2012-04,109.56805,
2012-05,110.25176,
2012-06,111.77807,
2012-07,113.15735,
2012-08,113.26211,
2012-09,113.74976,
2012-10,115.70772,
2012-11,115.81731,
2012-12,114.64731,
2013-01,114.81201,
2013-02,114.85123,
2013-03,114.90712,
2013-04,116.13440,
2013-05,116.15772,
2013-06,116.02819,
2013-07,116.60625,
2013-08,116.82068,
2013-09,117.04061,
2013-10,118.06099,
2013-11,117.47839,
2013-12,117.71029,
2014-01,118.41927,
2014-02,119.36931,
2014-03,119.36302,
2014-04,120.46205,
2014-05,121.19192,
2014-06,121.30426,
2014-07,121.68504,
2014-08,122.40902,
2014-09,122.33700,
2014-10,122.52432,
2014-11,123.20104,
2014-12,122.81483,Provisional value
2015-01,124.95519,
"",General: 1 Statistical changes have been eliminated.,
