"",BBFN1.M.DE.N.1.A.W1.S1P.H1.T.NV00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H1.T.NV00.Z01.BGA.X001.D_FLAGS
1984-03,15.609,
1984-04,15.494,
1984-05,15.481,
1984-06,14.867,
1984-07,15.056,
1984-08,15.126,
1984-09,15.782,
1984-10,16.598,
1984-11,16.946,
1984-12,16.407,
1985-01,16.749,
1985-02,17.261,
1985-03,17.657,
1985-04,17.950,
1985-05,17.734,
1985-06,17.792,
1985-07,17.237,
1985-08,16.094,
1985-09,16.947,
1985-10,18.280,
1985-11,18.291,
1985-12,17.471,
1986-01,17.317,
1986-02,17.581,
1986-03,17.612,
1986-04,18.320,
1986-05,18.401,
1986-06,19.034,
1986-07,18.292,
1986-08,17.217,
1986-09,18.000,
1986-10,18.457,
1986-11,18.600,
1986-12,17.981,
1987-01,16.855,
1987-02,17.354,
1987-03,17.977,
1987-04,17.892,
1987-05,18.291,
1987-06,18.009,
1987-07,17.672,
1987-08,17.164,
1987-09,18.526,
1987-10,19.096,
1987-11,19.143,
1987-12,18.261,
1988-01,18.184,
1988-02,18.900,
1988-03,19.492,
1988-04,19.572,
1988-05,19.288,
1988-06,19.870,
1988-07,19.613,
1988-08,19.206,
1988-09,20.342,
1988-10,21.402,
1988-11,21.382,
1988-12,19.994,
1989-01,20.177,
1989-02,20.976,
1989-03,21.432,
1989-04,21.561,
1989-05,21.530,
1989-06,22.203,
1989-07,21.748,
1989-08,21.316,
1989-09,22.595,
1989-10,23.205,
1989-11,23.712,
1989-12,22.287,
1990-01,22.535,
1990-02,22.571,
1990-03,23.301,
1990-04,23.271,
1990-05,23.635,
1990-06,23.768,
1990-07,23.355,
1990-08,23.223,
1990-09,23.741,
1990-10,24.643,
1990-11,24.027,
1990-12,22.060,
1991-01,22.659,
1991-02,22.912,
1991-03,23.700,
1991-04,24.357,
1991-05,23.940,
1991-06,24.769,
1991-07,24.000,
1991-08,23.537,
1991-09,24.245,
1991-10,24.668,
1991-11,23.725,
1991-12,21.789,
1992-01,22.677,
1992-02,23.321,
1992-03,24.323,
1992-04,24.667,
1992-05,24.307,
1992-06,25.172,
1992-07,24.988,
1992-08,24.064,
1992-09,25.037,
1992-10,25.370,
1992-11,24.577,
1992-12,23.389,
1993-01,22.485,
1993-02,23.383,
1993-03,24.412,
1993-04,24.282,
1993-05,23.656,
1993-06,24.129,
1993-07,22.974,
1993-08,22.483,
1993-09,23.795,
1993-10,23.490,
1993-11,23.585,
1993-12,23.403,
1994-01,24.218,
1994-02,25.003,
1994-03,25.134,
1994-04,25.305,
1994-05,25.644,
1994-06,25.906,
1994-07,27.107,
1994-08,27.017,
1994-09,28.544,
1994-10,29.203,
1994-11,30.087,
1994-12,29.161,
1995-01,28.994,
1995-02,28.694,
1995-03,30.253,
1995-04,29.773,
1995-05,30.284,
1995-06,30.802,
1995-07,30.238,
1995-08,29.622,
1995-09,30.912,
1995-10,30.207,
1995-11,30.657,
1995-12,29.925,
1996-01,29.870,
1996-02,29.818,
1996-03,30.837,
1996-04,30.897,
1996-05,31.150,
1996-06,31.641,
1996-07,31.896,
1996-08,30.479,
1996-09,31.739,
1996-10,32.459,
1996-11,33.868,
1996-12,33.506,
1997-01,33.365,
1997-02,33.279,
1997-03,34.529,
1997-04,35.257,
1997-05,34.256,
1997-06,35.425,
1997-07,35.552,
1997-08,33.637,
1997-09,36.588,
1997-10,37.894,
1997-11,38.306,
1997-12,37.221,
1998-01,37.378,
1998-02,38.388,
1998-03,39.615,
1998-04,39.804,
1998-05,39.698,
1998-06,39.524,
1998-07,39.716,
1998-08,37.943,
1998-09,39.508,
1998-10,39.974,
1998-11,40.538,
1998-12,39.315,
1999-01,38.479,
1999-02,39.388,
1999-03,41.405,
1999-04,40.770,
1999-05,41.682,
1999-06,43.315,
1999-07,42.546,
1999-08,42.065,
1999-09,43.528,
1999-10,45.614,
1999-11,46.737,
1999-12,46.296,
2000-01,46.696,
2000-02,47.716,
2000-03,50.026,
2000-04,49.293,
2000-05,50.351,
2000-06,50.883,
2000-07,50.607,
2000-08,50.071,
2000-09,52.418,
2000-10,53.415,
2000-11,54.483,
2000-12,53.455,
2001-01,53.535,
2001-02,52.780,
2001-03,54.907,
2001-04,53.386,
2001-05,54.362,
2001-06,55.754,
2001-07,54.745,
2001-08,53.034,
2001-09,54.513,
2001-10,56.032,
2001-11,55.939,
2001-12,52.727,
2002-01,52.448,
2002-02,51.758,
2002-03,51.749,
2002-04,52.802,
2002-05,52.395,
2002-06,54.083,
2002-07,53.664,
2002-08,50.920,
2002-09,53.159,
2002-10,55.237,
2002-11,54.658,
2002-12,52.484,
2003-01,52.873,
2003-02,51.371,
2003-03,53.451,
2003-04,53.774,
2003-05,51.423,
2003-06,52.261,
2003-07,52.215,
2003-08,50.088,
2003-09,51.532,
2003-10,52.923,
2003-11,54.162,
2003-12,52.468,
2004-01,50.360,
2004-02,51.134,
2004-03,54.302,
2004-04,53.136,
2004-05,52.883,
2004-06,56.341,
2004-07,54.754,
2004-08,52.340,
2004-09,55.268,
2004-10,55.835,
2004-11,57.881,
2004-12,54.198,
2005-01,54.038,
2005-02,53.907,
2005-03,57.148,
2005-04,55.417,
2005-05,55.479,
2005-06,57.890,
2005-07,57.251,
2005-08,56.145,
2005-09,59.915,
2005-10,60.114,
2005-11,61.496,
2005-12,60.322,
2006-01,61.751,
2006-02,60.962,
2006-03,64.454,
2006-04,62.201,
2006-05,63.476,
2006-06,64.825,
2006-07,62.430,
2006-08,61.134,
2006-09,64.485,
2006-10,64.684,
2006-11,67.329,
2006-12,64.986,
2007-01,66.792,
2007-02,66.925,
2007-03,70.202,
2007-04,67.154,
2007-05,67.830,
2007-06,69.935,
2007-07,68.248,
2007-08,66.684,
2007-09,69.176,
2007-10,70.826,
2007-11,72.435,
2007-12,67.998,
2008-01,67.979,
2008-02,70.664,
2008-03,72.384,
2008-04,72.453,
2008-05,72.396,
2008-06,74.058,
2008-07,71.742,
2008-08,68.968,
2008-09,72.319,
2008-10,73.196,
2008-11,73.445,
2008-12,68.684,
2009-01,66.488,
2009-02,64.668,
2009-03,65.705,
2009-04,63.004,
2009-05,62.687,
2009-06,64.841,
2009-07,64.471,
2009-08,61.809,
2009-09,63.831,
2009-10,64.313,
2009-11,66.541,
2009-12,63.824,
2010-01,62.141,
2010-02,64.018,
2010-03,69.340,
2010-04,67.434,
2010-05,68.745,
2010-06,72.419,
2010-07,70.227,
2010-08,67.435,
2010-09,72.323,
2010-10,72.637,
2010-11,74.420,
2010-12,73.745,
2011-01,71.681,
2011-02,75.032,
2011-03,77.681,
2011-04,76.700,
2011-05,78.139,
2011-06,79.984,
2011-07,78.629,
2011-08,76.708,
2011-09,81.988,
2011-10,82.513,
2011-11,83.122,
2011-12,81.180,
2012-01,81.085,
2012-02,83.114,
2012-03,86.211,
2012-04,84.037,
2012-05,85.127,
2012-06,89.215,
2012-07,88.424,
2012-08,85.436,
2012-09,87.761,
2012-10,87.723,
2012-11,90.892,
2012-12,86.705,
2013-01,83.957,
2013-02,86.357,
2013-03,88.444,
2013-04,87.078,
2013-05,84.087,
2013-06,87.516,
2013-07,84.250,
2013-08,84.294,
2013-09,88.278,
2013-10,87.104,
2013-11,90.687,
2013-12,89.543,
2014-01,84.716,
2014-02,86.277,
2014-03,90.478,
2014-04,89.153,
2014-05,86.984,
2014-06,90.943,
2014-07,90.233,
2014-08,87.239,
2014-09,92.628,
2014-10,92.991,
2014-11,94.308,
2014-12,92.027,
