"",BBEE1.D.I8.AAA.XZE021.A.AABAN.M00,BBEE1.D.I8.AAA.XZE021.A.AABAN.M00_FLAGS
2003-10-19,.,No value available
2003-10-20,108.1683,
2003-10-21,108.2023,
2003-10-22,108.5273,
2003-10-23,109.1246,
2003-10-24,109.1016,
2003-10-25,.,No value available
2003-10-26,.,No value available
2003-10-27,108.8246,
2003-10-28,108.3328,
2003-10-29,108.1929,
2003-10-30,108.4764,
2003-10-31,107.9621,
2003-11-01,.,No value available
2003-11-02,.,No value available
2003-11-03,107.8225,
2003-11-04,107.1783,
2003-11-05,107.0395,
2003-11-06,106.9716,
2003-11-07,106.9503,
2003-11-08,.,No value available
2003-11-09,.,No value available
2003-11-10,107.0699,
2003-11-11,.,No value available
2003-11-12,107.8798,
2003-11-13,108.2819,
2003-11-14,108.8045,
2003-11-15,.,No value available
2003-11-16,.,No value available
2003-11-17,109.0930,
2003-11-18,108.9267,
2003-11-19,109.6785,
2003-11-20,109.7239,
2003-11-21,109.6198,
2003-11-22,.,No value available
2003-11-23,.,No value available
2003-11-24,109.2254,
2003-11-25,109.0052,
2003-11-26,109.3520,
2003-11-27,.,No value available
2003-11-28,110.3332,
2003-11-29,.,No value available
2003-11-30,.,No value available
2003-12-01,110.3238,
2003-12-02,110.2723,
2003-12-03,110.8741,
2003-12-04,110.6574,
2003-12-05,110.7367,
2003-12-06,.,No value available
2003-12-07,.,No value available
2003-12-08,.,No value available
2003-12-09,111.4896,
2003-12-10,111.3740,
2003-12-11,111.0709,
2003-12-12,111.4433,
2003-12-13,.,No value available
2003-12-14,.,No value available
2003-12-15,111.3582,
2003-12-16,112.0653,
2003-12-17,112.0397,
2003-12-18,112.4223,
2003-12-19,112.5561,
2003-12-20,.,No value available
2003-12-21,.,No value available
2003-12-22,112.7330,
2003-12-23,112.4582,
2003-12-24,112.4647,
2003-12-25,.,No value available
2003-12-26,.,No value available
2003-12-27,.,No value available
2003-12-28,.,No value available
2003-12-29,112.8036,
2003-12-30,112.8509,
2003-12-31,113.5699,
2004-01-01,.,No value available
2004-01-02,113.3864,
2004-01-03,.,No value available
2004-01-04,.,No value available
2004-01-05,113.3810,
2004-01-06,113.8694,
2004-01-07,113.4157,
2004-01-08,113.0850,
2004-01-09,113.7412,
2004-01-10,.,No value available
2004-01-11,.,No value available
2004-01-12,114.0157,
2004-01-13,113.5613,
2004-01-14,113.3524,
2004-01-15,113.1377,
2004-01-16,112.3009,
2004-01-17,.,No value available
2004-01-18,.,No value available
2004-01-19,.,No value available
2004-01-20,112.7497,
2004-01-21,112.9693,
2004-01-22,113.2512,
2004-01-23,113.2936,
2004-01-24,.,No value available
2004-01-25,.,No value available
2004-01-26,112.6783,
2004-01-27,112.3815,
2004-01-28,112.5182,
2004-01-29,112.1264,
2004-01-30,111.8271,
2004-01-31,.,No value available
2004-02-01,.,No value available
2004-02-02,112.1036,
2004-02-03,112.7249,
2004-02-04,112.3761,
2004-02-05,112.8399,
2004-02-06,112.7265,
2004-02-07,.,No value available
2004-02-08,.,No value available
2004-02-09,113.4988,
2004-02-10,113.6071,
2004-02-11,113.1483,
2004-02-12,113.5909,
2004-02-13,113.6090,
2004-02-14,.,No value available
2004-02-15,.,No value available
2004-02-16,.,No value available
2004-02-17,113.7934,
2004-02-18,113.6102,
2004-02-19,113.2808,
2004-02-20,113.1074,
2004-02-21,.,No value available
2004-02-22,.,No value available
2004-02-23,112.7174,
2004-02-24,112.6879,
2004-02-25,112.7292,
2004-02-26,111.9049,
2004-02-27,111.7198,
2004-02-28,.,No value available
2004-02-29,.,No value available
2004-03-01,112.0034,
2004-03-02,111.5645,
2004-03-03,110.3336,
2004-03-04,110.3085,
2004-03-05,110.6948,
2004-03-06,.,No value available
2004-03-07,.,No value available
2004-03-08,111.4284,
2004-03-09,111.4582,
2004-03-10,111.1638,
2004-03-11,111.0702,
2004-03-12,111.0996,
2004-03-13,.,No value available
2004-03-14,.,No value available
2004-03-15,111.2031,
2004-03-16,111.4244,
2004-03-17,110.7341,
2004-03-18,110.5833,
2004-03-19,110.9571,
2004-03-20,.,No value available
2004-03-21,.,No value available
2004-03-22,110.9012,
2004-03-23,110.3344,
2004-03-24,109.7858,
2004-03-25,109.6842,
2004-03-26,109.7923,
2004-03-27,.,No value available
2004-03-28,.,No value available
2004-03-29,109.3993,
2004-03-30,109.7432,
2004-03-31,109.6796,
2004-04-01,110.1485,
2004-04-02,110.1413,
2004-04-03,.,No value available
2004-04-04,.,No value available
2004-04-05,108.7309,
2004-04-06,108.8293,
2004-04-07,108.8568,
2004-04-08,108.9422,
2004-04-09,.,No value available
2004-04-10,.,No value available
2004-04-11,.,No value available
2004-04-12,.,No value available
2004-04-13,108.3015,
2004-04-14,108.3254,
2004-04-15,108.6600,
2004-04-16,108.7178,
2004-04-17,.,No value available
2004-04-18,.,No value available
2004-04-19,109.0257,
2004-04-20,108.5197,
2004-04-21,108.4153,
2004-04-22,108.6809,
2004-04-23,108.6236,
2004-04-24,.,No value available
2004-04-25,.,No value available
2004-04-26,108.2935,
2004-04-27,108.5313,
2004-04-28,108.8053,
2004-04-29,108.9739,
2004-04-30,109.3599,
2004-05-01,.,No value available
2004-05-02,.,No value available
2004-05-03,109.6247,
2004-05-04,109.9673,
2004-05-05,110.3112,
2004-05-06,110.3205,
2004-05-07,110.1885,
2004-05-08,.,No value available
2004-05-09,.,No value available
2004-05-10,109.5167,
2004-05-11,109.5233,
2004-05-12,109.5484,
2004-05-13,109.5315,
2004-05-14,109.6079,
2004-05-15,.,No value available
2004-05-16,.,No value available
2004-05-17,110.4912,
2004-05-18,110.4749,
2004-05-19,110.2058,
2004-05-20,109.8879,
2004-05-21,.,No value available
2004-05-22,.,No value available
2004-05-23,.,No value available
2004-05-24,109.9542,
2004-05-25,110.3558,
2004-05-26,110.3788,
2004-05-27,110.6428,
2004-05-28,110.9731,
2004-05-29,.,No value available
2004-05-30,.,No value available
2004-05-31,.,No value available
2004-06-01,110.7614,
2004-06-02,111.0690,
2004-06-03,110.9569,
2004-06-04,110.7557,
2004-06-05,.,No value available
2004-06-06,.,No value available
2004-06-07,.,No value available
2004-06-08,110.9558,
2004-06-09,110.2892,
2004-06-10,109.6014,
2004-06-11,109.3673,
2004-06-12,.,No value available
2004-06-13,.,No value available
2004-06-14,109.6306,
2004-06-15,109.9939,
2004-06-16,109.7234,
2004-06-17,109.5506,
2004-06-18,109.5220,
2004-06-19,.,No value available
2004-06-20,.,No value available
2004-06-21,109.9146,
2004-06-22,109.9303,
2004-06-23,109.9176,
2004-06-24,109.9719,
2004-06-25,110.0051,
2004-06-26,.,No value available
2004-06-27,.,No value available
2004-06-28,.,No value available
2004-06-29,110.3428,
2004-06-30,110.3376,
2004-07-01,110.2023,
2004-07-02,110.1418,
2004-07-03,.,No value available
2004-07-04,.,No value available
2004-07-05,.,No value available
2004-07-06,110.8760,
2004-07-07,110.9997,
2004-07-08,110.9879,
2004-07-09,111.1021,
2004-07-10,.,No value available
2004-07-11,.,No value available
2004-07-12,111.1090,
2004-07-13,110.9262,
2004-07-14,111.0901,
2004-07-15,111.0923,
2004-07-16,110.9215,
2004-07-17,.,No value available
2004-07-18,.,No value available
2004-07-19,110.9605,
2004-07-20,111.1275,
2004-07-21,110.8436,
2004-07-22,110.6743,
2004-07-23,110.2943,
2004-07-24,.,No value available
2004-07-25,.,No value available
2004-07-26,110.0740,
2004-07-27,110.1913,
2004-07-28,109.6421,
2004-07-29,109.6368,
2004-07-30,109.5961,
2004-07-31,.,No value available
2004-08-01,.,No value available
2004-08-02,109.5087,
2004-08-03,109.5538,
2004-08-04,109.4013,
2004-08-05,109.4918,
2004-08-06,109.7058,
2004-08-07,.,No value available
2004-08-08,.,No value available
2004-08-09,110.5596,
2004-08-10,110.7705,
2004-08-11,110.6646,
2004-08-12,110.7867,
2004-08-13,110.8208,
2004-08-14,.,No value available
2004-08-15,.,No value available
2004-08-16,111.2984,
2004-08-17,111.2915,
2004-08-18,111.2742,
2004-08-19,111.5017,
2004-08-20,111.1363,
2004-08-21,.,No value available
2004-08-22,.,No value available
2004-08-23,110.9829,
2004-08-24,110.3012,
2004-08-25,110.1055,
2004-08-26,110.1218,
2004-08-27,110.0117,
2004-08-28,.,No value available
2004-08-29,.,No value available
2004-08-30,109.8956,
2004-08-31,110.2944,
2004-09-01,110.5145,
2004-09-02,110.5338,
2004-09-03,110.5186,
2004-09-04,.,No value available
2004-09-05,.,No value available
2004-09-06,.,No value available
2004-09-07,110.0476,
2004-09-08,109.7772,
2004-09-09,110.6632,
2004-09-10,110.9015,
2004-09-11,.,No value available
2004-09-12,.,No value available
2004-09-13,110.8799,
2004-09-14,110.8287,
2004-09-15,110.8207,
2004-09-16,110.3078,
2004-09-17,.,No value available
2004-09-18,.,No value available
2004-09-19,.,No value available
2004-09-20,110.1553,
2004-09-21,110.8873,
2004-09-22,110.8291,
2004-09-23,111.2150,
2004-09-24,111.1712,
2004-09-25,.,No value available
2004-09-26,.,No value available
2004-09-27,110.8558,
2004-09-28,111.3916,
2004-09-29,111.2980,
2004-09-30,111.8558,
2004-10-01,111.8787,
2004-10-02,.,No value available
2004-10-03,.,No value available
2004-10-04,111.2454,
2004-10-05,111.2294,
2004-10-06,111.1269,
2004-10-07,111.2646,
2004-10-08,111.2446,
2004-10-09,.,No value available
2004-10-10,.,No value available
2004-10-11,.,No value available
2004-10-12,111.0530,
2004-10-13,110.8037,
2004-10-14,111.3765,
2004-10-15,111.6633,
2004-10-16,.,No value available
2004-10-17,.,No value available
2004-10-18,111.9440,
2004-10-19,112.0723,
2004-10-20,112.5465,
2004-10-21,112.4387,
2004-10-22,112.4156,
2004-10-23,.,No value available
2004-10-24,.,No value available
2004-10-25,113.2942,
2004-10-26,113.3597,
2004-10-27,113.2501,
2004-10-28,113.0232,
2004-10-29,112.8489,
2004-10-30,.,No value available
2004-10-31,.,No value available
2004-11-01,.,No value available
2004-11-02,112.5785,
2004-11-03,112.7769,
2004-11-04,113.3838,
2004-11-05,113.3184,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,113.4605,
2004-11-09,113.4674,
2004-11-10,113.8127,
2004-11-11,.,No value available
2004-11-12,113.4758,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,113.4073,
2004-11-16,113.4978,
2004-11-17,113.6487,
2004-11-18,113.5286,
2004-11-19,113.4345,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,113.4276,
2004-11-23,113.5112,
2004-11-24,113.7833,
2004-11-25,.,No value available
2004-11-26,114.1109,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,114.1482,
2004-11-30,114.2270,
2004-12-01,114.0555,
2004-12-02,114.0212,
2004-12-03,114.0051,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,114.5367,
2004-12-07,114.6910,
2004-12-08,.,No value available
2004-12-09,114.5524,
2004-12-10,114.2742,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,114.4468,
2004-12-14,114.5668,
2004-12-15,114.6915,
2004-12-16,114.5522,
2004-12-17,113.9926,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,114.4455,
2004-12-21,114.5912,
2004-12-22,114.7046,
2004-12-23,115.0866,
2004-12-24,115.4847,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,115.4477,
2004-12-28,115.7903,
2004-12-29,115.8682,
2004-12-30,115.8081,
2004-12-31,.,No value available
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,115.0924,
2005-01-04,114.5690,
2005-01-05,114.2017,
2005-01-06,114.1423,
2005-01-07,114.0226,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,113.3278,
2005-01-11,113.4625,
2005-01-12,113.4007,
2005-01-13,113.7216,
2005-01-14,112.9951,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,.,No value available
2005-01-18,112.7020,
2005-01-19,112.7390,
2005-01-20,112.1289,
2005-01-21,112.3781,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,112.6604,
2005-01-25,112.4641,
2005-01-26,112.3153,
2005-01-27,112.4212,
2005-01-28,112.4098,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,112.4151,
2005-02-01,112.3777,
2005-02-02,112.4947,
2005-02-03,112.0690,
2005-02-04,111.7979,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,111.1777,
2005-02-08,111.0329,
2005-02-09,111.0331,
2005-02-10,111.2340,
2005-02-11,111.5108,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,111.7755,
2005-02-15,112.0184,
2005-02-16,112.3367,
2005-02-17,112.3328,
2005-02-18,112.1008,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,.,No value available
2005-02-22,112.6217,
2005-02-23,112.7656,
2005-02-24,113.0233,
2005-02-25,112.5264,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,112.7430,
2005-03-01,112.4181,
2005-03-02,111.9978,
2005-03-03,112.2477,
2005-03-04,112.2636,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,112.4586,
2005-03-08,112.6818,
2005-03-09,113.2435,
2005-03-10,113.7467,
2005-03-11,113.7197,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,113.7848,
2005-03-15,113.7996,
2005-03-16,113.9782,
2005-03-17,114.1765,
2005-03-18,113.4777,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,113.4083,
2005-03-22,113.1215,
2005-03-23,112.7525,
2005-03-24,112.5011,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,112.4368,
2005-03-30,112.3807,
2005-03-31,112.2570,
2005-04-01,112.2145,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,111.9994,
2005-04-05,111.6483,
2005-04-06,111.8105,
2005-04-07,112.0421,
2005-04-08,111.5912,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,112.1862,
2005-04-12,112.2115,
2005-04-13,111.7929,
2005-04-14,111.5017,
2005-04-15,111.9404,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,112.5075,
2005-04-19,112.5744,
2005-04-20,112.5622,
2005-04-21,112.7296,
2005-04-22,112.6524,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,112.0076,
2005-04-26,112.0856,
2005-04-27,111.8665,
2005-04-28,111.8412,
2005-04-29,112.0113,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,111.5196,
2005-05-03,111.5249,
2005-05-04,111.7420,
2005-05-05,111.5937,
2005-05-06,111.6079,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,111.0939,
2005-05-10,111.3697,
2005-05-11,111.5324,
2005-05-12,110.9749,
2005-05-13,110.3896,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,110.7349,
2005-05-17,110.7993,
2005-05-18,110.7097,
2005-05-19,110.6392,
2005-05-20,110.5518,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,.,No value available
2005-05-24,110.6486,
2005-05-25,110.4664,
2005-05-26,110.2966,
2005-05-27,110.3251,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,.,No value available
2005-05-31,108.8575,
2005-06-01,108.4511,
2005-06-02,108.4963,
2005-06-03,108.5325,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,108.3217,
2005-06-07,108.1685,
2005-06-08,108.4568,
2005-06-09,108.1498,
2005-06-10,108.0014,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,107.3512,
2005-06-14,107.6369,
2005-06-15,107.3171,
2005-06-16,107.4298,
2005-06-17,107.7438,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,107.9725,
2005-06-21,107.3267,
2005-06-22,107.3146,
2005-06-23,107.0059,
2005-06-24,107.2197,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,.,No value available
2005-06-28,107.4521,
2005-06-29,107.4052,
2005-06-30,107.7200,
2005-07-01,107.8340,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,.,No value available
2005-07-05,107.0501,
2005-07-06,107.2081,
2005-07-07,107.7026,
2005-07-08,107.4675,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,107.9189,
2005-07-12,108.6093,
2005-07-13,108.7428,
2005-07-14,108.1073,
2005-07-15,108.1571,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,108.0912,
2005-07-19,107.7294,
2005-07-20,108.3937,
2005-07-21,108.4974,
2005-07-22,108.2676,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,107.9292,
2005-07-26,107.6129,
2005-07-27,107.5631,
2005-07-28,108.0544,
2005-07-29,107.8958,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,108.4441,
2005-08-02,108.2567,
2005-08-03,108.6800,
2005-08-04,108.7799,
2005-08-05,109.1372,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,108.9670,
2005-08-09,109.0082,
2005-08-10,108.8220,
2005-08-11,108.8872,
2005-08-12,109.2088,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,.,No value available
2005-08-16,108.3117,
2005-08-17,108.2916,
2005-08-18,107.9002,
2005-08-19,107.8912,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,108.0426,
2005-08-23,108.1970,
2005-08-24,108.1568,
2005-08-25,108.4643,
2005-08-26,108.5919,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,108.5933,
2005-08-30,108.1865,
2005-08-31,108.2323,
2005-09-01,108.9276,
2005-09-02,109.4503,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,.,No value available
2005-09-06,108.9390,
2005-09-07,108.8470,
2005-09-08,108.6716,
2005-09-09,108.5668,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,108.0278,
2005-09-13,107.9784,
2005-09-14,108.0406,
2005-09-15,107.6597,
2005-09-16,107.7781,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,.,No value available
2005-09-20,107.3243,
2005-09-21,107.7357,
2005-09-22,107.8755,
2005-09-23,107.4168,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,107.0968,
2005-09-27,107.0352,
2005-09-28,107.2568,
2005-09-29,107.3492,
2005-09-30,107.2630,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,106.7771,
2005-10-04,106.7446,
2005-10-05,106.7419,
2005-10-06,107.5634,
2005-10-07,108.0288,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,.,No value available
2005-10-11,107.3340,
2005-10-12,107.3563,
2005-10-13,107.4348,
2005-10-14,107.5819,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,107.5903,
2005-10-18,107.2545,
2005-10-19,107.2660,
2005-10-20,107.1869,
2005-10-21,107.4663,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,107.1801,
2005-10-25,107.5252,
2005-10-26,107.8415,
2005-10-27,108.1868,
2005-10-28,108.2574,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,107.5585,
2005-11-01,.,No value available
2005-11-02,107.5055,
2005-11-03,107.6900,
2005-11-04,107.1995,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,106.7564,
2005-11-08,106.2474,
2005-11-09,106.1178,
2005-11-10,106.2747,
2005-11-11,.,No value available
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,105.9744,
2005-11-15,105.8325,
2005-11-16,105.9738,
2005-11-17,106.0508,
2005-11-18,106.1165,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,106.8920,
2005-11-22,106.3453,
2005-11-23,106.5371,
2005-11-24,.,No value available
2005-11-25,106.3673,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,106.1852,
2005-11-29,106.4679,
2005-11-30,106.3592,
2005-12-01,106.2258,
2005-12-02,105.8371,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,106.1303,
2005-12-06,106.1517,
2005-12-07,105.7499,
2005-12-08,.,No value available
2005-12-09,106.1332,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,106.8683,
2005-12-13,106.7907,
2005-12-14,107.1749,
2005-12-15,106.9181,
2005-12-16,107.0164,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,107.0068,
2005-12-20,106.8211,
2005-12-21,106.4702,
2005-12-22,106.2865,
2005-12-23,106.4848,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,106.4597,
2005-12-28,106.8916,
2005-12-29,106.5002,
2005-12-30,106.1831,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,.,No value available
2006-01-03,106.5297,
2006-01-04,107.3777,
2006-01-05,107.2312,
2006-01-06,107.3190,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,106.7493,
2006-01-10,106.7986,
2006-01-11,106.9799,
2006-01-12,106.8963,
2006-01-13,106.6607,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,.,No value available
2006-01-17,106.9667,
2006-01-18,107.3535,
2006-01-19,107.0717,
2006-01-20,106.8759,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,107.7984,
2006-01-24,107.7633,
2006-01-25,107.7207,
2006-01-26,107.6119,
2006-01-27,107.2565,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,106.8296,
2006-01-31,106.9987,
2006-02-01,106.7417,
2006-02-02,106.7262,
2006-02-03,106.7066,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,106.3129,
2006-02-07,106.3213,
2006-02-08,106.3355,
2006-02-09,106.4052,
2006-02-10,106.1006,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,105.8571,
2006-02-14,105.8753,
2006-02-15,105.8664,
2006-02-16,105.6821,
2006-02-17,105.6984,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,.,No value available
2006-02-21,105.8630,
2006-02-22,105.9137,
2006-02-23,106.0412,
2006-02-24,105.6946,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,105.4126,
2006-02-28,105.5049,
2006-03-01,105.8180,
2006-03-02,105.7075,
2006-03-03,106.3459,
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,106.4965,
2006-03-07,106.2289,
2006-03-08,106.4149,
2006-03-09,106.3747,
2006-03-10,106.4864,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,106.6954,
2006-03-14,106.7633,
2006-03-15,106.8985,
2006-03-16,107.2100,
2006-03-17,107.5866,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,107.6195,
2006-03-21,107.6504,
2006-03-22,107.3835,
2006-03-23,107.1655,
2006-03-24,106.9754,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,106.9970,
2006-03-28,107.5203,
2006-03-29,107.3755,
2006-03-30,107.6443,
2006-03-31,107.7323,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,107.4882,
2006-04-04,108.1650,
2006-04-05,108.4217,
2006-04-06,108.6248,
2006-04-07,107.8283,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,107.4886,
2006-04-11,107.4328,
2006-04-12,107.4622,
2006-04-13,107.4148,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,.,No value available
2006-04-18,108.0264,
2006-04-19,108.2449,
2006-04-20,108.3276,
2006-04-21,108.1741,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,108.0983,
2006-04-25,108.4570,
2006-04-26,108.6779,
2006-04-27,108.5886,
2006-04-28,108.9803,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,109.1874,
2006-05-03,108.8591,
2006-05-04,108.7805,
2006-05-05,109.2489,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,109.2217,
2006-05-09,109.0840,
2006-05-10,109.3917,
2006-05-11,109.1492,
2006-05-12,110.2356,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,110.4339,
2006-05-16,110.2605,
2006-05-17,110.1707,
2006-05-18,110.2875,
2006-05-19,110.2643,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,110.5735,
2006-05-23,110.7506,
2006-05-24,111.1499,
2006-05-25,110.7387,
2006-05-26,110.7669,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,.,No value available
2006-05-30,111.0131,
2006-05-31,111.2123,
2006-06-01,110.7433,
2006-06-02,110.9270,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,111.6609,
2006-06-06,111.2259,
2006-06-07,111.0050,
2006-06-08,110.9519,
2006-06-09,110.3654,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,.,No value available
2006-06-13,110.3413,
2006-06-14,110.2552,
2006-06-15,110.4266,
2006-06-16,110.6618,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,110.5320,
2006-06-20,110.3454,
2006-06-21,111.0401,
2006-06-22,110.9487,
2006-06-23,110.7436,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,.,No value available
2006-06-27,110.9315,
2006-06-28,110.8488,
2006-06-29,110.7111,
2006-06-30,111.3010,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,111.5949,
2006-07-04,.,No value available
2006-07-05,111.5323,
2006-07-06,111.4377,
2006-07-07,111.4500,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,111.2009,
2006-07-11,111.0825,
2006-07-12,111.1543,
2006-07-13,111.1115,
2006-07-14,111.0262,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,110.5283,
2006-07-18,110.3364,
2006-07-19,110.1527,
2006-07-20,110.5550,
2006-07-21,110.7228,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,110.5370,
2006-07-25,110.4245,
2006-07-26,110.2138,
2006-07-27,110.7691,
2006-07-28,110.3826,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,110.7506,
2006-08-01,110.8175,
2006-08-02,111.0215,
2006-08-03,110.8188,
2006-08-04,110.8377,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,110.8046,
2006-08-08,110.7454,
2006-08-09,110.8727,
2006-08-10,110.7231,
2006-08-11,110.3849,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,110.3363,
2006-08-15,.,No value available
2006-08-16,110.7001,
2006-08-17,110.9479,
2006-08-18,110.7871,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,111.3462,
2006-08-22,110.8869,
2006-08-23,110.8200,
2006-08-24,111.1061,
2006-08-25,110.8015,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,111.0110,
2006-08-29,110.9053,
2006-08-30,110.9868,
2006-08-31,111.0587,
2006-09-01,111.0306,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,.,No value available
2006-09-05,110.7940,
2006-09-06,110.8951,
2006-09-07,110.7119,
2006-09-08,110.6364,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,110.8023,
2006-09-12,110.7120,
2006-09-13,110.5071,
2006-09-14,110.6446,
2006-09-15,110.3600,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,.,No value available
2006-09-19,.,No value available
2006-09-20,110.2849,
2006-09-21,110.4357,
2006-09-22,111.2129,
2006-09-23,.,No value available
