"",BBDE1.M.DE.Y.AEA1.P2XF04000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF04000.B2.V.I10.A_FLAGS
2009-03,94.5,
2009-04,104.2,
2009-05,102.1,
2009-06,109.8,
2009-07,104.6,
2009-08,104.1,
2009-09,101.8,
2009-10,104.6,
2009-11,95.2,
2009-12,110.3,
2010-01,97.2,
2010-02,109.4,
2010-03,104.9,
2010-04,96.8,
2010-05,101.2,
2010-06,96.7,
2010-07,97.6,
2010-08,94.8,
2010-09,101.3,
2010-10,107.5,
2010-11,98.3,
2010-12,93.9,
2011-01,91.4,
2011-02,98.0,
2011-03,106.4,
2011-04,105.0,
2011-05,96.7,
2011-06,99.6,
2011-07,113.3,
2011-08,100.5,
2011-09,103.2,
2011-10,95.3,
2011-11,105.8,
2011-12,107.3,
2012-01,105.6,
2012-02,114.0,
2012-03,107.7,
2012-04,110.8,
2012-05,107.8,
2012-06,102.7,
2012-07,104.4,
2012-08,101.3,
2012-09,101.4,
2012-10,138.1,
2012-11,100.4,
2012-12,98.2,
2013-01,112.0,
2013-02,118.5,
2013-03,111.3,
2013-04,105.4,
2013-05,104.9,
2013-06,111.2,
2013-07,118.0,
2013-08,114.2,
2013-09,107.7,
2013-10,111.0,
2013-11,113.9,
2013-12,116.4,
2014-01,116.7,
2014-02,116.2,
2014-03,112.6,
2014-04,121.1,
2014-05,113.0,
2014-06,103.6,
2014-07,109.8,
2014-08,112.1,
2014-09,106.3,
2014-10,102.4,
2014-11,104.6,
2014-12,102.5,
