"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC1._Z._Z._Z._T._X.N_FLAGS
2008-06,2191.780,
2008-07,2074.505,
2008-08,2016.061,
2008-09,2102.367,
2008-10,2009.817,
2008-11,1851.578,
2008-12,1682.473,
2009-01,1504.798,
2009-02,1837.968,
2009-03,1889.902,
2009-04,1695.649,
2009-05,1607.029,
2009-06,1592.615,
2009-07,1606.119,
2009-08,1429.096,
2009-09,1513.899,
2009-10,1509.143,
2009-11,1547.238,
2009-12,1587.403,
2010-01,1435.268,
2010-02,1621.032,
2010-03,1908.199,
2010-04,1874.315,
2010-05,1923.446,
2010-06,2102.977,
2010-07,1970.291,
2010-08,2064.892,
2010-09,1978.748,
2010-10,1794.539,
2010-11,1975.245,
2010-12,2048.482,
2011-01,1736.569,
2011-02,1745.331,
2011-03,1953.215,
2011-04,1788.785,
2011-05,2016.915,
2011-06,2019.832,
2011-07,1884.367,
2011-08,2027.770,
2011-09,1999.220,
2011-10,2031.628,
2011-11,1991.420,
2011-12,2044.851,
2012-01,1993.978,
2012-02,1896.576,
2012-03,2020.066,
2012-04,1907.482,
2012-05,2117.413,
2012-06,1998.663,
2012-07,2119.152,
2012-08,2084.879,
2012-09,1811.496,
2012-10,1995.758,
2012-11,1979.813,
2012-12,1769.198,
2013-01,2006.638,
2013-02,1776.015,
2013-03,1877.453,
2013-04,2161.707,
2013-05,2072.225,
2013-06,1886.470,
2013-07,2165.103,
2013-08,1913.577,
2013-09,1770.080,
2013-10,1840.983,
2013-11,1719.083,
2013-12,1881.862,
2014-01,1870.387,
2014-02,1721.165,Provisional value
2014-03,1705.150,Provisional value
2014-04,1777.579,Provisional value
2014-05,1806.059,Provisional value
2014-06,1811.947,Provisional value
2014-07,1863.584,Provisional value
2014-08,1739.694,Provisional value
2014-09,1913.929,
2014-10,1981.166,
2014-11,1780.080,
2014-12,1939.780,Provisional value
