"",BBDE1.M.DE.Y.AEB1.N2C250000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C250000.F.C.I10.A_FLAGS
2003-01,91.0,
2003-02,91.7,
2003-03,91.9,
2003-04,91.3,
2003-05,90.4,
2003-06,92.3,
2003-07,92.5,
2003-08,90.5,
2003-09,90.8,
2003-10,95.7,
2003-11,94.4,
2003-12,95.0,
2004-01,95.2,
2004-02,94.8,
2004-03,96.9,
2004-04,97.9,
2004-05,96.3,
2004-06,96.3,
2004-07,96.2,
2004-08,95.9,
2004-09,96.2,
2004-10,100.0,
2004-11,93.8,
2004-12,101.0,
2005-01,95.1,
2005-02,92.4,
2005-03,93.4,
2005-04,91.8,
2005-05,93.4,
2005-06,96.6,
2005-07,96.0,
2005-08,95.7,
2005-09,98.8,
2005-10,97.9,
2005-11,97.8,
2005-12,98.5,
2006-01,100.4,
2006-02,97.5,
2006-03,99.7,
2006-04,102.6,
2006-05,102.6,
2006-06,101.7,
2006-07,103.3,
2006-08,106.6,
2006-09,107.9,
2006-10,109.4,
2006-11,110.6,
2006-12,114.9,
2007-01,110.8,
2007-02,112.0,
2007-03,111.4,
2007-04,109.9,
2007-05,113.4,
2007-06,107.5,
2007-07,112.1,
2007-08,113.2,
2007-09,108.8,
2007-10,114.0,
2007-11,114.3,
2007-12,115.4,
2008-01,115.3,
2008-02,116.8,
2008-03,115.3,
2008-04,117.4,
2008-05,115.2,
2008-06,115.7,
2008-07,112.4,
2008-08,114.6,
2008-09,106.6,
2008-10,99.4,
2008-11,91.6,
2008-12,84.1,
2009-01,82.8,
2009-02,77.7,
2009-03,80.0,
2009-04,78.8,
2009-05,79.4,
2009-06,80.5,
2009-07,82.9,
2009-08,89.8,
2009-09,89.8,
2009-10,90.4,
2009-11,93.4,
2009-12,89.4,
2010-01,86.8,
2010-02,92.4,
2010-03,94.0,
2010-04,100.0,
2010-05,103.8,
2010-06,102.4,
2010-07,101.2,
2010-08,101.1,
2010-09,102.0,
2010-10,103.4,
2010-11,104.2,
2010-12,102.6,
2011-01,105.9,
2011-02,109.6,
2011-03,110.0,
2011-04,114.5,
2011-05,114.4,
2011-06,116.1,
2011-07,114.1,
2011-08,112.8,
2011-09,112.3,
2011-10,112.3,
2011-11,110.3,
2011-12,108.5,
2012-01,109.5,
2012-02,107.7,
2012-03,107.8,
2012-04,109.9,
2012-05,110.2,
2012-06,108.2,
2012-07,107.1,
2012-08,108.2,
2012-09,105.1,
2012-10,106.2,
2012-11,103.6,
2012-12,108.7,
2013-01,109.3,
2013-02,109.2,
2013-03,106.3,
2013-04,107.3,
2013-05,106.8,
2013-06,108.5,
2013-07,108.6,
2013-08,109.0,
2013-09,110.2,
2013-10,108.4,
2013-11,110.6,
2013-12,109.6,
2014-01,113.2,
2014-02,112.7,
2014-03,113.9,
2014-04,113.8,
2014-05,109.0,
2014-06,108.1,
2014-07,110.8,
2014-08,110.8,
2014-09,107.3,
2014-10,109.0,
2014-11,107.1,
2014-12,112.4,Provisional value
