"",BBFB1.M.N.DE.W1.S1.S1.T.C.G22._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.G22._Z._Z._Z._T._X.N_FLAGS
1998-01,3358.830,
1998-02,3253.682,
1998-03,3657.215,
1998-04,3054.174,
1998-05,3098.238,
1998-06,3774.269,
1998-07,2913.055,
1998-08,4356.247,
1998-09,2557.877,
1998-10,2690.806,
1998-11,2532.689,
1998-12,3549.781,
1999-01,2309.038,
1999-02,2291.100,
1999-03,3180.611,
1999-04,3809.923,
1999-05,2450.152,
1999-06,4635.025,
1999-07,2974.098,
1999-08,3011.063,
1999-09,6399.273,
1999-10,4579.351,
1999-11,4105.208,
1999-12,4133.610,
2000-01,4008.568,
2000-02,3313.819,
2000-03,4473.380,
2000-04,4389.583,
2000-05,4438.858,
2000-06,4848.707,
2000-07,4808.334,
2000-08,3772.757,
2000-09,3131.647,
2000-10,4745.391,
2000-11,4108.391,
2000-12,5445.046,
2001-01,4319.854,
2001-02,4423.070,
2001-03,5889.768,
2001-04,5882.400,
2001-05,7583.510,
2001-06,7086.162,
2001-07,6448.949,
2001-08,6739.140,
2001-09,5325.023,
2001-10,5394.688,
2001-11,5600.944,
2001-12,6328.085,
2002-01,3815.925,
2002-02,3716.428,
2002-03,3703.412,
2002-04,4122.915,
2002-05,4543.372,
2002-06,3855.341,
2002-07,4587.136,
2002-08,3978.241,
2002-09,3320.702,
2002-10,4394.904,
2002-11,3882.799,
2002-12,4084.870,
2003-01,4965.884,
2003-02,3243.332,
2003-03,3892.341,
2003-04,4011.303,
2003-05,3963.686,
2003-06,3825.080,
2003-07,3678.996,
2003-08,4205.224,
2003-09,3612.205,
2003-10,3640.543,
2003-11,4073.675,
2003-12,4414.220,
2004-01,3800.491,
2004-02,4502.779,
2004-03,5916.579,
2004-04,4600.726,
2004-05,4687.569,
2004-06,5187.386,
2004-07,5324.349,
2004-08,5063.559,
2004-09,5260.870,
2004-10,4939.352,
2004-11,5789.396,
2004-12,4784.115,
2005-01,6451.209,
2005-02,6129.661,
2005-03,7711.637,
2005-04,7004.890,
2005-05,7168.999,
2005-06,7531.912,
2005-07,6789.774,
2005-08,5560.074,
2005-09,5662.252,
2005-10,6888.754,
2005-11,7651.951,
2005-12,11511.138,
2006-01,8081.304,
2006-02,7321.976,
2006-03,7706.797,
2006-04,7762.597,
2006-05,8982.760,
2006-06,7971.768,
2006-07,7376.418,
2006-08,7221.185,
2006-09,6982.606,
2006-10,7530.543,
2006-11,7200.644,
2006-12,11052.206,
2007-01,7855.278,
2007-02,7501.792,
2007-03,8466.212,
2007-04,7794.318,
2007-05,8349.400,
2007-06,8211.071,
2007-07,7322.922,
2007-08,6810.013,
2007-09,6966.905,
2007-10,7295.692,
2007-11,8394.373,
2007-12,9811.289,
2008-01,7814.577,
2008-02,7854.579,
2008-03,8027.150,
2008-04,8518.276,
2008-05,7998.699,
2008-06,8904.596,
2008-07,8555.130,
2008-08,7215.137,
2008-09,7894.720,
2008-10,8199.618,
2008-11,6817.177,
2008-12,13954.699,
2009-01,5173.446,
2009-02,5056.459,
2009-03,5686.045,
2009-04,6875.378,
2009-05,5669.430,
2009-06,7355.460,
2009-07,7034.545,
2009-08,5079.737,
2009-09,5143.930,
2009-10,5674.005,
2009-11,5702.795,
2009-12,12291.591,
2010-01,5593.218,
2010-02,5974.565,
2010-03,7365.323,
2010-04,7989.279,
2010-05,8319.737,
2010-06,8164.249,
2010-07,8410.602,
2010-08,7589.986,
2010-09,7749.226,
2010-10,7581.797,
2010-11,8266.981,
2010-12,8363.773,
2011-01,8206.699,
2011-02,7901.521,
2011-03,9011.885,
2011-04,8009.921,
2011-05,9367.302,
2011-06,8361.501,
2011-07,8696.799,
2011-08,7689.311,
2011-09,8102.719,
2011-10,8729.769,
2011-11,8231.768,
2011-12,9003.016,
2012-01,8334.590,
2012-02,8300.386,
2012-03,8909.360,
2012-04,9131.467,
2012-05,9524.630,
2012-06,9194.284,
2012-07,9595.370,
2012-08,7681.418,
2012-09,8285.960,
2012-10,9798.026,
2012-11,9005.110,
2012-12,9369.027,
2013-01,8870.202,
2013-02,8814.636,
2013-03,9687.286,
2013-04,9345.616,
2013-05,9281.314,
2013-06,9176.905,
2013-07,8964.240,
2013-08,8196.610,
2013-09,8965.900,
2013-10,10135.826,
2013-11,9576.396,
2013-12,8187.966,
2014-01,8875.968,
2014-02,8301.026,
2014-03,9530.783,
2014-04,9456.697,
2014-05,9677.334,
2014-06,9168.007,
2014-07,9557.488,
2014-08,8618.664,
2014-09,10117.821,
2014-10,10928.940,
2014-11,9745.109,
2014-12,9380.511,Provisional value
