"",BBDE1.M.DE.Y.BAA1.N2C160000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C160000.G.C.I10.A_FLAGS
2005-02,99.5,
2005-03,98.4,
2005-04,100.6,
2005-05,102.4,
2005-06,104.1,
2005-07,106.3,
2005-08,102.6,
2005-09,101.3,
2005-10,105.5,
2005-11,105.4,
2005-12,108.1,
2006-01,106.0,
2006-02,105.9,
2006-03,104.1,
2006-04,110.4,
2006-05,110.0,
2006-06,110.2,
2006-07,109.8,
2006-08,112.7,
2006-09,111.0,
2006-10,111.7,
2006-11,112.5,
2006-12,121.1,
2007-01,111.9,
2007-02,111.8,
2007-03,111.8,
2007-04,106.0,
2007-05,108.5,
2007-06,110.4,
2007-07,107.3,
2007-08,110.6,
2007-09,109.8,
2007-10,106.0,
2007-11,107.2,
2007-12,108.2,
2008-01,113.8,
2008-02,113.4,
2008-03,112.1,
2008-04,108.2,
2008-05,104.2,
2008-06,106.8,
2008-07,101.4,
2008-08,108.1,
2008-09,105.6,
2008-10,109.3,
2008-11,102.3,
2008-12,96.5,
2009-01,90.8,
2009-02,91.3,
2009-03,90.5,
2009-04,89.6,
2009-05,92.9,
2009-06,94.2,
2009-07,94.6,
2009-08,95.2,
2009-09,98.8,
2009-10,95.3,
2009-11,96.3,
2009-12,96.1,
2010-01,97.1,
2010-02,92.0,
2010-03,96.4,
2010-04,101.3,
2010-05,103.6,
2010-06,100.2,
2010-07,100.7,
2010-08,102.0,
2010-09,101.9,
2010-10,100.7,
2010-11,99.2,
2010-12,98.1,
2011-01,110.9,
2011-02,117.5,
2011-03,117.8,
2011-04,116.1,
2011-05,114.2,
2011-06,113.3,
2011-07,116.5,
2011-08,113.6,
2011-09,114.9,
2011-10,116.6,
2011-11,118.4,
2011-12,119.6,
2012-01,110.2,
2012-02,116.2,
2012-03,118.4,
2012-04,114.6,
2012-05,118.1,
2012-06,115.9,
2012-07,113.3,
2012-08,117.5,
2012-09,116.4,
2012-10,115.4,
2012-11,115.1,
2012-12,113.7,
2013-01,113.3,
2013-02,113.3,
2013-03,114.6,
2013-04,113.5,
2013-05,112.6,
2013-06,115.5,
2013-07,116.7,
2013-08,112.9,
2013-09,114.8,
2013-10,114.1,
2013-11,114.0,
2013-12,114.7,
2014-01,116.3,
2014-02,115.6,
2014-03,112.8,
2014-04,113.6,
2014-05,112.5,
2014-06,112.9,
2014-07,112.0,
2014-08,109.4,
2014-09,108.2,
2014-10,106.9,Provisional value
2014-11,109.7,Provisional value
2014-12,115.0,Provisional value
