"",BBK01.TYI302,BBK01.TYI302_FLAGS
2005-05,11644,
2005-06,3076,
2005-07,1544,
2005-08,2281,
2005-09,7321,
2005-10,4409,
2005-11,14877,
2005-12,8209,
2006-01,1673,
2006-02,-2514,
2006-03,7344,
2006-04,20189,
2006-05,1559,
2006-06,5639,
2006-07,-9196,
2006-08,-1561,
2006-09,7347,
2006-10,-2959,
2006-11,29188,
2006-12,23089,
2007-01,-4620,
2007-02,-304,
2007-03,8645,
2007-04,10750,
2007-05,10373,
2007-06,17980,
2007-07,6223,
2007-08,15434,
2007-09,25524,
2007-10,-209,
2007-11,37605,
2007-12,42036,
2008-01,-7282,
2008-02,13428,
2008-03,7881,
2008-04,9157,
2008-05,18129,
2008-06,1982,
2008-07,8149,
2008-08,12302,
2008-09,12148,
2008-10,40665,
2008-11,18119,
2008-12,7405,
2009-01,13899,
2009-02,-558,
2009-03,-18446,
2009-04,14419,
2009-05,-8550,
2009-06,-10215,
2009-07,-12171,
2009-08,-628,
2009-09,-2456,
2009-10,1309,
2009-11,10175,
2009-12,-2869,
2010-01,6414,
2010-02,-5365,
2010-03,-12966,
2010-04,20602,
2010-05,8564,
2010-06,1364,
2010-07,366,
2010-08,8019,
2010-09,7055,
2010-10,5938,
2010-11,23266,
2010-12,8498,
2011-01,11172,
2011-02,-8217,
2011-03,7898,
2011-04,16251,
2011-05,9771,
2011-06,5863,
2011-07,7478,
2011-08,17440,
2011-09,18446,
2011-10,7088,
2011-11,21884,
2011-12,9966,
2012-01,1884,
2012-02,10079,
2012-03,8314,
2012-04,12373,
2012-05,20203,
2012-06,24733,
2012-07,20343,
2012-08,11171,
2012-09,10661,
2012-10,44791,
2012-11,17375,
2012-12,-24864,
2013-01,-11251,
2013-02,-4455,
2013-03,-8091,
2013-04,28305,
2013-05,5880,
2013-06,-6428,
2013-07,5540,
2013-08,15628,
2013-09,6092,
2013-10,26447,
2013-11,8445,
2013-12,-2332,
2014-01,-378,
2014-02,13505,
2014-03,-5495,
2014-04,30932,
2014-05,17980,
2014-06,-11190,
2014-07,4707,
2014-08,19261,
2014-09,1309,
2014-10,15986,
2014-11,26591,
2014-12,-11261,
2015-01,20938,
