"",BBK01.TYI315,BBK01.TYI315_FLAGS
1992-12,-3893,
1993-01,-6715,
1993-02,-1508,
1993-03,-492,
1993-04,938,
1993-05,2101,
1993-06,8674,
1993-07,5811,
1993-08,9144,
1993-09,-5995,
1993-10,-5507,
1993-11,6800,
1993-12,16734,
1994-01,-8250,
1994-02,-1626,
1994-03,-12166,
1994-04,-4519,
1994-05,-3043,
1994-06,2704,
1994-07,-9720,
1994-08,-74,
1994-09,-619,
1994-10,-1818,
1994-11,9357,
1994-12,2143,
1995-01,-4902,
1995-02,-6857,
1995-03,415,
1995-04,443,
1995-05,2373,
1995-06,1471,
1995-07,3471,
1995-08,3116,
1995-09,179,
1995-10,-53,
1995-11,4542,
1995-12,2840,
1996-01,-2656,
1996-02,6393,
1996-03,1219,
1996-04,-7067,
1996-05,2862,
1996-06,5004,
1996-07,330,
1996-08,5449,
1996-09,5296,
1996-10,-5841,
1996-11,2279,
1996-12,7633,
1997-01,-8857,
1997-02,-1655,
1997-03,-1021,
1997-04,-4308,
1997-05,-1231,
1997-06,5757,
1997-07,1293,
1997-08,-2968,
1997-09,1173,
1997-10,-5251,
1997-11,2271,
1997-12,5530,
1998-01,-11959,
1998-02,3782,
1998-03,-786,
1998-04,-3156,
1998-05,-3292,
1998-06,-1748,
1998-07,1661,
1998-08,12874,
1998-09,2990,
1998-10,-21930,
1998-11,4761,
1998-12,-7961,
1999-01,-19292,
1999-02,-26985,
1999-03,23196,
1999-04,-2813,
1999-05,-17467,
1999-06,21780,
1999-07,22527,
1999-08,-29039,
1999-09,3917,
1999-10,-11491,
1999-11,-26411,
1999-12,-8080,
2000-01,-14081,
2000-02,2217,
2000-03,-26194,
2000-04,-7614,
2000-05,519,
2000-06,7793,
2000-07,14462,
2000-08,-8210,
2000-09,-4789,
2000-10,-3443,
2000-11,3731,
2000-12,10945,
2001-01,-19805,
2001-02,10132,
2001-03,-50090,
2001-04,13730,
2001-05,-9618,
2001-06,22422,
2001-07,621,
2001-08,7677,
2001-09,25373,
2001-10,9594,
2001-11,30541,
2001-12,19093,
2002-01,-21542,
2002-02,1762,
2002-03,7671,
2002-04,-20108,
2002-05,10755,
2002-06,25713,
2002-07,-16548,
2002-08,11134,
2002-09,15426,
2002-10,17674,
2002-11,19150,
2002-12,1908,
2003-01,-3049,
2003-02,10334,
2003-03,18705,
2003-04,4529,
2003-05,27626,
2003-06,38455,
2003-07,-24589,
2003-08,16671,
2003-09,-1814,
2003-10,6361,
2003-11,7871,
2003-12,14185,
2004-01,20218,
2004-02,-23512,
2004-03,-1985,
2004-04,15018,
2004-05,11071,
2004-06,21249,
2004-07,-3338,
2004-08,12069,
2004-09,11126,
2004-10,18702,
2004-11,3300,
2004-12,10315,
2005-01,-4935,
2005-02,1706,
2005-03,-10468,
2005-04,15592,
2005-05,-22909,
2005-06,49843,
2005-07,3671,
2005-08,-3386,
2005-09,-133,
2005-10,-4185,
2005-11,-7126,
2005-12,16886,
2006-01,9062,
2006-02,-7005,
2006-03,2991,
2006-04,9771,
2006-05,-4514,
2006-06,58382,
2006-07,2711,
2006-08,-4995,
2006-09,15030,
2006-10,-4650,
2006-11,41724,
2006-12,43007,
2007-01,-11255,
2007-02,5804,
2007-03,14955,
2007-04,-12276,
2007-05,-2547,
2007-06,58662,
2007-07,17599,
2007-08,-10055,
2007-09,24926,
2007-10,12158,
2007-11,17649,
2007-12,20814,
2008-01,-41705,
2008-02,6771,
2008-03,-8061,
2008-04,-3332,
2008-05,5777,
2008-06,-1068,
2008-07,25,
2008-08,-11401,
2008-09,33686,
2008-10,22555,
2008-11,-36242,
2008-12,-6282,
2009-01,-60444,
2009-02,-1766,
2009-03,-30445,
2009-04,19535,
2009-05,28067,
2009-06,-22938,
2009-07,-25241,
2009-08,1983,
2009-09,-6537,
2009-10,9254,
2009-11,-412,
2009-12,10437,
2010-01,-15229,
2010-02,-22143,
2010-03,-13922,
2010-04,-12960,
2010-05,-35495,
2010-06,-17938,
2010-07,-30599,
2010-08,7087,
2010-09,-1878,
2010-10,5105,
2010-11,-5695,
2010-12,18440,
2011-01,9640,
2011-02,-3977,
2011-03,26490,
2011-04,18997,
2011-05,5321,
2011-06,17207,
2011-07,-9946,
2011-08,-31178,
2011-09,-41592,
2011-10,-39165,
2011-11,-13717,
2011-12,72255,
2012-01,-79534,
2012-02,-30328,
2012-03,-51459,
2012-04,-12410,
2012-05,-21161,
2012-06,-27101,
2012-07,-16094,
2012-08,-7025,
2012-09,52639,
2012-10,10110,
2012-11,23652,
2012-12,53743,
2013-01,-13675,
2013-02,4386,
2013-03,16658,
2013-04,4980,
2013-05,21915,
2013-06,-302,
2013-07,-3802,
2013-08,1164,
2013-09,22320,
2013-10,22298,
2013-11,14598,
2013-12,40685,
2014-01,-12112,
2014-02,24393,
2014-03,15825,
2014-04,372,
2014-05,7480,
2014-06,34583,
2014-07,21783,
2014-08,-16937,
2014-09,-16562,
2014-10,16487,
2014-11,12782,
2014-12,-5475,
2015-01,-57803,
