"",BBDE1.M.DE.Y.BAA1.A2R130050.G.C.I10.A,BBDE1.M.DE.Y.BAA1.A2R130050.G.C.I10.A_FLAGS
1998-10,194.5,
1998-11,191.5,
1998-12,190.8,
1999-01,192.4,
1999-02,185.4,
1999-03,181.8,
1999-04,176.4,
1999-05,182.3,
1999-06,181.4,
1999-07,176.1,
1999-08,176.7,
1999-09,167.3,
1999-10,173.1,
1999-11,170.2,
1999-12,172.4,
2000-01,172.4,
2000-02,168.6,
2000-03,172.2,
2000-04,173.9,
2000-05,179.7,
2000-06,171.5,
2000-07,173.8,
2000-08,176.5,
2000-09,176.1,
2000-10,181.4,
2000-11,172.7,
2000-12,175.1,
2001-01,171.9,
2001-02,174.0,
2001-03,180.5,
2001-04,171.1,
2001-05,168.1,
2001-06,169.1,
2001-07,162.8,
2001-08,168.1,
2001-09,161.9,
2001-10,160.0,
2001-11,155.8,
2001-12,157.5,
2002-01,157.0,
2002-02,160.1,
2002-03,155.3,
2002-04,153.1,
2002-05,150.0,
2002-06,153.8,
2002-07,150.2,
2002-08,151.4,
2002-09,150.2,
2002-10,146.9,
2002-11,149.7,
2002-12,147.2,
2003-01,142.6,
2003-02,148.5,
2003-03,146.3,
2003-04,144.2,
2003-05,140.6,
2003-06,143.0,
2003-07,147.5,
2003-08,139.1,
2003-09,138.3,
2003-10,135.7,
2003-11,141.0,
2003-12,140.1,
2004-01,138.5,
2004-02,139.5,
2004-03,138.6,
2004-04,140.6,
2004-05,141.8,
2004-06,142.6,
2004-07,140.3,
2004-08,135.7,
2004-09,137.8,
2004-10,134.1,
2004-11,135.2,
2004-12,132.8,
2005-01,139.4,
2005-02,134.6,
2005-03,134.4,
2005-04,132.3,
2005-05,132.4,
2005-06,130.9,
2005-07,132.0,
2005-08,132.0,
2005-09,127.5,
2005-10,127.9,
2005-11,128.6,
2005-12,128.6,
2006-01,127.0,
2006-02,124.7,
2006-03,122.7,
2006-04,126.2,
2006-05,126.8,
2006-06,125.1,
2006-07,125.9,
2006-08,126.1,
2006-09,127.0,
2006-10,124.6,
2006-11,125.8,
2006-12,124.3,
2007-01,122.6,
2007-02,122.7,
2007-03,125.9,
2007-04,125.3,
2007-05,122.2,
2007-06,122.6,
2007-07,122.0,
2007-08,124.1,
2007-09,122.9,
2007-10,123.0,
2007-11,120.6,
2007-12,119.4,
2008-01,119.7,
2008-02,122.1,
2008-03,118.3,
2008-04,116.3,
2008-05,112.6,
2008-06,113.2,
2008-07,109.9,
2008-08,114.3,
2008-09,110.1,
2008-10,106.5,
2008-11,100.9,
2008-12,100.7,
2009-01,89.2,
2009-02,90.2,
2009-03,89.8,
2009-04,90.4,
2009-05,92.5,
2009-06,91.8,
2009-07,93.8,
2009-08,95.3,
2009-09,95.5,
2009-10,91.8,
2009-11,95.1,
2009-12,95.8,
2010-01,97.7,
2010-02,94.4,
2010-03,98.7,
2010-04,98.9,
2010-05,100.5,
2010-06,97.7,
2010-07,99.0,
2010-08,101.1,
2010-09,102.6,
2010-10,102.3,
2010-11,100.9,
2010-12,101.4,
2011-01,100.2,
2011-02,100.8,
2011-03,101.5,
2011-04,102.4,
2011-05,102.2,
2011-06,101.3,
2011-07,103.5,
2011-08,99.9,
2011-09,99.1,
2011-10,100.0,
2011-11,95.2,
2011-12,95.8,
2012-01,94.3,
2012-02,93.7,
2012-03,92.3,
2012-04,89.2,
2012-05,94.6,
2012-06,96.6,
2012-07,91.9,
2012-08,92.6,
2012-09,90.5,
2012-10,88.3,
2012-11,88.6,
2012-12,95.2,
2013-01,90.8,
2013-02,89.4,
2013-03,91.0,
2013-04,90.1,
2013-05,90.1,
2013-06,90.3,
2013-07,92.4,
2013-08,93.2,
2013-09,91.1,
2013-10,92.0,
2013-11,93.4,
2013-12,90.8,
2014-01,95.5,
2014-02,95.6,
2014-03,93.7,
2014-04,95.4,
2014-05,94.2,
2014-06,96.5,
2014-07,95.2,
2014-08,96.4,
2014-09,91.1,
2014-10,93.2,Provisional value
2014-11,91.1,Provisional value
2014-12,94.7,Provisional value
