"",BBDE1.M.DE.Y.AEB5.N2C240000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C240000.F.V.I10.A_FLAGS
2011-06,116.2,
2011-07,108.6,
2011-08,119.2,
2011-09,107.6,
2011-10,112.4,
2011-11,99.4,
2011-12,117.1,
2012-01,108.6,
2012-02,121.8,
2012-03,104.9,
2012-04,97.1,
2012-05,105.0,
2012-06,109.5,
2012-07,105.1,
2012-08,111.1,
2012-09,95.0,
2012-10,105.5,
2012-11,102.0,
2012-12,112.7,
2013-01,91.1,
2013-02,99.5,
2013-03,99.8,
2013-04,101.4,
2013-05,101.1,
2013-06,100.2,
2013-07,101.5,
2013-08,103.7,
2013-09,99.8,
2013-10,103.9,
2013-11,98.7,
2013-12,98.0,
2014-01,95.6,
2014-02,101.2,
2014-03,112.9,
2014-04,101.3,
2014-05,99.5,
2014-06,98.7,
2014-07,100.5,
2014-08,101.3,
2014-09,119.0,
2014-10,119.1,
2014-11,101.4,
2014-12,110.9,Provisional value
