"",BBK01.TYI319,BBK01.TYI319_FLAGS
1997-03,4009,
1997-04,4274,
1997-05,2952,
1997-06,2344,
1997-07,4290,
1997-08,1849,
1997-09,169,
1997-10,4236,
1997-11,2945,
1997-12,2681,
1998-01,2926,
1998-02,5867,
1998-03,1199,
1998-04,4733,
1998-05,3321,
1998-06,297,
1998-07,2882,
1998-08,3396,
1998-09,-1219,
1998-10,-2111,
1998-11,-2130,
1998-12,-3305,
1999-01,3767,
1999-02,3280,
1999-03,3221,
1999-04,49,
1999-05,-1409,
1999-06,2609,
1999-07,2715,
1999-08,3083,
1999-09,1811,
1999-10,2004,
1999-11,3255,
1999-12,3326,
2000-01,2333,
2000-02,1918,
2000-03,-218,
2000-04,492,
2000-05,417,
2000-06,919,
2000-07,454,
2000-08,1328,
2000-09,-1419,
2000-10,255,
2000-11,-1698,
2000-12,2046,
2001-01,-783,
2001-02,-727,
2001-03,1177,
2001-04,-895,
2001-05,3120,
2001-06,-464,
2001-07,-2000,
2001-08,-209,
2001-09,550,
2001-10,-781,
2001-11,-1614,
2001-12,1376,
2002-01,1887,
2002-02,1213,
2002-03,3461,
2002-04,-1258,
2002-05,-374,
2002-06,-736,
2002-07,526,
2002-08,-165,
2002-09,-506,
2002-10,1938,
2002-11,4147,
2002-12,3052,
2003-01,-1560,
2003-02,6270,
2003-03,1851,
2003-04,-2029,
2003-05,-1649,
2003-06,65,
2003-07,4880,
2003-08,3193,
2003-09,-1295,
2003-10,276,
2003-11,246,
2003-12,1487,
2004-01,-177,
2004-02,596,
2004-03,18,
2004-04,4454,
2004-05,4328,
2004-06,4039,
2004-07,1676,
2004-08,1932,
2004-09,1102,
2004-10,2669,
2004-11,2573,
2004-12,3705,
2005-01,643,
2005-02,4079,
2005-03,2543,
2005-04,-2750,
2005-05,-4018,
2005-06,-402,
2005-07,1774,
2005-08,166,
2005-09,-425,
2005-10,-749,
2005-11,1988,
2005-12,4026,
2006-01,903,
2006-02,5336,
2006-03,-34,
2006-04,4227,
2006-05,1717,
2006-06,1464,
2006-07,2238,
2006-08,2933,
2006-09,439,
2006-10,-75,
2006-11,1269,
2006-12,3862,
2007-01,-161,
2007-02,768,
2007-03,-773,
2007-04,2821,
2007-05,-7,
2007-06,2072,
2007-07,1346,
2007-08,-24,
2007-09,3546,
2007-10,-2824,
2007-11,-738,
2007-12,5085,
2008-01,1098,
2008-02,-766,
2008-03,-528,
2008-04,278,
2008-05,124,
2008-06,-294,
2008-07,-417,
2008-08,-1002,
2008-09,-3011,
2008-10,-3072,
2008-11,808,
2008-12,29775,
2009-01,3731,
2009-02,6812,
2009-03,2574,
2009-04,3940,
2009-05,2602,
2009-06,13556,
2009-07,924,
2009-08,1852,
2009-09,2934,
2009-10,-943,
2009-11,2248,
2009-12,668,
2010-01,2416,
2010-02,542,
2010-03,1105,
2010-04,92,
2010-05,-5320,
2010-06,684,
2010-07,-246,
2010-08,2392,
2010-09,-954,
2010-10,-2118,
2010-11,-163,
2010-12,-153,
2011-01,-2492,
2011-02,-1784,
2011-03,-1687,
2011-04,-1288,
2011-05,-254,
2011-06,233,
2011-07,-264,
2011-08,-87,
2011-09,-3763,
2011-10,-2021,
2011-11,-1356,
2011-12,-326,
2012-01,-3389,
2012-02,-2769,
2012-03,-4855,
2012-04,-1353,
2012-05,-3031,
2012-06,-3014,
2012-07,-4901,
2012-08,-1929,
2012-09,-3231,
2012-10,-8890,
2012-11,-5443,
2012-12,-1038,
2013-01,-1995,
2013-02,-4431,
2013-03,-857,
2013-04,-4396,
2013-05,-930,
2013-06,-1035,
2013-07,-4915,
2013-08,-4263,
2013-09,-3944,
2013-10,-3435,
2013-11,-666,
2013-12,-1544,
2014-01,-1371,
2014-02,-3505,
2014-03,-2902,
2014-04,-3642,
2014-05,-2560,
2014-06,-3110,
2014-07,-4297,
2014-08,-1302,
2014-09,-683,
2014-10,-2798,
2014-11,-2729,
2014-12,-7318,
2015-01,-2970,
