"",BBEX3.M.LYD.USD.CA.AC.A01,BBEX3.M.LYD.USD.CA.AC.A01_FLAGS
1983-07,0.2960500,
1983-08,0.2960500,
1983-09,0.2960500,
1983-10,0.2960500,
1983-11,0.2960500,
1983-12,0.2960500,
1984-01,0.2960500,
1984-02,0.2960500,
1984-03,0.2960500,
1984-04,0.2960500,
1984-05,0.2960500,
1984-06,0.2960500,
1984-07,0.2960500,
1984-08,0.2960500,
1984-09,0.2960500,
1984-10,0.2960500,
1984-11,0.2960500,
1984-12,0.2960500,
1985-01,0.2960500,
1985-02,0.2960500,
1985-03,0.2960500,
1985-04,0.2960500,
1985-05,0.2960500,
1985-06,0.2960500,
1985-07,0.2960500,
1985-08,0.2960500,
1985-09,0.2960500,
1985-10,0.2960500,
1985-11,0.2960500,
1985-12,0.2960500,
1986-01,0.2960500,
1986-02,0.2960500,
1986-03,0.3129450,
1986-04,0.3028700,
1986-05,0.3319150,
1986-06,0.3281955,
1986-07,0.3209265,
1986-08,0.3181155,
1986-09,0.3171415,
1986-10,0.3197575,
1986-11,0.3180505,
1986-12,0.3146470,
1987-01,0.3028805,
1987-02,0.3036945,
1987-03,0.2986240,
1987-04,0.2953275,
1987-05,0.2984105,
1987-06,0.3002990,
1987-07,0.3031540,
1987-08,0.2980505,
1987-09,0.3002400,
1987-10,0.2906150,
1987-11,0.2834720,
1987-12,0.2729615,
1988-01,0.2809735,
1988-02,0.2821405,
1988-03,0.2779960,
1988-04,0.2773705,
1988-05,0.2799770,
1988-06,0.2929855,
1988-07,0.2961315,
1988-08,0.2969125,
1988-09,0.2973425,
1988-10,0.2860395,
1988-11,0.2807610,
1988-12,0.2853005,
1989-01,0.2933435,
1989-02,0.2890440,
1989-03,0.2972245,
1989-04,0.2963190,
1989-05,0.3102610,
1989-06,0.3079510,
1989-07,0.2996935,
1989-08,0.3059540,
1989-09,0.2999890,
1989-10,0.3002800,
1989-11,0.2980415,
1989-12,0.2921475,
1990-01,0.2892685,
1990-02,0.2914580,
1990-03,0.2956420,
1990-04,0.2948645,
1990-05,0.2904105,
1990-06,0.2900025,
1990-07,0.2828685,
1990-08,0.2757695,
1990-09,0.2756995,
1990-10,0.2680805,
1990-11,0.2649775,
1990-12,0.2716495,
1991-01,0.2668575,
1991-02,0.2705535,
1991-03,0.2844445,
1991-04,0.2893665,
1991-05,0.2852195,
1991-06,0.2920680,
1991-07,0.2877300,
1991-08,0.2908240,
1991-09,0.2908240,
1991-10,0.2908240,
1991-11,0.2908240,
1991-12,0.2908240,
1992-01,0.2908240,
1992-02,0.2908240,
1992-03,0.2893255,
1992-04,0.2890480,
1992-05,0.2839100,
1992-06,0.2759970,
1992-07,0.2802950,
1992-08,0.2801705,
1992-09,0.2828255,
1992-10,0.2946660,
1992-11,0.3004335,
1992-12,0.3008075,
1993-01,0.2997985,
1993-02,0.3010580,
1993-03,0.2986250,
1993-04,0.2923970,
1993-05,0.2900205,
1993-06,0.2969515,
1993-07,0.2972025,
1993-08,0.3174090,
1993-09,0.3145165,
1993-10,0.3204955,
1993-11,0.3228745,
1993-12,0.3232485,
1994-01,0.3230080,
1994-02,0.3198630,
1994-03,0.3166750,
1994-04,0.3140805,
1994-05,0.3154620,
1994-06,0.3077545,
1994-07,0.3067780,
1994-08,0.3079650,
1994-09,0.3042750,
1994-10,0.2993315,
1994-11,0.3595270,comment
1994-12,0.3596305,
1995-01,0.3561365,
1995-02,0.3509755,
1995-03,0.3374430,
1995-04,0.3337505,
1995-05,0.3425255,
1995-06,0.3352020,
1995-07,0.3376565,
1995-08,0.3538210,
1995-09,0.3485315,
1995-10,0.3492595,
1995-11,0.3528455,
1995-12,0.3531810,
1996-01,0.3610330,
1996-02,0.3563070,
1996-03,0.3592905,
1996-04,0.3629245,
1996-05,0.3659120,
1996-06,0.3637395,
1996-07,0.3592805,
1996-08,0.3597855,
1996-09,0.3639790,
1996-10,0.3635610,
1996-11,0.3625285,
1996-12,0.3658030,
1997-01,0.3778360,
1997-02,0.3780045,
1997-03,0.3795600,
1997-04,0.3849425,
1997-05,0.3772115,
1997-06,0.3771770,
1997-07,0.3876595,
1997-08,0.3850160,
1997-09,0.3842410,
1997-10,0.3808755,
1997-11,0.3849475,
1997-12,0.3887130,
1998-01,0.3870830,
1998-02,0.3888225,
1998-03,0.3917785,
1998-04,0.3900785,
1998-05,0.3931520,
1998-06,0.3950610,
1998-07,0.3932815,
1998-08,0.3948225,
1998-09,0.3815680,
1998-10,0.4501715,comment
1998-11,0.4573615,
1998-12,0.4506780,
1999-01,0.4561905,
1999-02,0.4642780,
1999-03,0.4678520,
1999-04,0.4678970,
1999-05,0.4714320,
1999-06,0.4740675,
1999-07,0.4675550,
1999-08,0.4657545,
1999-09,0.4594340,
1999-10,0.4591810,
1999-11,0.4617825,
1999-12,0.4616345,
2000-01,0.4663960,
2000-02,0.4943880,
2000-03,0.4928305,
2000-04,0.5018150,
2000-05,0.4997315,
2000-06,0.4981295,
2000-07,0.5029095,
2000-08,0.5083860,
2000-09,0.5424185,
2000-10,0.5477275,
2000-11,0.5490130,
2000-12,0.5403290,
2001-01,0.5451870,
2001-02,0.5458040,
2001-03,0.5584415,
2001-04,0.5532235,
2001-05,0.5605845,
2001-06,0.6558820,
2001-07,0.6496855,
2001-08,0.6360095,
2001-09,0.6338200,
2001-10,0.6388395,
2001-11,0.6470110,
2001-12,0.6506750,
2002-01,1.3215970,comment
2002-02,1.3249085,
2002-03,1.3185535,
2002-04,1.2944365,
2002-05,1.2782530,
2002-06,1.2356625,
2002-07,1.2402770,
2002-08,1.2384085,
2002-09,1.2471840,
2002-10,1.2394450,
2002-11,1.2409325,
2002-12,1.2136595,
2003-01,1.1917015,
2003-02,1.2008235,
2003-03,1.2062070,
2003-04,1.1950540,
2003-05,1.1577865,
2003-06,1.3785035,comment
2003-07,1.3810060,
2003-08,1.4030650,
2003-09,1.3672865,
2003-10,1.3438300,
2003-11,1.3423360,
2003-12,1.3051290,
2004-01,1.2941935,
2004-02,1.3056135,
2004-03,1.3099680,
2004-04,1.3314680,
2004-05,1.3156135,
2004-06,1.3167340,
2004-07,1.3267600,
2004-08,1.3254320,
2004-09,1.3159100,
2004-10,1.2893145,
2004-11,1.2616375,
2004-12,1.2475230,
2005-01,1.2706050,
2005-02,1.2675130,
2005-03,1.2808285,
2005-04,1.2779660,
2005-05,1.3011390,
2005-06,1.3243420,
2005-07,1.3369855,
2005-08,1.3234980,
2005-09,1.3336915,
2005-10,1.3307070,
2005-11,1.3546730,
2005-12,1.3520185,
2006-01,1.3385885,
2006-02,1.3480010,
2006-03,1.3439700,
2006-04,1.3220945,
2006-05,1.2937695,
2006-06,1.3143790,
2006-07,1.3071770,
2006-08,1.3000445,
2006-09,1.3054990,
2006-10,1.3037895,
2006-11,1.2831510,
2006-12,1.2849935,
2007-01,1.2954870,
2007-02,1.2836455,
2007-03,1.2769775,
2007-04,1.2665405,
2007-05,1.2780505,
2007-06,1.2767340,
2007-07,1.2623630,
2007-08,1.2608555,
2007-09,1.2413835,
2007-10,1.2317295,
2007-11,1.2152915,
2007-12,1.2242160,
2008-01,1.2140935,
2008-02,1.2071500,
2008-03,1.1740000,
2008-04,1.1887500,
2008-05,1.1863000,
2008-06,1.1855500,
2008-07,1.1925000,
2008-08,1.2309000,
2008-09,1.2302000,
2008-10,1.2968500,
2008-11,1.2933500,
2008-12,1.2485000,
2009-01,1.2787000,
2009-02,1.3091500,
2009-03,1.2968500,
2009-04,1.2897000,
2009-05,1.2483000,
2009-06,1.2464500,
2009-07,1.2440500,
2009-08,1.2356000,
2009-09,1.2249500,
2009-10,1.2175500,
2009-11,1.1999000,
2009-12,1.2371000,
2010-01,1.2433500,
2010-02,1.2608500,
2010-03,1.2717000,
2010-04,1.2827000,
2010-05,1.3107000,
2010-06,1.3100000,
2010-07,1.2756500,
2010-08,1.2814000,
2010-09,1.2447000,
2010-10,1.2248500,
2010-11,1.2674500,
2010-12,1.2541500,
2011-01,1.2384000,
2011-02,1.2314500,
2011-03,1.2199500,
2011-04,1.1917000,
2011-05,1.2107500,
2011-06,1.2116000,
2011-07,1.1996000,
2011-08,1.2011000,comment
2011-09,1.2330500,
2011-10,1.2215500,
2011-11,1.2250500,
2011-12,1.2596500,
2012-01,1.2457000,
2012-02,1.2409000,
2012-03,1.2492000,
2012-04,1.2448000,
2012-05,1.2802000,
2012-06,1.2757000,
2012-07,1.2813000,
2012-08,1.2706500,
2012-09,1.2559500,
2012-10,1.2556500,
2012-11,1.2609500,
2012-12,1.2564500,
2013-01,1.2529500,
2013-02,1.2751000,
2013-03,1.2905500,
2013-04,1.2794000,
2013-05,1.2904500,
2013-06,1.2871500,
2013-07,1.2767500,
2013-08,1.2719500,
2013-09,1.2597500,
2013-10,1.2546000,
2013-11,1.2594500,
2013-12,1.2534500,
2014-01,1.2552500,
2014-02,1.2530000,
2014-03,1.2515500,
2014-04,1.2477000,
2014-05,1.2531500,
2014-06,1.2502500,
2014-07,1.2561000,
2014-08,1.2619500,
2014-09,1.2983500,
2014-10,1.2999500,
2014-11,1.3167000,
2014-12,1.3345500,
2015-01,1.3724500,
"","Source: Calculated on the basis of buying and selling rates of the Central Bank of Libya, Tripolis.",
"","Comment on 1994-11: On 1 January 2002, the Libyan dinar was devalued. We recorded the following exchange rates (buying/selling rate) for this date:  USD 1 = LYD 0.352760 / 0.354529  Calculated devaluation against the rates recorded at 31 October 1994: 15.4%",
"","Comment on 1998-10: On 31 October 1998, the Libyan dinar was devalued.  Compared with the buying and selling rates of 29 October 1998 (USD 1 = LYD 0.372024 / 0.373889), there was a devaluation of 17.2%.",
"","Comment on 2002-01: On 1 January 2002, the Libyan dinar was devalued. We recorded the following exchange rates (buying/selling rate) for this date:  USD 1 = LYD 1.306039 / 1.312585  Calculated devaluation against the rates recorded at end-December 2001: 50.3%",
"","Comment on 2003-06: On 15 June 2003, the exchange rate were adjusted more sharply. We recorded the following exchange rates (buying/selling rate) for this date:  14 June 2003: USD 1 = LYD 1.153998 / 1.159783  15 June 2003: USD 1 = LYD 1.356440 / 1.363240  Calculated devaluation: 14.9%",
"",Comment on 2011-08: Exchange rate on 17 August 2011; no exchange rates were published between 18 August and 5 September 2011.,
