"",BBFB1.M.N.DE.W1.S13.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS
2008-02,3978.562,
2008-03,2187.587,
2008-04,2278.555,
2008-05,1502.150,
2008-06,1663.940,
2008-07,1650.645,
2008-08,1651.963,
2008-09,1721.298,
2008-10,2634.933,
2008-11,2323.315,
2008-12,3038.052,
2009-01,2672.092,
2009-02,3380.858,
2009-03,2149.437,
2009-04,2179.539,
2009-05,1468.653,
2009-06,1813.386,
2009-07,1420.332,
2009-08,2324.641,
2009-09,1734.180,
2009-10,3847.140,
2009-11,2417.527,
2009-12,2854.250,
2010-01,3800.280,
2010-02,5726.683,
2010-03,1616.434,
2010-04,1819.716,
2010-05,2103.033,
2010-06,1533.485,
2010-07,2498.681,
2010-08,2437.817,
2010-09,2554.898,
2010-10,2586.405,
2010-11,2659.369,
2010-12,2969.344,
2011-01,3386.840,
2011-02,5316.542,
2011-03,1823.112,
2011-04,1876.593,
2011-05,1944.302,
2011-06,1865.129,
2011-07,2649.858,
2011-08,2120.947,
2011-09,2477.713,
2011-10,2480.434,
2011-11,2627.968,
2011-12,2943.995,
2012-01,3223.725,
2012-02,6215.673,
2012-03,2629.209,
2012-04,2919.297,
2012-05,2343.348,
2012-06,1860.834,
2012-07,1699.591,
2012-08,2512.946,
2012-09,2514.768,
2012-10,2235.613,
2012-11,1842.099,
2012-12,3623.872,
2013-01,5096.567,
2013-02,6061.805,
2013-03,2579.156,
2013-04,2980.592,
2013-05,2620.561,
2013-06,2812.065,
2013-07,2930.919,
2013-08,2894.882,
2013-09,2755.888,
2013-10,2092.080,
2013-11,1839.061,
2013-12,5055.504,
2014-01,4252.782,
2014-02,6781.877,Provisional value
2014-03,2819.885,Provisional value
2014-04,2947.580,Provisional value
2014-05,2995.237,Provisional value
2014-06,2823.711,Provisional value
2014-07,2593.248,Provisional value
2014-08,2272.311,Provisional value
2014-09,1767.376,
2014-10,2113.195,
2014-11,3162.163,
2014-12,5282.479,Provisional value
