"",BBK01.TYI309,BBK01.TYI309_FLAGS
2006-02,-2147,
2006-03,1829,
2006-04,-573,
2006-05,2250,
2006-06,-1906,
2006-07,-981,
2006-08,4461,
2006-09,2700,
2006-10,98,
2006-11,-183,
2006-12,-610,
2007-01,4659,
2007-02,1532,
2007-03,5000,
2007-04,-388,
2007-05,891,
2007-06,-719,
2007-07,4738,
2007-08,2551,
2007-09,-1419,
2007-10,-946,
2007-11,4697,
2007-12,-3673,
2008-01,5236,
2008-02,-1631,
2008-03,-1244,
2008-04,3409,
2008-05,-7146,
2008-06,-3861,
2008-07,-701,
2008-08,-2443,
2008-09,-1934,
2008-10,958,
2008-11,14185,
2008-12,1195,
2009-01,-13773,
2009-02,1937,
2009-03,-16831,
2009-04,7181,
2009-05,861,
2009-06,-9169,
2009-07,-234,
2009-08,1153,
2009-09,156,
2009-10,-3818,
2009-11,-1652,
2009-12,-3998,
2010-01,2261,
2010-02,1359,
2010-03,-2069,
2010-04,-516,
2010-05,-828,
2010-06,-6147,
2010-07,3806,
2010-08,7057,
2010-09,3220,
2010-10,-2849,
2010-11,-1138,
2010-12,-3460,
2011-01,-2938,
2011-02,-1644,
2011-03,-1334,
2011-04,-2956,
2011-05,-303,
2011-06,-218,
2011-07,2963,
2011-08,2681,
2011-09,-5577,
2011-10,-3506,
2011-11,3915,
2011-12,-2014,
2012-01,-2414,
2012-02,1784,
2012-03,-1852,
2012-04,-1717,
2012-05,-5146,
2012-06,1013,
2012-07,2266,
2012-08,-1603,
2012-09,1737,
2012-10,1069,
2012-11,1064,
2012-12,-2182,
2013-01,-3597,
2013-02,1479,
2013-03,-1067,
2013-04,2230,
2013-05,-901,
2013-06,-2739,
2013-07,3919,
2013-08,-3046,
2013-09,-1790,
2013-10,2067,
2013-11,-3009,
2013-12,-3872,
2014-01,-2248,
2014-02,1635,
2014-03,-2215,
2014-04,140,
2014-05,739,
2014-06,2720,
2014-07,-240,
2014-08,2065,
2014-09,634,
2014-10,427,
2014-11,-768,
2014-12,-809,
2015-01,971,
