"",BBDE1.M.DE.Y.AEA1.N2C270000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C270000.F.V.I10.A_FLAGS
1998-05,78.4,
1998-06,75.7,
1998-07,77.6,
1998-08,75.9,
1998-09,79.3,
1998-10,75.1,
1998-11,75.5,
1998-12,74.0,
1999-01,73.8,
1999-02,76.2,
1999-03,78.3,
1999-04,75.3,
1999-05,80.9,
1999-06,77.0,
1999-07,82.3,
1999-08,87.3,
1999-09,80.7,
1999-10,82.5,
1999-11,80.4,
1999-12,82.6,
2000-01,80.2,
2000-02,82.3,
2000-03,90.2,
2000-04,84.5,
2000-05,87.4,
2000-06,89.0,
2000-07,90.7,
2000-08,96.8,
2000-09,94.8,
2000-10,88.9,
2000-11,89.8,
2000-12,93.5,
2001-01,89.8,
2001-02,92.8,
2001-03,94.8,
2001-04,84.5,
2001-05,99.8,
2001-06,95.0,
2001-07,86.5,
2001-08,87.7,
2001-09,83.7,
2001-10,82.2,
2001-11,79.8,
2001-12,95.0,
2002-01,85.6,
2002-02,83.1,
2002-03,84.2,
2002-04,82.3,
2002-05,81.1,
2002-06,84.2,
2002-07,80.6,
2002-08,83.4,
2002-09,85.3,
2002-10,84.2,
2002-11,89.5,
2002-12,86.5,
2003-01,87.4,
2003-02,82.5,
2003-03,84.1,
2003-04,84.3,
2003-05,82.9,
2003-06,86.4,
2003-07,85.9,
2003-08,82.3,
2003-09,89.2,
2003-10,86.5,
2003-11,86.8,
2003-12,85.8,
2004-01,86.1,
2004-02,91.0,
2004-03,88.2,
2004-04,88.2,
2004-05,91.8,
2004-06,87.1,
2004-07,91.3,
2004-08,84.8,
2004-09,85.9,
2004-10,87.1,
2004-11,87.3,
2004-12,86.1,
2005-01,86.1,
2005-02,89.4,
2005-03,87.0,
2005-04,89.0,
2005-05,88.5,
2005-06,92.2,
2005-07,93.4,
2005-08,93.8,
2005-09,95.5,
2005-10,94.8,
2005-11,95.3,
2005-12,97.0,
2006-01,97.3,
2006-02,98.2,
2006-03,95.6,
2006-04,102.3,
2006-05,102.1,
2006-06,100.6,
2006-07,101.7,
2006-08,103.8,
2006-09,102.2,
2006-10,110.3,
2006-11,105.6,
2006-12,106.2,
2007-01,108.6,
2007-02,106.3,
2007-03,118.0,
2007-04,104.7,
2007-05,111.8,
2007-06,112.3,
2007-07,108.7,
2007-08,111.8,
2007-09,111.5,
2007-10,108.1,
2007-11,120.4,
2007-12,122.7,
2008-01,117.6,
2008-02,115.9,
2008-03,115.6,
2008-04,118.4,
2008-05,117.9,
2008-06,111.7,
2008-07,110.3,
2008-08,112.2,
2008-09,108.3,
2008-10,104.9,
2008-11,103.7,
2008-12,96.4,
2009-01,81.8,
2009-02,76.8,
2009-03,81.7,
2009-04,74.8,
2009-05,75.3,
2009-06,78.9,
2009-07,79.2,
2009-08,82.2,
2009-09,89.0,
2009-10,88.8,
2009-11,90.6,
2009-12,86.5,
2010-01,91.7,
2010-02,93.8,
2010-03,94.2,
2010-04,96.1,
2010-05,98.9,
2010-06,102.4,
2010-07,105.4,
2010-08,101.0,
2010-09,98.2,
2010-10,103.7,
2010-11,103.7,
2010-12,106.0,
2011-01,112.1,
2011-02,108.6,
2011-03,111.6,
2011-04,110.4,
2011-05,126.7,
2011-06,111.4,
2011-07,121.2,
2011-08,113.9,
2011-09,111.8,
2011-10,105.8,
2011-11,108.1,
2011-12,114.5,
2012-01,110.3,
2012-02,107.6,
2012-03,104.0,
2012-04,107.3,
2012-05,109.9,
2012-06,102.3,
2012-07,104.8,
2012-08,108.8,
2012-09,105.3,
2012-10,106.3,
2012-11,103.1,
2012-12,103.7,
2013-01,103.1,
2013-02,104.4,
2013-03,117.1,
2013-04,105.6,
2013-05,103.9,
2013-06,107.2,
2013-07,105.7,
2013-08,103.9,
2013-09,107.0,
2013-10,117.9,
2013-11,113.5,
2013-12,104.7,
2014-01,106.9,
2014-02,109.5,
2014-03,103.9,
2014-04,106.0,
2014-05,112.8,
2014-06,105.4,
2014-07,106.5,
2014-08,105.1,
2014-09,102.9,
2014-10,111.7,
2014-11,110.6,
2014-12,109.1,Provisional value
