"",BBFN1.M.DE.N.1.A.W1.S1P.F0.S.BN00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.F0.S.BN00.Z01.BGA.X001.D_FLAGS
1994-06,101.923,
1994-07,106.008,
1994-08,106.768,
1994-09,108.334,
1994-10,114.369,
1994-11,116.059,
1994-12,110.464,
1995-01,117.570,
1995-02,116.977,
1995-03,117.711,
1995-04,120.652,
1995-05,122.804,
1995-06,121.054,
1995-07,122.738,
1995-08,118.095,
1995-09,118.584,
1995-10,120.909,
1995-11,118.154,
1995-12,106.752,
1996-01,114.139,
1996-02,115.864,
1996-03,121.226,
1996-04,127.021,
1996-05,131.414,
1996-06,125.412,
1996-07,120.682,
1996-08,118.688,
1996-09,120.799,
1996-10,123.235,
1996-11,126.291,
1996-12,123.120,
1997-01,139.471,
1997-02,146.749,
1997-03,148.695,
1997-04,153.233,
1997-05,150.526,
1997-06,144.266,
1997-07,144.748,
1997-08,134.995,
1997-09,135.985,
1997-10,135.100,
1997-11,130.555,
1997-12,122.327,
1998-01,135.945,
1998-02,144.001,
1998-03,156.172,
1998-04,162.480,
1998-05,167.269,
1998-06,153.820,
1998-07,150.675,
1998-08,143.700,
1998-09,153.412,
1998-10,151.803,
1998-11,150.560,
1998-12,136.054,
1999-01,131.492,
1999-02,140.085,
1999-03,148.896,
1999-04,159.130,
1999-05,166.078,
1999-06,166.186,
1999-07,156.005,
1999-08,153.770,
1999-09,152.658,
1999-10,147.577,
1999-11,151.542,
1999-12,140.196,
2000-01,148.542,
2000-02,157.606,
2000-03,179.778,
2000-04,182.337,
2000-05,190.123,
2000-06,185.621,
2000-07,175.846,
2000-08,189.226,
2000-09,176.579,
2000-10,179.405,
2000-11,172.943,
2000-12,161.946,
2001-01,183.135,
2001-02,200.114,
2001-03,221.229,
2001-04,221.718,
2001-05,221.971,
2001-06,217.406,
2001-07,209.588,
2001-08,201.200,
2001-09,197.660,
2001-10,199.481,
2001-11,187.239,
2001-12,192.546,
2002-01,199.947,
2002-02,196.650,
2002-03,193.751,
2002-04,201.318,
2002-05,194.492,
2002-06,181.200,
2002-07,179.326,
2002-08,179.271,
2002-09,186.390,
2002-10,186.899,
2002-11,177.139,
2002-12,164.351,
2003-01,180.738,
2003-02,188.160,
2003-03,196.137,
2003-04,207.276,
2003-05,209.581,
2003-06,202.785,
2003-07,208.302,
2003-08,199.070,
2003-09,204.940,
2003-10,204.354,
2003-11,202.274,
2003-12,193.818,
2004-01,214.564,
2004-02,211.414,
2004-03,215.228,
2004-04,210.559,
2004-05,205.439,
2004-06,208.725,
2004-07,211.233,
2004-08,211.720,
2004-09,215.065,
2004-10,212.807,
2004-11,204.867,
2004-12,200.494,
2005-01,203.798,
2005-02,207.849,
2005-03,217.185,
2005-04,212.408,
2005-05,214.630,
2005-06,209.385,
2005-07,212.086,
2005-08,212.423,
2005-09,224.020,
2005-10,227.390,
2005-11,224.136,
2005-12,212.469,
2006-01,216.664,
2006-02,228.803,
2006-03,231.602,
2006-04,236.248,
2006-05,232.945,
2006-06,227.833,
2006-07,224.681,
2006-08,229.468,
2006-09,232.153,
2006-10,234.503,
2006-11,231.804,
2006-12,218.766,
2007-01,224.202,
2007-02,232.163,
2007-03,235.916,
2007-04,233.964,
2007-05,229.635,
2007-06,230.577,
2007-07,235.746,
2007-08,229.677,
2007-09,226.862,
2007-10,238.783,
2007-11,231.874,
2007-12,221.744,
2008-01,231.711,
2008-02,228.212,
2008-03,237.489,
2008-04,239.928,
2008-05,234.178,
2008-06,232.535,
2008-07,238.074,
2008-08,234.920,
2008-09,241.977,
2008-10,238.811,
2008-11,237.312,
2008-12,238.862,
2009-01,242.220,
2009-02,239.269,
2009-03,261.978,
2009-04,259.158,
2009-05,254.078,
2009-06,261.194,
2009-07,251.875,
2009-08,248.972,
2009-09,250.462,
2009-10,253.405,
2009-11,248.698,
2009-12,254.837,
2010-01,249.067,
2010-02,251.140,
2010-03,261.466,
2010-04,265.215,
2010-05,268.636,
2010-06,273.575,
2010-07,282.330,
2010-08,284.042,
2010-09,283.893,
2010-10,287.134,
2010-11,288.340,
2010-12,272.005,
2011-01,288.300,
2011-02,285.776,
2011-03,289.367,
2011-04,287.519,
2011-05,300.374,
2011-06,297.501,
2011-07,307.605,
2011-08,326.510,
2011-09,334.372,
2011-10,337.667,
2011-11,332.234,
2011-12,304.948,
2012-01,328.600,
2012-02,325.461,
2012-03,334.988,
2012-04,327.235,
2012-05,337.987,
2012-06,357.224,
2012-07,351.561,
2012-08,336.638,
2012-09,349.788,
2012-10,338.115,
2012-11,342.468,
2012-12,324.878,
2013-01,344.459,
2013-02,346.713,
2013-03,355.159,
2013-04,356.360,
2013-05,354.222,
2013-06,366.798,
2013-07,345.422,
2013-08,335.742,
2013-09,340.639,
2013-10,338.505,
2013-11,335.617,
2013-12,327.214,
2014-01,332.978,
2014-02,335.786,
2014-03,358.044,
2014-04,356.844,
2014-05,370.832,
2014-06,360.781,
2014-07,353.781,
2014-08,363.887,
2014-09,368.532,
2014-10,357.487,
2014-11,357.214,
2014-12,335.821,
