"",BBDE1.M.DE.Y.GUA1.N2G470000.A.V.I10.L,BBDE1.M.DE.Y.GUA1.N2G470000.A.V.I10.L_FLAGS
1963-05,18.5,
1963-06,18.4,
1963-07,18.5,
1963-08,19.0,
1963-09,18.7,
1963-10,19.1,
1963-11,19.2,
1963-12,19.9,
1964-01,19.7,
1964-02,19.6,
1964-03,19.8,
1964-04,19.7,
1964-05,20.1,
1964-06,19.8,
1964-07,20.1,
1964-08,20.1,
1964-09,20.1,
1964-10,21.1,
1964-11,21.2,
1964-12,21.6,
1965-01,21.5,
1965-02,21.5,
1965-03,21.2,
1965-04,22.3,
1965-05,21.7,
1965-06,22.5,
1965-07,22.9,
1965-08,22.7,
1965-09,23.0,
1965-10,23.0,
1965-11,22.8,
1965-12,22.4,
1966-01,23.3,
1966-02,23.8,
1966-03,23.9,
1966-04,23.2,
1966-05,24.1,
1966-06,23.6,
1966-07,24.2,
1966-08,23.6,
1966-09,23.8,
1966-10,23.7,
1966-11,23.2,
1966-12,22.9,
1967-01,24.6,
1967-02,23.8,
1967-03,23.4,
1967-04,23.6,
1967-05,23.4,
1967-06,23.8,
1967-07,24.0,
1967-08,24.1,
1967-09,24.1,
1967-10,23.5,
1967-11,23.3,
1967-12,25.6,
1968-01,23.3,
1968-02,23.6,
1968-03,24.3,
1968-04,24.6,
1968-05,24.2,
1968-06,25.1,
1968-07,24.3,
1968-08,25.7,
1968-09,25.5,
1968-10,25.2,
1968-11,25.8,
1968-12,26.2,
1969-01,26.0,
1969-02,26.0,
1969-03,26.7,
1969-04,26.0,
1969-05,27.2,
1969-06,27.2,
1969-07,27.3,
1969-08,28.4,
1969-09,28.0,
1969-10,28.3,
1969-11,29.0,
1969-12,29.1,
1970-01,27.9,
1970-02,28.3,
1970-03,29.0,
1970-04,29.6,
1970-05,30.4,
1970-06,30.6,
1970-07,31.3,
1970-08,31.0,
1970-09,30.9,
1970-10,31.6,
1970-11,32.8,
1970-12,33.4,
1971-01,32.3,
1971-02,32.1,
1971-03,32.7,
1971-04,33.3,
1971-05,33.6,
1971-06,33.6,
1971-07,34.1,
1971-08,34.2,
1971-09,34.6,
1971-10,35.0,
1971-11,35.1,
1971-12,33.8,
1972-01,35.3,
1972-02,35.2,
1972-03,36.4,
1972-04,35.0,
1972-05,36.4,
1972-06,36.4,
1972-07,37.2,
1972-08,39.1,
1972-09,37.6,
1972-10,38.0,
1972-11,37.7,
1972-12,39.4,
1973-01,38.9,
1973-02,39.9,
1973-03,38.8,
1973-04,39.8,
1973-05,39.3,
1973-06,40.3,
1973-07,39.3,
1973-08,39.7,
1973-09,40.4,
1973-10,39.9,
1973-11,39.9,
1973-12,40.0,
1974-01,40.6,
1974-02,40.5,
1974-03,41.2,
1974-04,41.9,
1974-05,41.9,
1974-06,42.0,
1974-07,42.5,
1974-08,42.3,
1974-09,42.6,
1974-10,43.4,
1974-11,42.4,
1974-12,42.5,
1975-01,43.6,
1975-02,44.3,
1975-03,44.1,
1975-04,45.3,
1975-05,45.3,
1975-06,46.0,
1975-07,45.5,
1975-08,46.2,
1975-09,46.5,
1975-10,47.6,
1975-11,47.5,
1975-12,46.8,
1976-01,47.5,
1976-02,48.2,
1976-03,46.9,
1976-04,48.3,
1976-05,47.2,
1976-06,48.3,
1976-07,48.2,
1976-08,49.1,
1976-09,49.5,
1976-10,48.8,
1976-11,50.3,
1976-12,50.6,
1977-01,50.6,
1977-02,50.8,
1977-03,51.2,
1977-04,49.5,
1977-05,52.9,
1977-06,53.0,
1977-07,53.5,
1977-08,52.5,
1977-09,53.1,
1977-10,52.0,
1977-11,53.5,
1977-12,55.8,
1978-01,54.5,
1978-02,53.8,
1978-03,53.7,
1978-04,55.2,
1978-05,54.4,
1978-06,54.8,
1978-07,55.1,
1978-08,55.6,
1978-09,56.2,
1978-10,55.8,
1978-11,55.6,
1978-12,57.7,
1979-01,56.3,
1979-02,55.9,
1979-03,57.4,
1979-04,58.8,
1979-05,58.6,
1979-06,60.0,
1979-07,57.9,
1979-08,59.1,
1979-09,58.7,
1979-10,59.4,
1979-11,59.5,
1979-12,59.6,
1980-01,62.2,
1980-02,60.1,
1980-03,60.5,
1980-04,60.2,
1980-05,61.2,
1980-06,61.3,
1980-07,61.9,
1980-08,61.5,
1980-09,62.4,
1980-10,62.8,
1980-11,63.1,
1980-12,62.6,
1981-01,62.5,
1981-02,65.6,
1981-03,63.3,
1981-04,63.4,
1981-05,63.6,
1981-06,63.8,
1981-07,64.2,
1981-08,64.8,
1981-09,63.8,
1981-10,65.6,
1981-11,65.3,
1981-12,65.4,
1982-01,64.7,
1982-02,65.0,
1982-03,65.8,
1982-04,65.2,
1982-05,63.6,
1982-06,64.7,
1982-07,63.1,
1982-08,65.0,
1982-09,63.5,
1982-10,64.7,
1982-11,64.9,
1982-12,65.9,
1983-01,65.4,
1983-02,65.7,
1983-03,66.1,
1983-04,65.4,
1983-05,66.5,
1983-06,68.9,
1983-07,63.8,
1983-08,65.4,
1983-09,68.0,
1983-10,67.1,
1983-11,66.7,
1983-12,66.9,
1984-01,68.2,
1984-02,68.5,
1984-03,66.8,
1984-04,68.7,
1984-05,67.3,
1984-06,68.7,
1984-07,68.4,
1984-08,67.4,
1984-09,69.7,
1984-10,67.6,
1984-11,67.0,
1984-12,68.8,
1985-01,69.9,
1985-02,68.5,
1985-03,69.7,
1985-04,69.1,
1985-05,70.5,
1985-06,69.1,
1985-07,69.8,
1985-08,70.2,
1985-09,70.1,
1985-10,70.5,
1985-11,70.4,
1985-12,68.9,
1986-01,69.9,
1986-02,69.8,
1986-03,70.0,
1986-04,71.8,
1986-05,72.8,
1986-06,71.6,
1986-07,70.6,
1986-08,70.6,
1986-09,71.6,
1986-10,71.0,
1986-11,70.5,
1986-12,71.6,
1987-01,70.7,
1987-02,72.0,
1987-03,71.1,
1987-04,75.0,
1987-05,72.3,
1987-06,73.2,
1987-07,74.4,
1987-08,74.4,
1987-09,72.6,
1987-10,74.8,
1987-11,75.4,
1987-12,75.0,
1988-01,74.3,
1988-02,74.1,
1988-03,74.7,
1988-04,75.7,
1988-05,76.5,
1988-06,76.0,
1988-07,75.5,
1988-08,75.7,
1988-09,76.0,
1988-10,76.0,
1988-11,76.9,
1988-12,77.0,
1989-01,78.2,
1989-02,77.6,
1989-03,78.4,
1989-04,77.3,
1989-05,78.5,
1989-06,77.8,
1989-07,77.9,
1989-08,79.8,
1989-09,78.6,
1989-10,80.2,
1989-11,80.3,
1989-12,82.7,
1990-01,81.5,
1990-02,82.8,
1990-03,84.1,
1990-04,84.2,
1990-05,84.2,
1990-06,84.4,
1990-07,88.6,
1990-08,88.3,
1990-09,89.5,
1990-10,88.4,
1990-11,89.0,
1990-12,89.0,
1991-01,92.2,
1991-02,92.6,
1991-03,93.4,
1991-04,92.6,
1991-05,91.4,
1991-06,93.9,
1991-07,93.5,
1991-08,91.5,
1991-09,92.4,
1991-10,94.4,
1991-11,92.6,
1991-12,92.3,
1992-01,93.7,
1992-02,94.1,
1992-03,92.6,
1992-04,92.6,
1992-05,92.9,
1992-06,93.3,
1992-07,93.7,
1992-08,93.2,
1992-09,94.6,
1992-10,94.8,
1992-11,95.1,
1992-12,95.2,
1993-01,92.7,
1993-02,92.6,
1993-03,94.5,
1993-04,94.9,
1993-05,91.1,
1993-06,93.5,
1993-07,94.3,
1993-08,95.2,
1993-09,94.3,
1993-10,94.7,
1993-11,94.7,
1993-12,93.5,
1994-01,94.7,
1994-02,93.6,
1994-03,93.8,
1994-04,93.2,
1994-05,92.3,
1994-06,92.7,
1994-07,93.2,
1994-08,93.5,
1994-09,94.9,
1994-10,94.1,
1994-11,93.9,
1994-12,96.0,
1995-01,93.9,
1995-02,96.1,
1995-03,96.0,
1995-04,94.9,
1995-05,95.9,
1995-06,96.8,
1995-07,95.7,
1995-08,95.2,
1995-09,95.3,
1995-10,93.9,
1995-11,95.7,
1995-12,95.8,
1996-01,95.2,
1996-02,95.4,
1996-03,95.1,
1996-04,96.3,
1996-05,95.4,
1996-06,94.8,
1996-07,95.5,
1996-08,95.6,
1996-09,96.8,
1996-10,94.5,
1996-11,95.8,
1996-12,94.8,
1997-01,96.4,
1997-02,94.6,
1997-03,93.9,
1997-04,95.2,
1997-05,94.6,
1997-06,95.8,
1997-07,94.4,
1997-08,92.5,
1997-09,93.5,
1997-10,95.4,
1997-11,94.3,
1997-12,93.8,
1998-01,94.3,
1998-02,94.8,
1998-03,96.6,
1998-04,94.3,
1998-05,95.1,
1998-06,93.6,
1998-07,96.2,
1998-08,94.6,
1998-09,94.1,
1998-10,94.5,
1998-11,97.5,
1998-12,95.6,
1999-01,95.4,
1999-02,95.5,
1999-03,96.2,
1999-04,94.4,
1999-05,94.9,
1999-06,94.9,
1999-07,95.4,
1999-08,96.3,
1999-09,92.9,
1999-10,95.9,
1999-11,96.2,
1999-12,97.2,
2000-01,96.9,
2000-02,98.3,
2000-03,97.1,
2000-04,97.8,
2000-05,97.9,
2000-06,97.9,
2000-07,97.8,
2000-08,97.2,
2000-09,97.4,
2000-10,97.7,
2000-11,98.2,
2000-12,98.5,
2001-01,99.8,
2001-02,98.3,
2001-03,99.5,
2001-04,99.2,
2001-05,99.8,
2001-06,99.8,
2001-07,99.6,
2001-08,98.7,
2001-09,99.1,
2001-10,96.4,
2001-11,100.1,
2001-12,98.1,
2002-01,96.8,
2002-02,96.3,
2002-03,97.0,
2002-04,98.0,
2002-05,98.2,
2002-06,95.8,
2002-07,96.8,
2002-08,96.4,
2002-09,98.1,
2002-10,96.9,
2002-11,96.3,
2002-12,96.4,
2003-01,95.9,
2003-02,96.1,
2003-03,96.4,
2003-04,95.7,
2003-05,95.8,
2003-06,96.4,
2003-07,95.5,
2003-08,95.5,
2003-09,95.9,
2003-10,97.1,
2003-11,96.4,
2003-12,95.7,
2004-01,96.2,
2004-02,97.6,
2004-03,97.4,
2004-04,98.5,
2004-05,96.7,
2004-06,97.5,
2004-07,98.0,
2004-08,97.5,
2004-09,97.4,
2004-10,97.7,
2004-11,98.2,
2004-12,98.9,
2005-01,100.0,
2005-02,99.0,
2005-03,99.4,
2005-04,99.1,
2005-05,98.6,
2005-06,99.6,
2005-07,99.7,
2005-08,99.7,
2005-09,99.9,
2005-10,99.8,
2005-11,99.7,
2005-12,100.0,
2006-01,99.3,
2006-02,100.3,
2006-03,100.0,
2006-04,100.3,
2006-05,100.9,
2006-06,102.0,
2006-07,100.2,
2006-08,101.0,
2006-09,99.2,
2006-10,100.1,
2006-11,100.4,
2006-12,103.2,
2007-01,96.8,
2007-02,99.3,
2007-03,99.6,
2007-04,102.1,
2007-05,97.4,
2007-06,99.0,
2007-07,98.8,
2007-08,99.5,
2007-09,99.6,
2007-10,99.5,
2007-11,100.0,
2007-12,97.5,
2008-01,100.9,
2008-02,102.1,
2008-03,100.0,
2008-04,100.3,
2008-05,101.1,
2008-06,100.6,
2008-07,100.7,
2008-08,102.2,
2008-09,102.8,
2008-10,101.4,
2008-11,101.3,
2008-12,100.7,
2009-01,97.6,
2009-02,97.5,
2009-03,97.4,
2009-04,99.7,
2009-05,97.3,
2009-06,96.0,
2009-07,97.7,
2009-08,96.9,
2009-09,97.2,
2009-10,98.2,
2009-11,97.9,
2009-12,99.1,
2010-01,96.8,
2010-02,98.9,
2010-03,99.6,
2010-04,99.5,
2010-05,99.9,
2010-06,100.1,
2010-07,101.8,
2010-08,100.8,
2010-09,100.3,
2010-10,100.7,
2010-11,100.4,
2010-12,101.6,
2011-01,101.0,
2011-02,103.4,
2011-03,101.1,
2011-04,102.5,
2011-05,99.8,
2011-06,102.4,
2011-07,103.8,
2011-08,102.8,
2011-09,103.5,
2011-10,104.2,
2011-11,103.0,
2011-12,104.1,
2012-01,101.8,
2012-02,104.1,
2012-03,105.2,
2012-04,104.6,
2012-05,104.4,
2012-06,105.3,
2012-07,104.5,
2012-08,104.8,
2012-09,105.4,
2012-10,105.0,
2012-11,105.3,
2012-12,103.8,
2013-01,105.6,
2013-02,105.6,
2013-03,105.7,
2013-04,106.1,
2013-05,107.1,
2013-06,106.2,
2013-07,106.8,
2013-08,106.4,
2013-09,106.8,
2013-10,106.0,
2013-11,107.7,
2013-12,105.1,
2014-01,107.8,Provisional value
2014-02,108.8,Provisional value
2014-03,108.5,Provisional value
2014-04,107.7,Provisional value
2014-05,107.4,Provisional value
2014-06,108.9,Provisional value
2014-07,108.3,Provisional value
2014-08,109.0,Provisional value
2014-09,107.1,Provisional value
2014-10,109.0,Provisional value
2014-11,109.3,Provisional value
2014-12,109.8,Provisional value
"","General: 1 Source of the original data: Up to 1964: Bundesbank calculations using the annual figures calculated on the basis of the turnover tax statistics combined with the monthly indices published by the Federal Statistical Office. As of 1965: Federal Statistical Office. - 2 Territorial definition: Western Gemany up tp 1990 (up to 1960 excluding Saarland and up tp 1964 excluding West Berlin), afterwards Germany (chain-linked over the annual average of 1991; Bundesbank calculation). - 3 Methodology: Yearly averages. Up to 1967 including turnover tax, 1968 to 1990 including VAT and as of 1991 excluding VAT. Up to 1989 according to the economic sector classification, issue 1979; whereas up to 1979: Retail trade (position 43) excluding retail sale of automotive fuel by agencies (position 437.10) as well as from 1980 to 1990: excluding retail trade of motor vehicles and vehicle parts (position 438.1) as well as fuels and lubricants (position 437). From 1991 to 1993 according to the economic sector classification, issue 1993: Retail trade  (positions 52.1 - .6) (excluding  the sale of motor vehicles and of automotive fuel).  From 1994 according to the economic sector classification, issue 2008: Retail trade (position 47) (excluding  the sale of motor vehicles).",
