"",BBDE1.M.DE.Y.AEB5.N2C280000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C280000.F.V.I10.A_FLAGS
2006-08,101.6,
2006-09,98.6,
2006-10,104.2,
2006-11,101.1,
2006-12,100.0,
2007-01,107.9,
2007-02,115.0,
2007-03,116.6,
2007-04,105.0,
2007-05,124.6,
2007-06,119.7,
2007-07,119.9,
2007-08,118.4,
2007-09,117.2,
2007-10,122.9,
2007-11,121.1,
2007-12,123.9,
2008-01,122.1,
2008-02,123.8,
2008-03,121.4,
2008-04,125.3,
2008-05,114.3,
2008-06,110.7,
2008-07,108.7,
2008-08,120.6,
2008-09,113.2,
2008-10,96.9,
2008-11,91.6,
2008-12,72.4,
2009-01,69.7,
2009-02,68.0,
2009-03,71.4,
2009-04,64.3,
2009-05,61.4,
2009-06,69.0,
2009-07,69.2,
2009-08,69.6,
2009-09,80.4,
2009-10,76.6,
2009-11,87.1,
2009-12,83.7,
2010-01,81.1,
2010-02,88.5,
2010-03,90.3,
2010-04,92.4,
2010-05,96.2,
2010-06,97.9,
2010-07,99.3,
2010-08,100.8,
2010-09,106.0,
2010-10,104.1,
2010-11,117.1,
2010-12,119.9,
2011-01,118.4,
2011-02,124.6,
2011-03,114.8,
2011-04,116.7,
2011-05,116.9,
2011-06,118.8,
2011-07,115.4,
2011-08,108.5,
2011-09,107.1,
2011-10,108.9,
2011-11,110.3,
2011-12,109.7,
2012-01,107.5,
2012-02,107.6,
2012-03,109.3,
2012-04,109.4,
2012-05,118.8,
2012-06,109.5,
2012-07,111.0,
2012-08,103.5,
2012-09,118.0,
2012-10,111.8,
2012-11,107.2,
2012-12,114.2,
2013-01,108.4,
2013-02,107.7,
2013-03,115.8,
2013-04,111.8,
2013-05,115.0,
2013-06,112.9,
2013-07,107.9,
2013-08,115.2,
2013-09,115.7,
2013-10,111.8,
2013-11,111.0,
2013-12,115.1,
2014-01,116.4,
2014-02,111.6,
2014-03,109.6,
2014-04,112.8,
2014-05,110.5,
2014-06,121.4,
2014-07,118.0,
2014-08,114.2,
2014-09,127.4,
2014-10,117.2,
2014-11,115.8,
2014-12,124.9,Provisional value
