"",BBFN1.M.DE.N.1.A.W1.S1P.FH.T.BN00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.FH.T.BN00.Z01.BGA.X001.D_FLAGS
1988-06,115.040,
1988-07,114.642,
1988-08,114.186,
1988-09,115.879,
1988-10,117.823,
1988-11,116.445,
1988-12,113.621,
1989-01,119.944,
1989-02,122.337,
1989-03,125.285,
1989-04,129.444,
1989-05,131.878,
1989-06,133.185,
1989-07,131.630,
1989-08,131.514,
1989-09,134.156,
1989-10,142.334,
1989-11,145.048,
1989-12,138.249,
1990-01,144.075,
1990-02,146.108,
1990-03,149.861,
1990-04,151.115,
1990-05,151.921,
1990-06,150.217,
1990-07,151.579,
1990-08,150.887,
1990-09,153.459,
1990-10,157.413,
1990-11,156.907,
1990-12,152.152,
1991-01,157.081,
1991-02,159.095,
1991-03,164.661,
1991-04,168.591,
1991-05,167.018,
1991-06,167.214,
1991-07,166.997,
1991-08,162.345,
1991-09,162.404,
1991-10,167.690,
1991-11,166.957,
1991-12,156.837,
1992-01,161.681,
1992-02,163.528,
1992-03,165.920,
1992-04,168.289,
1992-05,167.349,
1992-06,167.249,
1992-07,165.193,
1992-08,161.557,
1992-09,161.508,
1992-10,168.960,
1992-11,168.237,
1992-12,161.150,
1993-01,166.379,
1993-02,171.914,
1993-03,175.065,
1993-04,179.148,
1993-05,176.981,
1993-06,177.078,
1993-07,179.480,
1993-08,175.532,
1993-09,179.481,
1993-10,191.205,
1993-11,192.222,
1993-12,185.478,
1994-01,194.270,
1994-02,190.858,
1994-03,197.800,
1994-04,198.391,
1994-05,198.382,
1994-06,196.127,
1994-07,199.470,
1994-08,199.058,
1994-09,202.003,
1994-10,208.952,
1994-11,212.902,
1994-12,206.200,
1995-01,213.077,
1995-02,212.285,
1995-03,215.343,
1995-04,218.261,
1995-05,221.333,
1995-06,221.478,
1995-07,222.374,
1995-08,217.109,
1995-09,219.549,
1995-10,221.140,
1995-11,220.383,
1995-12,203.999,
1996-01,210.225,
1996-02,213.163,
1996-03,220.649,
1996-04,226.435,
1996-05,231.335,
1996-06,225.586,
1996-07,219.950,
1996-08,215.616,
1996-09,219.990,
1996-10,223.585,
1996-11,230.396,
1996-12,225.934,
1997-01,242.005,
1997-02,250.565,
1997-03,256.254,
1997-04,262.655,
1997-05,259.389,
1997-06,255.113,
1997-07,255.009,
1997-08,242.985,
1997-09,247.621,
1997-10,249.252,
1997-11,246.169,
1997-12,236.094,
1998-01,250.126,
1998-02,261.853,
1998-03,276.253,
1998-04,283.975,
1998-05,288.399,
1998-06,274.449,
1998-07,271.078,
1998-08,261.570,
1998-09,273.878,
1998-10,273.946,
1998-11,273.688,
1998-12,256.980,
1999-01,251.064,
1999-02,261.657,
1999-03,274.087,
1999-04,283.043,
1999-05,292.329,
1999-06,296.980,
1999-07,287.238,
1999-08,284.789,
1999-09,286.419,
1999-10,285.847,
1999-11,292.453,
1999-12,277.331,
2000-01,287.386,
2000-02,298.855,
2000-03,325.782,
2000-04,328.014,
2000-05,339.883,
2000-06,337.049,
2000-07,327.654,
2000-08,341.374,
2000-09,333.029,
2000-10,338.993,
2000-11,335.263,
2000-12,320.874,
2001-01,341.928,
2001-02,359.233,
2001-03,384.512,
2001-04,383.795,
2001-05,385.027,
2001-06,384.523,
2001-07,373.440,
2001-08,363.897,
2001-09,364.343,
2001-10,369.013,
2001-11,356.295,
2001-12,358.120,
2002-01,362.815,
2002-02,366.832,
2002-03,362.267,
2002-04,372.043,
2002-05,365.491,
2002-06,354.960,
2002-07,352.703,
2002-08,349.276,
2002-09,358.748,
2002-10,362.685,
2002-11,354.571,
2002-12,331.671,
2003-01,351.920,
2003-02,359.373,
2003-03,370.003,
2003-04,380.575,
2003-05,379.216,
2003-06,373.397,
2003-07,380.525,
2003-08,367.672,
2003-09,373.349,
2003-10,376.608,
2003-11,376.205,
2003-12,362.099,
2004-01,380.802,
2004-02,378.652,
2004-03,387.999,
2004-04,382.876,
2004-05,379.802,
2004-06,388.033,
2004-07,389.427,
2004-08,385.932,
2004-09,395.449,
2004-10,395.474,
2004-11,390.339,
2004-12,377.540,
2005-01,382.505,
2005-02,387.589,
2005-03,404.637,
2005-04,399.912,
2005-05,400.068,
2005-06,401.908,
2005-07,403.117,
2005-08,399.351,
2005-09,417.566,
2005-10,420.570,
2005-11,422.493,
2005-12,409.493,
2006-01,415.921,
2006-02,431.646,
2006-03,441.289,
2006-04,445.154,
2006-05,444.293,
2006-06,444.899,
2006-07,437.978,
2006-08,442.217,
2006-09,452.957,
2006-10,460.113,
2006-11,463.093,
2006-12,450.228,
2007-01,459.382,
2007-02,470.750,
2007-03,484.624,
2007-04,484.278,
2007-05,487.634,
2007-06,495.424,
2007-07,497.998,
2007-08,497.164,
2007-09,506.705,
2007-10,526.599,
2007-11,530.286,
2007-12,509.178,
2008-01,524.363,
2008-02,530.469,
2008-03,544.360,
2008-04,553.381,
2008-05,552.109,
2008-06,550.375,
2008-07,556.797,
2008-08,550.807,
2008-09,567.699,
2008-10,571.316,
2008-11,571.792,
2008-12,553.465,
2009-01,550.841,
2009-02,550.075,
2009-03,574.090,
2009-04,569.811,
2009-05,567.069,
2009-06,571.380,
2009-07,566.923,
2009-08,567.509,
2009-09,575.517,
2009-10,589.568,
2009-11,595.277,
2009-12,593.591,
2010-01,584.887,
2010-02,597.003,
2010-03,618.272,
2010-04,629.628,
2010-05,639.878,
2010-06,650.375,
2010-07,658.907,
2010-08,664.596,
2010-09,672.434,
2010-10,683.202,
2010-11,691.745,
2010-12,670.695,
2011-01,694.331,
2011-02,693.522,
2011-03,700.063,
2011-04,698.220,
2011-05,720.334,
2011-06,710.199,
2011-07,722.069,
2011-08,736.718,
2011-09,748.856,
2011-10,740.634,
2011-11,735.365,
2011-12,698.599,
2012-01,722.309,
2012-02,725.163,
2012-03,741.704,
2012-04,731.179,
2012-05,743.829,
2012-06,767.110,
2012-07,763.693,
2012-08,745.790,
2012-09,765.487,
2012-10,753.254,
2012-11,766.658,
2012-12,740.809,
2013-01,759.991,
2013-02,767.670,
2013-03,785.161,
2013-04,794.479,
2013-05,791.279,
2013-06,810.548,
2013-07,778.291,
2013-08,771.743,
2013-09,791.517,
2013-10,784.972,
2013-11,792.804,
2013-12,779.109,
2014-01,778.323,
2014-02,784.794,
2014-03,815.695,
2014-04,814.608,
2014-05,831.459,
2014-06,826.511,
2014-07,818.861,
2014-08,828.510,
2014-09,842.488,
2014-10,833.063,
2014-11,835.661,
2014-12,811.820,
"","General: Up to and including November 2009 assets held abroad by households in Germany. Foreign assets of banks (MFIs) in Germany are excluded. Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
