"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC21._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC21._Z._Z._Z._T._X.N_FLAGS
2004-05,554.888,
2004-06,557.021,
2004-07,698.961,
2004-08,550.045,
2004-09,754.457,
2004-10,645.869,
2004-11,618.693,
2004-12,509.340,
2005-01,520.200,
2005-02,555.906,
2005-03,602.942,
2005-04,663.883,
2005-05,643.849,
2005-06,830.705,
2005-07,721.594,
2005-08,734.629,
2005-09,767.081,
2005-10,665.741,
2005-11,664.841,
2005-12,789.854,
2006-01,588.516,
2006-02,604.768,
2006-03,919.590,
2006-04,749.926,
2006-05,723.913,
2006-06,840.151,
2006-07,733.662,
2006-08,825.450,
2006-09,732.436,
2006-10,722.578,
2006-11,766.411,
2006-12,781.201,
2007-01,614.731,
2007-02,667.083,
2007-03,756.254,
2007-04,682.057,
2007-05,831.116,
2007-06,827.786,
2007-07,890.939,
2007-08,951.419,
2007-09,659.971,
2007-10,849.190,
2007-11,794.752,
2007-12,713.033,
2008-01,636.627,
2008-02,727.226,
2008-03,787.011,
2008-04,750.006,
2008-05,804.111,
2008-06,771.920,
2008-07,774.631,
2008-08,837.866,
2008-09,809.991,
2008-10,848.545,
2008-11,882.939,
2008-12,686.469,
2009-01,620.453,
2009-02,643.461,
2009-03,687.793,
2009-04,668.950,
2009-05,624.158,
2009-06,646.131,
2009-07,692.637,
2009-08,561.704,
2009-09,694.397,
2009-10,790.831,
2009-11,679.134,
2009-12,649.504,
2010-01,642.376,
2010-02,706.685,
2010-03,843.480,
2010-04,805.967,
2010-05,796.953,
2010-06,881.099,
2010-07,843.711,
2010-08,758.474,
2010-09,946.348,
2010-10,908.656,
2010-11,908.981,
2010-12,807.445,
2011-01,784.267,
2011-02,831.935,
2011-03,984.403,
2011-04,693.209,
2011-05,762.054,
2011-06,793.135,
2011-07,754.699,
2011-08,810.735,
2011-09,882.039,
2011-10,829.027,
2011-11,838.348,
2011-12,686.099,
2012-01,769.528,
2012-02,816.017,
2012-03,883.364,
2012-04,752.480,
2012-05,835.867,
2012-06,809.409,
2012-07,831.405,
2012-08,850.431,
2012-09,894.247,
2012-10,958.016,
2012-11,836.512,
2012-12,652.023,
2013-01,847.585,
2013-02,763.106,
2013-03,853.469,
2013-04,861.609,
2013-05,876.785,
2013-06,884.827,
2013-07,964.521,
2013-08,851.948,
2013-09,791.537,
2013-10,926.100,
2013-11,806.151,
2013-12,677.751,
2014-01,828.095,
2014-02,728.981,Provisional value
2014-03,730.172,Provisional value
2014-04,868.259,Provisional value
2014-05,799.102,Provisional value
2014-06,737.166,Provisional value
2014-07,907.767,Provisional value
2014-08,731.913,Provisional value
2014-09,929.928,
2014-10,971.810,
2014-11,778.437,
2014-12,736.858,Provisional value
