"",BBDE1.M.DE.Y.BAA1.N2C100000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C100000.G.C.I10.A_FLAGS
2012-05,101.1,
2012-06,101.2,
2012-07,99.7,
2012-08,101.3,
2012-09,100.7,
2012-10,101.4,
2012-11,100.9,
2012-12,101.4,
2013-01,102.5,
2013-02,100.3,
2013-03,101.0,
2013-04,99.4,
2013-05,101.9,
2013-06,99.1,
2013-07,100.8,
2013-08,100.7,
2013-09,98.4,
2013-10,101.1,
2013-11,101.7,
2013-12,101.3,
2014-01,101.2,
2014-02,100.9,
2014-03,101.0,
2014-04,101.8,
2014-05,99.5,
2014-06,100.9,
2014-07,101.1,
2014-08,100.1,
2014-09,99.9,
2014-10,100.6,Provisional value
2014-11,99.8,Provisional value
2014-12,102.3,Provisional value
