"",BBSF2.M.1.P.00000.AKT01.I.F.ANZ.Z5.00000.000000.Z01.00,BBSF2.M.1.P.00000.AKT01.I.F.ANZ.Z5.00000.000000.Z01.00_FLAGS
1967-01,23,
1967-02,23,
1967-03,23,
1967-04,23,
1967-05,23,
1967-06,23,
1967-07,23,
1967-08,23,
1967-09,23,
1967-10,24,
1967-11,24,
1967-12,24,
1968-01,24,
1968-02,25,
1968-03,26,
1968-04,26,
1968-05,26,
1968-06,26,
1968-07,26,
1968-08,27,
1968-09,27,
1968-10,27,
1968-11,27,
1968-12,27,
1969-01,27,
1969-02,28,
1969-03,29,
1969-04,29,
1969-05,29,
1969-06,29,
1969-07,29,
1969-08,29,
1969-09,30,
1969-10,32,
1969-11,32,
1969-12,33,
1970-01,35,
1970-02,35,
1970-03,35,
1970-04,35,
1970-05,35,
1970-06,35,
1970-07,36,
1970-08,38,
1970-09,39,
1970-10,40,
1970-11,40,
1970-12,42,
1971-01,42,
1971-02,43,
1971-03,45,
1971-04,61,comment
1971-05,62,
1971-06,63,
1971-07,64,
1971-08,64,
1971-09,67,
1971-10,68,
1971-11,69,
1971-12,69,
1972-01,69,
1972-02,69,
1972-03,69,
1972-04,72,
1972-05,72,
1972-06,72,
1972-07,72,
1972-08,72,
1972-09,72,
1972-10,72,
1972-11,72,
1972-12,72,
1973-01,72,
1973-02,72,
1973-03,72,
1973-04,72,
1973-05,72,
1973-06,72,
1973-07,71,
1973-08,71,
1973-09,71,
1973-10,74,
1973-11,74,
1973-12,74,
1974-01,74,
1974-02,74,
1974-03,74,
1974-04,71,
1974-05,72,
1974-06,72,
1974-07,72,
1974-08,72,
1974-09,72,
1974-10,72,
1974-11,72,
1974-12,72,
1975-01,72,
1975-02,72,
1975-03,72,
1975-04,72,
1975-05,72,
1975-06,72,
1975-07,73,
1975-08,73,
1975-09,72,
1975-10,72,
1975-11,72,
1975-12,72,
1976-01,72,
1976-02,72,
1976-03,73,
1976-04,73,
1976-05,73,
1976-06,73,
1976-07,70,
1976-08,70,
1976-09,70,
1976-10,71,
1976-11,72,
1976-12,72,
1977-01,72,
1977-02,72,
1977-03,72,
1977-04,72,
1977-05,72,
1977-06,72,
1977-07,72,
1977-08,72,
1977-09,72,
1977-10,73,
1977-11,74,
1977-12,74,
1978-01,75,
1978-02,76,
1978-03,76,
1978-04,76,
1978-05,76,
1978-06,76,
1978-07,77,
1978-08,77,
1978-09,77,
1978-10,77,
1978-11,77,
1978-12,76,
1979-01,77,
1979-02,77,
1979-03,76,
1979-04,76,
1979-05,76,
1979-06,74,
1979-07,74,
1979-08,74,
1979-09,74,
1979-10,74,
1979-11,74,
1979-12,74,
1980-01,73,
1980-02,73,
1980-03,71,
1980-04,71,
1980-05,71,
1980-06,71,
1980-07,71,
1980-08,71,
1980-09,70,
1980-10,70,
1980-11,71,
1980-12,71,
1981-01,71,
1981-02,71,
1981-03,72,
1981-04,72,
1981-05,72,
1981-06,72,
1981-07,72,
1981-08,72,
1981-09,72,
1981-10,72,
1981-11,73,
1981-12,73,
1982-01,73,
1982-02,73,
1982-03,73,
1982-04,73,
1982-05,74,
1982-06,74,
1982-07,73,
1982-08,73,
1982-09,72,
1982-10,72,
1982-11,73,
1982-12,73,
1983-01,73,
1983-02,74,
1983-03,75,
1983-04,75,
1983-05,75,
1983-06,76,
1983-07,79,
1983-08,79,
1983-09,78,
1983-10,79,
1983-11,80,
1983-12,80,
1984-01,80,
1984-02,80,
1984-03,81,
1984-04,81,
1984-05,81,
1984-06,81,
1984-07,81,
1984-08,81,
1984-09,80,
1984-10,80,
1984-11,80,
1984-12,80,
1985-01,80,
1985-02,80,
1985-03,80,
1985-04,80,
1985-05,80,
1985-06,80,
1985-07,81,
1985-08,81,
1985-09,82,
1985-10,82,
1985-11,82,
1985-12,82,
1986-01,83,
1986-02,83,
1986-03,83,
1986-04,85,
1986-05,85,
1986-06,85,
1986-07,85,
1986-08,86,
1986-09,86,
1986-10,86,
1986-11,86,
1986-12,86,
1987-01,86,
1987-02,86,
1987-03,86,
1987-04,87,
1987-05,89,
1987-06,90,
1987-07,90,
1987-08,91,
1987-09,91,
1987-10,92,
1987-11,93,
1987-12,93,
1988-01,93,
1988-02,94,
1988-03,94,
1988-04,96,
1988-05,98,
1988-06,98,
1988-07,100,
1988-08,102,
1988-09,102,
1988-10,103,
1988-11,106,
1988-12,108,
1989-01,111,
1989-02,111,
1989-03,113,
1989-04,117,
1989-05,120,
1989-06,120,
1989-07,123,
1989-08,125,
1989-09,126,
1989-10,130,
1989-11,131,
1989-12,132,
1990-01,130,
1990-02,136,
1990-03,154,
1990-04,154,
1990-05,154,
1990-06,154,
1990-07,154,
1990-08,155,
1990-09,152,
1990-10,156,
1990-11,162,
1990-12,165,
1991-01,167,
1991-02,167,
1991-03,166,
1991-04,170,
1991-05,173,
1991-06,176,
1991-07,177,
1991-08,177,
1991-09,178,
1991-10,183,
1991-11,193,
1991-12,193,
1992-01,134,comment
1992-02,135,
1992-03,135,
1992-04,137,
1992-05,137,
1992-06,137,
1992-07,138,
1992-08,139,
1992-09,137,
1992-10,139,
1992-11,140,
1992-12,141,
1993-01,141,
1993-02,141,
1993-03,142,
1993-04,142,
1993-05,141,
1993-06,142,
1993-07,142,
1993-08,144,
1993-09,144,
1993-10,147,
1993-11,148,
1993-12,156,
1994-01,158,
1994-02,161,
1994-03,164,
1994-04,163,
1994-05,175,
1994-06,177,
1994-07,178,
1994-08,179,
1994-09,179,
1994-10,180,
1994-11,183,
1994-12,187,
1995-01,189,
1995-02,190,
1995-03,191,
1995-04,191,
1995-05,191,
1995-06,191,
1995-07,193,
1995-08,193,
1995-09,192,
1995-10,193,
1995-11,193,
1995-12,192,
1996-01,195,
1996-02,197,
1996-03,198,
1996-04,200,
1996-05,199,
1996-06,201,
1996-07,203,
1996-08,205,
1996-09,207,
1996-10,209,
1996-11,209,
1996-12,210,
1997-01,220,
1997-02,221,
1997-03,222,
1997-04,225,
1997-05,229,
1997-06,236,
1997-07,241,
1997-08,242,
1997-09,249,
1997-10,251,
1997-11,256,
1997-12,257,
1998-01,264,
1998-02,266,
1998-03,284,
1998-04,285,
1998-05,284,
1998-06,283,
1998-07,283,
1998-08,283,
1998-09,284,
1998-10,286,
1998-11,288,
1998-12,296,
1999-01,302,
1999-02,312,
1999-03,313,
1999-04,317,
1999-05,322,
1999-06,328,
1999-07,336,
1999-08,340,
1999-09,344,
1999-10,350,
1999-11,359,
1999-12,360,
2000-01,369,
2000-02,370,
2000-03,374,
2000-04,381,
2000-05,386,
2000-06,392,
2000-07,396,
2000-08,396,
2000-09,399,
2000-10,404,
2000-11,415,
2000-12,420,
2001-01,425,
2001-02,427,
2001-03,430,
2001-04,445,
2001-05,453,
2001-06,454,
2001-07,465,
2001-08,469,
2001-09,475,
2001-10,476,
2001-11,475,
2001-12,476,
2002-01,474,
2002-02,475,
2002-03,478,
2002-04,477,
2002-05,478,
2002-06,475,
2002-07,489,
2002-08,493,
2002-09,492,
2002-10,494,
2002-11,496,
2002-12,491,
2003-01,493,
2003-02,491,
2003-03,486,
2003-04,488,
2003-05,489,
2003-06,488,
2003-07,480,
2003-08,480,
2003-09,477,
2003-10,479,
2003-11,479,
2003-12,471,
2004-01,471,
2004-02,472,
2004-03,468,
2004-04,466,
2004-05,464,
2004-06,462,
2004-07,460,
2004-08,460,
2004-09,457,
2004-10,459,
2004-11,459,
2004-12,453,
2005-01,454,
2005-02,456,
2005-03,454,
2005-04,449,
2005-05,455,
2005-06,461,
2005-07,458,
2005-08,461,
2005-09,460,
2005-10,461,
2005-11,464,
2005-12,467,
2006-01,474,
2006-02,492,
2006-03,499,
2006-04,501,
2006-05,508,
2006-06,513,
2006-07,505,
2006-08,509,
2006-09,515,
2006-10,519,
2006-11,518,
2006-12,527,
2007-01,530,
2007-02,531,
2007-03,538,
2007-04,542,
2007-05,541,
2007-06,543,
2007-07,547,
2007-08,554,
2007-09,562,
2007-10,558,
2007-11,559,
2007-12,563,
2008-01,564,
2008-02,559,
2008-03,570,
2008-04,571,
2008-05,569,
2008-06,567,
2008-07,568,
2008-08,570,
2008-09,576,
2008-10,578,
2008-11,579,
2008-12,572,
2009-01,561,
2009-02,557,
2009-03,557,
2009-04,560,
2009-05,557,
2009-06,565,
2009-07,564,
2009-08,564,
2009-09,537,
2009-10,538,
2009-11,536,
2009-12,540,
2010-01,532,
2010-02,529,
2010-03,523,
2010-04,517,
2010-05,509,
2010-06,515,
2010-07,516,
2010-08,517,
2010-09,517,
2010-10,522,
2010-11,524,
2010-12,518,
2011-01,513,
2011-02,514,
2011-03,516,
2011-04,500,
2011-05,497,
2011-06,489,
2011-07,489,
2011-08,491,
2011-09,492,
2011-10,494,
2011-11,498,
2011-12,496,
2012-01,496,
2012-02,497,
2012-03,495,
2012-04,496,
2012-05,491,
2012-06,489,
2012-07,488,
2012-08,489,
2012-09,483,
2012-10,481,
2012-11,483,
2012-12,476,
2013-01,475,
2013-02,474,
2013-03,470,
2013-04,472,
2013-05,471,
2013-06,465,
2013-07,474,
2013-08,475,
2013-09,473,
2013-10,461,
2013-11,459,
2013-12,463,
2014-01,463,
2014-02,467,
2014-03,468,
2014-04,471,
2014-05,473,
2014-06,477,
2014-07,478,
2014-08,478,
2014-09,484,
2014-10,487,
2014-11,499,
