"",BBDE1.M.DE.Y.AEB5.N2C290000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C290000.F.V.I10.A_FLAGS
2000-11,72.2,
2000-12,74.3,
2001-01,73.7,
2001-02,77.4,
2001-03,75.0,
2001-04,75.9,
2001-05,76.9,
2001-06,76.4,
2001-07,74.9,
2001-08,78.5,
2001-09,74.7,
2001-10,72.6,
2001-11,74.7,
2001-12,73.9,
2002-01,77.1,
2002-02,75.2,
2002-03,80.0,
2002-04,77.7,
2002-05,81.2,
2002-06,78.9,
2002-07,80.1,
2002-08,89.8,
2002-09,81.0,
2002-10,79.8,
2002-11,83.5,
2002-12,77.1,
2003-01,80.6,
2003-02,80.4,
2003-03,76.7,
2003-04,77.6,
2003-05,77.1,
2003-06,75.7,
2003-07,77.3,
2003-08,81.4,
2003-09,76.8,
2003-10,78.4,
2003-11,79.0,
2003-12,79.8,
2004-01,77.9,
2004-02,77.2,
2004-03,81.4,
2004-04,85.8,
2004-05,87.7,
2004-06,84.0,
2004-07,83.4,
2004-08,79.2,
2004-09,83.3,
2004-10,79.7,
2004-11,80.1,
2004-12,89.0,
2005-01,80.1,
2005-02,80.4,
2005-03,86.9,
2005-04,82.9,
2005-05,85.1,
2005-06,93.3,
2005-07,89.6,
2005-08,86.1,
2005-09,95.8,
2005-10,95.7,
2005-11,99.4,
2005-12,88.9,
2006-01,100.2,
2006-02,98.2,
2006-03,98.3,
2006-04,100.4,
2006-05,99.8,
2006-06,99.0,
2006-07,98.1,
2006-08,98.8,
2006-09,99.8,
2006-10,99.1,
2006-11,102.9,
2006-12,102.2,
2007-01,105.0,
2007-02,112.6,
2007-03,104.1,
2007-04,105.0,
2007-05,108.2,
2007-06,109.4,
2007-07,111.0,
2007-08,110.4,
2007-09,109.7,
2007-10,114.6,
2007-11,110.8,
2007-12,116.1,
2008-01,110.1,
2008-02,112.1,
2008-03,110.6,
2008-04,110.3,
2008-05,106.4,
2008-06,107.2,
2008-07,95.5,
2008-08,102.0,
2008-09,93.0,
2008-10,79.9,
2008-11,73.9,
2008-12,67.2,
2009-01,57.8,
2009-02,59.3,
2009-03,66.4,
2009-04,67.6,
2009-05,77.1,
2009-06,82.4,
2009-07,78.0,
2009-08,85.1,
2009-09,87.0,
2009-10,83.9,
2009-11,85.5,
2009-12,86.9,
2010-01,88.0,
2010-02,90.0,
2010-03,92.1,
2010-04,101.3,
2010-05,101.3,
2010-06,98.9,
2010-07,101.4,
2010-08,105.6,
2010-09,103.5,
2010-10,101.6,
2010-11,107.0,
2010-12,104.9,
2011-01,110.1,
2011-02,109.5,
2011-03,107.5,
2011-04,104.2,
2011-05,105.1,
2011-06,110.7,
2011-07,105.7,
2011-08,109.0,
2011-09,110.5,
2011-10,109.7,
2011-11,108.1,
2011-12,107.6,
2012-01,108.8,
2012-02,111.4,
2012-03,113.7,
2012-04,114.6,
2012-05,112.2,
2012-06,116.0,
2012-07,114.9,
2012-08,113.2,
2012-09,109.2,
2012-10,113.9,
2012-11,117.2,
2012-12,115.2,
2013-01,112.1,
2013-02,114.0,
2013-03,116.4,
2013-04,116.8,
2013-05,120.5,
2013-06,121.0,
2013-07,114.4,
2013-08,117.5,
2013-09,117.6,
2013-10,113.0,
2013-11,120.4,
2013-12,124.0,
2014-01,127.1,
2014-02,123.1,
2014-03,124.5,
2014-04,122.2,
2014-05,119.9,
2014-06,125.0,
2014-07,124.5,
2014-08,117.2,
2014-09,125.3,
2014-10,130.5,
2014-11,132.2,
2014-12,133.9,Provisional value
