"",BBK01.OUO178,BBK01.OUO178_FLAGS
2009-06,72.756,
2009-07,73.298,
2009-08,71.155,
2009-09,72.793,
2009-10,72.706,
2009-11,72.427,
2009-12,72.358,
2010-01,71.620,
2010-02,74.817,
2010-03,72.535,
2010-04,72.163,
2010-05,71.537,
2010-06,72.242,
2010-07,72.681,
2010-08,75.582,
2010-09,75.391,
2010-10,74.891,
2010-11,76.284,
2010-12,75.470,
2011-01,74.822,
2011-02,74.920,
2011-03,74.216,
2011-04,74.335,
2011-05,74.152,
2011-06,73.499,
2011-07,74.013,
2011-08,73.978,
2011-09,74.293,
2011-10,74.305,
2011-11,74.806,
2011-12,74.711,
2012-01,74.713,
2012-02,74.812,
2012-03,73.988,
2012-04,73.595,
2012-05,73.343,
2012-06,72.960,
2012-07,72.678,
2012-08,72.407,
2012-09,72.131,
2012-10,71.788,
2012-11,71.011,
2012-12,70.407,
2013-01,70.019,
2013-02,70.010,
2013-03,72.003,
2013-04,53.899,
2013-05,53.811,
2013-06,53.340,
2013-07,54.102,
2013-08,53.108,
2013-09,52.223,
2013-10,52.364,
2013-11,51.947,
2013-12,51.484,
2014-01,50.463,
2014-02,50.072,
2014-03,51.455,
2014-04,49.914,
2014-05,49.517,
2014-06,49.125,
2014-07,48.676,
2014-08,48.916,
2014-09,51.351,
2014-10,50.695,
2014-11,50.462,
2014-12,49.954,Provisional value
"","General: Up to 1998, including liabilities arising from fiduciary loans as well as liabilities vis-à-vis domestic building and loan associations and money market funds. Since the inclusion of building and loan associations in 1999, including deposits under savings and loan contracts. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"".",
