"",BBDE1.M.DE.Y.AEB1.N2C240000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C240000.F.V.I10.A_FLAGS
2007-11,134.3,
2007-12,123.9,
2008-01,110.6,
2008-02,113.7,
2008-03,113.9,
2008-04,115.4,
2008-05,116.4,
2008-06,115.8,
2008-07,114.6,
2008-08,114.5,
2008-09,106.7,
2008-10,90.5,
2008-11,73.1,
2008-12,63.7,
2009-01,60.3,
2009-02,50.0,
2009-03,51.7,
2009-04,58.3,
2009-05,60.3,
2009-06,69.9,
2009-07,68.7,
2009-08,73.7,
2009-09,74.9,
2009-10,74.6,
2009-11,78.4,
2009-12,76.5,
2010-01,82.3,
2010-02,84.6,
2010-03,89.8,
2010-04,111.7,
2010-05,96.2,
2010-06,102.4,
2010-07,100.4,
2010-08,104.0,
2010-09,106.0,
2010-10,107.5,
2010-11,108.8,
2010-12,104.2,
2011-01,118.3,
2011-02,118.7,
2011-03,117.0,
2011-04,112.6,
2011-05,110.1,
2011-06,106.7,
2011-07,112.4,
2011-08,115.6,
2011-09,106.3,
2011-10,103.8,
2011-11,101.0,
2011-12,102.7,
2012-01,104.8,
2012-02,104.8,
2012-03,103.2,
2012-04,107.9,
2012-05,105.2,
2012-06,102.2,
2012-07,99.4,
2012-08,98.6,
2012-09,100.9,
2012-10,99.8,
2012-11,99.6,
2012-12,99.6,
2013-01,100.6,
2013-02,98.4,
2013-03,99.0,
2013-04,96.2,
2013-05,97.2,
2013-06,98.2,
2013-07,96.1,
2013-08,95.4,
2013-09,96.0,
2013-10,97.7,
2013-11,94.6,
2013-12,100.4,
2014-01,93.2,
2014-02,95.8,
2014-03,92.6,
2014-04,94.0,
2014-05,92.9,
2014-06,97.0,
2014-07,93.7,
2014-08,97.2,
2014-09,91.2,
2014-10,91.5,
2014-11,92.0,
2014-12,91.4,Provisional value
