"",BBDE1.M.DE.Y.AEA1.N2C290000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C290000.F.V.I10.A_FLAGS
1999-09,66.8,
1999-10,68.5,
1999-11,68.3,
1999-12,70.0,
2000-01,66.8,
2000-02,71.4,
2000-03,70.9,
2000-04,73.9,
2000-05,74.0,
2000-06,74.1,
2000-07,76.8,
2000-08,75.8,
2000-09,77.0,
2000-10,76.7,
2000-11,79.3,
2000-12,78.6,
2001-01,78.4,
2001-02,81.8,
2001-03,78.7,
2001-04,79.8,
2001-05,80.1,
2001-06,81.4,
2001-07,79.5,
2001-08,84.6,
2001-09,79.0,
2001-10,77.3,
2001-11,78.0,
2001-12,78.5,
2002-01,81.4,
2002-02,77.2,
2002-03,81.5,
2002-04,80.4,
2002-05,82.3,
2002-06,82.2,
2002-07,82.4,
2002-08,90.6,
2002-09,83.8,
2002-10,83.3,
2002-11,84.7,
2002-12,80.0,
2003-01,84.2,
2003-02,86.0,
2003-03,80.0,
2003-04,81.0,
2003-05,81.8,
2003-06,78.9,
2003-07,81.1,
2003-08,82.8,
2003-09,82.1,
2003-10,82.6,
2003-11,83.4,
2003-12,83.8,
2004-01,82.7,
2004-02,84.1,
2004-03,85.1,
2004-04,89.1,
2004-05,89.3,
2004-06,87.6,
2004-07,88.0,
2004-08,85.2,
2004-09,88.3,
2004-10,88.5,
2004-11,86.6,
2004-12,91.8,
2005-01,86.1,
2005-02,84.7,
2005-03,90.5,
2005-04,88.1,
2005-05,88.5,
2005-06,95.2,
2005-07,93.4,
2005-08,91.0,
2005-09,96.8,
2005-10,97.1,
2005-11,99.5,
2005-12,92.6,
2006-01,99.2,
2006-02,98.8,
2006-03,98.8,
2006-04,100.0,
2006-05,101.7,
2006-06,99.4,
2006-07,99.5,
2006-08,100.5,
2006-09,104.1,
2006-10,100.1,
2006-11,102.1,
2006-12,102.0,
2007-01,104.5,
2007-02,110.6,
2007-03,106.3,
2007-04,104.5,
2007-05,108.1,
2007-06,109.1,
2007-07,109.3,
2007-08,108.5,
2007-09,109.2,
2007-10,113.0,
2007-11,110.1,
2007-12,117.1,
2008-01,107.9,
2008-02,109.5,
2008-03,107.5,
2008-04,108.5,
2008-05,104.2,
2008-06,104.6,
2008-07,94.5,
2008-08,99.4,
2008-09,92.8,
2008-10,81.4,
2008-11,74.7,
2008-12,69.9,
2009-01,66.2,
2009-02,70.3,
2009-03,76.2,
2009-04,74.9,
2009-05,82.4,
2009-06,85.0,
2009-07,79.9,
2009-08,90.0,
2009-09,88.7,
2009-10,85.5,
2009-11,86.9,
2009-12,87.4,
2010-01,88.6,
2010-02,89.4,
2010-03,93.9,
2010-04,101.3,
2010-05,100.4,
2010-06,99.4,
2010-07,100.8,
2010-08,105.0,
2010-09,102.0,
2010-10,103.2,
2010-11,106.4,
2010-12,105.1,
2011-01,109.6,
2011-02,109.0,
2011-03,106.5,
2011-04,103.8,
2011-05,104.8,
2011-06,109.0,
2011-07,106.4,
2011-08,107.6,
2011-09,108.4,
2011-10,107.8,
2011-11,107.2,
2011-12,106.5,
2012-01,108.6,
2012-02,109.7,
2012-03,109.2,
2012-04,112.2,
2012-05,109.4,
2012-06,111.7,
2012-07,110.9,
2012-08,108.5,
2012-09,106.3,
2012-10,107.7,
2012-11,110.9,
2012-12,109.7,
2013-01,107.2,
2013-02,108.6,
2013-03,112.1,
2013-04,111.9,
2013-05,113.0,
2013-06,115.7,
2013-07,110.3,
2013-08,115.7,
2013-09,114.0,
2013-10,111.3,
2013-11,116.2,
2013-12,118.7,
2014-01,120.2,
2014-02,118.5,
2014-03,118.3,
2014-04,117.6,
2014-05,116.7,
2014-06,118.7,
2014-07,120.3,
2014-08,111.8,
2014-09,117.2,
2014-10,126.7,
2014-11,125.6,
2014-12,127.8,Provisional value
