"",BBDE1.M.DE.Y.AEA1.N2C130000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C130000.F.C.I10.A_FLAGS
2008-10,104.4,
2008-11,96.8,
2008-12,94.9,
2009-01,88.1,
2009-02,86.3,
2009-03,85.9,
2009-04,86.3,
2009-05,88.2,
2009-06,89.4,
2009-07,90.6,
2009-08,91.1,
2009-09,92.8,
2009-10,90.5,
2009-11,92.0,
2009-12,93.7,
2010-01,94.4,
2010-02,94.3,
2010-03,98.1,
2010-04,97.5,
2010-05,101.2,
2010-06,100.8,
2010-07,100.9,
2010-08,100.2,
2010-09,101.3,
2010-10,101.5,
2010-11,101.9,
2010-12,102.0,
2011-01,98.7,
2011-02,98.6,
2011-03,100.2,
2011-04,98.7,
2011-05,96.7,
2011-06,97.5,
2011-07,97.3,
2011-08,95.7,
2011-09,95.2,
2011-10,95.5,
2011-11,92.8,
2011-12,91.4,
2012-01,92.8,
2012-02,88.5,
2012-03,90.3,
2012-04,89.6,
2012-05,92.7,
2012-06,94.5,
2012-07,89.5,
2012-08,89.3,
2012-09,89.3,
2012-10,88.2,
2012-11,90.7,
2012-12,87.9,
2013-01,91.1,
2013-02,89.5,
2013-03,90.3,
2013-04,91.8,
2013-05,90.8,
2013-06,91.2,
2013-07,96.0,
2013-08,94.3,
2013-09,89.7,
2013-10,94.0,
2013-11,94.2,
2013-12,91.1,
2014-01,96.5,
2014-02,98.9,
2014-03,94.0,
2014-04,97.8,
2014-05,95.0,
2014-06,96.0,
2014-07,98.2,
2014-08,97.9,
2014-09,93.6,
2014-10,98.9,
2014-11,95.5,
2014-12,96.5,Provisional value
