"",BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F2.T._T.N.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F2.T._T.N.N_FLAGS
2005-02,13552.316,
2005-03,2854.470,
2005-04,72021.756,
2005-05,-16934.803,
2005-06,-73574.356,
2005-07,-333.280,
2005-08,-6497.390,
2005-09,11772.841,
2005-10,20289.566,
2005-11,9443.017,
2005-12,-58439.915,
2006-01,42809.466,
2006-02,5651.660,
2006-03,10456.716,
2006-04,21137.151,
2006-05,9328.475,
2006-06,-29881.258,
2006-07,-27212.742,
2006-08,13593.013,
2006-09,24908.033,
2006-10,-3742.731,
2006-11,17691.331,
2006-12,-28484.770,
2007-01,18277.641,
2007-02,17174.779,
2007-03,3411.591,
2007-04,45854.775,
2007-05,20960.333,
2007-06,-39788.188,
2007-07,-9770.712,
2007-08,22942.205,
2007-09,42448.473,
2007-10,9077.828,
2007-11,2224.088,
2007-12,-48367.237,
2008-01,68121.562,
2008-02,22672.393,
2008-03,16101.299,
2008-04,44132.077,
2008-05,-15479.686,
2008-06,-60376.303,
2008-07,-8040.273,
2008-08,-3271.958,
2008-09,42234.094,
2008-10,-61366.414,
2008-11,-41479.404,
2008-12,-48380.493,
2009-01,22399.255,
2009-02,-37888.127,
2009-03,-29081.198,
2009-04,36948.221,
2009-05,-46120.867,
2009-06,116.855,
2009-07,-9544.748,
2009-08,-19573.255,
2009-09,-18206.478,
2009-10,1876.507,
2009-11,-6434.153,
2009-12,-32180.146,
2010-01,45644.550,
2010-02,-7302.371,
2010-03,13653.195,
2010-04,78308.198,
2010-05,53858.498,
2010-06,-57471.034,
2010-07,19624.941,
2010-08,23616.973,
2010-09,-42617.398,
2010-10,8155.871,
2010-11,267.793,
2010-12,-53902.933,
2011-01,20010.941,
2011-02,-3157.932,
2011-03,-57190.231,
2011-04,49524.504,
2011-05,-22573.629,
2011-06,-60247.103,
2011-07,304.139,
2011-08,50718.043,
2011-09,35955.065,
2011-10,12775.913,
2011-11,2143.704,
2011-12,-93186.492,
2012-01,133877.825,
2012-02,19510.268,
2012-03,67538.052,
2012-04,22028.406,
2012-05,9884.466,
2012-06,-17252.604,
2012-07,25153.159,
2012-08,21593.157,
2012-09,-50992.019,
2012-10,20901.876,
2012-11,-43094.439,
2012-12,-97973.530,
2013-01,19625.997,
2013-02,-16119.273,
2013-03,-38540.164,
2013-04,38710.491,
2013-05,-38459.115,
2013-06,-25559.867,
2013-07,-7377.456,
2013-08,-26768.716,
2013-09,-34031.685,
2013-10,15378.962,
2013-11,-8475.898,
2013-12,-85846.538,
2014-01,51410.208,
2014-02,-28170.255,Provisional value
2014-03,-13647.687,Provisional value
2014-04,36161.867,Provisional value
2014-05,-1765.900,Provisional value
2014-06,-21848.568,Provisional value
2014-07,13703.381,Provisional value
2014-08,-10506.301,Provisional value
2014-09,1173.103,
2014-10,5971.229,
2014-11,31504.222,
2014-12,-68682.199,Provisional value
