"",BBK01.ST0325,BBK01.ST0325_FLAGS
1999-04-06,2.889,
1999-04-07,2.883,
1999-04-08,2.879,
1999-04-09,2.676,
1999-04-10,.,No value available
1999-04-11,.,No value available
1999-04-12,2.673,
1999-04-13,2.663,
1999-04-14,2.653,
1999-04-15,2.647,
1999-04-16,2.644,
1999-04-17,.,No value available
1999-04-18,.,No value available
1999-04-19,2.637,
1999-04-20,2.626,
1999-04-21,2.618,
1999-04-22,2.613,
1999-04-23,2.613,
1999-04-24,.,No value available
1999-04-25,.,No value available
1999-04-26,2.611,
1999-04-27,2.608,
1999-04-28,2.607,
1999-04-29,2.605,
1999-04-30,2.604,
1999-05-01,.,No value available
1999-05-02,.,No value available
1999-05-03,2.604,
1999-05-04,2.603,
1999-05-05,2.604,
1999-05-06,2.602,
1999-05-07,2.605,
1999-05-08,.,No value available
1999-05-09,.,No value available
1999-05-10,2.604,
1999-05-11,2.602,
1999-05-12,2.599,
1999-05-13,2.594,
1999-05-14,2.586,
1999-05-15,.,No value available
1999-05-16,.,No value available
1999-05-17,2.592,
1999-05-18,2.592,
1999-05-19,2.597,
1999-05-20,2.598,
1999-05-21,2.597,
1999-05-22,.,No value available
1999-05-23,.,No value available
1999-05-24,2.596,
1999-05-25,2.596,
1999-05-26,2.594,
1999-05-27,2.593,
1999-05-28,2.596,
1999-05-29,.,No value available
1999-05-30,.,No value available
1999-05-31,2.596,
1999-06-01,2.615,
1999-06-02,2.657,
1999-06-03,2.649,
1999-06-04,2.651,
1999-06-05,.,No value available
1999-06-06,.,No value available
1999-06-07,2.654,
1999-06-08,2.648,
1999-06-09,2.647,
1999-06-10,2.651,
1999-06-11,2.667,
1999-06-12,.,No value available
1999-06-13,.,No value available
1999-06-14,2.670,
1999-06-15,2.672,
1999-06-16,2.671,
1999-06-17,2.670,
1999-06-18,2.665,
1999-06-19,.,No value available
1999-06-20,.,No value available
1999-06-21,2.668,
1999-06-22,2.676,
1999-06-23,2.679,
1999-06-24,2.688,
1999-06-25,2.712,
1999-06-26,.,No value available
1999-06-27,.,No value available
1999-06-28,2.718,
1999-06-29,2.811,
1999-06-30,2.823,
1999-07-01,2.811,
1999-07-02,2.841,
1999-07-03,.,No value available
1999-07-04,.,No value available
1999-07-05,2.843,
1999-07-06,2.851,
1999-07-07,2.853,
1999-07-08,2.860,
1999-07-09,2.865,
1999-07-10,.,No value available
1999-07-11,.,No value available
1999-07-12,2.868,
1999-07-13,2.868,
1999-07-14,2.866,
1999-07-15,2.860,
1999-07-16,2.932,
1999-07-17,.,No value available
1999-07-18,.,No value available
1999-07-19,2.942,
1999-07-20,2.948,
1999-07-21,2.937,
1999-07-22,2.917,
1999-07-23,2.932,
1999-07-24,.,No value available
1999-07-25,.,No value available
1999-07-26,2.941,
1999-07-27,2.943,
1999-07-28,2.944,
1999-07-29,2.954,
1999-07-30,2.969,
1999-07-31,.,No value available
1999-08-01,.,No value available
1999-08-02,3.012,
1999-08-03,3.037,
1999-08-04,3.035,
1999-08-05,3.038,
1999-08-06,3.041,
1999-08-07,.,No value available
1999-08-08,.,No value available
1999-08-09,3.060,
1999-08-10,3.073,
1999-08-11,3.071,
1999-08-12,3.068,
1999-08-13,3.068,
1999-08-14,.,No value available
1999-08-15,.,No value available
1999-08-16,3.067,
1999-08-17,3.067,
1999-08-18,3.048,
1999-08-19,3.043,
1999-08-20,3.045,
1999-08-21,.,No value available
1999-08-22,.,No value available
1999-08-23,3.043,
1999-08-24,3.048,
1999-08-25,3.048,
1999-08-26,3.046,
1999-08-27,3.062,
1999-08-28,.,No value available
1999-08-29,.,No value available
1999-08-30,3.072,
1999-08-31,3.080,
1999-09-01,3.089,
1999-09-02,3.097,
1999-09-03,3.099,
1999-09-04,.,No value available
1999-09-05,.,No value available
1999-09-06,3.084,
1999-09-07,3.084,
1999-09-08,3.096,
1999-09-09,3.102,
1999-09-10,3.108,
1999-09-11,.,No value available
1999-09-12,.,No value available
1999-09-13,3.114,
1999-09-14,3.116,
1999-09-15,3.120,
1999-09-16,3.118,
1999-09-17,3.112,
1999-09-18,.,No value available
1999-09-19,.,No value available
1999-09-20,3.107,
1999-09-21,3.113,
1999-09-22,3.114,
1999-09-23,3.120,
1999-09-24,3.104,
1999-09-25,.,No value available
1999-09-26,.,No value available
1999-09-27,3.100,
1999-09-28,3.111,
1999-09-29,3.122,
1999-09-30,3.126,
1999-10-01,3.178,
1999-10-02,.,No value available
1999-10-03,.,No value available
1999-10-04,3.301,
1999-10-05,3.340,
1999-10-06,3.379,
1999-10-07,3.397,
1999-10-08,3.353,
1999-10-09,.,No value available
1999-10-10,.,No value available
1999-10-11,3.367,
1999-10-12,3.393,
1999-10-13,3.462,
1999-10-14,3.478,
1999-10-15,3.526,
1999-10-16,.,No value available
1999-10-17,.,No value available
1999-10-18,3.513,
1999-10-19,3.515,
1999-10-20,3.539,
1999-10-21,3.555,
1999-10-22,3.543,
1999-10-23,.,No value available
1999-10-24,.,No value available
1999-10-25,3.537,
1999-10-26,3.560,
1999-10-27,3.569,
1999-10-28,3.555,
1999-10-29,3.539,
1999-10-30,.,No value available
1999-10-31,.,No value available
1999-11-01,3.546,
1999-11-02,3.567,
1999-11-03,3.567,
1999-11-04,3.556,
1999-11-05,3.538,
1999-11-06,.,No value available
1999-11-07,.,No value available
1999-11-08,3.516,
1999-11-09,3.471,
1999-11-10,3.467,
1999-11-11,3.466,
1999-11-12,3.456,
1999-11-13,.,No value available
1999-11-14,.,No value available
1999-11-15,3.453,
1999-11-16,3.452,
1999-11-17,3.453,
1999-11-18,3.454,
1999-11-19,3.454,
1999-11-20,.,No value available
1999-11-21,.,No value available
1999-11-22,3.460,
1999-11-23,3.461,
1999-11-24,3.457,
1999-11-25,3.455,
1999-11-26,3.465,
1999-11-27,.,No value available
1999-11-28,.,No value available
1999-11-29,3.469,
1999-11-30,3.472,
1999-12-01,3.473,
1999-12-02,3.475,
1999-12-03,3.482,
1999-12-04,.,No value available
1999-12-05,.,No value available
1999-12-06,3.484,
1999-12-07,3.483,
1999-12-08,3.484,
1999-12-09,3.487,
1999-12-10,3.487,
1999-12-11,.,No value available
1999-12-12,.,No value available
1999-12-13,3.489,
1999-12-14,3.491,
1999-12-15,3.497,
1999-12-16,3.504,
1999-12-17,3.539,
1999-12-18,.,No value available
1999-12-19,.,No value available
1999-12-20,3.543,
1999-12-21,3.551,
1999-12-22,3.551,
1999-12-23,3.547,
1999-12-24,3.548,
1999-12-25,.,No value available
1999-12-26,.,No value available
1999-12-27,3.552,
1999-12-28,3.554,
1999-12-29,3.517,
1999-12-30,3.519,
1999-12-31,.,No value available
2000-01-01,.,No value available
2000-01-02,.,No value available
2000-01-03,3.523,
2000-01-04,3.553,
2000-01-05,3.550,
2000-01-06,3.552,
2000-01-07,3.546,
2000-01-08,.,No value available
2000-01-09,.,No value available
2000-01-10,3.534,
2000-01-11,3.532,
2000-01-12,3.545,
2000-01-13,3.544,
2000-01-14,3.539,
2000-01-15,.,No value available
2000-01-16,.,No value available
2000-01-17,3.529,
2000-01-18,3.529,
2000-01-19,3.531,
2000-01-20,3.530,
2000-01-21,3.527,
2000-01-22,.,No value available
2000-01-23,.,No value available
2000-01-24,3.532,
2000-01-25,3.538,
2000-01-26,3.551,
2000-01-27,3.635,
2000-01-28,3.680,
2000-01-29,.,No value available
2000-01-30,.,No value available
2000-01-31,3.682,
2000-02-01,3.697,
2000-02-02,3.686,
2000-02-03,3.693,
2000-02-04,3.691,
2000-02-05,.,No value available
2000-02-06,.,No value available
2000-02-07,3.692,
2000-02-08,3.695,
2000-02-09,3.693,
2000-02-10,3.693,
2000-02-11,3.694,
2000-02-12,.,No value available
2000-02-13,.,No value available
2000-02-14,3.693,
2000-02-15,3.692,
2000-02-16,3.696,
2000-02-17,3.702,
2000-02-18,3.746,
2000-02-19,.,No value available
2000-02-20,.,No value available
2000-02-21,3.803,
2000-02-22,3.817,
2000-02-23,3.818,
2000-02-24,3.816,
2000-02-25,3.777,
2000-02-26,.,No value available
2000-02-27,.,No value available
2000-02-28,3.811,
2000-02-29,3.823,
2000-03-01,3.822,
2000-03-02,3.837,
2000-03-03,3.833,
2000-03-04,.,No value available
2000-03-05,.,No value available
2000-03-06,3.843,
2000-03-07,3.850,
2000-03-08,3.875,
2000-03-09,3.918,
2000-03-10,3.925,
2000-03-11,.,No value available
2000-03-12,.,No value available
2000-03-13,3.971,
2000-03-14,3.979,
2000-03-15,3.988,
2000-03-16,3.995,
2000-03-17,3.969,
2000-03-18,.,No value available
2000-03-19,.,No value available
2000-03-20,3.957,
2000-03-21,3.946,
2000-03-22,3.946,
2000-03-23,3.946,
2000-03-24,3.950,
2000-03-25,.,No value available
2000-03-26,.,No value available
2000-03-27,3.986,
2000-03-28,3.989,
2000-03-29,3.993,
2000-03-30,4.014,
2000-03-31,4.001,
2000-04-01,.,No value available
2000-04-02,.,No value available
2000-04-03,4.002,
2000-04-04,3.999,
2000-04-05,3.993,
2000-04-06,3.989,
2000-04-07,4.018,
2000-04-08,.,No value available
2000-04-09,.,No value available
2000-04-10,4.031,
2000-04-11,4.045,
2000-04-12,4.062,
2000-04-13,4.074,
2000-04-14,4.065,
2000-04-15,.,No value available
2000-04-16,.,No value available
2000-04-17,4.063,
2000-04-18,4.085,
2000-04-19,4.106,
2000-04-20,4.121,
2000-04-21,.,No value available
2000-04-22,.,No value available
2000-04-23,.,No value available
2000-04-24,.,No value available
2000-04-25,4.166,
2000-04-26,4.207,
2000-04-27,4.200,
2000-04-28,4.262,
2000-04-29,.,No value available
2000-04-30,.,No value available
2000-05-01,.,No value available
2000-05-02,4.277,
2000-05-03,4.353,
2000-05-04,4.451,
2000-05-05,4.490,
2000-05-06,.,No value available
2000-05-07,.,No value available
2000-05-08,4.476,
2000-05-09,4.472,
2000-05-10,4.449,
2000-05-11,4.436,
2000-05-12,4.517,
2000-05-13,.,No value available
2000-05-14,.,No value available
2000-05-15,4.521,
2000-05-16,4.524,
2000-05-17,4.625,
2000-05-18,4.655,
2000-05-19,4.653,
2000-05-20,.,No value available
2000-05-21,.,No value available
2000-05-22,4.686,
2000-05-23,4.664,
2000-05-24,4.636,
2000-05-25,4.627,
2000-05-26,4.597,
2000-05-27,.,No value available
2000-05-28,.,No value available
2000-05-29,4.596,
2000-05-30,4.596,
2000-05-31,4.665,
2000-06-01,4.672,
2000-06-02,4.654,
2000-06-03,.,No value available
2000-06-04,.,No value available
2000-06-05,4.611,
2000-06-06,4.613,
2000-06-07,4.595,
2000-06-08,4.595,
2000-06-09,4.748,
2000-06-10,.,No value available
2000-06-11,.,No value available
2000-06-12,4.733,
2000-06-13,4.727,
2000-06-14,4.698,
2000-06-15,4.665,
2000-06-16,4.630,
2000-06-17,.,No value available
2000-06-18,.,No value available
2000-06-19,4.618,
2000-06-20,4.640,
2000-06-21,4.681,
2000-06-22,4.687,
2000-06-23,4.701,
2000-06-24,.,No value available
2000-06-25,.,No value available
2000-06-26,4.716,
2000-06-27,4.718,
2000-06-28,4.716,
2000-06-29,4.786,
2000-06-30,4.780,
2000-07-01,.,No value available
2000-07-02,.,No value available
2000-07-03,4.782,
2000-07-04,4.780,
2000-07-05,4.780,
2000-07-06,4.766,
2000-07-07,4.771,
2000-07-08,.,No value available
2000-07-09,.,No value available
2000-07-10,4.770,
2000-07-11,4.775,
2000-07-12,4.778,
2000-07-13,4.794,
2000-07-14,4.813,
2000-07-15,.,No value available
2000-07-16,.,No value available
2000-07-17,4.836,
2000-07-18,4.836,
2000-07-19,4.896,
2000-07-20,4.902,
2000-07-21,4.880,
2000-07-22,.,No value available
2000-07-23,.,No value available
2000-07-24,4.895,
2000-07-25,4.896,
2000-07-26,4.894,
2000-07-27,4.898,
2000-07-28,4.912,
2000-07-29,.,No value available
2000-07-30,.,No value available
2000-07-31,4.920,
2000-08-01,4.916,
2000-08-02,4.917,
2000-08-03,4.922,
2000-08-04,4.917,
2000-08-05,.,No value available
2000-08-06,.,No value available
2000-08-07,4.902,
2000-08-08,4.895,
2000-08-09,4.898,
2000-08-10,4.901,
2000-08-11,4.946,
2000-08-12,.,No value available
2000-08-13,.,No value available
2000-08-14,5.004,
2000-08-15,5.014,
2000-08-16,5.046,
2000-08-17,5.067,
2000-08-18,5.055,
2000-08-19,.,No value available
2000-08-20,.,No value available
2000-08-21,5.072,
2000-08-22,5.094,
2000-08-23,5.089,
2000-08-24,5.080,
2000-08-25,5.104,
2000-08-26,.,No value available
2000-08-27,.,No value available
2000-08-28,5.116,
2000-08-29,5.111,
2000-08-30,5.094,
2000-08-31,5.092,
2000-09-01,5.044,
2000-09-02,.,No value available
2000-09-03,.,No value available
2000-09-04,5.016,
2000-09-05,5.024,
2000-09-06,5.049,
2000-09-07,5.097,
2000-09-08,5.085,
2000-09-09,.,No value available
2000-09-10,.,No value available
2000-09-11,5.086,
2000-09-12,5.077,
2000-09-13,5.054,
2000-09-14,5.044,
2000-09-15,5.011,
2000-09-16,.,No value available
2000-09-17,.,No value available
2000-09-18,5.011,
2000-09-19,5.005,
2000-09-20,5.002,
2000-09-21,4.996,
2000-09-22,4.982,
2000-09-23,.,No value available
2000-09-24,.,No value available
2000-09-25,4.994,
2000-09-26,5.045,
2000-09-27,5.047,
2000-09-28,5.065,
2000-09-29,5.063,
2000-09-30,.,No value available
2000-10-01,.,No value available
2000-10-02,5.047,
2000-10-03,5.041,
2000-10-04,5.040,
2000-10-05,5.050,
2000-10-06,5.091,
2000-10-07,.,No value available
2000-10-08,.,No value available
2000-10-09,5.085,
2000-10-10,5.079,
2000-10-11,5.064,
2000-10-12,5.061,
2000-10-13,5.045,
2000-10-14,.,No value available
2000-10-15,.,No value available
2000-10-16,5.070,
2000-10-17,5.078,
2000-10-18,5.074,
2000-10-19,5.097,
2000-10-20,5.113,
2000-10-21,.,No value available
2000-10-22,.,No value available
2000-10-23,5.125,
2000-10-24,5.160,
2000-10-25,5.166,
2000-10-26,5.194,
2000-10-27,5.194,
2000-10-28,.,No value available
2000-10-29,.,No value available
2000-10-30,5.197,
2000-10-31,5.202,
2000-11-01,5.195,
2000-11-02,5.181,
2000-11-03,5.175,
2000-11-04,.,No value available
2000-11-05,.,No value available
2000-11-06,5.171,
2000-11-07,5.168,
2000-11-08,5.174,
2000-11-09,5.174,
2000-11-10,5.157,
2000-11-11,.,No value available
2000-11-12,.,No value available
2000-11-13,5.143,
2000-11-14,5.125,
2000-11-15,5.120,
2000-11-16,5.111,
2000-11-17,5.095,
2000-11-18,.,No value available
2000-11-19,.,No value available
2000-11-20,5.093,
2000-11-21,5.100,
2000-11-22,5.103,
2000-11-23,5.103,
2000-11-24,5.104,
2000-11-25,.,No value available
2000-11-26,.,No value available
2000-11-27,5.112,
2000-11-28,5.107,
2000-11-29,5.098,
2000-11-30,5.069,
2000-12-01,5.030,
2000-12-02,.,No value available
2000-12-03,.,No value available
2000-12-04,5.021,
2000-12-05,5.011,
2000-12-06,4.951,
2000-12-07,4.931,
2000-12-08,4.934,
2000-12-09,.,No value available
2000-12-10,.,No value available
2000-12-11,4.955,
2000-12-12,4.958,
2000-12-13,4.955,
2000-12-14,4.928,
2000-12-15,4.924,
2000-12-16,.,No value available
2000-12-17,.,No value available
2000-12-18,4.906,
2000-12-19,4.893,
2000-12-20,4.873,
2000-12-21,4.851,
2000-12-22,4.845,
2000-12-23,.,No value available
2000-12-24,.,No value available
2000-12-25,.,No value available
2000-12-26,.,No value available
2000-12-27,4.841,
2000-12-28,4.834,
2000-12-29,4.833,
2000-12-30,.,No value available
2000-12-31,.,No value available
2001-01-01,.,No value available
2001-01-02,4.788,
2001-01-03,4.725,
2001-01-04,4.631,
2001-01-05,4.584,
2001-01-06,.,No value available
2001-01-07,.,No value available
2001-01-08,4.576,
2001-01-09,4.610,
2001-01-10,4.686,
2001-01-11,4.704,
2001-01-12,4.711,
2001-01-13,.,No value available
2001-01-14,.,No value available
2001-01-15,4.727,
2001-01-16,4.700,
2001-01-17,4.708,
2001-01-18,4.687,
2001-01-19,4.658,
2001-01-20,.,No value available
2001-01-21,.,No value available
2001-01-22,4.649,
2001-01-23,4.648,
2001-01-24,4.671,
2001-01-25,4.692,
2001-01-26,4.694,
2001-01-27,.,No value available
2001-01-28,.,No value available
2001-01-29,4.693,
2001-01-30,4.686,
2001-01-31,4.628,
2001-02-01,4.606,
2001-02-02,4.641,
2001-02-03,.,No value available
2001-02-04,.,No value available
2001-02-05,4.637,
2001-02-06,4.637,
2001-02-07,4.644,
2001-02-08,4.645,
2001-02-09,4.658,
2001-02-10,.,No value available
2001-02-11,.,No value available
2001-02-12,4.644,
2001-02-13,4.645,
2001-02-14,4.654,
2001-02-15,4.666,
2001-02-16,4.675,
2001-02-17,.,No value available
2001-02-18,.,No value available
2001-02-19,4.674,
2001-02-20,4.686,
2001-02-21,4.700,
2001-02-22,4.724,
2001-02-23,4.735,
2001-02-24,.,No value available
2001-02-25,.,No value available
2001-02-26,4.712,
2001-02-27,4.706,
2001-02-28,4.639,
2001-03-01,4.629,
2001-03-02,4.651,
2001-03-03,.,No value available
2001-03-04,.,No value available
2001-03-05,4.659,
2001-03-06,4.670,
2001-03-07,4.663,
2001-03-08,4.661,
2001-03-09,4.662,
2001-03-10,.,No value available
2001-03-11,.,No value available
2001-03-12,4.668,
2001-03-13,4.661,
2001-03-14,4.671,
2001-03-15,4.626,
2001-03-16,4.620,
2001-03-17,.,No value available
2001-03-18,.,No value available
2001-03-19,4.616,
2001-03-20,4.614,
2001-03-21,4.590,
2001-03-22,4.494,
2001-03-23,4.436,
2001-03-24,.,No value available
2001-03-25,.,No value available
2001-03-26,4.428,
2001-03-27,4.410,
2001-03-28,4.426,
2001-03-29,4.413,
2001-03-30,4.424,
2001-03-31,.,No value available
2001-04-01,.,No value available
2001-04-02,4.431,
2001-04-03,4.454,
2001-04-04,4.419,
2001-04-05,4.441,
2001-04-06,4.451,
2001-04-07,.,No value available
2001-04-08,.,No value available
2001-04-09,4.412,
2001-04-10,4.404,
2001-04-11,4.436,
2001-04-12,4.613,
2001-04-13,.,No value available
2001-04-14,.,No value available
2001-04-15,.,No value available
2001-04-16,.,No value available
2001-04-17,4.643,
2001-04-18,4.680,
2001-04-19,4.556,
2001-04-20,4.653,
2001-04-21,.,No value available
2001-04-22,.,No value available
2001-04-23,4.647,
2001-04-24,4.706,
2001-04-25,4.707,
2001-04-26,4.697,
2001-04-27,4.671,
2001-04-28,.,No value available
2001-04-29,.,No value available
2001-04-30,4.741,
2001-05-01,.,No value available
2001-05-02,4.764,
2001-05-03,4.768,
2001-05-04,4.743,
2001-05-05,.,No value available
2001-05-06,.,No value available
2001-05-07,4.727,
2001-05-08,4.708,
2001-05-09,4.701,
2001-05-10,4.657,
2001-05-11,4.468,
2001-05-12,.,No value available
2001-05-13,.,No value available
2001-05-14,4.501,
2001-05-15,4.490,
2001-05-16,4.471,
2001-05-17,4.477,
2001-05-18,4.471,
2001-05-19,.,No value available
2001-05-20,.,No value available
2001-05-21,4.496,
2001-05-22,4.474,
2001-05-23,4.502,
2001-05-24,4.493,
2001-05-25,4.490,
2001-05-26,.,No value available
2001-05-27,.,No value available
2001-05-28,4.488,
2001-05-29,4.477,
2001-05-30,4.459,
2001-05-31,4.446,
2001-06-01,4.416,
2001-06-02,.,No value available
2001-06-03,.,No value available
2001-06-04,4.388,
2001-06-05,4.379,
2001-06-06,4.343,
2001-06-07,4.334,
2001-06-08,4.357,
2001-06-09,.,No value available
2001-06-10,.,No value available
2001-06-11,4.348,
2001-06-12,4.349,
2001-06-13,4.400,
2001-06-14,4.397,
2001-06-15,4.375,
2001-06-16,.,No value available
2001-06-17,.,No value available
2001-06-18,4.366,
2001-06-19,4.360,
2001-06-20,4.342,
2001-06-21,4.318,
2001-06-22,4.315,
2001-06-23,.,No value available
2001-06-24,.,No value available
2001-06-25,4.307,
2001-06-26,4.302,
2001-06-27,4.326,
2001-06-28,4.316,
2001-06-29,4.373,
2001-06-30,.,No value available
2001-07-01,.,No value available
2001-07-02,4.361,
2001-07-03,4.339,
2001-07-04,4.405,
2001-07-05,4.391,
2001-07-06,4.423,
2001-07-07,.,No value available
2001-07-08,.,No value available
2001-07-09,4.415,
2001-07-10,4.430,
2001-07-11,4.402,
2001-07-12,4.409,
2001-07-13,4.401,
2001-07-14,.,No value available
2001-07-15,.,No value available
2001-07-16,4.404,
2001-07-17,4.399,
2001-07-18,4.400,
2001-07-19,4.368,
2001-07-20,4.389,
2001-07-21,.,No value available
2001-07-22,.,No value available
2001-07-23,4.384,
2001-07-24,4.377,
2001-07-25,4.383,
2001-07-26,4.383,
2001-07-27,4.370,
2001-07-28,.,No value available
2001-07-29,.,No value available
2001-07-30,4.352,
2001-07-31,4.336,
2001-08-01,4.323,
2001-08-02,4.309,
2001-08-03,4.336,
2001-08-04,.,No value available
2001-08-05,.,No value available
2001-08-06,4.307,
2001-08-07,4.301,
2001-08-08,4.312,
2001-08-09,4.280,
2001-08-10,4.248,
2001-08-11,.,No value available
2001-08-12,.,No value available
2001-08-13,4.218,
2001-08-14,4.222,
2001-08-15,4.213,
2001-08-16,4.200,
2001-08-17,4.203,
2001-08-18,.,No value available
2001-08-19,.,No value available
2001-08-20,4.180,
2001-08-21,4.176,
2001-08-22,4.165,
2001-08-23,4.177,
2001-08-24,4.188,
2001-08-25,.,No value available
2001-08-26,.,No value available
2001-08-27,4.198,
2001-08-28,4.184,
2001-08-29,4.150,
2001-08-30,4.160,
2001-08-31,4.123,
2001-09-01,.,No value available
2001-09-02,.,No value available
2001-09-03,4.130,
2001-09-04,4.159,
2001-09-05,4.187,
2001-09-06,4.185,
2001-09-07,4.151,
2001-09-08,.,No value available
2001-09-09,.,No value available
2001-09-10,4.114,
2001-09-11,4.127,
2001-09-12,4.048,
2001-09-13,4.034,
2001-09-14,3.991,
2001-09-15,.,No value available
2001-09-16,.,No value available
2001-09-17,3.973,
2001-09-18,3.707,
2001-09-19,3.686,
2001-09-20,3.618,
2001-09-21,3.594,
2001-09-22,.,No value available
2001-09-23,.,No value available
2001-09-24,3.583,
2001-09-25,3.571,
2001-09-26,3.559,
2001-09-27,3.552,
2001-09-28,3.546,
2001-09-29,.,No value available
2001-09-30,.,No value available
2001-10-01,3.546,
2001-10-02,3.537,
2001-10-03,3.491,
2001-10-04,3.468,
2001-10-05,3.430,
2001-10-06,.,No value available
2001-10-07,.,No value available
2001-10-08,3.429,
2001-10-09,3.458,
2001-10-10,3.491,
2001-10-11,3.491,
2001-10-12,3.525,
2001-10-13,.,No value available
2001-10-14,.,No value available
2001-10-15,3.501,
2001-10-16,3.485,
2001-10-17,3.498,
2001-10-18,3.483,
2001-10-19,3.451,
2001-10-20,.,No value available
2001-10-21,.,No value available
2001-10-22,3.425,
2001-10-23,3.428,
2001-10-24,3.437,
2001-10-25,3.425,
2001-10-26,3.432,
2001-10-27,.,No value available
2001-10-28,.,No value available
2001-10-29,3.414,
2001-10-30,3.372,
2001-10-31,3.348,
2001-11-01,3.342,
2001-11-02,3.330,
2001-11-03,.,No value available
2001-11-04,.,No value available
2001-11-05,3.326,
2001-11-06,3.287,
2001-11-07,3.210,
2001-11-08,3.159,
2001-11-09,3.165,
2001-11-10,.,No value available
2001-11-11,.,No value available
2001-11-12,3.185,
2001-11-13,3.195,
2001-11-14,3.201,
2001-11-15,3.249,
2001-11-16,3.316,
2001-11-17,.,No value available
2001-11-18,.,No value available
2001-11-19,3.296,
2001-11-20,3.253,
2001-11-21,3.278,
2001-11-22,3.306,
2001-11-23,3.297,
2001-11-24,.,No value available
2001-11-25,.,No value available
2001-11-26,3.283,
2001-11-27,3.292,
2001-11-28,3.288,
2001-11-29,3.274,
2001-11-30,3.242,
2001-12-01,.,No value available
2001-12-02,.,No value available
2001-12-03,3.220,
2001-12-04,3.221,
2001-12-05,3.226,
2001-12-06,3.277,
2001-12-07,3.299,
2001-12-08,.,No value available
2001-12-09,.,No value available
2001-12-10,3.280,
2001-12-11,3.251,
2001-12-12,3.247,
2001-12-13,3.222,
2001-12-14,3.247,
2001-12-15,.,No value available
2001-12-16,.,No value available
2001-12-17,3.270,
2001-12-18,3.278,
2001-12-19,3.263,
2001-12-20,3.262,
2001-12-21,3.254,
2001-12-22,.,No value available
2001-12-23,.,No value available
2001-12-24,3.259,
2001-12-25,.,No value available
2001-12-26,.,No value available
2001-12-27,3.269,
2001-12-28,3.256,
2001-12-29,.,No value available
2001-12-30,.,No value available
2001-12-31,.,No value available
2002-01-01,.,No value available
2002-01-02,3.228,
2002-01-03,3.239,
2002-01-04,3.267,
2002-01-05,.,No value available
2002-01-06,.,No value available
2002-01-07,3.298,
2002-01-08,3.285,
2002-01-09,3.310,
2002-01-10,3.326,
2002-01-11,3.352,
2002-01-12,.,No value available
2002-01-13,.,No value available
2002-01-14,3.317,
2002-01-15,3.325,
2002-01-16,3.335,
2002-01-17,3.350,
2002-01-18,3.351,
2002-01-19,.,No value available
2002-01-20,.,No value available
2002-01-21,3.354,
2002-01-22,3.368,
2002-01-23,3.389,
2002-01-24,3.394,
2002-01-25,3.419,
2002-01-26,.,No value available
2002-01-27,.,No value available
2002-01-28,3.423,
2002-01-29,3.406,
2002-01-30,3.384,
