"",BBDE1.M.DE.Y.AEB1.N2C200000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C200000.F.V.I10.A_FLAGS
2008-12,77.9,
2009-01,76.0,
2009-02,75.5,
2009-03,73.9,
2009-04,75.6,
2009-05,76.0,
2009-06,80.3,
2009-07,83.6,
2009-08,84.4,
2009-09,84.8,
2009-10,87.8,
2009-11,87.6,
2009-12,87.5,
2010-01,91.7,
2010-02,92.2,
2010-03,97.4,
2010-04,96.8,
2010-05,100.3,
2010-06,98.6,
2010-07,100.5,
2010-08,101.0,
2010-09,104.4,
2010-10,103.3,
2010-11,104.1,
2010-12,106.8,
2011-01,109.9,
2011-02,109.3,
2011-03,111.2,
2011-04,113.2,
2011-05,108.9,
2011-06,109.0,
2011-07,108.9,
2011-08,111.9,
2011-09,105.8,
2011-10,107.1,
2011-11,105.9,
2011-12,102.5,
2012-01,109.8,
2012-02,107.1,
2012-03,108.9,
2012-04,108.6,
2012-05,109.1,
2012-06,104.3,
2012-07,107.8,
2012-08,108.7,
2012-09,108.4,
2012-10,106.8,
2012-11,108.4,
2012-12,106.2,
2013-01,107.8,
2013-02,109.7,
2013-03,107.9,
2013-04,100.4,
2013-05,107.7,
2013-06,105.2,
2013-07,107.3,
2013-08,107.5,
2013-09,107.2,
2013-10,107.6,
2013-11,110.7,
2013-12,106.5,
2014-01,108.6,
2014-02,111.1,
2014-03,104.8,
2014-04,107.7,
2014-05,104.9,
2014-06,104.6,
2014-07,104.3,
2014-08,101.0,
2014-09,100.2,
2014-10,98.9,
2014-11,96.4,
2014-12,104.3,Provisional value
