"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F2.T._T.N.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F2.T._T.N.N_FLAGS
2006-08,25245.443,
2006-09,14208.672,
2006-10,-13536.108,
2006-11,13674.660,
2006-12,6503.058,
2007-01,-2838.596,
2007-02,34267.514,
2007-03,3234.869,
2007-04,22686.985,
2007-05,25767.443,
2007-06,30648.842,
2007-07,-11797.060,
2007-08,14696.745,
2007-09,42607.968,
2007-10,15801.703,
2007-11,33802.220,
2007-12,-29288.688,
2008-01,50561.533,
2008-02,5438.543,
2008-03,11132.335,
2008-04,1634.903,
2008-05,-24017.120,
2008-06,-5011.516,
2008-07,-37304.650,
2008-08,-4031.339,
2008-09,56310.717,
2008-10,-17189.077,
2008-11,-21597.784,
2008-12,-1043.005,
2009-01,-20149.612,
2009-02,-3182.919,
2009-03,-15989.548,
2009-04,24169.411,
2009-05,-25671.002,
2009-06,4502.097,
2009-07,-36140.789,
2009-08,11217.937,
2009-09,-18789.176,
2009-10,10756.051,
2009-11,9888.867,
2009-12,13094.195,
2010-01,-7937.887,
2010-02,21935.443,
2010-03,16309.693,
2010-04,53774.578,
2010-05,74570.741,
2010-06,-65511.836,
2010-07,42182.706,
2010-08,48013.458,
2010-09,288.679,
2010-10,-68016.283,
2010-11,30363.924,
2010-12,6677.970,
2011-01,-462.014,
2011-02,26763.008,
2011-03,-40397.539,
2011-04,32912.621,
2011-05,24495.750,
2011-06,-17515.830,
2011-07,-495.432,
2011-08,88743.898,
2011-09,47875.509,
2011-10,13423.611,
2011-11,29954.475,
2011-12,-95267.174,
2012-01,77054.425,
2012-02,50427.861,
2012-03,42802.942,
2012-04,34214.133,
2012-05,65053.886,
2012-06,864.609,
2012-07,11745.829,
2012-08,6487.758,
2012-09,-41545.127,
2012-10,10026.952,
2012-11,-14063.305,
2012-12,-87783.065,
2013-01,-27486.343,
2013-02,17506.841,
2013-03,-42367.912,
2013-04,23598.096,
2013-05,-25830.483,
2013-06,-4410.598,
2013-07,-31900.159,
2013-08,-11235.512,
2013-09,-3093.234,
2013-10,25386.921,
2013-11,-1040.545,
2013-12,-81906.944,
2014-01,33417.405,
2014-02,-77.920,Provisional value
2014-03,-21095.640,Provisional value
2014-04,5369.991,Provisional value
2014-05,30124.987,Provisional value
2014-06,-6053.601,Provisional value
2014-07,7560.919,Provisional value
2014-08,17008.865,Provisional value
2014-09,1676.195,
2014-10,5154.318,
2014-11,38963.122,
2014-12,-69677.751,Provisional value
