"",BBDE1.M.DE.Y.AEB5.N2C170000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C170000.F.C.I10.A_FLAGS
2005-10,91.7,
2005-11,95.8,
2005-12,103.2,
2006-01,91.9,
2006-02,90.9,
2006-03,98.2,
2006-04,99.6,
2006-05,96.7,
2006-06,98.6,
2006-07,97.4,
2006-08,97.0,
2006-09,99.7,
2006-10,103.5,
2006-11,103.2,
2006-12,100.2,
2007-01,106.5,
2007-02,107.8,
2007-03,106.1,
2007-04,104.2,
2007-05,105.5,
2007-06,108.0,
2007-07,107.2,
2007-08,107.4,
2007-09,105.8,
2007-10,107.6,
2007-11,107.7,
2007-12,101.8,
2008-01,108.3,
2008-02,102.7,
2008-03,105.2,
2008-04,100.3,
2008-05,100.3,
2008-06,105.3,
2008-07,98.4,
2008-08,104.0,
2008-09,98.5,
2008-10,99.5,
2008-11,92.4,
2008-12,92.5,
2009-01,82.8,
2009-02,80.6,
2009-03,81.0,
2009-04,85.3,
2009-05,92.6,
2009-06,87.9,
2009-07,92.3,
2009-08,92.3,
2009-09,96.1,
2009-10,94.6,
2009-11,93.2,
2009-12,95.1,
2010-01,94.8,
2010-02,96.3,
2010-03,101.9,
2010-04,102.9,
2010-05,105.4,
2010-06,102.1,
2010-07,99.7,
2010-08,102.0,
2010-09,96.7,
2010-10,95.8,
2010-11,94.8,
2010-12,102.1,
2011-01,97.0,
2011-02,97.9,
2011-03,98.6,
2011-04,97.2,
2011-05,96.1,
2011-06,97.3,
2011-07,95.6,
2011-08,92.6,
2011-09,95.3,
2011-10,93.5,
2011-11,94.4,
2011-12,97.4,
2012-01,93.3,
2012-02,95.5,
2012-03,97.6,
2012-04,98.6,
2012-05,98.2,
2012-06,95.2,
2012-07,100.7,
2012-08,98.2,
2012-09,99.6,
2012-10,96.7,
2012-11,97.2,
2012-12,92.3,
2013-01,96.8,
2013-02,96.6,
2013-03,96.8,
2013-04,96.1,
2013-05,100.4,
2013-06,96.9,
2013-07,101.5,
2013-08,96.9,
2013-09,98.2,
2013-10,101.1,
2013-11,100.5,
2013-12,97.2,
2014-01,96.6,
2014-02,96.5,
2014-03,96.0,
2014-04,98.2,
2014-05,92.3,
2014-06,96.7,
2014-07,96.4,
2014-08,93.6,
2014-09,92.9,
2014-10,92.6,
2014-11,96.0,
2014-12,99.8,Provisional value
