"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC13._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC13._Z._Z._Z._T._X.N_FLAGS
2013-01,1046.689,
2013-02,920.112,
2013-03,1041.543,
2013-04,1193.560,
2013-05,1086.918,
2013-06,1020.625,
2013-07,1051.797,
2013-08,1009.710,
2013-09,792.504,
2013-10,872.500,
2013-11,775.466,
2013-12,791.209,
2014-01,853.212,
2014-02,791.654,Provisional value
2014-03,763.990,Provisional value
2014-04,829.582,Provisional value
2014-05,804.829,Provisional value
2014-06,797.322,Provisional value
2014-07,784.756,Provisional value
2014-08,693.161,Provisional value
2014-09,747.568,
2014-10,817.996,
2014-11,700.896,
2014-12,731.099,Provisional value
