"",BBFN1.M.DE.N.1.L.W1.S1P.FH.T.BN00.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.FH.T.BN00.Z01.BGA.X001.D_FLAGS
1981-11,84.484,
1981-12,83.095,
1982-01,85.510,
1982-02,88.032,
1982-03,88.705,
1982-04,90.365,
1982-05,90.837,
1982-06,91.753,
1982-07,91.517,
1982-08,91.334,
1982-09,92.100,
1982-10,92.924,
1982-11,93.934,
1982-12,89.008,
1983-01,91.530,
1983-02,91.995,
1983-03,91.722,
1983-04,91.059,
1983-05,91.004,
1983-06,91.375,
1983-07,91.688,
1983-08,91.235,
1983-09,91.315,
1983-10,92.329,
1983-11,92.580,
1983-12,90.981,
1984-01,92.458,
1984-02,93.512,
1984-03,94.243,
1984-04,94.633,
1984-05,94.095,
1984-06,94.479,
1984-07,94.672,
1984-08,95.638,
1984-09,95.723,
1984-10,96.009,
1984-11,97.124,
1984-12,93.950,
1985-01,94.225,
1985-02,95.804,
1985-03,97.237,
1985-04,96.480,
1985-05,95.927,
1985-06,96.807,
1985-07,95.896,
1985-08,96.110,
1985-09,95.117,
1985-10,96.278,
1985-11,95.878,
1985-12,94.960,
1986-01,93.575,
1986-02,93.492,
1986-03,94.210,
1986-04,93.595,
1986-05,92.818,
1986-06,92.098,
1986-07,90.668,
1986-08,90.577,
1986-09,89.325,
1986-10,90.940,
1986-11,90.115,
1986-12,86.294,
1987-01,86.913,
1987-02,87.579,
1987-03,87.707,
1987-04,86.832,
1987-05,86.895,
1987-06,87.479,
1987-07,87.642,
1987-08,86.872,
1987-09,88.070,
1987-10,90.056,
1987-11,90.012,
1987-12,88.253,
1988-01,89.190,
1988-02,90.153,
1988-03,90.792,
1988-04,91.718,
1988-05,92.474,
1988-06,94.633,
1988-07,94.587,
1988-08,94.684,
1988-09,95.845,
1988-10,96.674,
1988-11,96.394,
1988-12,95.315,
1989-01,95.955,
1989-02,95.746,
1989-03,97.386,
1989-04,98.613,
1989-05,98.925,
1989-06,100.948,
1989-07,100.289,
1989-08,101.259,
1989-09,102.874,
1989-10,104.650,
1989-11,106.683,
1989-12,105.690,
1990-01,106.285,
1990-02,108.584,
1990-03,111.111,
1990-04,113.167,
1990-05,112.478,
1990-06,113.978,
1990-07,114.326,
1990-08,116.197,
1990-09,118.243,
1990-10,119.675,
1990-11,122.222,
1990-12,120.967,
1991-01,121.673,
1991-02,125.129,
1991-03,128.182,
1991-04,130.655,
1991-05,131.706,
1991-06,136.376,
1991-07,136.957,
1991-08,135.903,
1991-09,137.498,
1991-10,140.032,
1991-11,138.774,
1991-12,138.910,
1992-01,135.933,
1992-02,136.276,
1992-03,136.120,
1992-04,135.666,
1992-05,137.478,
1992-06,138.917,
1992-07,140.278,
1992-08,139.026,
1992-09,143.016,
1992-10,144.865,
1992-11,147.146,
1992-12,146.689,
1993-01,147.717,
1993-02,149.892,
1993-03,150.954,
1993-04,151.736,
1993-05,152.088,
1993-06,151.508,
1993-07,150.528,
1993-08,150.831,
1993-09,150.641,
1993-10,150.754,
1993-11,149.671,
1993-12,150.427,
1994-01,148.247,
1994-02,150.417,
1994-03,153.907,
1994-04,154.096,
1994-05,156.028,
1994-06,155.313,
1994-07,155.952,
1994-08,156.394,
1994-09,157.824,
1994-10,158.525,
1994-11,160.434,
1994-12,160.741,
1995-01,156.090,
1995-02,155.908,
1995-03,159.978,
1995-04,160.382,
1995-05,162.498,
1995-06,163.589,
1995-07,163.106,
1995-08,162.634,
1995-09,165.819,
1995-10,167.781,
1995-11,169.725,
1995-12,165.055,
1996-01,162.993,
1996-02,167.146,
1996-03,168.029,
1996-04,170.739,
1996-05,174.731,
1996-06,170.231,
1996-07,167.495,
1996-08,166.318,
1996-09,172.377,
1996-10,173.949,
1996-11,175.269,
1996-12,179.946,
1997-01,178.773,
1997-02,183.558,
1997-03,187.934,
1997-04,191.676,
1997-05,190.882,
1997-06,195.009,
1997-07,195.720,
1997-08,188.127,
1997-09,194.685,
1997-10,192.847,
1997-11,195.084,
1997-12,200.463,
1998-01,198.023,
1998-02,204.012,
1998-03,215.717,
1998-04,219.378,
1998-05,222.036,
1998-06,219.842,
1998-07,216.373,
1998-08,211.093,
1998-09,218.226,
1998-10,215.557,
1998-11,218.227,
1998-12,219.467,
1999-01,222.570,
1999-02,226.026,
1999-03,236.721,
1999-04,243.218,
1999-05,250.187,
1999-06,259.178,
1999-07,256.475,
1999-08,258.979,
1999-09,261.120,
1999-10,277.777,
1999-11,278.228,
1999-12,293.849,
2000-01,300.803,
2000-02,313.500,
2000-03,329.251,
2000-04,333.416,
2000-05,350.743,
2000-06,357.043,
2000-07,356.272,
2000-08,372.303,
2000-09,402.561,
2000-10,405.929,
2000-11,409.760,
2000-12,446.060,
2001-01,456.328,
2001-02,463.081,
2001-03,464.405,
2001-04,470.098,
2001-05,475.026,
2001-06,482.097,
2001-07,487.336,
2001-08,490.329,
2001-09,504.945,
2001-10,509.351,
2001-11,497.522,
2001-12,505.266,
2002-01,503.912,
2002-02,511.601,
2002-03,502.197,
2002-04,513.515,
2002-05,529.607,
2002-06,524.082,
2002-07,518.824,
2002-08,517.657,
2002-09,528.930,
2002-10,533.937,
2002-11,538.802,
2002-12,533.423,
2003-01,539.432,
2003-02,541.856,
2003-03,543.523,
2003-04,548.697,
2003-05,550.718,
2003-06,559.261,
2003-07,562.441,
2003-08,562.617,
2003-09,568.045,
2003-10,554.355,
2003-11,560.274,
2003-12,543.186,
2004-01,541.955,
2004-02,525.880,
2004-03,526.358,
2004-04,519.565,
2004-05,521.986,
2004-06,527.609,
2004-07,526.260,
2004-08,522.323,
2004-09,521.390,
2004-10,513.418,
2004-11,510.165,
2004-12,506.434,
2005-01,496.674,
2005-02,501.113,
2005-03,506.424,
2005-04,501.290,
2005-05,506.017,
2005-06,512.106,
2005-07,508.845,
2005-08,510.571,
2005-09,525.347,
2005-10,533.502,
2005-11,537.261,
2005-12,548.107,
2006-01,549.404,
2006-02,564.902,
2006-03,572.032,
2006-04,570.158,
2006-05,582.241,
2006-06,595.203,
2006-07,592.702,
2006-08,593.514,
2006-09,612.615,
2006-10,612.057,
2006-11,619.761,
2006-12,624.790,
2007-01,633.918,
2007-02,643.181,
2007-03,644.353,
2007-04,645.312,
2007-05,648.920,
2007-06,664.372,
2007-07,659.108,
2007-08,658.177,
2007-09,669.043,
2007-10,665.212,
2007-11,662.211,
2007-12,650.966,
2008-01,649.824,
2008-02,661.704,
2008-03,669.163,
2008-04,680.249,
2008-05,680.983,
2008-06,689.938,
2008-07,677.518,
2008-08,676.417,
2008-09,690.356,
2008-10,707.942,
2008-11,708.535,
2008-12,707.704,
2009-01,704.540,
2009-02,712.474,
2009-03,714.688,
2009-04,714.470,
2009-05,713.391,
2009-06,721.031,
2009-07,719.954,
2009-08,720.367,
2009-09,724.436,
2009-10,728.030,
2009-11,729.744,
2009-12,754.355,
2010-01,725.417,
2010-02,729.136,
2010-03,744.648,
2010-04,742.904,
2010-05,758.658,
2010-06,764.983,
2010-07,774.239,
2010-08,778.655,
2010-09,792.000,
2010-10,785.071,
2010-11,791.745,
2010-12,807.185,
2011-01,812.703,
2011-02,802.675,
2011-03,808.652,
2011-04,814.382,
2011-05,821.601,
2011-06,832.692,
2011-07,844.772,
2011-08,850.067,
2011-09,875.558,
2011-10,856.672,
2011-11,863.546,
2011-12,871.795,
2012-01,863.782,
2012-02,863.390,
2012-03,884.857,
2012-04,893.108,
2012-05,900.866,
2012-06,914.110,
2012-07,909.401,
2012-08,895.349,
2012-09,912.170,
2012-10,911.579,
2012-11,918.753,
2012-12,910.837,
2013-01,909.829,
2013-02,909.954,
2013-03,929.777,
2013-04,952.331,
2013-05,948.657,
2013-06,957.963,
2013-07,936.536,
2013-08,923.513,
2013-09,942.834,
2013-10,936.503,
2013-11,938.115,
2013-12,920.620,
2014-01,914.962,
2014-02,922.606,
2014-03,931.657,
2014-04,932.733,
2014-05,936.551,
2014-06,947.826,
2014-07,952.349,
2014-08,950.640,
2014-09,944.880,
2014-10,936.683,
2014-11,943.386,
2014-12,919.688,
"","General: Up to and including November 2009 external liabilities of households in Germany. External liabilities of banks (MFIs) in Germany are excluded. Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
