"",BBFB1.M.N.DE.W1.S13.S1.T.L.FA._Z.F._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.L.FA._Z.F._Z._T._X.N_FLAGS
1999-09,-4625.230,
1999-10,-1355.290,
1999-11,3428.516,
1999-12,3603.054,
2000-01,-3841.305,
2000-02,-1287.751,
2000-03,2522.287,
2000-04,2389.608,
2000-05,5381.370,
2000-06,7262.926,
2000-07,5167.434,
2000-08,440.960,
2000-09,4941.062,
2000-10,4585.317,
2000-11,-1020.531,
2000-12,-3425.805,
2001-01,-10944.783,
2001-02,3007.096,
2001-03,-1670.354,
2001-04,779.864,
2001-05,-80.048,
2001-06,4554.258,
2001-07,3766.340,
2001-08,5099.709,
2001-09,8583.428,
2001-10,14368.579,
2001-11,847.036,
2001-12,-12984.261,
2002-01,-1179.800,
2002-02,343.890,
2002-03,9352.229,
2002-04,2839.873,
2002-05,3103.599,
2002-06,18486.273,
2002-07,10433.120,
2002-08,192.954,
2002-09,4585.566,
2002-10,2261.826,
2002-11,6208.786,
2002-12,-6991.224,
2003-01,4009.015,
2003-02,1982.425,
2003-03,8413.693,
2003-04,2489.862,
2003-05,5182.612,
2003-06,7737.602,
2003-07,-3413.516,
2003-08,1968.438,
2003-09,-3282.594,
2003-10,13730.425,
2003-11,-6531.331,
2003-12,-5080.727,
2004-01,20732.161,
2004-02,-4343.947,
2004-03,754.486,
2004-04,7120.001,
2004-05,1607.481,
2004-06,-10807.040,
2004-07,14848.106,
2004-08,12052.754,
2004-09,-8318.059,
2004-10,12822.403,
2004-11,465.752,
2004-12,-6194.309,
2005-01,18426.158,
2005-02,9440.813,
2005-03,-5558.636,
2005-04,10634.071,
2005-05,-5268.644,
2005-06,20489.188,
2005-07,7638.555,
2005-08,-2976.458,
2005-09,10177.061,
2005-10,-2438.109,
2005-11,11827.688,
2005-12,6183.823,
2006-01,12017.415,
2006-02,-5336.860,
2006-03,12930.832,
2006-04,6125.391,
2006-05,-11294.682,
2006-06,3194.440,
2006-07,14392.243,
2006-08,-4839.288,
2006-09,5442.413,
2006-10,9170.543,
2006-11,8260.631,
2006-12,648.752,
2007-01,2195.192,
2007-02,-5321.627,
2007-03,875.202,
2007-04,11552.531,
2007-05,9597.470,
2007-06,7446.482,
2007-07,464.285,
2007-08,4575.350,
2007-09,-374.111,
2007-10,19648.959,
2007-11,18484.455,
2007-12,-12936.625,
2008-01,12654.839,
2008-02,-6838.294,
2008-03,6172.502,
2008-04,-4236.594,
2008-05,10322.681,
2008-06,24641.276,
2008-07,1954.290,
2008-08,6652.494,
2008-09,13473.044,
2008-10,-19918.306,
2008-11,6160.835,
2008-12,-1896.265,
2009-01,14624.622,
2009-02,22309.640,
2009-03,6801.213,
2009-04,11950.657,
2009-05,22883.197,
2009-06,13678.753,
2009-07,-16448.606,
2009-08,11675.823,
2009-09,3313.365,
2009-10,-573.548,
2009-11,11320.167,
2009-12,-22757.364,
2010-01,394.733,
2010-02,18534.293,
2010-03,-10956.642,
2010-04,7790.264,
2010-05,25478.561,
2010-06,-26425.513,
2010-07,8336.471,
2010-08,11746.476,
2010-09,9676.398,
2010-10,104192.133,
2010-11,14970.991,
2010-12,-13502.050,
2011-01,-18997.641,
2011-02,27887.170,
2011-03,13058.495,
2011-04,6002.273,
2011-05,21434.289,
2011-06,10813.354,
2011-07,-5206.560,
2011-08,20745.513,
2011-09,3918.982,
2011-10,5305.970,
2011-11,14731.609,
2011-12,-1598.565,
2012-01,4186.900,
2012-02,16716.716,
2012-03,-3161.853,
2012-04,11499.135,
2012-05,23976.992,
2012-06,-6419.752,
2012-07,2103.496,
2012-08,2464.924,
2012-09,-15236.077,
2012-10,4633.427,
2012-11,26020.233,
2012-12,-9607.418,
2013-01,-5466.195,
2013-02,12566.100,
2013-03,-4340.428,
2013-04,-6594.756,
2013-05,17596.678,
2013-06,-73.650,
2013-07,-15377.959,
2013-08,2544.859,
2013-09,-8.578,
2013-10,5004.709,
2013-11,10262.668,
2013-12,-10505.613,
2014-01,-986.393,
2014-02,13370.988,Provisional value
2014-03,510.027,Provisional value
2014-04,4754.617,Provisional value
2014-05,1371.668,Provisional value
2014-06,1682.600,Provisional value
2014-07,-9123.290,Provisional value
2014-08,1511.067,Provisional value
2014-09,-3583.914,
2014-10,-1373.409,
2014-11,11706.983,
2014-12,-8990.992,Provisional value
