"",BBK01.DU7503,BBK01.DU7503_FLAGS
2013-02,99.1,
2013-03,99.2,
2013-04,100.5,
2013-05,100.6,
2013-06,99.6,
2013-07,126.0,
2013-08,100.6,
2013-09,100.5,
2013-10,100.6,
2013-11,155.3,
2013-12,103.2,
2014-01,103.2,
2014-02,101.6,
2014-03,102.1,
2014-04,103.5,
2014-05,104.0,
2014-06,103.2,
2014-07,129.6,
2014-08,103.3,
2014-09,103.4,
2014-10,103.5,
2014-11,159.5,
2014-12,106.2,
