"",BBDE1.M.DE.Y.AEA1.P2XF00000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF00000.B2.V.I10.A_FLAGS
2006-09,97.7,
2006-10,95.1,
2006-11,100.4,
2006-12,97.1,
2007-01,106.0,
2007-02,100.3,
2007-03,104.3,
2007-04,104.4,
2007-05,103.7,
2007-06,99.3,
2007-07,104.5,
2007-08,97.5,
2007-09,101.4,
2007-10,120.0,
2007-11,110.2,
2007-12,105.9,
2008-01,120.7,
2008-02,102.4,
2008-03,106.6,
2008-04,104.9,
2008-05,101.9,
2008-06,103.5,
2008-07,108.0,
2008-08,100.1,
2008-09,105.8,
2008-10,100.4,
2008-11,98.2,
2008-12,97.2,
2009-01,98.4,
2009-02,88.9,
2009-03,92.7,
2009-04,98.1,
2009-05,98.7,
2009-06,98.9,
2009-07,99.9,
2009-08,101.7,
2009-09,99.8,
2009-10,100.6,
2009-11,96.8,
2009-12,104.7,
2010-01,92.9,
2010-02,103.9,
2010-03,102.9,
2010-04,98.9,
2010-05,99.0,
2010-06,98.0,
2010-07,99.9,
2010-08,101.1,
2010-09,101.1,
2010-10,105.2,
2010-11,98.6,
2010-12,94.7,
2011-01,98.4,
2011-02,106.1,
2011-03,108.6,
2011-04,106.3,
2011-05,108.5,
2011-06,105.0,
2011-07,110.7,
2011-08,106.1,
2011-09,106.4,
2011-10,104.5,
2011-11,113.3,
2011-12,110.8,
2012-01,113.2,
2012-02,118.0,
2012-03,119.2,
2012-04,116.8,
2012-05,110.8,
2012-06,109.7,
2012-07,109.7,
2012-08,117.7,
2012-09,110.4,
2012-10,134.2,
2012-11,107.1,
2012-12,107.7,
2013-01,115.9,
2013-02,119.3,
2013-03,114.7,
2013-04,115.6,
2013-05,117.4,
2013-06,123.0,
2013-07,124.9,
2013-08,116.4,
2013-09,116.8,
2013-10,119.0,
2013-11,124.1,
2013-12,123.5,
2014-01,128.5,
2014-02,125.0,
2014-03,121.1,
2014-04,124.7,
2014-05,119.3,
2014-06,111.6,
2014-07,119.9,
2014-08,114.5,
2014-09,113.8,
2014-10,114.9,
2014-11,115.7,
2014-12,117.7,
