"",BBDE1.M.DE.Y.AEA1.N2C170000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C170000.F.V.I10.A_FLAGS
2000-01,74.7,
2000-02,76.5,
2000-03,79.8,
2000-04,85.1,
2000-05,84.7,
2000-06,85.3,
2000-07,85.4,
2000-08,83.7,
2000-09,83.3,
2000-10,86.5,
2000-11,86.0,
2000-12,85.5,
2001-01,82.6,
2001-02,81.9,
2001-03,80.9,
2001-04,79.5,
2001-05,81.9,
2001-06,81.2,
2001-07,80.2,
2001-08,82.6,
2001-09,82.8,
2001-10,81.7,
2001-11,82.7,
2001-12,84.6,
2002-01,83.3,
2002-02,83.2,
2002-03,84.5,
2002-04,83.4,
2002-05,84.1,
2002-06,84.3,
2002-07,84.1,
2002-08,82.9,
2002-09,85.3,
2002-10,85.6,
2002-11,85.2,
2002-12,83.5,
2003-01,84.4,
2003-02,84.3,
2003-03,83.7,
2003-04,83.6,
2003-05,81.2,
2003-06,78.8,
2003-07,81.8,
2003-08,81.7,
2003-09,82.2,
2003-10,82.8,
2003-11,82.7,
2003-12,84.6,
2004-01,83.4,
2004-02,84.0,
2004-03,82.2,
2004-04,84.4,
2004-05,82.3,
2004-06,85.2,
2004-07,84.7,
2004-08,83.5,
2004-09,85.5,
2004-10,82.8,
2004-11,83.1,
2004-12,84.6,
2005-01,84.1,
2005-02,83.5,
2005-03,84.7,
2005-04,83.2,
2005-05,88.0,
2005-06,89.9,
2005-07,89.8,
2005-08,85.2,
2005-09,85.5,
2005-10,86.8,
2005-11,89.2,
2005-12,92.0,
2006-01,87.0,
2006-02,87.3,
2006-03,90.3,
2006-04,92.6,
2006-05,91.9,
2006-06,94.1,
2006-07,92.5,
2006-08,92.7,
2006-09,94.2,
2006-10,96.1,
2006-11,97.6,
2006-12,96.0,
2007-01,99.3,
2007-02,99.1,
2007-03,98.4,
2007-04,99.1,
2007-05,101.1,
2007-06,103.1,
2007-07,102.4,
2007-08,103.2,
2007-09,101.7,
2007-10,103.4,
2007-11,103.7,
2007-12,98.3,
2008-01,106.5,
2008-02,102.6,
2008-03,103.8,
2008-04,100.8,
2008-05,100.6,
2008-06,101.4,
2008-07,99.1,
2008-08,102.7,
2008-09,98.7,
2008-10,98.9,
2008-11,93.6,
2008-12,92.6,
2009-01,87.4,
2009-02,84.2,
2009-03,83.0,
2009-04,85.6,
2009-05,87.5,
2009-06,86.5,
2009-07,89.0,
2009-08,89.2,
2009-09,91.5,
2009-10,91.5,
2009-11,90.6,
2009-12,93.6,
2010-01,94.3,
2010-02,93.8,
2010-03,98.4,
2010-04,100.2,
2010-05,102.6,
2010-06,100.7,
2010-07,100.3,
2010-08,102.1,
2010-09,99.9,
2010-10,99.3,
2010-11,99.2,
2010-12,103.7,
2011-01,103.7,
2011-02,104.8,
2011-03,105.1,
2011-04,106.7,
2011-05,103.9,
2011-06,104.5,
2011-07,107.3,
2011-08,103.7,
2011-09,104.4,
2011-10,103.7,
2011-11,102.3,
2011-12,104.1,
2012-01,100.6,
2012-02,101.0,
2012-03,103.8,
2012-04,102.7,
2012-05,104.6,
2012-06,102.5,
2012-07,103.5,
2012-08,102.2,
2012-09,103.1,
2012-10,101.2,
2012-11,101.0,
2012-12,98.7,
2013-01,101.5,
2013-02,99.7,
2013-03,99.3,
2013-04,99.2,
2013-05,101.0,
2013-06,99.1,
2013-07,102.9,
2013-08,100.3,
2013-09,101.0,
2013-10,103.1,
2013-11,103.9,
2013-12,99.2,
2014-01,104.4,
2014-02,102.0,
2014-03,101.1,
2014-04,103.8,
2014-05,97.9,
2014-06,102.1,
2014-07,101.9,
2014-08,100.1,
2014-09,100.1,
2014-10,98.7,
2014-11,101.8,
2014-12,103.0,Provisional value
