"",BBDE1.M.DE.Y.AEA1.N2C280000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C280000.F.C.I10.A_FLAGS
2010-05,97.2,
2010-06,99.8,
2010-07,100.0,
2010-08,101.2,
2010-09,105.7,
2010-10,103.4,
2010-11,112.7,
2010-12,115.3,
2011-01,116.4,
2011-02,121.5,
2011-03,113.3,
2011-04,116.3,
2011-05,115.2,
2011-06,116.1,
2011-07,117.3,
2011-08,111.6,
2011-09,107.4,
2011-10,108.5,
2011-11,109.5,
2011-12,107.3,
2012-01,105.6,
2012-02,105.2,
2012-03,106.7,
2012-04,105.5,
2012-05,114.2,
2012-06,106.3,
2012-07,106.7,
2012-08,101.7,
2012-09,109.2,
2012-10,106.9,
2012-11,102.3,
2012-12,109.8,
2013-01,104.6,
2013-02,104.3,
2013-03,109.8,
2013-04,105.7,
2013-05,107.9,
2013-06,106.9,
2013-07,104.6,
2013-08,109.1,
2013-09,110.6,
2013-10,107.2,
2013-11,109.4,
2013-12,106.6,
2014-01,110.0,
2014-02,107.1,
2014-03,106.6,
2014-04,109.4,
2014-05,105.2,
2014-06,111.2,
2014-07,109.3,
2014-08,110.5,
2014-09,115.8,
2014-10,108.9,
2014-11,107.9,
2014-12,114.2,Provisional value
